production_order_id,company_id,production_order_code,sales_order_line_id,plant_id,product_id,planned_qty,completed_qty,planned_start_date,planned_finish_date,actual_finish_date,progress_rate,status
545,1,生产-000545,545,1,29,1,1.0,2025-02-18,2025-04-27,2025-05-04,100.0,已完成
546,1,生产-000546,546,1,22,1,1.0,2025-02-19,2025-05-03,2025-05-09,100.0,已完成
547,1,生产-000547,547,2,5,3,3.0,2025-02-19,2025-05-28,2025-06-04,100.0,已完成
548,1,生产-000548,548,2,5,2,2.0,2025-02-19,2025-04-23,2025-04-30,100.0,已完成
549,1,生产-000549,549,2,14,1,1.0,2025-02-20,2025-05-21,2025-05-28,100.0,已完成
550,1,生产-000550,550,1,3,3,3.0,2025-02-21,2025-04-01,2025-04-07,100.0,已完成
551,1,生产-000551,551,2,13,3,3.0,2025-02-22,2025-05-11,2025-05-16,100.0,已完成
552,1,生产-000552,552,1,25,1,1.0,2025-02-22,2025-04-02,2025-04-02,100.0,已完成
553,1,生产-000553,553,2,33,1,1.0,2025-02-23,2025-04-19,2025-04-21,100.0,已完成
554,1,生产-000554,554,1,26,1,1.0,2025-02-23,2025-04-24,2025-04-22,100.0,已完成
555,1,生产-000555,555,1,32,2,2.0,2025-02-23,2025-04-02,2025-04-04,100.0,已完成
556,1,生产-000556,556,1,38,1,1.0,2025-02-23,2025-03-25,2025-03-30,100.0,已完成
557,1,生产-000557,557,2,39,5,5.0,2025-02-26,2025-06-01,2025-06-01,100.0,已完成
558,1,生产-000558,558,2,11,2,2.0,2025-02-27,2025-05-08,2025-05-14,100.0,已完成
559,1,生产-000559,559,2,37,1,1.0,2025-02-27,2025-05-17,2025-05-14,100.0,已完成
560,1,生产-000560,560,1,2,2,2.0,2025-02-27,2025-05-20,2025-05-17,100.0,已完成
561,1,生产-000561,561,1,7,1,1.0,2025-02-27,2025-04-24,2025-04-29,100.0,已完成
562,1,生产-000562,562,1,17,1,1.0,2025-02-27,2025-03-31,2025-03-31,100.0,已完成
563,1,生产-000563,563,2,40,2,2.0,2025-02-28,2025-05-20,2025-05-23,100.0,已完成
564,1,生产-000564,564,2,2,5,5.0,2025-02-28,2025-04-28,2025-05-03,100.0,已完成
565,1,生产-000565,565,1,24,1,1.0,2025-02-28,2025-03-26,2025-03-29,100.0,已完成
566,1,生产-000566,566,1,17,1,1.0,2025-02-28,2025-05-29,2025-05-31,100.0,已完成
567,1,生产-000567,567,1,4,1,1.0,2025-02-28,2025-04-17,2025-04-13,100.0,已完成
568,1,生产-000568,568,1,3,3,3.0,2025-02-28,2025-05-18,2025-05-14,100.0,已完成
569,1,生产-000569,569,2,23,1,1.0,2025-02-28,2025-04-11,2025-04-07,100.0,已完成
570,1,生产-000570,570,2,8,1,1.0,2025-02-28,2025-04-22,2025-04-24,100.0,已完成
571,1,生产-000571,571,1,35,1,1.0,2025-03-01,2025-04-18,2025-04-17,100.0,已完成
572,1,生产-000572,572,2,40,2,2.0,2025-03-01,2025-05-02,2025-04-30,100.0,已完成
573,1,生产-000573,573,1,34,2,2.0,2025-03-02,2025-05-02,2025-04-28,100.0,已完成
574,1,生产-000574,574,1,24,5,5.0,2025-03-03,2025-05-21,2025-05-23,100.0,已完成
575,1,生产-000575,575,1,3,4,4.0,2025-03-03,2025-04-01,2025-03-28,100.0,已完成
576,1,生产-000576,576,1,6,1,1.0,2025-03-04,2025-06-18,2025-06-21,100.0,已完成
577,1,生产-000577,577,1,35,4,4.0,2025-03-04,2025-05-28,2025-06-04,100.0,已完成
578,1,生产-000578,578,2,27,3,3.0,2025-03-04,2025-05-18,2025-05-22,100.0,已完成
579,1,生产-000579,579,2,4,3,3.0,2025-03-04,2025-04-18,2025-04-19,100.0,已完成
580,1,生产-000580,580,2,16,3,3.0,2025-03-05,2025-05-19,2025-05-25,100.0,已完成
581,1,生产-000581,581,2,3,1,1.0,2025-03-05,2025-06-02,2025-05-29,100.0,已完成
582,1,生产-000582,582,1,4,5,5.0,2025-03-05,2025-04-25,2025-04-27,100.0,已完成
583,1,生产-000583,583,2,18,4,4.0,2025-03-05,2025-04-08,2025-04-09,100.0,已完成
584,1,生产-000584,584,1,34,1,1.0,2025-03-05,2025-04-23,2025-04-23,100.0,已完成
585,1,生产-000585,585,1,24,2,2.0,2025-03-06,2025-05-30,2025-05-28,100.0,已完成
586,1,生产-000586,586,1,1,1,1.0,2025-03-06,2025-04-04,2025-04-09,100.0,已完成
587,1,生产-000587,587,2,16,1,1.0,2025-03-06,2025-05-21,2025-05-23,100.0,已完成
588,1,生产-000588,588,2,5,1,1.0,2025-03-06,2025-04-19,2025-04-16,100.0,已完成
589,1,生产-000589,589,2,11,1,1.0,2025-03-07,2025-06-02,2025-06-09,100.0,已完成
590,1,生产-000590,590,2,16,2,2.0,2025-03-07,2025-05-30,2025-06-01,100.0,已完成
591,1,生产-000591,591,2,15,1,1.0,2025-03-08,2025-04-08,2025-04-08,100.0,已完成
592,1,生产-000592,592,1,22,1,1.0,2025-03-09,2025-04-04,2025-04-10,100.0,已完成
593,1,生产-000593,593,1,35,1,1.0,2025-03-09,2025-05-11,2025-05-08,100.0,已完成
594,1,生产-000594,594,2,28,1,1.0,2025-03-10,2025-06-08,2025-06-05,100.0,已完成
595,1,生产-000595,595,1,31,1,1.0,2025-03-10,2025-05-26,2025-05-28,100.0,已完成
596,1,生产-000596,596,1,36,5,5.0,2025-03-11,2025-05-24,2025-05-29,100.0,已完成
597,1,生产-000597,597,1,3,2,2.0,2025-03-11,2025-06-05,2025-06-02,100.0,已完成
598,1,生产-000598,598,1,6,3,3.0,2025-03-11,2025-05-28,2025-05-25,100.0,已完成
599,1,生产-000599,599,2,32,1,1.0,2025-03-12,2025-06-20,2025-06-16,100.0,已完成
600,1,生产-000600,600,2,13,1,1.0,2025-03-12,2025-06-22,2025-06-28,100.0,已完成
601,1,生产-000601,601,1,23,4,4.0,2025-03-12,2025-05-25,2025-05-27,100.0,已完成
602,1,生产-000602,602,2,39,3,3.0,2025-03-12,2025-06-15,2025-06-16,100.0,已完成
603,1,生产-000603,603,1,32,5,5.0,2025-03-13,2025-05-28,2025-05-26,100.0,已完成
604,1,生产-000604,604,1,26,2,2.0,2025-03-13,2025-05-15,2025-05-22,100.0,已完成
605,1,生产-000605,605,1,5,4,4.0,2025-03-14,2025-06-11,2025-06-09,100.0,已完成
606,1,生产-000606,606,1,39,4,4.0,2025-03-14,2025-06-08,2025-06-13,100.0,已完成
607,1,生产-000607,607,2,40,3,3.0,2025-03-15,2025-04-25,2025-04-23,100.0,已完成
608,1,生产-000608,608,1,1,4,4.0,2025-03-15,2025-04-17,2025-04-17,100.0,已完成
609,1,生产-000609,609,1,31,2,2.0,2025-03-15,2025-04-10,2025-04-11,100.0,已完成
610,1,生产-000610,610,2,13,3,3.0,2025-03-15,2025-07-03,2025-07-03,100.0,已完成
611,1,生产-000611,611,2,30,1,1.0,2025-03-15,2025-06-19,2025-06-18,100.0,已完成
612,1,生产-000612,612,2,12,1,1.0,2025-03-16,2025-04-24,2025-04-28,100.0,已完成
613,1,生产-000613,613,1,33,1,1.0,2025-03-16,2025-04-25,2025-04-26,100.0,已完成
614,1,生产-000614,614,2,33,2,2.0,2025-03-17,2025-04-19,2025-04-23,100.0,已完成
615,1,生产-000615,615,2,35,1,1.0,2025-03-17,2025-06-10,2025-06-16,100.0,已完成
616,1,生产-000616,616,1,30,2,2.0,2025-03-17,2025-06-02,2025-06-09,100.0,已完成
617,1,生产-000617,617,1,30,1,1.0,2025-03-17,2025-05-16,2025-05-18,100.0,已完成
618,1,生产-000618,618,1,4,2,2.0,2025-03-18,2025-06-04,2025-06-01,100.0,已完成
619,1,生产-000619,619,1,20,4,4.0,2025-03-18,2025-04-29,2025-04-29,100.0,已完成
620,1,生产-000620,620,1,27,4,4.0,2025-03-18,2025-06-29,2025-07-04,100.0,已完成
621,1,生产-000621,621,1,6,3,3.0,2025-03-19,2025-07-01,2025-07-06,100.0,已完成
622,1,生产-000622,622,2,40,4,4.0,2025-03-20,2025-06-17,2025-06-16,100.0,已完成
623,1,生产-000623,623,1,20,4,4.0,2025-03-20,2025-06-29,2025-07-03,100.0,已完成
624,1,生产-000624,624,1,31,2,2.0,2025-03-21,2025-05-12,2025-05-17,100.0,已完成
625,1,生产-000625,625,1,15,5,5.0,2025-03-21,2025-05-28,2025-06-03,100.0,已完成
626,1,生产-000626,626,1,28,1,1.0,2025-03-22,2025-05-18,2025-05-21,100.0,已完成
627,1,生产-000627,627,1,11,1,1.0,2025-03-23,2025-06-17,2025-06-21,100.0,已完成
628,1,生产-000628,628,1,11,4,4.0,2025-03-23,2025-04-22,2025-04-23,100.0,已完成
629,1,生产-000629,629,2,40,5,5.0,2025-03-23,2025-06-09,2025-06-14,100.0,已完成
630,1,生产-000630,630,2,8,1,1.0,2025-03-24,2025-05-30,2025-05-27,100.0,已完成
631,1,生产-000631,631,2,6,1,1.0,2025-03-24,2025-06-19,2025-06-17,100.0,已完成
632,1,生产-000632,632,2,15,2,2.0,2025-03-25,2025-04-24,2025-04-25,100.0,已完成
633,1,生产-000633,633,1,11,1,1.0,2025-03-25,2025-06-08,2025-06-06,100.0,已完成
634,1,生产-000634,634,1,32,2,2.0,2025-03-25,2025-05-15,2025-05-21,100.0,已完成
635,1,生产-000635,635,2,34,4,4.0,2025-03-26,2025-06-28,2025-07-04,100.0,已完成
636,1,生产-000636,636,1,16,1,1.0,2025-03-26,2025-06-06,2025-06-11,100.0,已完成
637,1,生产-000637,637,1,15,3,3.0,2025-03-26,2025-05-02,2025-05-09,100.0,已完成
638,1,生产-000638,638,2,22,1,1.0,2025-03-26,2025-07-09,2025-07-09,100.0,已完成
639,1,生产-000639,639,1,18,1,1.0,2025-03-26,2025-06-16,2025-06-13,100.0,已完成
640,1,生产-000640,640,1,19,2,2.0,2025-03-28,2025-07-15,2025-07-17,100.0,已完成
641,1,生产-000641,641,1,31,5,5.0,2025-03-28,2025-06-07,2025-06-12,100.0,已完成
642,1,生产-000642,642,2,20,4,4.0,2025-03-29,2025-05-23,2025-05-30,100.0,已完成
643,1,生产-000643,643,1,18,1,1.0,2025-03-30,2025-05-08,2025-05-07,100.0,已完成
644,1,生产-000644,644,1,8,1,1.0,2025-03-30,2025-06-16,2025-06-13,100.0,已完成
645,1,生产-000645,645,1,25,4,4.0,2025-03-31,2025-04-28,2025-05-04,100.0,已完成
646,1,生产-000646,646,1,35,2,2.0,2025-03-31,2025-06-14,2025-06-15,100.0,已完成
647,1,生产-000647,647,1,25,3,3.0,2025-04-01,2025-07-14,2025-07-20,100.0,已完成
648,1,生产-000648,648,1,38,1,1.0,2025-04-01,2025-07-08,2025-07-13,100.0,已完成
649,1,生产-000649,649,2,34,2,2.0,2025-04-03,2025-06-30,2025-07-03,100.0,已完成
650,1,生产-000650,650,1,25,3,3.0,2025-04-03,2025-05-01,2025-05-03,100.0,已完成
651,1,生产-000651,651,2,25,2,2.0,2025-04-03,2025-07-20,2025-07-16,100.0,已完成
652,1,生产-000652,652,2,30,4,4.0,2025-04-04,2025-05-19,2025-05-26,100.0,已完成
653,1,生产-000653,653,1,33,4,4.0,2025-04-04,2025-06-20,2025-06-24,100.0,已完成
654,1,生产-000654,654,1,31,1,1.0,2025-04-04,2025-06-19,2025-06-22,100.0,已完成
655,1,生产-000655,655,2,1,3,3.0,2025-04-04,2025-06-18,2025-06-18,100.0,已完成
656,1,生产-000656,656,2,6,2,2.0,2025-04-04,2025-05-17,2025-05-15,100.0,已完成
657,1,生产-000657,657,2,30,5,5.0,2025-04-04,2025-05-11,2025-05-07,100.0,已完成
658,1,生产-000658,658,1,25,1,1.0,2025-04-04,2025-07-23,2025-07-22,100.0,已完成
659,1,生产-000659,659,2,39,2,2.0,2025-04-05,2025-07-12,2025-07-10,100.0,已完成
660,1,生产-000660,660,2,37,5,5.0,2025-04-05,2025-06-18,2025-06-18,100.0,已完成
661,1,生产-000661,661,1,12,4,4.0,2025-04-05,2025-06-13,2025-06-09,100.0,已完成
662,1,生产-000662,662,1,5,1,1.0,2025-04-07,2025-07-10,2025-07-06,100.0,已完成
663,1,生产-000663,663,2,32,1,1.0,2025-04-07,2025-07-19,2025-07-15,100.0,已完成
664,1,生产-000664,664,1,23,1,1.0,2025-04-07,2025-07-21,2025-07-25,100.0,已完成
665,1,生产-000665,665,1,14,2,2.0,2025-04-07,2025-07-13,2025-07-14,100.0,已完成
666,1,生产-000666,666,2,8,2,2.0,2025-04-07,2025-06-08,2025-06-11,100.0,已完成
667,1,生产-000667,667,2,12,2,2.0,2025-04-07,2025-05-25,2025-05-21,100.0,已完成
668,1,生产-000668,668,1,30,3,3.0,2025-04-08,2025-06-23,2025-06-25,100.0,已完成
669,1,生产-000669,669,1,9,2,2.0,2025-04-08,2025-07-21,2025-07-20,100.0,已完成
670,1,生产-000670,670,1,7,4,4.0,2025-04-08,2025-05-13,2025-05-18,100.0,已完成
671,1,生产-000671,671,1,25,3,3.0,2025-04-08,2025-07-10,2025-07-13,100.0,已完成
672,1,生产-000672,672,2,16,1,1.0,2025-04-10,2025-05-17,2025-05-14,100.0,已完成
673,1,生产-000673,673,1,11,1,1.0,2025-04-10,2025-05-10,2025-05-08,100.0,已完成
674,1,生产-000674,674,2,3,2,2.0,2025-04-10,2025-05-23,2025-05-24,100.0,已完成
675,1,生产-000675,675,2,1,5,5.0,2025-04-11,2025-05-25,2025-06-01,100.0,已完成
676,1,生产-000676,676,1,22,1,1.0,2025-04-12,2025-06-28,2025-07-05,100.0,已完成
677,1,生产-000677,677,1,4,5,5.0,2025-04-12,2025-06-18,2025-06-23,100.0,已完成
678,1,生产-000678,678,2,13,1,1.0,2025-04-12,2025-05-14,2025-05-15,100.0,已完成
679,1,生产-000679,679,1,23,1,1.0,2025-04-13,2025-07-04,2025-07-08,100.0,已完成
680,1,生产-000680,680,1,22,3,3.0,2025-04-13,2025-06-24,2025-06-27,100.0,已完成
681,1,生产-000681,681,1,25,1,1.0,2025-04-13,2025-06-13,2025-06-20,100.0,已完成
682,1,生产-000682,682,1,28,2,2.0,2025-04-14,2025-06-08,2025-06-09,100.0,已完成
683,1,生产-000683,683,1,27,1,1.0,2025-04-14,2025-05-27,2025-05-29,100.0,已完成
684,1,生产-000684,684,2,25,1,1.0,2025-04-14,2025-06-25,2025-06-27,100.0,已完成
685,1,生产-000685,685,1,23,2,2.0,2025-04-14,2025-06-13,2025-06-20,100.0,已完成
686,1,生产-000686,686,1,18,1,1.0,2025-04-14,2025-07-11,2025-07-12,100.0,已完成
687,1,生产-000687,687,2,11,1,1.0,2025-04-15,2025-07-01,2025-07-04,100.0,已完成
688,1,生产-000688,688,1,16,2,2.0,2025-04-15,2025-07-05,2025-07-02,100.0,已完成
689,1,生产-000689,689,1,13,1,1.0,2025-04-15,2025-05-28,2025-05-31,100.0,已完成
690,1,生产-000690,690,1,8,1,1.0,2025-04-16,2025-07-10,2025-07-08,100.0,已完成
691,1,生产-000691,691,1,18,4,4.0,2025-04-16,2025-06-26,2025-06-27,100.0,已完成
692,1,生产-000692,692,2,21,2,2.0,2025-04-16,2025-06-29,2025-07-03,100.0,已完成
693,1,生产-000693,693,2,14,4,4.0,2025-04-17,2025-07-31,2025-08-04,100.0,已完成
694,1,生产-000694,694,2,35,2,2.0,2025-04-17,2025-07-05,2025-07-03,100.0,已完成
695,1,生产-000695,695,1,24,5,5.0,2025-04-18,2025-05-27,2025-05-31,100.0,已完成
696,1,生产-000696,696,1,38,4,4.0,2025-04-18,2025-06-24,2025-06-28,100.0,已完成
697,1,生产-000697,697,1,36,1,1.0,2025-04-18,2025-07-02,2025-07-06,100.0,已完成
698,1,生产-000698,698,1,29,3,3.0,2025-04-18,2025-06-18,2025-06-22,100.0,已完成
699,1,生产-000699,699,1,37,1,1.0,2025-04-19,2025-06-10,2025-06-08,100.0,已完成
700,1,生产-000700,700,1,36,5,5.0,2025-04-19,2025-07-20,2025-07-19,100.0,已完成
701,1,生产-000701,701,1,18,4,4.0,2025-04-20,2025-07-12,2025-07-14,100.0,已完成
702,1,生产-000702,702,2,38,1,1.0,2025-04-20,2025-05-18,2025-05-15,100.0,已完成
703,1,生产-000703,703,1,34,3,3.0,2025-04-20,2025-08-06,2025-08-04,100.0,已完成
704,1,生产-000704,704,1,12,1,1.0,2025-04-20,2025-06-13,2025-06-16,100.0,已完成
705,1,生产-000705,705,2,15,2,2.0,2025-04-20,2025-08-04,2025-08-08,100.0,已完成
706,1,生产-000706,706,2,18,2,2.0,2025-04-21,2025-08-09,2025-08-14,100.0,已完成
707,1,生产-000707,707,2,27,1,1.0,2025-04-21,2025-06-21,2025-06-27,100.0,已完成
708,1,生产-000708,708,1,40,1,1.0,2025-04-21,2025-07-30,2025-07-28,100.0,已完成
709,1,生产-000709,709,1,1,2,2.0,2025-04-21,2025-05-30,2025-05-31,100.0,已完成
710,1,生产-000710,710,1,14,1,1.0,2025-04-22,2025-07-22,2025-07-18,100.0,已完成
711,1,生产-000711,711,2,3,5,5.0,2025-04-22,2025-07-06,2025-07-10,100.0,已完成
712,1,生产-000712,712,1,33,1,1.0,2025-04-22,2025-06-15,2025-06-20,100.0,已完成
713,1,生产-000713,713,1,9,2,2.0,2025-04-22,2025-06-16,2025-06-12,100.0,已完成
714,1,生产-000714,714,2,6,5,5.0,2025-04-22,2025-07-19,2025-07-21,100.0,已完成
715,1,生产-000715,715,1,23,2,2.0,2025-04-23,2025-07-17,2025-07-22,100.0,已完成
716,1,生产-000716,716,2,7,2,2.0,2025-04-23,2025-07-29,2025-07-25,100.0,已完成
717,1,生产-000717,717,1,2,4,4.0,2025-04-23,2025-07-31,2025-07-29,100.0,已完成
718,1,生产-000718,718,2,38,5,5.0,2025-04-23,2025-07-27,2025-07-26,100.0,已完成
719,1,生产-000719,719,2,20,1,1.0,2025-04-23,2025-05-20,2025-05-18,100.0,已完成
720,1,生产-000720,720,1,8,1,1.0,2025-04-24,2025-06-09,2025-06-12,100.0,已完成
721,1,生产-000721,721,2,7,3,3.0,2025-04-24,2025-08-03,2025-08-04,100.0,已完成
722,1,生产-000722,722,2,25,1,1.0,2025-04-25,2025-06-27,2025-06-25,100.0,已完成
723,1,生产-000723,723,1,18,2,2.0,2025-04-25,2025-06-03,2025-06-10,100.0,已完成
724,1,生产-000724,724,2,16,5,5.0,2025-04-25,2025-07-31,2025-08-02,100.0,已完成
725,1,生产-000725,725,1,10,1,1.0,2025-04-25,2025-05-28,2025-05-25,100.0,已完成
726,1,生产-000726,726,1,10,3,3.0,2025-04-26,2025-06-18,2025-06-23,100.0,已完成
727,1,生产-000727,727,1,27,1,1.0,2025-04-26,2025-05-30,2025-06-04,100.0,已完成
728,1,生产-000728,728,2,29,1,1.0,2025-04-27,2025-06-03,2025-05-30,100.0,已完成
729,1,生产-000729,729,1,34,1,1.0,2025-04-27,2025-06-11,2025-06-09,100.0,已完成
730,1,生产-000730,730,1,35,3,3.0,2025-04-27,2025-06-22,2025-06-24,100.0,已完成
731,1,生产-000731,731,2,27,2,2.0,2025-04-27,2025-05-27,2025-05-25,100.0,已完成
732,1,生产-000732,732,2,31,1,1.0,2025-04-27,2025-08-10,2025-08-17,100.0,已完成
733,1,生产-000733,733,2,16,1,1.0,2025-04-27,2025-07-29,2025-07-28,100.0,已完成
734,1,生产-000734,734,1,1,1,1.0,2025-04-28,2025-06-12,2025-06-18,100.0,已完成
735,1,生产-000735,735,1,24,5,5.0,2025-04-28,2025-08-17,2025-08-18,100.0,已完成
736,1,生产-000736,736,1,26,2,2.0,2025-04-28,2025-08-14,2025-08-20,100.0,已完成
737,1,生产-000737,737,1,8,2,2.0,2025-04-29,2025-08-11,2025-08-17,100.0,已完成
738,1,生产-000738,738,2,26,2,2.0,2025-04-29,2025-07-09,2025-07-06,100.0,已完成
739,1,生产-000739,739,1,5,1,1.0,2025-04-30,2025-08-04,2025-08-10,100.0,已完成
740,1,生产-000740,740,1,36,1,1.0,2025-04-30,2025-07-29,2025-07-26,100.0,已完成
741,1,生产-000741,741,2,33,1,1.0,2025-04-30,2025-07-22,2025-07-19,100.0,已完成
742,1,生产-000742,742,1,22,3,3.0,2025-04-30,2025-06-02,2025-06-08,100.0,已完成
743,1,生产-000743,743,2,27,1,1.0,2025-05-01,2025-08-14,2025-08-16,100.0,已完成
744,1,生产-000744,744,1,28,1,1.0,2025-05-01,2025-07-28,2025-07-26,100.0,已完成
745,1,生产-000745,745,1,1,1,1.0,2025-05-02,2025-06-20,2025-06-17,100.0,已完成
746,1,生产-000746,746,1,28,2,2.0,2025-05-02,2025-07-06,2025-07-11,100.0,已完成
747,1,生产-000747,747,2,15,1,1.0,2025-05-02,2025-07-14,2025-07-14,100.0,已完成
748,1,生产-000748,748,2,23,3,3.0,2025-05-02,2025-06-11,2025-06-11,100.0,已完成
749,1,生产-000749,749,1,27,1,1.0,2025-05-02,2025-07-13,2025-07-10,100.0,已完成
750,1,生产-000750,750,2,3,1,1.0,2025-05-03,2025-08-17,2025-08-24,100.0,已完成
751,1,生产-000751,751,2,22,4,4.0,2025-05-03,2025-07-24,2025-07-29,100.0,已完成
752,1,生产-000752,752,1,31,5,5.0,2025-05-04,2025-06-08,2025-06-08,100.0,已完成
753,1,生产-000753,753,2,28,3,3.0,2025-05-05,2025-08-23,2025-08-27,100.0,已完成
754,1,生产-000754,754,2,2,3,3.0,2025-05-06,2025-06-21,2025-06-17,100.0,已完成
755,1,生产-000755,755,1,2,2,2.0,2025-05-06,2025-08-23,2025-08-27,100.0,已完成
756,1,生产-000756,756,1,10,5,5.0,2025-05-07,2025-07-15,2025-07-18,100.0,已完成
757,1,生产-000757,757,1,5,2,2.0,2025-05-07,2025-08-06,2025-08-12,100.0,已完成
758,1,生产-000758,758,1,37,4,4.0,2025-05-07,2025-08-08,2025-08-05,100.0,已完成
759,1,生产-000759,759,1,32,1,1.0,2025-05-07,2025-07-11,2025-07-12,100.0,已完成
760,1,生产-000760,760,2,40,5,5.0,2025-05-08,2025-07-03,2025-07-04,100.0,已完成
761,1,生产-000761,761,2,14,1,1.0,2025-05-08,2025-08-27,2025-08-27,100.0,已完成
762,1,生产-000762,762,2,2,2,2.0,2025-05-08,2025-08-11,2025-08-16,100.0,已完成
763,1,生产-000763,763,1,10,2,2.0,2025-05-09,2025-07-24,2025-07-28,100.0,已完成
764,1,生产-000764,764,2,21,1,1.0,2025-05-09,2025-07-26,2025-07-22,100.0,已完成
765,1,生产-000765,765,1,21,2,2.0,2025-05-10,2025-08-20,2025-08-27,100.0,已完成
766,1,生产-000766,766,1,12,1,1.0,2025-05-10,2025-08-10,2025-08-12,100.0,已完成
767,1,生产-000767,767,1,39,2,2.0,2025-05-10,2025-06-23,2025-06-19,100.0,已完成
768,1,生产-000768,768,1,32,1,1.0,2025-05-10,2025-08-19,2025-08-18,100.0,已完成
769,1,生产-000769,769,2,15,1,1.0,2025-05-10,2025-07-17,2025-07-13,100.0,已完成
770,1,生产-000770,770,1,12,5,5.0,2025-05-10,2025-07-26,2025-07-25,100.0,已完成
771,1,生产-000771,771,1,14,5,5.0,2025-05-11,2025-08-03,2025-08-06,100.0,已完成
772,1,生产-000772,772,1,10,1,1.0,2025-05-11,2025-06-07,2025-06-07,100.0,已完成
773,1,生产-000773,773,1,36,5,5.0,2025-05-11,2025-06-16,2025-06-14,100.0,已完成
774,1,生产-000774,774,2,28,1,1.0,2025-05-11,2025-07-01,2025-07-07,100.0,已完成
775,1,生产-000775,775,1,39,1,1.0,2025-05-11,2025-08-07,2025-08-05,100.0,已完成
776,1,生产-000776,776,2,40,1,1.0,2025-05-11,2025-07-21,2025-07-24,100.0,已完成
777,1,生产-000777,777,1,29,2,2.0,2025-05-12,2025-07-09,2025-07-12,100.0,已完成
778,1,生产-000778,778,2,24,1,1.0,2025-05-12,2025-07-04,2025-07-09,100.0,已完成
779,1,生产-000779,779,1,22,1,1.0,2025-05-12,2025-06-28,2025-06-28,100.0,已完成
780,1,生产-000780,780,1,33,2,2.0,2025-05-12,2025-08-08,2025-08-13,100.0,已完成
781,1,生产-000781,781,2,17,5,5.0,2025-05-13,2025-07-20,2025-07-18,100.0,已完成
782,1,生产-000782,782,2,15,2,2.0,2025-05-13,2025-07-09,2025-07-15,100.0,已完成
783,1,生产-000783,783,1,37,1,1.0,2025-05-14,2025-06-30,2025-07-07,100.0,已完成
784,1,生产-000784,784,1,26,1,1.0,2025-05-16,2025-08-20,2025-08-16,100.0,已完成
785,1,生产-000785,785,2,23,2,2.0,2025-05-16,2025-08-30,2025-09-03,100.0,已完成
786,1,生产-000786,786,2,25,4,4.0,2025-05-16,2025-06-14,2025-06-10,100.0,已完成
787,1,生产-000787,787,1,40,2,2.0,2025-05-16,2025-08-19,2025-08-22,100.0,已完成
788,1,生产-000788,788,2,24,1,1.0,2025-05-16,2025-08-11,2025-08-14,100.0,已完成
789,1,生产-000789,789,1,15,5,5.0,2025-05-16,2025-08-11,2025-08-17,100.0,已完成
790,1,生产-000790,790,1,33,2,2.0,2025-05-16,2025-07-13,2025-07-18,100.0,已完成
791,1,生产-000791,791,1,40,1,1.0,2025-05-16,2025-06-14,2025-06-18,100.0,已完成
792,1,生产-000792,792,2,1,2,2.0,2025-05-16,2025-09-02,2025-09-03,100.0,已完成
793,1,生产-000793,793,1,4,2,2.0,2025-05-16,2025-06-14,2025-06-17,100.0,已完成
794,1,生产-000794,794,1,27,2,2.0,2025-05-16,2025-06-14,2025-06-21,100.0,已完成
795,1,生产-000795,795,2,10,3,3.0,2025-05-16,2025-08-28,2025-08-26,100.0,已完成
796,1,生产-000796,796,1,40,3,3.0,2025-05-17,2025-08-19,2025-08-15,100.0,已完成
797,1,生产-000797,797,1,5,4,4.0,2025-05-19,2025-08-09,2025-08-11,100.0,已完成
798,1,生产-000798,798,1,38,2,2.0,2025-05-19,2025-06-25,2025-06-24,100.0,已完成
799,1,生产-000799,799,2,36,3,3.0,2025-05-20,2025-08-28,2025-08-27,100.0,已完成
800,1,生产-000800,800,2,33,1,1.0,2025-05-20,2025-08-04,2025-08-09,100.0,已完成
801,1,生产-000801,801,2,9,1,1.0,2025-05-20,2025-08-26,2025-08-25,100.0,已完成
802,1,生产-000802,802,2,11,2,2.0,2025-05-20,2025-09-05,2025-09-06,100.0,已完成
803,1,生产-000803,803,1,14,2,2.0,2025-05-21,2025-07-31,2025-08-07,100.0,已完成
804,1,生产-000804,804,1,15,1,1.0,2025-05-22,2025-06-21,2025-06-28,100.0,已完成
805,1,生产-000805,805,1,35,3,3.0,2025-05-22,2025-07-27,2025-07-30,100.0,已完成
806,1,生产-000806,806,2,29,1,1.0,2025-05-23,2025-08-21,2025-08-25,100.0,已完成
807,1,生产-000807,807,2,35,2,2.0,2025-05-23,2025-08-04,2025-08-10,100.0,已完成
808,1,生产-000808,808,1,11,1,1.0,2025-05-23,2025-09-11,2025-09-10,100.0,已完成
809,1,生产-000809,809,2,4,2,2.0,2025-05-23,2025-08-24,2025-08-21,100.0,已完成
810,1,生产-000810,810,2,1,5,5.0,2025-05-24,2025-09-04,2025-09-03,100.0,已完成
811,1,生产-000811,811,1,26,3,3.0,2025-05-24,2025-09-11,2025-09-10,100.0,已完成
812,1,生产-000812,812,1,34,2,2.0,2025-05-25,2025-08-30,2025-09-03,100.0,已完成
813,1,生产-000813,813,2,32,4,4.0,2025-05-25,2025-08-30,2025-09-06,100.0,已完成
814,1,生产-000814,814,1,7,5,5.0,2025-05-25,2025-08-01,2025-08-04,100.0,已完成
815,1,生产-000815,815,1,39,5,5.0,2025-05-26,2025-07-17,2025-07-14,100.0,已完成
816,1,生产-000816,816,1,31,2,2.0,2025-05-26,2025-07-24,2025-07-31,100.0,已完成
817,1,生产-000817,817,2,40,2,2.0,2025-05-27,2025-06-29,2025-07-03,100.0,已完成
