supplier_price_tier_id,supplier_material_id,min_qty,discount_rate,effective_from,effective_to
1156,386,50,0.02,2026-01-01,2026-12-31
1157,386,200,0.05,2026-01-01,2026-12-31
1158,386,500,0.08,2026-01-01,2026-12-31
1159,387,50,0.02,2026-01-01,2026-12-31
1160,387,200,0.05,2026-01-01,2026-12-31
1161,387,500,0.08,2026-01-01,2026-12-31
1162,388,50,0.02,2026-01-01,2026-12-31
1163,388,200,0.05,2026-01-01,2026-12-31
1164,388,500,0.08,2026-01-01,2026-12-31
1165,389,50,0.02,2026-01-01,2026-12-31
1166,389,200,0.05,2026-01-01,2026-12-31
1167,389,500,0.08,2026-01-01,2026-12-31
1168,390,50,0.02,2026-01-01,2026-12-31
1169,390,200,0.05,2026-01-01,2026-12-31
1170,390,500,0.08,2026-01-01,2026-12-31
1171,391,50,0.02,2026-01-01,2026-12-31
1172,391,200,0.05,2026-01-01,2026-12-31
1173,391,500,0.08,2026-01-01,2026-12-31
1174,392,50,0.02,2026-01-01,2026-12-31
1175,392,200,0.05,2026-01-01,2026-12-31
1176,392,500,0.08,2026-01-01,2026-12-31
1177,393,50,0.02,2026-01-01,2026-12-31
1178,393,200,0.05,2026-01-01,2026-12-31
1179,393,500,0.08,2026-01-01,2026-12-31
1180,394,50,0.02,2026-01-01,2026-12-31
1181,394,200,0.05,2026-01-01,2026-12-31
1182,394,500,0.08,2026-01-01,2026-12-31
1183,395,50,0.02,2026-01-01,2026-12-31
1184,395,200,0.05,2026-01-01,2026-12-31
1185,395,500,0.08,2026-01-01,2026-12-31
1186,396,50,0.02,2026-01-01,2026-12-31
1187,396,200,0.05,2026-01-01,2026-12-31
1188,396,500,0.08,2026-01-01,2026-12-31
1189,397,50,0.02,2026-01-01,2026-12-31
1190,397,200,0.05,2026-01-01,2026-12-31
1191,397,500,0.08,2026-01-01,2026-12-31
1192,398,50,0.02,2026-01-01,2026-12-31
1193,398,200,0.05,2026-01-01,2026-12-31
1194,398,500,0.08,2026-01-01,2026-12-31
1195,399,50,0.02,2026-01-01,2026-12-31
1196,399,200,0.05,2026-01-01,2026-12-31
1197,399,500,0.08,2026-01-01,2026-12-31
1198,400,50,0.02,2026-01-01,2026-12-31
1199,400,200,0.05,2026-01-01,2026-12-31
1200,400,500,0.08,2026-01-01,2026-12-31
1201,401,50,0.02,2026-01-01,2026-12-31
1202,401,200,0.05,2026-01-01,2026-12-31
1203,401,500,0.08,2026-01-01,2026-12-31
1204,402,50,0.02,2026-01-01,2026-12-31
1205,402,200,0.05,2026-01-01,2026-12-31
1206,402,500,0.08,2026-01-01,2026-12-31
1207,403,50,0.02,2026-01-01,2026-12-31
1208,403,200,0.05,2026-01-01,2026-12-31
1209,403,500,0.08,2026-01-01,2026-12-31
1210,404,50,0.02,2026-01-01,2026-12-31
1211,404,200,0.05,2026-01-01,2026-12-31
1212,404,500,0.08,2026-01-01,2026-12-31
1213,405,50,0.02,2026-01-01,2026-12-31
1214,405,200,0.05,2026-01-01,2026-12-31
1215,405,500,0.08,2026-01-01,2026-12-31
1216,406,50,0.02,2026-01-01,2026-12-31
1217,406,200,0.05,2026-01-01,2026-12-31
1218,406,500,0.08,2026-01-01,2026-12-31
1219,407,50,0.02,2026-01-01,2026-12-31
1220,407,200,0.05,2026-01-01,2026-12-31
1221,407,500,0.08,2026-01-01,2026-12-31
1222,408,50,0.02,2026-01-01,2026-12-31
1223,408,200,0.05,2026-01-01,2026-12-31
1224,408,500,0.08,2026-01-01,2026-12-31
1225,409,50,0.02,2026-01-01,2026-12-31
1226,409,200,0.05,2026-01-01,2026-12-31
1227,409,500,0.08,2026-01-01,2026-12-31
1228,410,50,0.02,2026-01-01,2026-12-31
1229,410,200,0.05,2026-01-01,2026-12-31
1230,410,500,0.08,2026-01-01,2026-12-31
1231,411,50,0.02,2026-01-01,2026-12-31
1232,411,200,0.05,2026-01-01,2026-12-31
1233,411,500,0.08,2026-01-01,2026-12-31
1234,412,50,0.02,2026-01-01,2026-12-31
1235,412,200,0.05,2026-01-01,2026-12-31
1236,412,500,0.08,2026-01-01,2026-12-31
1237,413,50,0.02,2026-01-01,2026-12-31
1238,413,200,0.05,2026-01-01,2026-12-31
1239,413,500,0.08,2026-01-01,2026-12-31
1240,414,50,0.02,2026-01-01,2026-12-31
1241,414,200,0.05,2026-01-01,2026-12-31
1242,414,500,0.08,2026-01-01,2026-12-31
1243,415,50,0.02,2026-01-01,2026-12-31
1244,415,200,0.05,2026-01-01,2026-12-31
1245,415,500,0.08,2026-01-01,2026-12-31
1246,416,50,0.02,2026-01-01,2026-12-31
1247,416,200,0.05,2026-01-01,2026-12-31
1248,416,500,0.08,2026-01-01,2026-12-31
1249,417,50,0.02,2026-01-01,2026-12-31
1250,417,200,0.05,2026-01-01,2026-12-31
1251,417,500,0.08,2026-01-01,2026-12-31
1252,418,50,0.02,2026-01-01,2026-12-31
1253,418,200,0.05,2026-01-01,2026-12-31
1254,418,500,0.08,2026-01-01,2026-12-31
1255,419,50,0.02,2026-01-01,2026-12-31
1256,419,200,0.05,2026-01-01,2026-12-31
1257,419,500,0.08,2026-01-01,2026-12-31
1258,420,50,0.02,2026-01-01,2026-12-31
1259,420,200,0.05,2026-01-01,2026-12-31
1260,420,500,0.08,2026-01-01,2026-12-31
1261,421,50,0.02,2026-01-01,2026-12-31
1262,421,200,0.05,2026-01-01,2026-12-31
1263,421,500,0.08,2026-01-01,2026-12-31
1264,422,50,0.02,2026-01-01,2026-12-31
1265,422,200,0.05,2026-01-01,2026-12-31
1266,422,500,0.08,2026-01-01,2026-12-31
1267,423,50,0.02,2026-01-01,2026-12-31
1268,423,200,0.05,2026-01-01,2026-12-31
1269,423,500,0.08,2026-01-01,2026-12-31
1270,424,50,0.02,2026-01-01,2026-12-31
1271,424,200,0.05,2026-01-01,2026-12-31
1272,424,500,0.08,2026-01-01,2026-12-31
1273,425,50,0.02,2026-01-01,2026-12-31
1274,425,200,0.05,2026-01-01,2026-12-31
1275,425,500,0.08,2026-01-01,2026-12-31
1276,426,50,0.02,2026-01-01,2026-12-31
1277,426,200,0.05,2026-01-01,2026-12-31
1278,426,500,0.08,2026-01-01,2026-12-31
1279,427,50,0.02,2026-01-01,2026-12-31
1280,427,200,0.05,2026-01-01,2026-12-31
1281,427,500,0.08,2026-01-01,2026-12-31
1282,428,50,0.02,2026-01-01,2026-12-31
1283,428,200,0.05,2026-01-01,2026-12-31
1284,428,500,0.08,2026-01-01,2026-12-31
1285,429,50,0.02,2026-01-01,2026-12-31
1286,429,200,0.05,2026-01-01,2026-12-31
1287,429,500,0.08,2026-01-01,2026-12-31
1288,430,50,0.02,2026-01-01,2026-12-31
1289,430,200,0.05,2026-01-01,2026-12-31
1290,430,500,0.08,2026-01-01,2026-12-31
1291,431,50,0.02,2026-01-01,2026-12-31
1292,431,200,0.05,2026-01-01,2026-12-31
1293,431,500,0.08,2026-01-01,2026-12-31
1294,432,50,0.02,2026-01-01,2026-12-31
1295,432,200,0.05,2026-01-01,2026-12-31
1296,432,500,0.08,2026-01-01,2026-12-31
1297,433,50,0.02,2026-01-01,2026-12-31
1298,433,200,0.05,2026-01-01,2026-12-31
1299,433,500,0.08,2026-01-01,2026-12-31
1300,434,50,0.02,2026-01-01,2026-12-31
1301,434,200,0.05,2026-01-01,2026-12-31
1302,434,500,0.08,2026-01-01,2026-12-31
1303,435,50,0.02,2026-01-01,2026-12-31
1304,435,200,0.05,2026-01-01,2026-12-31
1305,435,500,0.08,2026-01-01,2026-12-31
1306,436,50,0.02,2026-01-01,2026-12-31
1307,436,200,0.05,2026-01-01,2026-12-31
1308,436,500,0.08,2026-01-01,2026-12-31
1309,437,50,0.02,2026-01-01,2026-12-31
1310,437,200,0.05,2026-01-01,2026-12-31
1311,437,500,0.08,2026-01-01,2026-12-31
1312,438,50,0.02,2026-01-01,2026-12-31
1313,438,200,0.05,2026-01-01,2026-12-31
1314,438,500,0.08,2026-01-01,2026-12-31
1315,439,50,0.02,2026-01-01,2026-12-31
1316,439,200,0.05,2026-01-01,2026-12-31
1317,439,500,0.08,2026-01-01,2026-12-31
1318,440,50,0.02,2026-01-01,2026-12-31
1319,440,200,0.05,2026-01-01,2026-12-31
1320,440,500,0.08,2026-01-01,2026-12-31
1321,441,50,0.02,2026-01-01,2026-12-31
1322,441,200,0.05,2026-01-01,2026-12-31
1323,441,500,0.08,2026-01-01,2026-12-31
1324,442,50,0.02,2026-01-01,2026-12-31
1325,442,200,0.05,2026-01-01,2026-12-31
1326,442,500,0.08,2026-01-01,2026-12-31
1327,443,50,0.02,2026-01-01,2026-12-31
1328,443,200,0.05,2026-01-01,2026-12-31
1329,443,500,0.08,2026-01-01,2026-12-31
1330,444,50,0.02,2026-01-01,2026-12-31
1331,444,200,0.05,2026-01-01,2026-12-31
1332,444,500,0.08,2026-01-01,2026-12-31
1333,445,50,0.02,2026-01-01,2026-12-31
1334,445,200,0.05,2026-01-01,2026-12-31
1335,445,500,0.08,2026-01-01,2026-12-31
1336,446,50,0.02,2026-01-01,2026-12-31
1337,446,200,0.05,2026-01-01,2026-12-31
1338,446,500,0.08,2026-01-01,2026-12-31
1339,447,50,0.02,2026-01-01,2026-12-31
1340,447,200,0.05,2026-01-01,2026-12-31
1341,447,500,0.08,2026-01-01,2026-12-31
1342,448,50,0.02,2026-01-01,2026-12-31
1343,448,200,0.05,2026-01-01,2026-12-31
1344,448,500,0.08,2026-01-01,2026-12-31
1345,449,50,0.02,2026-01-01,2026-12-31
1346,449,200,0.05,2026-01-01,2026-12-31
1347,449,500,0.08,2026-01-01,2026-12-31
1348,450,50,0.02,2026-01-01,2026-12-31
1349,450,200,0.05,2026-01-01,2026-12-31
1350,450,500,0.08,2026-01-01,2026-12-31
1351,451,50,0.02,2026-01-01,2026-12-31
1352,451,200,0.05,2026-01-01,2026-12-31
1353,451,500,0.08,2026-01-01,2026-12-31
1354,452,50,0.02,2026-01-01,2026-12-31
1355,452,200,0.05,2026-01-01,2026-12-31
1356,452,500,0.08,2026-01-01,2026-12-31
1357,453,50,0.02,2026-01-01,2026-12-31
1358,453,200,0.05,2026-01-01,2026-12-31
1359,453,500,0.08,2026-01-01,2026-12-31
1360,454,50,0.02,2026-01-01,2026-12-31
1361,454,200,0.05,2026-01-01,2026-12-31
1362,454,500,0.08,2026-01-01,2026-12-31
1363,455,50,0.02,2026-01-01,2026-12-31
1364,455,200,0.05,2026-01-01,2026-12-31
1365,455,500,0.08,2026-01-01,2026-12-31
1366,456,50,0.02,2026-01-01,2026-12-31
1367,456,200,0.05,2026-01-01,2026-12-31
1368,456,500,0.08,2026-01-01,2026-12-31
1369,457,50,0.02,2026-01-01,2026-12-31
1370,457,200,0.05,2026-01-01,2026-12-31
1371,457,500,0.08,2026-01-01,2026-12-31
1372,458,50,0.02,2026-01-01,2026-12-31
1373,458,200,0.05,2026-01-01,2026-12-31
1374,458,500,0.08,2026-01-01,2026-12-31
1375,459,50,0.02,2026-01-01,2026-12-31
1376,459,200,0.05,2026-01-01,2026-12-31
1377,459,500,0.08,2026-01-01,2026-12-31
1378,460,50,0.02,2026-01-01,2026-12-31
1379,460,200,0.05,2026-01-01,2026-12-31
1380,460,500,0.08,2026-01-01,2026-12-31
1381,461,50,0.02,2026-01-01,2026-12-31
1382,461,200,0.05,2026-01-01,2026-12-31
1383,461,500,0.08,2026-01-01,2026-12-31
1384,462,50,0.02,2026-01-01,2026-12-31
1385,462,200,0.05,2026-01-01,2026-12-31
1386,462,500,0.08,2026-01-01,2026-12-31
1387,463,50,0.02,2026-01-01,2026-12-31
1388,463,200,0.05,2026-01-01,2026-12-31
1389,463,500,0.08,2026-01-01,2026-12-31
1390,464,50,0.02,2026-01-01,2026-12-31
1391,464,200,0.05,2026-01-01,2026-12-31
1392,464,500,0.08,2026-01-01,2026-12-31
1393,465,50,0.02,2026-01-01,2026-12-31
1394,465,200,0.05,2026-01-01,2026-12-31
1395,465,500,0.08,2026-01-01,2026-12-31
1396,466,50,0.02,2026-01-01,2026-12-31
1397,466,200,0.05,2026-01-01,2026-12-31
1398,466,500,0.08,2026-01-01,2026-12-31
1399,467,50,0.02,2026-01-01,2026-12-31
1400,467,200,0.05,2026-01-01,2026-12-31
1401,467,500,0.08,2026-01-01,2026-12-31
1402,468,50,0.02,2026-01-01,2026-12-31
1403,468,200,0.05,2026-01-01,2026-12-31
1404,468,500,0.08,2026-01-01,2026-12-31
1405,469,50,0.02,2026-01-01,2026-12-31
1406,469,200,0.05,2026-01-01,2026-12-31
1407,469,500,0.08,2026-01-01,2026-12-31
1408,470,50,0.02,2026-01-01,2026-12-31
1409,470,200,0.05,2026-01-01,2026-12-31
1410,470,500,0.08,2026-01-01,2026-12-31
1411,471,50,0.02,2026-01-01,2026-12-31
1412,471,200,0.05,2026-01-01,2026-12-31
1413,471,500,0.08,2026-01-01,2026-12-31
1414,472,50,0.02,2026-01-01,2026-12-31
1415,472,200,0.05,2026-01-01,2026-12-31
1416,472,500,0.08,2026-01-01,2026-12-31
1417,473,50,0.02,2026-01-01,2026-12-31
1418,473,200,0.05,2026-01-01,2026-12-31
1419,473,500,0.08,2026-01-01,2026-12-31
1420,474,50,0.02,2026-01-01,2026-12-31
1421,474,200,0.05,2026-01-01,2026-12-31
1422,474,500,0.08,2026-01-01,2026-12-31
1423,475,50,0.02,2026-01-01,2026-12-31
1424,475,200,0.05,2026-01-01,2026-12-31
1425,475,500,0.08,2026-01-01,2026-12-31
1426,476,50,0.02,2026-01-01,2026-12-31
1427,476,200,0.05,2026-01-01,2026-12-31
1428,476,500,0.08,2026-01-01,2026-12-31
1429,477,50,0.02,2026-01-01,2026-12-31
1430,477,200,0.05,2026-01-01,2026-12-31
1431,477,500,0.08,2026-01-01,2026-12-31
1432,478,50,0.02,2026-01-01,2026-12-31
1433,478,200,0.05,2026-01-01,2026-12-31
1434,478,500,0.08,2026-01-01,2026-12-31
1435,479,50,0.02,2026-01-01,2026-12-31
1436,479,200,0.05,2026-01-01,2026-12-31
1437,479,500,0.08,2026-01-01,2026-12-31
1438,480,50,0.02,2026-01-01,2026-12-31
1439,480,200,0.05,2026-01-01,2026-12-31
1440,480,500,0.08,2026-01-01,2026-12-31
1441,481,50,0.02,2026-01-01,2026-12-31
1442,481,200,0.05,2026-01-01,2026-12-31
1443,481,500,0.08,2026-01-01,2026-12-31
1444,482,50,0.02,2026-01-01,2026-12-31
1445,482,200,0.05,2026-01-01,2026-12-31
1446,482,500,0.08,2026-01-01,2026-12-31
1447,483,50,0.02,2026-01-01,2026-12-31
1448,483,200,0.05,2026-01-01,2026-12-31
1449,483,500,0.08,2026-01-01,2026-12-31
1450,484,50,0.02,2026-01-01,2026-12-31
1451,484,200,0.05,2026-01-01,2026-12-31
1452,484,500,0.08,2026-01-01,2026-12-31
1453,485,50,0.02,2026-01-01,2026-12-31
1454,485,200,0.05,2026-01-01,2026-12-31
1455,485,500,0.08,2026-01-01,2026-12-31
1456,486,50,0.02,2026-01-01,2026-12-31
1457,486,200,0.05,2026-01-01,2026-12-31
1458,486,500,0.08,2026-01-01,2026-12-31
1459,487,50,0.02,2026-01-01,2026-12-31
1460,487,200,0.05,2026-01-01,2026-12-31
1461,487,500,0.08,2026-01-01,2026-12-31
1462,488,50,0.02,2026-01-01,2026-12-31
1463,488,200,0.05,2026-01-01,2026-12-31
1464,488,500,0.08,2026-01-01,2026-12-31
1465,489,50,0.02,2026-01-01,2026-12-31
1466,489,200,0.05,2026-01-01,2026-12-31
1467,489,500,0.08,2026-01-01,2026-12-31
1468,490,50,0.02,2026-01-01,2026-12-31
1469,490,200,0.05,2026-01-01,2026-12-31
1470,490,500,0.08,2026-01-01,2026-12-31
1471,491,50,0.02,2026-01-01,2026-12-31
1472,491,200,0.05,2026-01-01,2026-12-31
1473,491,500,0.08,2026-01-01,2026-12-31
1474,492,50,0.02,2026-01-01,2026-12-31
1475,492,200,0.05,2026-01-01,2026-12-31
1476,492,500,0.08,2026-01-01,2026-12-31
1477,493,50,0.02,2026-01-01,2026-12-31
1478,493,200,0.05,2026-01-01,2026-12-31
1479,493,500,0.08,2026-01-01,2026-12-31
1480,494,50,0.02,2026-01-01,2026-12-31
1481,494,200,0.05,2026-01-01,2026-12-31
1482,494,500,0.08,2026-01-01,2026-12-31
1483,495,50,0.02,2026-01-01,2026-12-31
1484,495,200,0.05,2026-01-01,2026-12-31
1485,495,500,0.08,2026-01-01,2026-12-31
1486,496,50,0.02,2026-01-01,2026-12-31
1487,496,200,0.05,2026-01-01,2026-12-31
1488,496,500,0.08,2026-01-01,2026-12-31
1489,497,50,0.02,2026-01-01,2026-12-31
1490,497,200,0.05,2026-01-01,2026-12-31
1491,497,500,0.08,2026-01-01,2026-12-31
1492,498,50,0.02,2026-01-01,2026-12-31
1493,498,200,0.05,2026-01-01,2026-12-31
1494,498,500,0.08,2026-01-01,2026-12-31
1495,499,50,0.02,2026-01-01,2026-12-31
1496,499,200,0.05,2026-01-01,2026-12-31
1497,499,500,0.08,2026-01-01,2026-12-31
1498,500,50,0.02,2026-01-01,2026-12-31
1499,500,200,0.05,2026-01-01,2026-12-31
1500,500,500,0.08,2026-01-01,2026-12-31
1501,501,50,0.02,2026-01-01,2026-12-31
1502,501,200,0.05,2026-01-01,2026-12-31
1503,501,500,0.08,2026-01-01,2026-12-31
1504,502,50,0.02,2026-01-01,2026-12-31
1505,502,200,0.05,2026-01-01,2026-12-31
1506,502,500,0.08,2026-01-01,2026-12-31
1507,503,50,0.02,2026-01-01,2026-12-31
1508,503,200,0.05,2026-01-01,2026-12-31
1509,503,500,0.08,2026-01-01,2026-12-31
1510,504,50,0.02,2026-01-01,2026-12-31
1511,504,200,0.05,2026-01-01,2026-12-31
1512,504,500,0.08,2026-01-01,2026-12-31
1513,505,50,0.02,2026-01-01,2026-12-31
1514,505,200,0.05,2026-01-01,2026-12-31
1515,505,500,0.08,2026-01-01,2026-12-31
1516,506,50,0.02,2026-01-01,2026-12-31
1517,506,200,0.05,2026-01-01,2026-12-31
1518,506,500,0.08,2026-01-01,2026-12-31
1519,507,50,0.02,2026-01-01,2026-12-31
1520,507,200,0.05,2026-01-01,2026-12-31
1521,507,500,0.08,2026-01-01,2026-12-31
1522,508,50,0.02,2026-01-01,2026-12-31
1523,508,200,0.05,2026-01-01,2026-12-31
1524,508,500,0.08,2026-01-01,2026-12-31
1525,509,50,0.02,2026-01-01,2026-12-31
1526,509,200,0.05,2026-01-01,2026-12-31
1527,509,500,0.08,2026-01-01,2026-12-31
1528,510,50,0.02,2026-01-01,2026-12-31
1529,510,200,0.05,2026-01-01,2026-12-31
1530,510,500,0.08,2026-01-01,2026-12-31
1531,511,50,0.02,2026-01-01,2026-12-31
1532,511,200,0.05,2026-01-01,2026-12-31
1533,511,500,0.08,2026-01-01,2026-12-31
1534,512,50,0.02,2026-01-01,2026-12-31
1535,512,200,0.05,2026-01-01,2026-12-31
1536,512,500,0.08,2026-01-01,2026-12-31
1537,513,50,0.02,2026-01-01,2026-12-31
1538,513,200,0.05,2026-01-01,2026-12-31
1539,513,500,0.08,2026-01-01,2026-12-31
1540,514,50,0.02,2026-01-01,2026-12-31
1541,514,200,0.05,2026-01-01,2026-12-31
1542,514,500,0.08,2026-01-01,2026-12-31
1543,515,50,0.02,2026-01-01,2026-12-31
1544,515,200,0.05,2026-01-01,2026-12-31
1545,515,500,0.08,2026-01-01,2026-12-31
1546,516,50,0.02,2026-01-01,2026-12-31
1547,516,200,0.05,2026-01-01,2026-12-31
1548,516,500,0.08,2026-01-01,2026-12-31
1549,517,50,0.02,2026-01-01,2026-12-31
1550,517,200,0.05,2026-01-01,2026-12-31
1551,517,500,0.08,2026-01-01,2026-12-31
1552,518,50,0.02,2026-01-01,2026-12-31
1553,518,200,0.05,2026-01-01,2026-12-31
1554,518,500,0.08,2026-01-01,2026-12-31
1555,519,50,0.02,2026-01-01,2026-12-31
1556,519,200,0.05,2026-01-01,2026-12-31
1557,519,500,0.08,2026-01-01,2026-12-31
1558,520,50,0.02,2026-01-01,2026-12-31
1559,520,200,0.05,2026-01-01,2026-12-31
1560,520,500,0.08,2026-01-01,2026-12-31
1561,521,50,0.02,2026-01-01,2026-12-31
1562,521,200,0.05,2026-01-01,2026-12-31
1563,521,500,0.08,2026-01-01,2026-12-31
1564,522,50,0.02,2026-01-01,2026-12-31
1565,522,200,0.05,2026-01-01,2026-12-31
1566,522,500,0.08,2026-01-01,2026-12-31
1567,523,50,0.02,2026-01-01,2026-12-31
1568,523,200,0.05,2026-01-01,2026-12-31
1569,523,500,0.08,2026-01-01,2026-12-31
1570,524,50,0.02,2026-01-01,2026-12-31
1571,524,200,0.05,2026-01-01,2026-12-31
1572,524,500,0.08,2026-01-01,2026-12-31
1573,525,50,0.02,2026-01-01,2026-12-31
1574,525,200,0.05,2026-01-01,2026-12-31
1575,525,500,0.08,2026-01-01,2026-12-31
1576,526,50,0.02,2026-01-01,2026-12-31
1577,526,200,0.05,2026-01-01,2026-12-31
1578,526,500,0.08,2026-01-01,2026-12-31
1579,527,50,0.02,2026-01-01,2026-12-31
1580,527,200,0.05,2026-01-01,2026-12-31
1581,527,500,0.08,2026-01-01,2026-12-31
1582,528,50,0.02,2026-01-01,2026-12-31
1583,528,200,0.05,2026-01-01,2026-12-31
1584,528,500,0.08,2026-01-01,2026-12-31
1585,529,50,0.02,2026-01-01,2026-12-31
1586,529,200,0.05,2026-01-01,2026-12-31
1587,529,500,0.08,2026-01-01,2026-12-31
1588,530,50,0.02,2026-01-01,2026-12-31
1589,530,200,0.05,2026-01-01,2026-12-31
1590,530,500,0.08,2026-01-01,2026-12-31
1591,531,50,0.02,2026-01-01,2026-12-31
1592,531,200,0.05,2026-01-01,2026-12-31
1593,531,500,0.08,2026-01-01,2026-12-31
1594,532,50,0.02,2026-01-01,2026-12-31
1595,532,200,0.05,2026-01-01,2026-12-31
1596,532,500,0.08,2026-01-01,2026-12-31
1597,533,50,0.02,2026-01-01,2026-12-31
1598,533,200,0.05,2026-01-01,2026-12-31
1599,533,500,0.08,2026-01-01,2026-12-31
1600,534,50,0.02,2026-01-01,2026-12-31
1601,534,200,0.05,2026-01-01,2026-12-31
1602,534,500,0.08,2026-01-01,2026-12-31
1603,535,50,0.02,2026-01-01,2026-12-31
1604,535,200,0.05,2026-01-01,2026-12-31
1605,535,500,0.08,2026-01-01,2026-12-31
1606,536,50,0.02,2026-01-01,2026-12-31
1607,536,200,0.05,2026-01-01,2026-12-31
1608,536,500,0.08,2026-01-01,2026-12-31
1609,537,50,0.02,2026-01-01,2026-12-31
1610,537,200,0.05,2026-01-01,2026-12-31
1611,537,500,0.08,2026-01-01,2026-12-31
1612,538,50,0.02,2026-01-01,2026-12-31
1613,538,200,0.05,2026-01-01,2026-12-31
1614,538,500,0.08,2026-01-01,2026-12-31
1615,539,50,0.02,2026-01-01,2026-12-31
1616,539,200,0.05,2026-01-01,2026-12-31
1617,539,500,0.08,2026-01-01,2026-12-31
1618,540,50,0.02,2026-01-01,2026-12-31
1619,540,200,0.05,2026-01-01,2026-12-31
1620,540,500,0.08,2026-01-01,2026-12-31
1621,541,50,0.02,2026-01-01,2026-12-31
1622,541,200,0.05,2026-01-01,2026-12-31
1623,541,500,0.08,2026-01-01,2026-12-31
1624,542,50,0.02,2026-01-01,2026-12-31
1625,542,200,0.05,2026-01-01,2026-12-31
1626,542,500,0.08,2026-01-01,2026-12-31
