purchase_order_line_id,purchase_order_id,line_no,material_id,ordered_qty,received_qty,unit_price,line_amount
1171,1171,1,98,398.592,398.592,85.2,33960.85
1172,1172,1,117,19,19,356.42,6771.99
1173,1173,1,23,156,156,1447.91,225873.47
1174,1174,1,18,565.1932,565.1932,120.55,68132.53
1175,1175,1,116,37.4427,37.4427,21.92,820.67
1176,1176,1,70,100,100,219.29,21929.07
1177,1177,1,37,45,45,708.3,31873.41
1178,1178,1,92,1093.1385,1093.1385,22.15,24210.44
1179,1179,1,93,126,126,403.31,50817.48
1180,1180,1,9,104,104,13.74,1428.63
1181,1181,1,51,799.2883,799.2883,5.73,4582.85
1182,1182,1,82,511.604,511.604,96.98,49614.62
1183,1183,1,32,113,113,1010.55,114191.82
1184,1184,1,117,62,62,363.3,22524.36
1185,1185,1,10,916.274,916.274,89.08,81622.24
1186,1186,1,42,913.3718,913.3718,131.62,120215.89
1187,1187,1,72,133,133,47.59,6330.1
1188,1188,1,49,158,158,35.25,5569.51
1189,1189,1,100,721.7768,721.7768,33.54,24211.87
1190,1190,1,110,26,26,693.79,18038.45
1191,1191,1,74,976.7044,976.7044,71.87,70194.01
1192,1192,1,1,68.4927,68.4927,134.24,9194.22
1193,1193,1,102,50,50,361.67,18083.45
1194,1194,1,72,15,15,51.69,775.42
1195,1195,1,4,1109.0297,1109.0297,32.13,35631.39
1196,1196,1,115,386.4164,386.4164,12.7,4905.96
1197,1197,1,51,777.3256,777.3256,5.38,4180.56
1198,1198,1,71,111,111,1820.08,202028.75
1199,1199,1,1,749.8073,749.8073,133.65,100214.85
1200,1200,1,40,121,121,331.96,40167.1
1201,1201,1,87,118,118,2966.96,350101.02
1202,1202,1,63,10,10,3052.03,30520.34
1203,1203,1,115,1174.9694,1174.9694,13.67,16067.52
1204,1204,1,4,214.1038,214.1038,33.65,7204.32
1205,1205,1,46,12,12,633.75,7605.03
1206,1206,1,42,503.9797,503.9797,126.33,63666.01
1207,1207,1,115,749.6153,749.6153,12.48,9356.01
1208,1208,1,60,437.5652,437.5652,24.45,10700.12
1209,1209,1,108,691.537,691.537,36.05,24932.45
1210,1210,1,96,58,58,995.93,57764.22
1211,1211,1,111,85,85,2044.69,173798.98
1212,1212,1,66,144.1357,144.1357,115.79,16689.48
1213,1213,1,83,112.1396,112.1396,8.49,952.31
1214,1214,1,119,19,19,3184.75,60510.32
1215,1215,1,102,32,32,345.16,11045.22
1216,1216,1,50,218.0852,218.0852,78.34,17083.74
1217,1217,1,54,103,103,757.85,78058.15
1218,1218,1,83,218.0822,218.0822,7.87,1716.08
1219,1219,1,20,145.7578,145.7578,35.05,5108.15
1220,1220,1,57,65,65,32.29,2098.68
1221,1221,1,103,53,53,2146.83,113782.13
1222,1222,1,76,242.5207,242.5207,29.96,7266.33
1223,1223,1,50,523.3566,523.3566,84.27,44103.0
1224,1224,1,16,106,106,1801.28,190935.45
1225,1225,1,31,76,76,620.03,47122.25
1226,1226,1,96,12,12,942.53,11310.38
1227,1227,1,87,8,8,2897.91,23183.31
1228,1228,1,91,1142.2762,1142.2762,11.51,13146.49
1229,1229,1,28,260.591,260.591,46.48,12112.99
1230,1230,1,93,39,39,389.75,15200.12
1231,1231,1,10,822.4556,822.4556,89.04,73229.6
1232,1232,1,86,31,31,514.02,15934.59
1233,1233,1,15,44,44,1819.18,80043.81
1234,1234,1,64,150,150,302.54,45380.91
1235,1235,1,114,119.3259,119.3259,145.92,17412.42
1236,1236,1,19,403.3459,403.3459,5.73,2309.62
1237,1237,1,5,50,50,660.65,33032.28
1238,1238,1,7,33,33,3394.83,112029.52
1239,1239,1,16,25,25,1691.39,42284.67
1240,1240,1,70,115,115,197.81,22747.81
1241,1241,1,53,92,92,559.38,51463.18
1242,1242,1,38,140,140,380.6,53284.14
1243,1243,1,41,28,28,20.03,560.95
1244,1244,1,109,101,101,541.88,54729.85
1245,1245,1,79,157,157,1418.55,222712.53
1246,1246,1,114,575.2828,575.2828,151.79,87323.24
1247,1247,1,83,841.5597,841.5597,8.26,6952.48
1248,1248,1,81,154,154,11.9,1831.92
1249,1249,1,54,58,58,811.96,47093.54
1250,1250,1,22,22,22,614.52,13519.41
1251,1251,1,106,132.2607,132.2607,76.9,10170.69
1252,1252,1,39,125,125,2794.08,349259.47
1253,1253,1,98,434.5884,434.5884,91.47,39753.57
1254,1254,1,96,59,59,997.8,58870.31
1255,1255,1,114,929.2203,929.2203,153.81,142925.94
1256,1256,1,30,103,103,261.06,26888.91
1257,1257,1,108,555.7597,555.7597,33.06,18371.52
1258,1258,1,28,1163.7639,1163.7639,42.95,49985.81
1259,1259,1,87,102,102,2760.16,281536.79
1260,1260,1,92,755.7638,755.7638,21.95,16588.13
1261,1261,1,41,109,109,21.96,2393.73
1262,1262,1,88,41,41,1351.45,55409.41
1263,1263,1,116,709.9128,0.0,23.1,16402.16
1264,1264,1,78,36,36,857.41,30866.68
1265,1265,1,117,56,56,369.86,20712.23
1266,1266,1,27,894.0445,894.0445,9.78,8746.62
1267,1267,1,71,111,111,1864.5,206959.73
1268,1268,1,2,475.7973,475.7973,93.09,44294.16
1269,1269,1,5,48,48,648.38,31122.46
1270,1270,1,97,73,73,21.38,1561.08
1271,1271,1,77,53,53,747.39,39611.48
1272,1272,1,17,133,133,17.11,2276.14
1273,1273,1,18,369.7075,369.7075,113.35,41907.64
1274,1274,1,26,692.7716,692.7716,119.37,82697.79
1275,1275,1,101,89,89,237.43,21131.58
1276,1276,1,97,143,0,22.05,3153.01
1277,1277,1,43,274.9459,274.9459,8.52,2343.88
1278,1278,1,75,698.0024,698.0024,6.43,4490.19
1279,1279,1,6,12,12,496.42,5957.07
1280,1280,1,45,19,19,567.43,10781.13
1281,1281,1,23,138,138,1631.24,225111.13
1282,1282,1,7,26,26,3086.13,80239.33
1283,1283,1,73,135,135,14.66,1979.48
1284,1284,1,102,104,104,343.76,35750.94
1285,1285,1,73,147,147,14.75,2168.2
1286,1286,1,98,61.1037,61.1037,85.3,5212.25
1287,1287,1,115,198.8528,198.8528,12.42,2469.6
1288,1288,1,19,961.063,961.063,4.94,4744.3
1289,1289,1,99,134.2067,134.2067,4.68,628.56
1290,1290,1,95,90,90,1876.81,168912.62
1291,1291,1,64,19,19,264.79,5031.01
1292,1292,1,48,18,18,276.1,4969.71
1293,1293,1,120,66,66,1253.31,82718.49
1294,1294,1,105,109,109,3.53,384.78
1295,1295,1,110,80,80,736.79,58942.83
1296,1296,1,34,316.8131,316.8131,97.27,30815.41
1297,1297,1,58,1038.7623,1038.7623,102.21,106172.94
1298,1298,1,114,206.8572,206.8572,151.72,31384.91
1299,1299,1,47,83,83,318.49,26435.05
1300,1300,1,97,34,34,20.81,707.65
1301,1301,1,71,101,101,1746.41,176387.44
1302,1302,1,65,120,120,17.41,2088.82
1303,1303,1,62,65,65,312.7,20325.25
1304,1304,1,62,32,32,274.97,8798.97
1305,1305,1,29,138,138,832.74,114918.34
1306,1306,1,47,67,67,324.41,21735.23
1307,1307,1,32,107,107,966.02,103364.18
1308,1308,1,68,496.0548,496.0548,24.55,12179.4
1309,1309,1,28,515.6024,515.6024,46.06,23747.09
1310,1310,1,20,245.2579,245.2579,32.07,7865.75
1311,1311,1,53,17,17,530.28,9014.75
1312,1312,1,8,110,110,1366.41,150305.02
1313,1313,1,42,808.611,808.611,115.01,92996.91
1314,1314,1,118,153,153,216.3,33093.15
1315,1315,1,57,22,22,34.53,759.6
1316,1316,1,101,108,108,231.19,24968.56
1317,1317,1,109,120,120,503.62,60434.05
1318,1318,1,34,160.7673,160.7673,97.38,15656.11
1319,1319,1,79,117,117,1553.44,181752.85
1320,1320,1,33,97,97,33.59,3258.31
1321,1321,1,46,52,52,640.48,33304.82
1322,1322,1,64,147,147,269.29,39585.2
1323,1323,1,4,1015.1374,1015.1374,36.2,36745.05
1324,1324,1,22,100,100,636.62,63662.13
1325,1325,1,79,10,10,1392.36,13923.63
1326,1326,1,91,557.4374,557.4374,10.5,5854.82
1327,1327,1,116,352.2477,352.2477,23.22,8178.56
1328,1328,1,28,800.5723,800.5723,48.25,38628.52
1329,1329,1,42,254.4166,254.4166,117.1,29792.41
1330,1330,1,103,150,150,2206.69,331003.82
1331,1331,1,38,20,20,333.7,6673.95
1332,1332,1,106,681.7991,681.7991,73.68,50236.68
1333,1333,1,20,552.231,552.231,33.11,18282.31
1334,1334,1,82,851.3358,851.3358,109.66,93356.56
1335,1335,1,37,23,23,663.26,15254.89
1336,1336,1,88,107,107,1446.55,154781.06
1337,1337,1,118,141,141,203.22,28654.31
1338,1338,1,95,54,54,1816.59,98096.09
1339,1339,1,35,124.0478,124.0478,8.39,1040.51
1340,1340,1,27,528.6628,528.6628,11.25,5946.76
1341,1341,1,110,149,149,767.21,114313.71
1342,1342,1,56,82,82,1393.02,114227.42
1343,1343,1,110,60,60,727.42,43645.34
1344,1344,1,93,60,60,397.0,23819.91
1345,1345,1,70,70,70,217.48,15223.74
1346,1346,1,113,19,19,13.38,254.18
1347,1347,1,91,1075.5958,1075.5958,11.74,12623.57
1348,1348,1,19,644.8714,644.8714,5.62,3623.9
1349,1349,1,57,110,110,34.08,3748.58
1350,1350,1,11,1022.0854,1022.0854,10.88,11115.81
1351,1351,1,104,147,147,1892.35,278176.11
1352,1352,1,4,1029.6273,1029.6273,32.95,33923.77
1353,1353,1,68,930.1291,930.1291,26.41,24562.46
1354,1354,1,28,1124.7465,1124.7465,48.2,54214.73
1355,1355,1,37,106,106,731.54,77543.16
1356,1356,1,10,576.6105,576.6105,89.04,51341.72
1357,1357,1,75,321.3943,321.3943,6.47,2080.37
1358,1358,1,92,1109.0563,1109.0563,24.27,26921.56
1359,1359,1,83,312.9151,312.9151,7.91,2474.3
1360,1360,1,76,195.5388,195.5388,31.06,6074.35
1361,1361,1,2,910.2523,910.2523,81.1,73818.62
1362,1362,1,15,94,94,1706.77,160436.57
1363,1363,1,66,63.6147,63.6147,117.97,7504.64
1364,1364,1,83,735.7764,735.7764,8.4,6181.98
1365,1365,1,116,669.777,669.777,24.46,16383.97
1366,1366,1,24,109,109,344.76,37579.06
1367,1367,1,88,141,141,1354.22,190944.67
1368,1368,1,25,122,122,36.08,4401.76
1369,1369,1,79,31,31,1423.49,44128.33
1370,1370,1,120,90,90,1205.24,108471.89
1371,1371,1,2,316.2842,316.2842,92.4,29225.82
1372,1372,1,15,156,156,1668.95,260355.95
1373,1373,1,110,25,25,699.68,17491.92
1374,1374,1,64,72,72,295.66,21287.26
1375,1375,1,77,51,51,747.93,38144.66
1376,1376,1,95,105,105,1809.36,189983.32
1377,1377,1,113,100,100,12.3,1230.26
1378,1378,1,88,155,155,1288.59,199731.65
1379,1379,1,73,145,0,13.53,1961.37
1380,1380,1,85,34,34,835.44,28404.94
1381,1381,1,36,406.8258,406.8258,32.14,13075.66
1382,1382,1,43,782.2186,782.2186,7.33,5730.18
1383,1383,1,87,82,82,2704.29,221751.49
1384,1384,1,4,861.8225,861.8225,33.27,28673.44
1385,1385,1,85,152,152,796.84,121119.99
1386,1386,1,39,157,157,2776.6,435925.92
1387,1387,1,4,483.5264,483.5264,32.55,15740.74
1388,1388,1,17,59,59,18.13,1069.84
1389,1389,1,10,201.5295,201.5295,84.95,17119.76
1390,1390,1,109,22,22,505.31,11116.86
1391,1391,1,92,967.6277,967.6277,23.24,22485.38
1392,1392,1,120,81,81,1201.98,97360.4
1393,1393,1,118,149,149,235.2,35044.37
1394,1394,1,35,287.0451,287.0451,9.14,2622.74
1395,1395,1,31,13,13,609.81,7927.55
1396,1396,1,12,976.28,976.28,31.76,31002.12
1397,1397,1,32,67,67,963.77,64572.82
1398,1398,1,81,20,20,10.77,215.49
1399,1399,1,71,115,115,1846.0,212290.43
1400,1400,1,103,37,37,2416.78,89420.72
1401,1401,1,61,19,19,528.49,10041.29
1402,1402,1,114,834.7609,834.7609,140.95,117655.5
1403,1403,1,85,79,79,846.83,66899.35
1404,1404,1,84,40.2651,40.2651,31.41,1264.9
1405,1405,1,43,354.4724,354.4724,7.27,2577.56
1406,1406,1,22,152,152,625.26,95039.92
1407,1407,1,118,9,9,233.8,2104.18
1408,1408,1,59,274.4521,274.4521,10.89,2989.84
1409,1409,1,8,31,31,1357.93,42095.84
1410,1410,1,3,144.7127,144.7127,13.97,2022.09
1411,1411,1,42,536.9006,536.9006,126.45,67890.71
1412,1412,1,23,103,103,1540.8,158702.61
1413,1413,1,113,48,48,12.21,586.26
1414,1414,1,78,57,57,852.42,48587.86
1415,1415,1,49,13,13,31.32,407.14
1416,1416,1,26,79.9457,79.9457,116.3,9297.46
1417,1417,1,8,109,109,1370.11,149341.63
1418,1418,1,114,904.2119,904.2119,146.5,132462.78
1419,1419,1,115,35.7457,35.7457,12.52,447.62
1420,1420,1,67,561.1043,561.1043,12.69,7121.49
1421,1421,1,32,157,157,930.75,146127.79
1422,1422,1,100,431.2038,0.0,32.03,13812.13
1423,1423,1,36,437.4079,437.4079,31.26,13673.03
1424,1424,1,62,119,119,277.83,33061.98
1425,1425,1,10,433.5672,433.5672,85.66,37137.96
1426,1426,1,108,922.0345,922.0345,36.92,34044.38
1427,1427,1,112,129,129,952.33,122851.17
1428,1428,1,65,106,106,16.58,1758.01
1429,1429,1,98,661.014,661.014,84.14,55617.57
1430,1430,1,119,61,61,3069.27,187225.47
1431,1431,1,5,63,63,677.75,42698.33
1432,1432,1,48,87,87,245.94,21397.01
1433,1433,1,40,106,106,328.95,34868.85
1434,1434,1,41,6,6,20.88,125.25
1435,1435,1,87,11,11,2702.54,29727.97
1436,1436,1,76,545.657,545.657,32.69,17839.44
1437,1437,1,40,57,57,320.87,18289.78
1438,1438,1,55,109,0,801.9,87407.35
1439,1439,1,88,72,72,1459.24,105065.21
1440,1440,1,36,55.7934,55.7934,33.86,1889.36
1441,1441,1,102,64,64,356.9,22841.89
1442,1442,1,18,1042.2117,1042.2117,111.36,116057.64
1443,1443,1,57,114,114,32.4,3693.44
1444,1444,1,1,891.0698,891.0698,140.21,124937.15
1445,1445,1,70,50,50,220.09,11004.36
1446,1446,1,108,138.268,138.268,36.95,5108.95
1447,1447,1,94,124,0,523.18,64874.71
1448,1448,1,5,77,77,645.12,49673.95
1449,1449,1,1,52.5211,52.5211,146.23,7680.26
1450,1450,1,108,1063.9275,1063.9275,36.6,38944.61
1451,1451,1,37,152,152,666.89,101366.83
1452,1452,1,55,58,58,858.98,49820.86
1453,1453,1,45,9,9,520.36,4683.24
1454,1454,1,23,54,54,1467.24,79230.75
1455,1455,1,64,46,46,285.43,13129.63
1456,1456,1,48,114,114,254.92,29060.58
1457,1457,1,65,116,116,17.0,1971.73
1458,1458,1,103,24,24,2116.57,50797.8
1459,1459,1,53,38,38,583.53,22174.19
1460,1460,1,9,66,66,15.41,1017.08
1461,1461,1,79,146,146,1397.53,204039.3
1462,1462,1,109,9,9,479.6,4316.38
1463,1463,1,90,101.8179,101.8179,86.27,8783.61
1464,1464,1,58,121.3302,121.3302,93.39,11331.06
1465,1465,1,112,47,47,959.37,45090.47
1466,1466,1,2,282.6395,282.6395,86.13,24344.94
1467,1467,1,14,115,115,534.48,61464.9
1468,1468,1,33,80,80,34.35,2748.0
1469,1469,1,39,75,75,2784.07,208804.95
1470,1470,1,12,245.7013,245.7013,32.75,8046.47
1471,1471,1,78,42,42,849.07,35660.92
1472,1472,1,79,136,0,1403.3,190849.44
1473,1473,1,30,29,29,237.61,6890.73
1474,1474,1,16,160,160,1797.23,287556.91
1475,1475,1,113,125,125,13.57,1696.2
1476,1476,1,80,76,76,1363.63,103635.78
1477,1477,1,38,154,154,346.58,53373.75
1478,1478,1,13,91,91,702.67,63943.19
1479,1479,1,19,763.6511,763.6511,5.65,4317.41
1480,1480,1,102,76,76,384.81,29245.73
1481,1481,1,88,109,109,1426.29,155465.77
1482,1482,1,22,34,34,650.63,22121.38
1483,1483,1,17,50,0,18.04,901.93
1484,1484,1,49,31,31,35.98,1115.45
1485,1485,1,79,138,138,1507.61,208050.09
1486,1486,1,7,127,127,2943.64,373842.43
1487,1487,1,114,795.8006,795.8006,143.93,114540.82
1488,1488,1,34,1040.8037,1040.8037,110.63,115147.73
1489,1489,1,82,41.5748,41.5748,105.3,4377.84
1490,1490,1,35,861.6957,861.6957,8.74,7527.37
1491,1491,1,67,139.2963,139.2963,13.1,1824.69
1492,1492,1,71,96,96,1992.62,191291.91
1493,1493,1,49,159,159,34.92,5552.7
1494,1494,1,54,124,124,829.62,102872.91
1495,1495,1,39,93,93,3031.61,281939.28
1496,1496,1,32,149,149,941.27,140249.41
1497,1497,1,69,149,149,270.41,40290.85
1498,1498,1,17,148,148,19.21,2842.52
1499,1499,1,92,1126.6206,1126.6206,21.54,24265.82
1500,1500,1,29,74,74,784.63,58062.69
1501,1501,1,58,835.8536,835.8536,90.41,75570.56
1502,1502,1,83,611.0772,611.0772,8.36,5111.57
1503,1503,1,6,48,48,575.43,27620.42
1504,1504,1,15,148,148,1606.32,237735.36
1505,1505,1,92,479.014,479.014,21.44,10267.83
1506,1506,1,115,538.1495,538.1495,13.05,7022.14
1507,1507,1,96,74,74,1037.66,76786.97
1508,1508,1,31,126,126,568.55,71636.68
1509,1509,1,42,146.0584,146.0584,114.42,16712.65
1510,1510,1,63,94,94,3271.14,307487.49
1511,1511,1,10,822.6373,822.6373,89.88,73942.53
1512,1512,1,106,87.4602,87.4602,83.58,7310.18
1513,1513,1,76,239.9032,239.9032,33.43,8018.91
1514,1514,1,34,356.9026,356.9026,110.39,39397.46
1515,1515,1,54,122,122,828.12,101031.03
1516,1516,1,95,58,58,1790.75,103863.75
1517,1517,1,64,25,25,294.15,7353.84
1518,1518,1,85,153,153,834.27,127643.3
1519,1519,1,85,159,159,727.51,115674.78
1520,1520,1,87,105,105,2901.73,304682.17
1521,1521,1,24,142,142,369.31,52442.05
1522,1522,1,15,39,39,1860.67,72566.07
1523,1523,1,56,143,143,1386.18,198223.25
1524,1524,1,77,84,84,776.51,65226.72
1525,1525,1,24,23,23,365.35,8403.05
1526,1526,1,105,140,140,3.44,481.55
1527,1527,1,34,1163.5874,1163.5874,105.9,123223.14
1528,1528,1,53,61,61,522.43,31868.11
1529,1529,1,5,102,102,673.33,68679.65
1530,1530,1,53,131,131,564.36,73931.68
1531,1531,1,67,832.7137,832.7137,12.67,10553.06
1532,1532,1,59,862.5579,862.5579,11.31,9757.26
1533,1533,1,51,164.6285,164.6285,5.35,880.54
1534,1534,1,24,122,122,368.71,44982.64
1535,1535,1,83,1039.0536,1039.0536,8.82,9161.22
1536,1536,1,101,53,53,236.5,12534.76
1537,1537,1,84,844.7389,844.7389,29.3,24751.59
1538,1538,1,90,366.6786,366.6786,79.84,29277.15
1539,1539,1,43,636.022,636.022,7.56,4810.54
1540,1540,1,100,1117.7743,1117.7743,31.04,34698.28
1541,1541,1,65,137,137,15.3,2096.41
1542,1542,1,91,238.3128,238.3128,10.64,2535.77
1543,1543,1,116,1091.1941,1091.1941,24.83,27093.91
1544,1544,1,68,919.499,919.499,24.9,22892.85
1545,1545,1,7,72,72,2932.3,211125.82
1546,1546,1,104,87,87,1886.4,164117.06
1547,1547,1,40,150,150,350.16,52523.27
1548,1548,1,23,43,43,1529.46,65766.99
1549,1549,1,14,137,137,539.23,73875.08
1550,1550,1,29,22,22,734.25,16153.42
1551,1551,1,78,61,61,733.03,44714.75
1552,1552,1,67,471.0923,471.0923,12.78,6018.54
1553,1553,1,35,1122.102,1122.102,9.52,10681.86
1554,1554,1,77,68,68,732.99,49843.19
1555,1555,1,28,950.1241,950.1241,45.52,43253.41
1556,1556,1,73,152,152,14.93,2268.86
1557,1557,1,81,105,105,11.87,1245.83
1558,1558,1,105,153,153,3.15,482.14
1559,1559,1,73,75,75,14.03,1052.17
1560,1560,1,67,841.684,841.684,11.84,9966.82
1561,1561,1,50,906.8242,906.8242,79.42,72021.82
1562,1562,1,115,757.1375,757.1375,13.05,9881.75
1563,1563,1,14,111,111,559.43,62097.15
1564,1564,1,37,16,16,715.79,11452.72
1565,1565,1,36,502.1238,502.1238,29.66,14892.25
1566,1566,1,92,101.6951,101.6951,24.12,2453.1
1567,1567,1,32,13,13,942.1,12247.26
1568,1568,1,9,45,45,14.35,645.65
1569,1569,1,49,111,111,30.75,3413.18
1570,1570,1,103,146,146,2134.27,311603.6
1571,1571,1,59,930.2378,930.2378,11.43,10637.0
1572,1572,1,48,13,13,264.8,3442.37
1573,1573,1,47,13,13,295.27,3838.55
1574,1574,1,36,1009.2349,1009.2349,32.55,32848.07
1575,1575,1,63,129,0,3175.72,409667.36
1576,1576,1,14,88,88,583.07,51310.45
1577,1577,1,31,34,34,619.74,21070.99
1578,1578,1,98,524.0931,524.0931,94.4,49473.07
1579,1579,1,19,42.849,42.849,5.41,231.94
1580,1580,1,21,106,106,441.41,46788.93
1581,1581,1,97,24,24,24.03,576.73
1582,1582,1,18,919.9058,919.9058,105.11,96692.3
1583,1583,1,44,710.8043,710.8043,21.36,15186.25
1584,1584,1,68,607.6892,607.6892,26.62,16174.93
1585,1585,1,89,90,90,33.49,3014.21
1586,1586,1,42,796.5402,796.5402,117.18,93340.42
1587,1587,1,15,83,83,1798.36,149263.51
1588,1588,1,2,784.9289,784.9289,84.28,66157.1
1589,1589,1,111,127,127,2018.42,256339.95
1590,1590,1,90,159.4008,159.4008,81.07,12923.36
1591,1591,1,58,738.5135,738.5135,98.8,72967.75
1592,1592,1,114,962.8963,962.8963,156.44,150633.6
1593,1593,1,38,152,152,358.94,54558.51
1594,1594,1,115,866.0142,0.0,12.24,10602.69
1595,1595,1,61,61,61,556.1,33921.99
1596,1596,1,18,453.8995,453.8995,105.29,47789.82
1597,1597,1,56,34,34,1269.54,43164.48
1598,1598,1,47,93,93,342.95,31894.58
1599,1599,1,51,1081.7431,1081.7431,6.29,6799.16
1600,1600,1,8,8,8,1268.43,10147.42
1601,1601,1,68,1179.7197,1179.7197,24.94,29427.93
1602,1602,1,50,944.4943,944.4943,82.24,77674.59
1603,1603,1,79,97,97,1596.52,154862.67
1604,1604,1,117,140,140,372.77,52188.03
1605,1605,1,49,30,30,32.01,960.27
1606,1606,1,94,117,117,465.23,54432.47
1607,1607,1,15,95,95,1813.01,172235.76
1608,1608,1,97,114,114,21.17,2413.67
1609,1609,1,32,43,43,1003.35,43143.97
1610,1610,1,83,857.7792,857.7792,8.54,7325.12
1611,1611,1,55,39,0,799.2,31168.98
1612,1612,1,1,100.4498,100.4498,142.16,14280.08
1613,1613,1,52,628.052,628.052,19.77,12413.96
1614,1614,1,50,557.2923,557.2923,86.51,48209.47
1615,1615,1,89,154,154,31.73,4885.77
1616,1616,1,82,701.7728,701.7728,109.51,76849.21
1617,1617,1,110,97,97,720.52,69890.12
1618,1618,1,51,252.3759,252.3759,5.75,1451.08
1619,1619,1,118,113,113,206.38,23321.37
1620,1620,1,119,38,38,3266.97,124145.01
1621,1621,1,8,137,137,1272.85,174380.98
1622,1622,1,113,93,93,11.66,1083.99
1623,1623,1,111,89,89,2371.35,211050.57
1624,1624,1,118,94,94,235.01,22091.12
1625,1625,1,67,788.128,788.128,13.21,10412.86
1626,1626,1,9,9,9,15.33,138.0
1627,1627,1,17,101,101,17.58,1775.38
1628,1628,1,10,705.8276,705.8276,93.5,65996.79
1629,1629,1,82,618.0078,618.0078,106.0,65509.27
1630,1630,1,72,97,97,48.32,4686.68
1631,1631,1,5,84,84,583.83,49041.52
1632,1632,1,12,774.0504,774.0504,30.0,23220.91
1633,1633,1,19,998.843,998.843,5.56,5548.82
1634,1634,1,114,274.6311,274.6311,158.13,43428.26
1635,1635,1,33,67,67,36.66,2456.03
1636,1636,1,36,239.9869,239.9869,31.96,7670.5
1637,1637,1,46,159,159,603.59,95970.91
1638,1638,1,88,135,135,1506.79,203416.06
1639,1639,1,66,673.6997,673.6997,109.53,73792.07
1640,1640,1,22,41,41,595.49,24414.91
1641,1641,1,40,112,112,333.03,37299.61
1642,1642,1,22,138,138,595.3,82151.74
1643,1643,1,88,120,120,1441.53,172983.39
1644,1644,1,110,92,92,771.19,70949.21
1645,1645,1,47,142,142,321.93,45714.24
1646,1646,1,112,49,49,937.65,45944.87
1647,1647,1,7,50,50,3384.4,169220.12
1648,1648,1,101,22,22,221.25,4867.56
1649,1649,1,55,64,64,797.12,51015.56
1650,1650,1,77,89,89,704.21,62674.74
1651,1651,1,5,139,139,639.72,88920.85
1652,1652,1,112,111,111,931.97,103448.77
1653,1653,1,118,140,140,204.86,28680.0
1654,1654,1,101,135,135,237.96,32124.08
1655,1655,1,108,164.4436,164.4436,36.73,6040.32
1656,1656,1,61,10,10,585.25,5852.49
1657,1657,1,119,108,108,3215.27,347248.89
1658,1658,1,82,622.3482,622.3482,103.52,64422.39
1659,1659,1,26,1193.0591,1193.0591,113.99,135995.0
1660,1660,1,78,157,157,789.52,123954.61
1661,1661,1,69,111,111,286.56,31807.98
1662,1662,1,70,28,28,206.36,5777.98
1663,1663,1,106,674.2523,0.0,77.99,52582.16
1664,1664,1,19,1139.1099,1139.1099,5.03,5731.24
1665,1665,1,91,480.9285,480.9285,12.11,5824.86
1666,1666,1,21,92,92,420.28,38665.7
1667,1667,1,14,138,138,563.54,77767.91
1668,1668,1,50,421.0663,421.0663,81.32,34240.08
1669,1669,1,118,38,38,232.84,8847.93
1670,1670,1,40,119,119,339.23,40367.96
1671,1671,1,23,157,157,1524.39,239328.56
1672,1672,1,3,730.2502,730.2502,12.94,9452.72
1673,1673,1,22,150,150,634.51,95176.63
1674,1674,1,25,90,90,36.31,3267.94
1675,1675,1,41,52,52,20.52,1067.12
1676,1676,1,44,391.4536,391.4536,23.29,9118.51
1677,1677,1,30,9,0,240.5,2164.48
1678,1678,1,45,122,122,594.98,72587.61
1679,1679,1,117,52,52,354.9,18454.89
1680,1680,1,50,618.6625,618.6625,87.16,53920.99
1681,1681,1,81,67,67,11.66,781.35
1682,1682,1,7,123,123,3240.75,398612.48
1683,1683,1,82,40.8806,40.8806,106.21,4342.11
1684,1684,1,17,73,73,18.64,1361.0
1685,1685,1,66,277.5936,277.5936,122.47,33997.8
1686,1686,1,14,38,38,539.83,20513.53
1687,1687,1,88,128,128,1285.11,164494.35
1688,1688,1,48,60,60,253.36,15201.31
1689,1689,1,38,13,13,332.69,4324.96
1690,1690,1,49,57,57,35.3,2011.83
1691,1691,1,89,85,85,33.96,2887.0
1692,1692,1,100,963.0554,963.0554,32.38,31185.6
1693,1693,1,80,112,112,1227.9,137524.93
1694,1694,1,29,42,42,747.95,31414.03
1695,1695,1,106,566.5211,566.5211,75.82,42956.22
1696,1696,1,40,33,33,346.89,11447.53
1697,1697,1,25,23,23,35.03,805.72
1698,1698,1,57,99,99,31.21,3089.35
1699,1699,1,17,95,95,18.94,1799.37
1700,1700,1,63,48,48,3044.33,146127.97
1701,1701,1,1,1017.4162,1017.4162,138.19,140592.98
1702,1702,1,60,850.3555,850.3555,22.98,19541.57
1703,1703,1,11,398.4149,398.4149,9.64,3839.98
1704,1704,1,31,12,12,568.98,6827.81
1705,1705,1,40,57,57,335.39,19117.01
1706,1706,1,26,975.5022,975.5022,111.83,109087.16
1707,1707,1,92,80.8445,80.8445,20.89,1688.93
1708,1708,1,107,1198.5144,0.0,9.79,11729.31
1709,1709,1,13,103,103,640.26,65946.47
1710,1710,1,11,800.5931,800.5931,10.07,8058.46
1711,1711,1,93,106,106,435.28,46140.01
1712,1712,1,89,52,52,31.68,1647.26
1713,1713,1,85,108,108,831.62,89815.37
1714,1714,1,32,38,38,991.35,37671.44
1715,1715,1,3,761.7698,761.7698,14.12,10756.34
1716,1716,1,22,62,62,597.44,37041.07
1717,1717,1,58,335.6809,335.6809,99.14,33279.57
1718,1718,1,92,892.9846,892.9846,23.87,21315.5
