requirement_allocation_id,material_requirement_id,purchase_order_line_id,allocated_qty
2441,31549,2936,198.9827
2442,31550,2220,93.9559
2443,31551,2431,76.3069
2444,31552,1852,67.5101
2445,31553,3160,7
2446,31554,1636,19.2391
2447,31555,1906,13
2448,31556,3351,3
2449,31557,219,33.1867
2450,31558,3586,7
2451,31559,3758,85.9298
2452,31560,3693,7
2453,31561,3651,6
2454,31562,3824,3
2455,31563,3020,102.4514
2456,31564,1474,12
2457,31565,2010,33.2303
2458,31566,2738,58
2459,31567,776,12
2460,31568,3293,74
2461,31569,673,27
2462,31570,3241,502.406
2463,31571,3214,598.091
2464,31572,2828,22
2465,31573,2369,26
2466,31574,3693,70
2467,31575,1276,80
2468,31576,1102,744.7967
2469,31577,3824,26
2470,31578,743,21
2471,31579,1987,772.7191
2472,31580,3706,160.1
2473,31581,2812,194.9568
2474,31582,3749,129.6411
2475,31583,776,5
2476,31584,1469,14
2477,31585,117,7
2478,31586,2536,20
2479,31587,2791,140.629
2480,31588,3026,9
2481,31589,2779,23
2482,31590,2828,14
2483,31591,2369,16
2484,31592,3651,22
2485,31593,855,8
2486,31594,2500,205.0115
2487,31595,2775,11
2488,31596,3311,469.9492
2489,31597,2812,504.9115
2490,31598,2338,268.0573
2491,31599,3186,42
2492,31600,2195,10
2493,31601,1906,7
2494,31602,673,64
2495,31603,3214,374.29
2496,31604,1334,162.6401
2497,31605,3758,295.1017
2498,31606,1228,256.5694
2499,31607,1862,189.8865
2500,31608,1606,47
2501,31609,704,8
2502,31610,3090,375.4058
2503,31611,2452,134.7548
2504,31612,2224,66
2505,31613,2775,5
2506,31614,2220,150.1953
2507,31615,1852,57.9571
2508,31616,3245,9
2509,31617,3056,10
2510,31618,3186,21
2511,31619,117,35
2512,31620,3293,14
2513,31621,3071,34
2514,31622,2024,10
2515,31623,3026,21
2516,31624,1630,11
2517,31625,673,13
2518,31626,3214,273.1755
2519,31627,2369,21
2520,31628,3758,311.9994
2521,31629,2608,11
2522,31630,1695,148.0341
2523,31631,2918,56.2214
2524,31632,1421,35
2525,31633,3749,303.901
2526,31634,738,6
2527,31635,117,32
2528,31636,219,588.5139
2529,31637,3762,332.0122
2530,31638,2024,61
2531,31639,2007,10
2532,31640,2535,190.3688
2533,31641,2299,404.5598
2534,31642,855,28
2535,31643,2500,184.433
2536,31644,2220,83.5263
2537,31645,1474,7
2538,31646,257,41
2539,31647,2812,78.3252
2540,31648,3160,23
2541,31649,3056,39
2542,31650,512,381.7246
2543,31651,3293,5
2544,31652,2195,10
2545,31653,1575,24
2546,31654,812,66.698
2547,31655,3026,17
2548,31656,2107,38
2549,31657,1862,386.0707
2550,31658,704,38
2551,31659,1067,36.2204
2552,31660,1864,34
2553,31661,818,28
2554,31662,3311,103.5804
2555,31663,2738,10
2556,31664,874,7
2557,31665,3071,22
2558,31666,2791,236.194
2559,31667,1595,9
2560,31668,1575,20
2561,31669,2007,5
2562,31670,812,147.3569
2563,31671,1828,11
2564,31672,2779,13
2565,31673,3651,4
2566,31674,1276,30
2567,31675,1695,46.7701
2568,31676,1102,222.2807
2569,31677,1864,21
2570,31678,743,9
2571,31679,1370,19
2572,31680,3706,60.6388
2573,31681,2517,14
2574,31682,2792,55.5104
2575,31683,1843,78.0711
2576,31684,219,55.6474
2577,31685,1595,14
2578,31686,1575,9
2579,31687,3241,120.7661
2580,31688,1862,91.4034
2581,31689,1606,11
2582,31690,704,15
2583,31691,3173,12
2584,31692,2838,4
2585,31693,3020,18.9439
2586,31694,2500,97.4833
2587,31695,743,9
2588,31696,632,77.7002
2589,31697,1635,13
2590,31698,989,12
2591,31699,1217,7
2592,31700,3031,12
2593,31701,2216,89.8241
2594,31702,652,64.6907
2595,31703,124,86.9894
2596,31704,70,110.3988
2597,31705,409,40.1256
2598,31706,603,21.2732
2599,31707,3291,89.0151
2600,31708,3252,13
2601,31709,3925,13
2602,31710,3382,61.8235
2603,31711,3129,16
2604,31712,779,30.2861
2605,31713,3033,12.4831
2606,31714,3325,15
2607,31715,2827,17
2608,31716,1782,127.2828
2609,31717,1047,6
2610,31718,2893,13
2611,31719,1756,128.9939
2612,31720,3275,18
2613,31721,2216,46.6885
2614,31722,2058,14
2615,31723,1930,82.5533
2616,31724,2238,11
2617,31725,1882,141.7465
2618,31726,2689,15
2619,31727,3307,53.5196
2620,31728,3795,18
2621,31729,2777,16
2622,31730,1852,145.5777
2623,31731,1636,81.576
2624,31732,3186,3
2625,31733,874,2
2626,31734,2536,4
2627,31735,2024,18
2628,31736,673,2
2629,31737,3214,132.0806
2630,31738,1102,116.3608
2631,31739,1067,133.5887
2632,31740,2224,18
2633,31741,2936,164.7324
2634,31742,743,5
2635,31743,3023,75.1555
2636,31744,783,117.8322
2637,31745,877,109.4436
2638,31746,3690,9
2639,31747,706,143.5645
2640,31748,1091,129.4912
2641,31749,1814,7
2642,31750,3318,7
2643,31751,3031,13
2644,31752,1399,2
2645,31753,3833,12
2646,31754,3786,7
2647,31755,202,5
2648,31756,3634,7
2649,31757,180,124.7974
2650,31758,3027,106.8535
2651,31759,1418,153.0004
2652,31760,818,37
2653,31761,3311,156.4759
2654,31762,2738,14
2655,31763,874,11
2656,31764,3071,34
2657,31765,2791,365.1338
2658,31766,1595,13
2659,31767,1575,31
2660,31768,2007,7
2661,31769,812,224.3231
2662,31770,1828,15
2663,31771,2779,19
2664,31772,3651,5
2665,31773,1276,44
2666,31774,1695,71.5446
2667,31775,1102,337.6513
2668,31776,1864,32
2669,31777,743,14
2670,31778,1370,29
2671,31779,2775,10
2672,31780,2220,52.4538
2673,31781,1852,135.006
2674,31782,2812,90.2593
2675,31783,295,118.3472
2676,31784,957,11
2677,31785,2536,16
2678,31786,3071,11
2679,31787,3214,47.4938
2680,31788,3758,140.5919
2681,31789,3644,8
2682,31790,2954,9
2683,31791,53,6
2684,31792,2838,16
2685,31793,1370,3
2686,31794,1268,350.0075
2687,31795,2220,550.2568
2688,31796,3706,364.5739
2689,31797,2097,10
2690,31798,512,394.6746
2691,31799,1843,606.2955
2692,31800,874,11
2693,31801,964,27
2694,31802,2007,10
2695,31803,1828,8
2696,31804,1630,73
2697,31805,3586,29
2698,31806,3693,22
2699,31807,704,28
2700,31808,535,660.0194
2701,31809,1695,501.6229
2702,31810,2936,726.8096
2703,31811,1736,605.6051
2704,31812,1448,15
2705,31813,2220,399.7809
2706,31814,2431,171.147
2707,31815,2321,9
2708,31816,2738,19
2709,31817,776,12
2710,31818,957,9
2711,31819,2967,162.9561
2712,31820,2024,57
2713,31821,1828,15
2714,31822,673,19
2715,31823,2107,14
2716,31824,3586,45
2717,31825,2608,41
2718,31826,80,19
2719,31827,3020,453.4109
2720,31828,1864,9
2721,31829,3023,152.6534
2722,31830,783,138.4845
2723,31831,877,221.5279
2724,31832,3690,17
2725,31833,706,291.3288
2726,31834,1091,264.5335
2727,31835,1814,13
2728,31836,3318,13
2729,31837,3031,26
2730,31838,1399,3
2731,31839,3833,12
2732,31840,3786,13
2733,31841,202,10
2734,31842,3634,13
2735,31843,180,124.7974
2736,31844,1663,216.2793
2737,31845,1418,311.8125
2738,31846,1626,9
2739,31847,3706,58.7429
2740,31848,1474,15
2741,31849,136,17
2742,31850,257,17
2743,31851,2967,44.0215
2744,31852,2536,16
2745,31853,3071,12
2746,31854,2791,95.8211
2747,31855,1630,6
2748,31856,2828,3
2749,31857,3644,8
2750,31858,855,9
2751,31859,2838,14
2752,31860,1474,6
2753,31861,2010,33.2303
2754,31862,2738,27
2755,31863,776,12
2756,31864,3293,34
2757,31865,673,13
2758,31866,3241,293.868
2759,31867,3214,269.442
2760,31868,2828,11
2761,31869,2369,12
2762,31870,3693,41
2763,31871,1276,38
2764,31872,1102,337.5055
2765,31873,3824,13
2766,31874,743,13
2767,31875,2528,8
2768,31876,3048,317.3649
2769,31877,2919,110.4481
2770,31878,865,199.1259
2771,31879,227,44
2772,31880,3931,23
2773,31881,3155,5
2774,31882,1784,18
2775,31883,3900,273.8301
2776,31884,2142,118.3777
2777,31885,70,110.3988
2778,31886,409,221.1323
2779,31887,1162,159.6772
2780,31888,1050,37
2781,31889,3634,7
2782,31890,603,294.6686
2783,31891,3291,102.3328
2784,31892,1724,53
2785,31893,3885,10
2786,31894,2738,2
2787,31895,3749,140.9282
2788,31896,1469,8
2789,31897,738,9
2790,31898,3186,5
2791,31899,117,10
2792,31900,3071,8
2793,31901,219,87.3857
2794,31902,964,7
2795,31903,2024,11
2796,31904,792,101.8001
2797,31905,1707,54.564
2798,31906,1276,12
2799,31907,535,47.3997
2800,31908,855,4
2801,31909,1172,3
2802,31910,743,11
2803,31911,2371,33
2804,31912,783,138.4845
2805,31913,63,507.7224
2806,31914,3048,317.3649
2807,31915,779,359.3703
2808,31916,1017,39
2809,31917,2884,42
2810,31918,482,208.2218
2811,31919,2487,18
2812,31920,2526,709.3595
2813,31921,1399,23
2814,31922,1117,28
2815,31923,491,34
2816,31924,173,35
2817,31925,3634,66
2818,31926,2308,383.3005
2819,31927,3406,21
2820,31928,2528,3
2821,31929,783,71.1554
2822,31930,3255,27.3332
2823,31931,170,5
2824,31932,2884,5
2825,31933,227,11
2826,31934,1047,6
2827,31935,989,7
2828,31936,3565,16
2829,31937,2580,5
2830,31938,2207,11
2831,31939,3833,6
2832,31940,1784,7
2833,31941,3900,129.274
2834,31942,3789,11
2835,31943,70,110.3988
2836,31944,38,6
2837,31945,1663,70.7259
2838,31946,632,13.1575
2839,31947,2827,9
2840,31948,662,71.5902
2841,31949,1437,2
2842,31950,1047,6
2843,31951,1756,137.2811
2844,31952,891,78.235
2845,31953,2580,17
2846,31954,3031,14
2847,31955,2216,44.9602
2848,31956,232,66.5503
2849,31957,3406,15
2850,31958,814,43.276
2851,31959,2220,449.0703
2852,31960,2431,353.5015
2853,31961,1852,320.7167
2854,31962,3160,31
2855,31963,1636,88.1329
2856,31964,1906,57
2857,31965,3351,10
2858,31966,219,154.6382
2859,31967,3586,29
2860,31968,3758,388.2075
2861,31969,3693,27
2862,31970,3651,23
2863,31971,3824,11
2864,31972,3020,472.5192
2865,31973,1269,24
2866,31974,2371,31
2867,31975,783,111.7449
2868,31976,1130,13
2869,31977,1483,13
2870,31978,3033,165.3734
2871,31979,2281,31.826
2872,31980,3931,32
2873,31981,2580,14
2874,31982,3900,216.9749
2875,31983,3789,31
2876,31984,1262,3
2877,31985,180,124.7974
2878,31986,1708,227.7578
2879,31987,1418,210.0315
2880,31988,3706,63.0421
2881,31989,2517,13
2882,31990,2792,55.6278
2883,31991,1843,91.9601
2884,31992,219,58.5798
2885,31993,1595,13
2886,31994,1575,7
2887,31995,3241,110.1731
2888,31996,1707,80.8445
2889,31997,1606,12
2890,31998,704,17
2891,31999,3173,12
2892,32000,2838,4
2893,32001,3020,17.3711
2894,32002,3172,95.0542
2895,32003,743,9
2896,32004,3023,101.323
2897,32005,3033,189.0086
2898,32006,3690,3
2899,32007,706,153.3329
2900,32008,3931,21
2901,32009,3031,19
2902,32010,124,95.1658
2903,32011,491,9
2904,32012,3786,10
2905,32013,70,62.5717
2906,32014,232,17.0109
2907,32015,1663,177.1702
2908,32016,3738,12
2909,32017,3706,319.9054
2910,32018,2517,29
2911,32019,2792,285.3254
2912,32020,1843,471.4296
2913,32021,219,298.3525
2914,32022,1595,61
2915,32023,1575,34
2916,32024,3241,502.406
2917,32025,1707,80.8445
2918,32026,1606,58
2919,32027,704,83
2920,32028,3173,59
2921,32029,2838,18
2922,32030,3020,88.773
2923,32031,3172,485.152
2924,32032,743,21
2925,32033,782,284.2523
2926,32034,1626,9
2927,32035,2010,33.2303
2928,32036,295,47.5175
2929,32037,2738,54
2930,32038,3116,56
2931,32039,1636,239.9869
2932,32040,117,22
2933,32041,3351,48
2934,32042,219,483.2001
2935,32043,1595,61
2936,32044,2535,175.4645
2937,32045,2588,19
2938,32046,1099,314.5525
2939,32047,2954,26
2940,32048,2418,541.7885
2941,32049,3824,55
2942,32050,3020,203.183
2943,32051,3795,2
2944,32052,3245,10
2945,32053,3885,15
2946,32054,3160,10
2947,32055,3056,11
2948,32056,2097,8
2949,32057,2195,3
2950,32058,2665,8.5415
2951,32059,219,130.7708
2952,32060,964,14
2953,32061,1575,12
2954,32062,2024,7
2955,32063,3651,6
2956,32064,1099,109.2669
2957,32065,80,12
2958,32066,3578,8
2959,32067,855,10
2960,32068,3020,119.3809
2961,32069,1269,7
2962,32070,877,121.9221
2963,32071,1483,5
2964,32072,3255,106.7836
2965,32073,170,3
2966,32074,1821,11
2967,32075,662,30.6295
2968,32076,2145,10
2969,32077,2487,5
2970,32078,2526,15.047
2971,32079,2357,14
2972,32080,2580,11
2973,32081,3875,111.6768
2974,32082,3909,15
2975,32083,1399,7
2976,32084,3789,13
2977,32085,2959,2
2978,32086,2174,15
2979,32087,1663,70.9179
2980,32088,2321,3
2981,32089,3971,2
2982,32090,3245,1
2983,32091,2517,3
2984,32092,776,2
2985,32093,738,1
2986,32094,512,6.4878
2987,32095,1843,12.2915
2988,32096,117,4
2989,32097,3293,3
2990,32098,2536,1
2991,32099,812,4.5433
2992,32100,3026,1
2993,32101,3241,20.2306
2994,32102,1721,4
2995,32103,42,11.7556
2996,32104,2608,4
2997,32105,2452,2.5966
2998,32106,1102,5.0158
2999,32107,2371,33
3000,32108,1483,48
3001,32109,3255,189.5244
3002,32110,1782,238.2682
3003,32111,227,9
3004,32112,1814,5
3005,32113,2357,10
3006,32114,2580,53
3007,32115,3726,5
3008,32116,3900,341.303
3009,32117,1708,316.2471
3010,32118,2308,380.7477
3011,32119,1724,55
3012,32120,1418,469.3195
3013,32121,3961,14
3014,32122,2321,9
3015,32123,3971,35
3016,32124,3245,38
3017,32125,2517,27
3018,32126,776,12
3019,32127,738,28
3020,32128,512,220.6203
3021,32129,1843,264.5926
3022,32130,117,54
3023,32131,3293,44
3024,32132,2536,4
3025,32133,812,186.9315
3026,32134,3026,8
3027,32135,3241,347.4053
3028,32136,1721,37
3029,32137,42,273.0984
3030,32138,2608,41
3031,32139,2452,142.74
3032,32140,1102,66.2538
3033,32141,2528,3
3034,32142,3048,119.9847
3035,32143,2919,110.4481
3036,32144,865,68.7493
3037,32145,227,15
3038,32146,3931,9
3039,32147,1611,2
3040,32148,3726,17
3041,32149,3900,94.9201
3042,32150,2142,40.3133
3043,32151,70,74.3997
3044,32152,409,64.5764
3045,32153,1162,47.6477
3046,32154,1050,12
3047,32155,3634,2
3048,32156,3060,95.8028
3049,32157,3291,34.0162
3050,32158,1724,17
3051,32159,2775,3
3052,32160,3311,121.3481
3053,32161,2812,128.3967
3054,32162,2338,70.5697
3055,32163,3186,15
3056,32164,3084,9
3057,32165,1906,2
3058,32166,673,17
3059,32167,3214,96.5151
3060,32168,2568,40.7281
3061,32169,1364,74.6958
3062,32170,42,64.2243
3063,32171,1707,47.9153
3064,32172,1606,12
3065,32173,704,2
3066,32174,3090,94.5979
3067,32175,2452,34.2833
3068,32176,2224,17
3069,32177,3382,61.8235
3070,32178,3129,58
3071,32179,779,115.0958
3072,32180,3033,46.2026
3073,32181,3325,54
3074,32182,2827,52
3075,32183,1782,431.3384
3076,32184,1047,6
3077,32185,2893,47
3078,32186,1756,489.1046
3079,32187,3275,64
3080,32188,2216,173.3222
3081,32189,3789,51
3082,32190,1930,306.4324
3083,32191,2238,40
3084,32192,2308,383.3005
3085,32193,1728,55
3086,32194,3307,202.0112
3087,32195,2528,5
3088,32196,783,81.4574
3089,32197,3288,13
3090,32198,2919,110.4481
3091,32199,1635,11
3092,32200,482,47.7612
3093,32201,3855,10
3094,32202,989,9
3095,32203,3275,11
3096,32204,1117,8
3097,32205,3786,13
3098,32206,1734,11
3099,32207,1050,10
3100,32208,2678,11
3101,32209,1558,10
3102,32210,3925,5
3103,32211,3406,7
3104,32212,2775,3
3105,32213,2501,13
3106,32214,2973,41.9525
3107,32215,3056,8
3108,32216,3116,18
3109,32217,2517,5
3110,32218,776,11
3111,32219,3656,26.2884
3112,32220,2665,91.2658
3113,32221,219,16.0363
3114,32222,673,17
3115,32223,2828,12
3116,32224,1099,70.0325
3117,32225,1422,30.6716
3118,32226,2775,6
3119,32227,2501,20
3120,32228,2973,68.7354
3121,32229,3056,13
3122,32230,3116,27
3123,32231,2517,8
3124,32232,776,12
3125,32233,3656,45.1618
3126,32234,2665,91.2658
3127,32235,219,27.386
3128,32236,673,26
3129,32237,2828,18
3130,32238,1099,118.8448
3131,32239,1422,50.0082
3132,32240,3514,90.5978
3133,32241,2517,15
3134,32242,3293,13
3135,32243,2536,9
3136,32244,2007,10
3137,32245,3013,106.3259
3138,32246,812,75.2517
3139,32247,792,103.6196
3140,32248,1364,136.4326
3141,32249,42,46.0393
3142,32250,3090,25.9308
3143,32251,2452,108.1017
3144,32252,870,16
3145,32253,642,8
3146,32254,3023,48.4696
3147,32255,783,68.1645
3148,32256,877,64.1491
3149,32257,3690,6
3150,32258,706,88.2567
3151,32259,1091,82.8472
3152,32260,1814,5
3153,32261,3318,4
3154,32262,3031,8
3155,32263,1399,2
3156,32264,3833,10
3157,32265,3786,5
3158,32266,202,3
3159,32267,3634,4
3160,32268,180,91.0393
3161,32269,1663,70.2675
3162,32270,1418,89.7923
3163,32271,2775,13
3164,32272,3311,587.9508
3165,32273,2812,625.6223
3166,32274,2973,332.1603
3167,32275,3186,42
3168,32276,741,39
3169,32277,1906,9
3170,32278,673,78
3171,32279,3214,471.8391
3172,32280,2568,76.4072
3173,32281,1364,366.2597
3174,32282,42,314.2849
3175,32283,1707,80.8445
3176,32284,1606,58
3177,32285,704,9
3178,32286,3090,465.0174
3179,32287,2452,169.3495
3180,32288,2224,80
3181,32289,3382,61.8235
3182,32290,934,47
3183,32291,779,92.1944
3184,32292,3033,38.0572
3185,32293,3325,44
3186,32294,2827,49
3187,32295,1782,387.5753
3188,32296,1047,6
3189,32297,2893,38
3190,32298,1756,394.6214
3191,32299,3275,52
3192,32300,2216,142.9936
3193,32301,3789,41
3194,32302,1930,252.4354
3195,32303,2238,33
3196,32304,2308,383.3005
3197,32305,1728,44
3198,32306,3307,164.409
3199,32307,1626,9
3200,32308,3706,226.1758
3201,32309,1474,55
3202,32310,136,51
3203,32311,257,41
3204,32312,1899,167.2482
3205,32313,2536,58
3206,32314,2691,41
3207,32315,2665,91.2658
3208,32316,1630,22
3209,32317,2828,9
3210,32318,3644,8
3211,32319,855,28
3212,32320,2838,49
3213,32321,1129,27
3214,32322,2220,199.3791
3215,32323,2431,285.1266
3216,32324,3311,308.6376
3217,32325,2010,33.2303
3218,32326,136,36
3219,32327,3056,24
3220,32328,2792,117.1581
3221,32329,2014,10
3222,32330,3517,403.4388
3223,32331,1828,13
3224,32332,606,16
3225,32333,2828,19
3226,32334,3651,33
3227,32335,704,36
3228,32336,2418,346.6812
3229,32337,855,12
3230,32338,3382,61.8235
3231,32339,934,32
3232,32340,779,61.493
3233,32341,3033,25.202
3234,32342,3325,30
3235,32343,2827,34
3236,32344,1782,256.7221
3237,32345,1047,6
3238,32346,2893,26
3239,32347,1756,261.4516
3240,32348,3275,35
3241,32349,2216,94.8578
3242,32350,3789,28
3243,32351,1930,167.8651
3244,32352,2238,22
3245,32353,2308,289.2551
3246,32354,1728,30
3247,32355,3307,108.6836
3248,32356,1448,26
3249,32357,1129,32
3250,32358,2220,118.1501
3251,32359,3971,14
3252,32360,2501,14
3253,32361,3282,170.5307
3254,32362,3656,81.1089
3255,32363,741,33
3256,32364,2024,14
3257,32365,3214,229.6335
3258,32366,3545,33
3259,32367,2055,3
3260,32368,1422,198.238
3261,32369,1102,237.7891
3262,32370,1745,220.4828
3263,32371,2220,159.3344
3264,32372,3245,27
3265,32373,1841,24
3266,32374,2792,282.4982
3267,32375,921,209.4045
3268,32376,3293,7
3269,32377,3517,130.64
3270,32378,3351,6
3271,32379,1575,4
3272,32380,2007,5
3273,32381,673,31
3274,32382,2107,33
3275,32383,3586,20
3276,32384,3545,21
3277,32385,2452,185.1905
3278,32386,1695,43.1871
3279,32387,3967,21
3280,32388,1370,18
3281,32389,392,18
3282,32390,1130,6
3283,32391,1483,5
3284,32392,3255,189.5244
3285,32393,2788,257.8296
3286,32394,1047,6
3287,32395,989,14
3288,32396,3485,19
3289,32397,3875,68.5965
3290,32398,3726,10
3291,32399,3786,27
3292,32400,1162,27.0801
3293,32401,38,31
3294,32402,3634,12
3295,32403,3291,40.2368
3296,32404,3738,4
3297,32405,632,66.1317
3298,32406,2096,2
3299,32407,865,21.5796
3300,32408,3325,5
3301,32409,482,67.4223
3302,32410,1782,27.2905
3303,32411,2487,6
3304,32412,2281,31.826
3305,32413,3875,51.9672
3306,32414,2138,5
3307,32415,232,66.5503
3308,32416,1930,16.5064
3309,32417,409,6.2618
3310,32418,38,6
3311,32419,3634,6
3312,32420,2084,5
3313,32421,3291,24.9554
3314,32422,3738,4
3315,32423,2321,9
3316,32424,3971,12
3317,32425,3245,13
3318,32426,2517,9
3319,32427,776,12
3320,32428,738,10
3321,32429,9,60.8386
3322,32430,1843,85.3921
3323,32431,117,18
3324,32432,3293,15
3325,32433,2536,2
3326,32434,812,60.7311
3327,32435,3026,3
3328,32436,3241,112.4389
3329,32437,1721,13
3330,32438,42,88.2497
3331,32439,2608,15
3332,32440,2452,46.3219
3333,32441,1102,21.4698
3334,32442,2371,5
3335,32443,170,46
3336,32444,2940,70
3337,32445,1821,48
3338,32446,2884,42
3339,32447,3690,37
3340,32448,3931,11
3341,32449,3021,41.9021
3342,32450,1756,633.2778
3343,32451,3318,66
3344,32452,3957,54
3345,32453,3485,30
3346,32454,2959,28
3347,32455,1930,529.9881
3348,32456,3623,55
3349,32457,1570,33
3350,32458,3406,48
3351,32459,3307,514.0401
3352,32460,632,144.8913
3353,32461,2096,3
3354,32462,865,55.0008
3355,32463,3325,11
3356,32464,482,159.2413
3357,32465,1782,72.1842
3358,32466,2487,15
3359,32467,2281,31.826
3360,32468,3875,155.0131
3361,32469,2138,14
3362,32470,232,66.5503
3363,32471,1930,40.833
3364,32472,409,16.6844
3365,32473,38,12
3366,32474,3634,16
3367,32475,2084,11
3368,32476,3291,68.8227
3369,32477,3738,10
3370,32478,3514,486.924
3371,32479,2517,29
3372,32480,3293,67
3373,32481,2536,41
3374,32482,2007,10
3375,32483,3013,567.6278
3376,32484,812,285.1573
3377,32485,792,553.2738
3378,32486,1364,735.7764
3379,32487,42,248.2769
3380,32488,3090,140.1321
3381,32489,2452,185.1905
3382,32490,870,28
3383,32491,642,8
3384,32492,782,119.5592
3385,32493,2321,9
3386,32494,1587,13
3387,32495,2517,11
3388,32496,921,50.459
3389,32497,2014,16
3390,32498,693,89.4414
3391,32499,964,11
3392,32500,1575,10
3393,32501,2024,19
3394,32502,673,18
3395,32503,1364,13.4868
3396,32504,1707,80.8445
3397,32505,2418,123.113
3398,32506,1864,6
3399,32507,1370,13
3400,32508,2775,12
3401,32509,3311,503.576
3402,32510,1274,526.3686
3403,32511,2973,291.1839
3404,32512,3186,42
3405,32513,2385,33
3406,32514,1906,7
3407,32515,673,68
3408,32516,3214,399.193
3409,32517,2568,76.4072
3410,32518,1364,309.7947
3411,32519,42,270.0357
3412,32520,1707,80.8445
3413,32521,1928,49
3414,32522,704,8
3415,32523,2063,399.8924
3416,32524,2452,142.7325
3417,32525,2224,69
3418,32526,1129,52
3419,32527,2501,48
3420,32528,1852,462.3118
3421,32529,1636,236.2969
3422,32530,3186,9
3423,32531,874,5
3424,32532,2536,10
3425,32533,2024,53
3426,32534,673,5
3427,32535,3214,337.2876
3428,32536,1102,313.0485
3429,32537,2418,378.1877
3430,32538,2224,54
3431,32539,1745,466.0103
3432,32540,743,14
3433,32541,782,556.3268
3434,32542,3514,736.0266
3435,32543,2738,84
3436,32544,776,12
3437,32545,117,54
3438,32546,3656,745.7891
3439,32547,2385,24
3440,32548,2665,91.2658
3441,32549,3013,174.0113
3442,32550,1364,618.6078
3443,32551,3661,31
3444,32552,1707,80.8445
3445,32553,1276,60
3446,32554,3644,8
3447,32555,3020,161.7423
3448,32556,3172,749.4838
3449,32557,2321,9
3450,32558,3971,43
3451,32559,3245,47
3452,32560,2517,29
3453,32561,776,12
3454,32562,738,34
3455,32563,9,60.8386
3456,32564,1843,321.7687
3457,32565,117,54
3458,32566,3293,54
3459,32567,2536,5
3460,32568,812,227.4465
3461,32569,3026,10
3462,32570,3241,428.5327
3463,32571,1721,46
3464,32572,42,338.639
3465,32573,2608,41
3466,32574,2452,174.6396
3467,32575,1102,82.4843
3468,32576,1448,22
3469,32577,3706,364.5739
3470,32578,2501,15
3471,32579,1852,364.6094
3472,32580,3245,9
3473,32581,1677,9
3474,32582,3749,110.1298
3475,32583,776,12
3476,32584,2014,15
3477,32585,3517,52.6549
3478,32586,2536,46
3479,32587,2024,37
3480,32588,2800,410.1142
3481,32589,1898,35
3482,32590,1828,15
3483,32591,3545,41
3484,32592,3651,5
3485,32593,3644,8
3486,32594,1695,251.4502
3487,32595,782,107.9956
3488,32596,2321,9
3489,32597,1587,12
3490,32598,2517,10
3491,32599,921,45.3946
3492,32600,2014,15
3493,32601,693,80.2431
3494,32602,964,10
3495,32603,1575,9
3496,32604,2024,18
3497,32605,673,17
3498,32606,1364,12.3446
3499,32607,1707,80.8445
3500,32608,2418,112.0929
3501,32609,1864,6
3502,32610,1370,12
3503,32611,2528,52
3504,32612,1109,279.9
3505,32613,3255,189.5244
3506,32614,2919,110.4481
3507,32615,3033,627.9477
3508,32616,2487,54
3509,32617,2357,36
3510,32618,3565,25
3511,32619,3900,250.0169
3512,32620,70,110.3988
3513,32621,2174,44
3514,32622,2238,46
3515,32623,2678,26
3516,32624,2272,82
3517,32625,1802,14
3518,32626,2775,6
3519,32627,2220,104.3287
3520,32628,1474,15
3521,32629,1274,155.0135
3522,32630,2517,14
3523,32631,2792,60.2292
3524,32632,1469,12
3525,32633,3293,11
3526,32634,1595,14
3527,32635,606,9
3528,32636,3586,16
3529,32637,1721,13
3530,32638,1928,12
3531,32639,53,13
3532,32640,870,12
3533,32641,642,6
3534,32642,855,9
3535,32643,1626,9
3536,32644,3706,115.1019
3537,32645,1474,29
3538,32646,136,31
3539,32647,2570,32
3540,32648,1899,85.8427
3541,32649,2536,30
3542,32650,2691,22
3543,32651,2665,91.2658
3544,32652,1630,12
3545,32653,2828,5
3546,32654,3644,8
3547,32655,855,17
3548,32656,2838,26
3549,32657,2220,242.5765
3550,32658,3245,41
3551,32659,1677,9
3552,32660,2792,423.5321
3553,32661,921,318.7316
3554,32662,3293,11
3555,32663,3517,197.8611
3556,32664,3351,9
3557,32665,1575,6
3558,32666,2007,7
3559,32667,673,46
3560,32668,2107,49
3561,32669,3586,29
3562,32670,3545,30
3563,32671,2452,185.1905
3564,32672,1695,65.8474
3565,32673,3967,21
3566,32674,1370,26
3567,32675,2321,9
3568,32676,3971,3
3569,32677,2501,3
3570,32678,1852,123.7703
3571,32679,9,60.8386
3572,32680,2461,10
3573,32681,3293,8
3574,32682,2024,10
3575,32683,2800,34.2976
3576,32684,673,5
3577,32685,3586,14
3578,32686,1707,13.7225
3579,32687,2608,16
3580,32688,704,7
3581,32689,2452,20.0661
3582,32690,1864,2
3583,32691,2775,28
3584,32692,2220,516.5299
3585,32693,1474,71
3586,32694,1274,692.7716
3587,32695,2517,29
3588,32696,2792,298.6756
3589,32697,1469,56
3590,32698,3293,54
3591,32699,1595,61
3592,32700,606,42
3593,32701,3586,75
3594,32702,1721,63
3595,32703,1928,58
3596,32704,53,64
3597,32705,870,28
3598,32706,642,8
3599,32707,855,28
3600,32708,3706,59.4651
3601,32709,3311,194.9676
3602,32710,2010,33.2303
3603,32711,2570,22
3604,32712,3245,15
3605,32713,1469,15
3606,32714,874,3
3607,32715,2014,12
