supplier_score_id,supplier_id,month,price_score,delivery_score,quality_score,response_score,stability_score,total_score,supplier_grade
755,31,2024-12-01,85.52,91.19,88.18,90.89,75.12,87.38,B
756,31,2025-01-01,78.94,98.13,87.72,74.74,74.87,86.06,B
757,31,2025-02-01,79.85,95.21,84.98,75.92,73.32,84.69,B
758,31,2025-03-01,79.39,94.85,88.75,89.36,76.73,87.1,B
759,31,2025-04-01,80.3,88.33,88.88,78.14,87.14,85.32,B
760,31,2025-05-01,79.08,94.33,85.84,88.54,97.23,88.11,B
761,31,2025-06-01,87.55,92.65,87.39,87.17,78.88,88.14,B
762,31,2025-07-01,87.04,97.8,85.11,74.34,81.32,87.94,B
763,31,2025-08-01,86.86,89.36,83.58,68.75,83.27,84.62,B
764,31,2025-09-01,86.22,95.34,82.79,75.35,85.66,86.95,B
765,31,2025-10-01,84.78,90.38,85.88,79.62,89.55,86.69,B
766,31,2025-11-01,87.13,97.61,84.34,80.66,96.37,89.85,B
767,31,2025-12-01,79.99,92.5,87.58,67.28,70.12,83.38,B
768,31,2026-01-01,80.62,95.72,89.74,73.42,83.73,87.02,B
769,31,2026-02-01,78.48,97.29,90.09,76.88,74.21,86.44,B
770,31,2026-03-01,86.28,87.99,86.99,95.21,72.62,86.5,B
771,31,2026-04-01,78.8,90.24,85.15,91.06,84.07,85.57,B
772,31,2026-05-01,77.48,95.34,87.93,79.44,93.07,87.2,B
773,31,2026-06-01,82.04,93.92,90.12,78.42,81.52,87.21,B
774,31,2026-07-01,79.53,100,88.09,66.59,88.18,87.38,B
775,31,2026-08-01,77.34,88.04,82.85,72.09,75.99,81.27,B
776,32,2024-08-01,92.35,74.87,93.58,69.27,76.95,83.57,B
777,32,2024-09-01,91.23,71.87,99.15,81.96,97.55,87.11,B
778,32,2024-10-01,89.52,74.59,97.03,75.44,87.16,85.27,B
779,32,2024-11-01,94.83,68.2,95.71,66.1,76.87,82.39,B
780,32,2024-12-01,86.24,71.53,96.98,75.46,85.67,83.37,B
781,32,2025-01-01,91.72,70.76,98.72,79.63,80.55,84.86,B
782,32,2025-02-01,94.68,80.79,100,85.7,83.47,89.82,B
783,32,2025-03-01,90.33,68.42,93.94,87.6,93.11,84.66,B
784,32,2025-04-01,87.72,76.41,98.32,71.43,77.88,84.37,B
785,32,2025-05-01,86.62,76.84,96.81,71.14,83.96,84.42,B
786,32,2025-06-01,93.43,75.15,93.65,79.0,94.18,86.63,B
787,32,2025-07-01,89.03,78.05,93.98,70.0,75.16,83.69,B
788,32,2025-08-01,94.93,80.23,92.5,95.55,76.36,88.12,B
789,32,2025-09-01,88.55,69.23,95.15,84.85,70.62,82.24,B
790,32,2025-10-01,86.42,75.39,95.72,78.55,87.59,84.76,B
791,32,2025-11-01,96.76,79.86,99.28,77.09,95.83,90.26,A
792,32,2025-12-01,94.85,73.8,93.16,67.29,76.52,83.52,B
793,32,2026-01-01,88.78,70.24,99.71,68.58,89.13,83.97,B
794,32,2026-02-01,87.38,78.47,95.18,77.51,75.15,84.45,B
795,32,2026-03-01,87.93,80.02,98.81,78.75,82.35,86.8,B
796,32,2026-04-01,94.45,69.37,94.54,90.15,73.05,84.38,B
797,32,2026-05-01,93.91,76.52,93.4,85.45,81.59,86.49,B
798,32,2026-06-01,93.92,76.28,94.63,68.01,83.67,85.19,B
799,32,2026-07-01,93.86,70.74,94.63,89.5,71.77,84.47,B
800,32,2026-08-01,95.59,75.81,99.4,67.03,75.33,85.73,B
801,33,2024-08-01,90.18,80.83,93.9,80.48,88.94,87.21,B
802,33,2024-09-01,86.9,75.23,92.53,69.38,95.34,83.9,B
803,33,2024-10-01,94.95,79.68,92.11,85.39,77.01,86.91,B
804,33,2024-11-01,88.0,77.22,95.31,90.27,77.59,85.78,B
805,33,2024-12-01,89.98,75.13,90.36,87.14,90.67,85.41,B
806,33,2025-01-01,97.75,87.29,95.51,71.59,87.82,90.44,A
807,33,2025-02-01,92.38,79.56,93.86,75.88,97.24,87.74,B
808,33,2025-03-01,89.75,85.88,92.91,91.63,71.81,87.77,B
809,33,2025-04-01,96.71,79.05,95.39,80.99,93.35,89.18,B
810,33,2025-05-01,92.66,82.77,90.14,79.19,85.87,87.04,B
811,33,2025-06-01,89.52,87.51,94.01,78.87,97.72,89.8,B
812,33,2025-07-01,87.57,84.75,92.36,97.0,90.1,89.12,B
813,33,2025-08-01,97.29,82.12,90.02,74.09,74.06,86.28,B
814,33,2025-09-01,92.8,77.33,92.5,66.02,77.36,83.86,B
815,33,2025-10-01,93.19,84.24,90.75,92.5,71.6,87.67,B
816,33,2025-11-01,86.97,85.79,93.93,69.65,89.66,86.89,B
817,33,2025-12-01,86.79,79.9,90.37,75.42,87.7,84.57,B
818,33,2026-01-01,89.49,76.52,89.83,94.09,86.97,85.89,B
819,33,2026-02-01,89.54,76.91,92.12,80.58,79.1,84.45,B
820,33,2026-03-01,88.82,85.74,94.24,83.59,90.71,88.92,B
821,33,2026-04-01,89.37,79.71,97.37,81.94,93.85,88.18,B
822,33,2026-05-01,90.92,78.52,91.73,80.81,88.49,86.15,B
823,33,2026-06-01,94.37,83.81,92.37,71.11,95.18,88.46,B
824,33,2026-07-01,94.65,82.06,89.86,82.36,96.9,88.67,B
825,33,2026-08-01,92.22,80.71,92.21,71.96,80.57,85.57,B
826,34,2024-08-01,69.8,65.6,85.65,75.61,96.69,75.78,C
827,34,2024-09-01,68.58,67.09,89.55,91.56,93.35,78.15,C
828,34,2024-10-01,68.34,68.81,84.47,79.64,84.72,75.28,C
829,34,2024-11-01,63.81,74.48,91.45,94.48,89.09,79.52,C
830,34,2024-12-01,69.97,73.97,85.79,97.99,70.21,77.95,C
831,34,2025-01-01,65.94,75.64,91.77,72.75,77.1,77.1,C
832,34,2025-02-01,73.32,69.53,89.02,80.12,87.46,78.2,C
833,34,2025-03-01,67.28,73.47,86.16,89.71,75.27,76.9,C
834,34,2025-04-01,70.78,65.77,86.83,96.21,85.47,77.3,C
835,34,2025-05-01,71.39,67.4,85.92,88.43,89.92,77.38,C
836,34,2025-06-01,67.73,74.51,87.84,72.95,85.33,77.07,C
837,34,2025-07-01,65.67,74.07,90.96,93.91,77.75,78.54,C
838,34,2025-08-01,72.04,77.9,86.21,95.42,82.95,80.77,B
839,34,2025-09-01,69.92,66.14,90.01,70.75,91.61,76.06,C
840,34,2025-10-01,68.14,76.45,88.2,92.87,71.63,78.47,C
841,34,2025-11-01,70.4,77.37,88.54,96.85,97.84,82.42,B
842,34,2025-12-01,66.98,77.78,86.75,75.05,71.03,76.37,C
843,34,2026-01-01,70.6,67.56,86.49,67.37,83.21,74.6,C
844,34,2026-02-01,72.27,69.83,87.88,85.87,96.31,79.21,C
845,34,2026-03-01,71.75,67.89,86.68,76.49,97.73,77.4,C
846,34,2026-04-01,67.2,66.17,85.87,79.71,93.75,75.46,C
847,34,2026-05-01,73.41,71.94,89.56,77.04,93.12,79.34,C
848,34,2026-06-01,70.37,66.47,90.45,72.53,74.43,74.84,C
849,34,2026-07-01,66.42,65.42,85.23,87.68,80.32,74.34,C
850,34,2026-08-01,63.36,76.21,85.39,85.75,90.85,77.71,C
851,35,2024-08-01,76.98,92.39,88.4,70.86,92.38,85.38,B
852,35,2024-09-01,74.28,93.95,83.39,78.2,95.72,84.99,B
853,35,2024-10-01,77.65,90.89,90.37,74.43,72.86,84.0,B
854,35,2024-11-01,75.36,85.99,89.19,78.05,80.41,82.78,B
855,35,2024-12-01,73.44,90.35,85.28,77.26,72.56,81.77,B
856,35,2025-01-01,69.58,96.67,83.52,78.35,80.5,83.16,B
857,35,2025-02-01,73.9,95.5,90.42,69.97,87.42,85.47,B
858,35,2025-03-01,70.88,87.8,84.31,72.49,70.09,79.4,C
859,35,2025-04-01,67.17,86.97,84.56,97.78,90.19,82.82,B
860,35,2025-05-01,67.64,86.58,90.28,77.36,87.35,81.93,B
861,35,2025-06-01,77.64,93.04,83.36,73.91,74.75,83.03,B
862,35,2025-07-01,70.0,95.28,90.68,67.27,92.88,84.77,B
863,35,2025-08-01,78.01,87.12,84.75,84.31,91.05,84.36,B
864,35,2025-09-01,68.7,92.79,90.32,82.37,76.3,83.46,B
865,35,2025-10-01,68.1,85.52,86.95,76.33,73.75,79.43,C
866,35,2025-11-01,69.66,87.34,86.4,80.87,84.44,81.75,B
867,35,2025-12-01,68.38,91.46,90.32,65.96,70.08,80.72,B
868,35,2026-01-01,70.69,94.9,85.08,95.19,73.38,84.27,B
869,35,2026-02-01,78.26,92.75,90.25,88.53,88.24,87.63,B
870,35,2026-03-01,73.37,85.45,88.44,89.09,86.12,83.61,B
871,35,2026-04-01,76.37,95.15,88.15,95.96,73.3,86.6,B
872,35,2026-05-01,68.0,97.0,88.24,93.62,83.31,85.85,B
873,35,2026-06-01,77.93,90.16,83.75,82.59,96.97,85.42,B
874,35,2026-07-01,69.29,88.12,88.18,93.02,96.29,84.73,B
875,35,2026-08-01,76.74,93.14,89.1,78.41,92.45,86.49,B
876,36,2024-08-01,76.85,76.4,86.46,78.76,92.76,80.9,B
877,36,2024-09-01,82.5,78.51,85.17,78.93,95.48,82.91,B
878,36,2024-10-01,76.07,73.84,86.41,89.91,97.83,81.55,B
879,36,2024-11-01,86.67,70.26,85.05,88.34,86.18,81.46,B
880,36,2024-12-01,75.88,73.76,85.46,83.72,75.57,78.39,C
881,36,2025-01-01,85.79,67.43,84.96,85.59,75.8,79.06,C
882,36,2025-02-01,76.69,69.36,91.9,95.82,97.68,82.3,B
883,36,2025-03-01,86.78,74.25,90.44,80.71,77.55,82.41,B
884,36,2025-04-01,76.31,74.31,86.04,90.6,72.16,79.15,C
885,36,2025-05-01,79.98,73.65,91.06,84.52,84.34,81.74,B
886,36,2025-06-01,75.09,75.5,91.97,81.27,72.39,79.78,C
887,36,2025-07-01,75.35,69.06,89.96,76.44,78.26,77.52,C
888,36,2025-08-01,83.93,71.16,90.87,96.22,71.57,81.83,B
889,36,2025-09-01,82.45,78.88,87.98,87.85,75.37,82.59,B
890,36,2025-10-01,75.92,70.83,87.01,67.71,81.23,76.88,C
891,36,2025-11-01,80.87,72.23,84.82,74.09,80.0,78.5,C
892,36,2025-12-01,83.72,74.52,86.13,68.33,72.1,78.86,C
893,36,2026-01-01,85.56,72.51,86.62,97.34,95.98,84.13,B
894,36,2026-02-01,75.45,73.29,87.02,96.92,79.53,80.25,B
895,36,2026-03-01,83.65,72.13,85.13,73.63,90.56,80.25,B
896,36,2026-04-01,81.88,66.21,88.67,75.6,90.14,79.07,C
897,36,2026-05-01,80.3,72.0,84.61,94.86,92.84,81.6,B
898,36,2026-06-01,81.76,66.26,87.76,95.35,83.77,80.17,B
899,36,2026-07-01,81.46,73.89,85.19,79.87,70.89,78.9,C
900,36,2026-08-01,79.38,76.75,91.36,69.19,76.85,80.31,B
901,37,2024-08-01,71.86,88.88,83.18,83.4,81.35,81.9,B
902,37,2024-09-01,75.67,77.07,81.89,78.57,87.17,79.09,C
903,37,2024-10-01,82.31,80.23,81.79,78.54,88.03,81.75,B
904,37,2024-11-01,75.32,88.26,87.85,69.55,83.07,82.53,B
905,37,2024-12-01,82.72,81.42,82.43,79.63,79.6,81.64,B
906,37,2025-01-01,82.11,78.62,82.69,85.88,76.77,81.05,B
907,37,2025-02-01,77.7,85.63,82.69,66.48,76.42,80.08,B
908,37,2025-03-01,81.96,79.6,85.21,90.04,74.36,82.11,B
909,37,2025-04-01,81.17,78.87,85.52,85.06,91.8,83.02,B
910,37,2025-05-01,71.48,87.14,81.99,85.83,83.29,81.42,B
911,37,2025-06-01,79.2,89.79,83.93,72.95,72.7,82.28,B
912,37,2025-07-01,72.44,81.61,85.63,83.22,85.93,80.91,B
913,37,2025-08-01,75.33,88.67,88.09,85.28,81.95,84.18,B
914,37,2025-09-01,80.32,77.41,82.28,68.29,93.22,80.02,B
915,37,2025-10-01,71.79,81.52,81.77,72.72,95.12,79.63,C
916,37,2025-11-01,74.47,82.46,85.68,90.8,86.13,82.47,B
917,37,2025-12-01,77.43,88.37,86.62,98.0,84.75,85.8,B
918,37,2026-01-01,82.26,84.49,83.4,93.89,95.46,85.7,B
919,37,2026-02-01,77.78,86.56,86.69,75.52,79.7,82.61,B
920,37,2026-03-01,80.75,83.87,82.93,82.02,96.44,83.93,B
921,37,2026-04-01,75.91,77.58,81.82,78.17,70.43,77.57,C
922,37,2026-05-01,79.33,77.94,88.68,88.91,79.28,82.21,B
923,37,2026-06-01,74.91,88.35,87.68,76.24,90.22,83.8,B
924,37,2026-07-01,82.39,78.96,83.65,86.84,83.88,82.27,B
925,37,2026-08-01,79.94,78.93,85.82,86.74,72.89,81.08,B
926,38,2024-08-01,69.46,75.77,87.98,69.59,96.83,78.73,C
927,38,2024-09-01,74.59,79.04,88.87,95.6,79.61,82.1,B
928,38,2024-10-01,68.95,84.56,83.72,86.69,88.37,81.04,B
929,38,2024-11-01,70.41,81.06,86.53,79.79,82.28,79.76,C
930,38,2024-12-01,72.61,78.75,84.33,68.54,83.94,78.11,C
931,38,2025-01-01,67.16,84.27,85.47,65.53,78.02,77.79,C
932,38,2025-02-01,72.26,83.34,85.14,68.69,97.42,80.96,B
933,38,2025-03-01,64.82,79.0,86.97,76.06,84.75,77.73,C
934,38,2025-04-01,69.27,78.71,84.48,74.72,96.69,79.19,C
935,38,2025-05-01,64.45,77.58,89.01,85.3,94.37,79.61,C
936,38,2025-06-01,73.3,76.3,84.89,74.43,97.25,79.61,C
937,38,2025-07-01,73.58,78.07,85.29,69.99,92.12,79.35,C
938,38,2025-08-01,72.69,79.87,87.01,82.51,73.55,79.49,C
939,38,2025-09-01,73.96,85.35,88.93,96.64,87.5,84.74,B
940,38,2025-10-01,71.59,76.57,90.5,88.21,87.0,81.01,B
941,38,2025-11-01,64.2,85.45,86.02,73.09,85.02,79.0,C
942,38,2025-12-01,75.11,74.89,88.49,65.49,82.61,78.18,C
943,38,2026-01-01,70.6,74.1,90.87,83.57,92.98,80.25,B
944,38,2026-02-01,70.45,74.26,90.71,83.54,73.73,78.29,C
945,38,2026-03-01,67.3,75.47,88.49,89.13,87.48,79.25,C
946,38,2026-04-01,75.11,79.39,86.85,82.61,82.08,80.78,B
947,38,2026-05-01,69.19,86.75,84.89,69.62,76.58,79.17,C
948,38,2026-06-01,71.7,84.53,91.11,84.14,70.45,81.52,B
949,38,2026-07-01,68.0,83.03,90.9,97.24,73.66,81.72,B
950,38,2026-08-01,64.11,82.7,88.41,97.35,97.86,82.46,B
951,39,2024-08-01,78.8,87.21,99.19,94.01,83.45,88.41,B
952,39,2024-09-01,82.43,77.36,95.85,73.15,70.34,82.13,B
953,39,2024-10-01,79.33,85.24,98.17,65.94,87.69,85.31,B
954,39,2024-11-01,78.79,80.77,96.94,86.62,86.73,85.5,B
955,39,2024-12-01,78.91,84.57,98.91,90.86,77.31,86.64,B
956,39,2025-01-01,78.11,75.68,100,86.52,82.98,84.18,B
957,39,2025-02-01,76.45,85.08,94.34,84.26,73.92,84.04,B
958,39,2025-03-01,82.84,82.56,94.31,78.35,76.2,84.51,B
959,39,2025-04-01,79.58,76.82,100,90.22,76.56,84.62,B
960,39,2025-05-01,79.81,78.44,96.89,76.23,77.43,83.07,B
961,39,2025-06-01,86.3,85.18,95.78,88.46,94.79,89.4,B
962,39,2025-07-01,76.98,76.11,99.72,65.8,84.25,82.01,B
963,39,2025-08-01,76.13,77.6,100,85.24,97.6,85.6,B
964,39,2025-09-01,77.81,87.14,100,93.37,89.15,88.85,B
965,39,2025-10-01,74.72,82.34,95.62,73.9,86.35,83.31,B
966,39,2025-11-01,75.35,79.81,96.94,88.24,77.07,83.55,B
967,39,2025-12-01,83.66,76.82,95.21,82.25,72.59,83.24,B
968,39,2026-01-01,78.64,76.82,95.44,76.71,95.33,83.77,B
969,39,2026-02-01,76.86,76.27,100,80.76,71.59,82.33,B
970,39,2026-03-01,85.5,81.02,100,94.41,94.37,89.56,B
971,39,2026-04-01,79.15,84.53,100,96.41,88.51,88.64,B
972,39,2026-05-01,80.92,77.28,100,66.02,82.51,83.27,B
973,39,2026-06-01,75.44,81.99,99.61,80.66,72.33,83.66,B
974,39,2026-07-01,79.53,87.42,98.66,71.28,91.68,87.07,B
975,39,2026-08-01,77.94,81.39,97.42,89.59,72.8,84.5,B
976,40,2024-08-01,79.96,77.21,95.63,70.18,96.3,83.71,B
977,40,2024-09-01,87.06,75.17,94.18,86.36,96.87,86.18,B
978,40,2024-10-01,90.78,80.61,90.44,75.92,71.37,84.22,B
979,40,2024-11-01,84.53,68.96,89.65,66.42,97.9,80.67,B
980,40,2024-12-01,82.45,68.38,91.88,95.58,87.57,82.41,B
981,40,2025-01-01,85.59,68.92,96.39,70.6,95.76,82.81,B
982,40,2025-02-01,88.1,79.73,90.59,77.46,83.18,84.66,B
983,40,2025-03-01,85.32,69.97,92.57,85.43,95.62,83.57,B
984,40,2025-04-01,81.08,71.52,89.14,91.7,72.1,80.39,B
985,40,2025-05-01,85.0,69.03,92.49,83.06,95.28,82.92,B
986,40,2025-06-01,91.3,68.43,91.95,71.28,90.9,82.56,B
987,40,2025-07-01,81.48,72.6,95.72,72.33,80.38,81.35,B
988,40,2025-08-01,87.63,71.12,91.53,71.02,93.89,82.62,B
989,40,2025-09-01,89.69,75.13,92.92,94.15,90.68,86.67,B
990,40,2025-10-01,82.11,68.67,92.11,92.9,74.67,80.91,B
991,40,2025-11-01,85.58,70.16,92.04,94.83,95.89,84.52,B
992,40,2025-12-01,87.47,68.76,90.45,68.35,96.51,81.59,B
993,40,2026-01-01,88.91,72.84,89.71,71.93,81.65,81.86,B
994,40,2026-02-01,85.68,67.94,91.99,70.45,75.75,79.42,C
995,40,2026-03-01,82.18,79.14,91.74,97.23,75.98,84.54,B
996,40,2026-04-01,82.65,70.24,89.86,84.19,81.52,80.77,B
997,40,2026-05-01,80.09,78.27,91.08,90.88,79.42,83.3,B
998,40,2026-06-01,84.03,68.72,91.53,89.29,91.93,82.63,B
999,40,2026-07-01,80.93,70.26,93.09,67.96,80.69,79.45,C
1000,40,2026-08-01,83.89,69.45,89.85,70.21,72.29,78.52,C
1001,41,2024-08-01,75.37,90.18,87.55,75.26,80.13,83.32,B
1002,41,2024-09-01,81.94,80.26,86.72,69.53,82.06,81.4,B
1003,41,2024-10-01,78.1,87.71,87.13,87.97,94.05,85.82,B
1004,41,2024-11-01,82.12,90.03,85.13,93.06,94.43,87.57,B
1005,41,2024-12-01,71.86,87.02,83.78,80.9,95.72,82.68,B
1006,41,2025-01-01,74.97,85.18,83.11,65.96,89.37,80.61,B
1007,41,2025-02-01,76.57,91.37,83.68,78.4,91.49,84.46,B
1008,41,2025-03-01,76.04,82.84,84.36,90.65,90.32,83.05,B
1009,41,2025-04-01,72.84,85.2,85.22,90.76,93.73,83.52,B
1010,41,2025-05-01,78.28,85.42,83.52,78.37,85.33,82.45,B
1011,41,2025-06-01,81.49,87.23,86.04,71.72,74.53,82.68,B
1012,41,2025-07-01,75.6,92.02,84.76,78.64,76.3,83.19,B
1013,41,2025-08-01,75.04,87.25,86.75,70.83,80.41,81.75,B
1014,41,2025-09-01,82.68,83.25,79.8,95.18,93.25,84.44,B
1015,41,2025-10-01,74.6,82.27,83.09,80.4,78.86,80.03,B
1016,41,2025-11-01,70.98,84.72,80.0,68.84,81.6,78.21,C
1017,41,2025-12-01,71.76,82.84,83.99,71.81,83.38,79.31,C
1018,41,2026-01-01,75.19,82.7,81.67,83.08,79.4,80.28,B
1019,41,2026-02-01,71.59,92.07,85.33,78.04,84.64,83.12,B
1020,41,2026-03-01,78.55,90.76,86.5,74.16,92.61,85.17,B
1021,41,2026-04-01,79.5,80.52,83.54,94.64,92.5,83.63,B
1022,41,2026-05-01,76.54,82.13,81.79,89.53,81.82,81.36,B
1023,41,2026-06-01,78.59,88.85,82.16,74.24,93.1,83.58,B
1024,41,2026-07-01,80.24,87.15,82.51,96.47,92.07,85.69,B
1025,41,2026-08-01,78.33,92.46,83.59,68.35,90.1,84.06,B
1026,42,2024-08-01,72.4,73.5,85.8,75.45,94.86,78.63,C
1027,42,2024-09-01,73.33,75.93,88.48,77.91,80.01,79.02,C
1028,42,2024-10-01,70.67,72.26,88.4,84.02,90.15,78.86,C
1029,42,2024-11-01,74.29,76.76,84.44,67.72,91.92,78.68,C
1030,42,2024-12-01,73.16,83.24,84.88,69.1,93.12,80.7,B
1031,42,2025-01-01,75.29,77.23,88.64,94.83,96.58,83.29,B
1032,42,2025-02-01,77.93,77.96,85.29,76.27,72.03,79.02,C
1033,42,2025-03-01,79.91,81.95,83.97,96.67,86.58,83.88,B
1034,42,2025-04-01,74.58,70.73,88.53,90.9,86.21,79.71,C
1035,42,2025-05-01,76.49,82.53,87.31,97.53,74.2,82.88,B
1036,42,2025-06-01,80.34,75.84,88.39,86.0,72.68,80.8,B
1037,42,2025-07-01,81.32,72.84,81.61,71.97,76.42,77.42,C
1038,42,2025-08-01,79.14,80.18,84.67,73.48,80.69,80.42,B
1039,42,2025-09-01,77.33,77.92,82.84,73.81,88.37,79.64,C
1040,42,2025-10-01,73.61,81.98,87.76,69.54,84.35,80.33,B
1041,42,2025-11-01,70.7,72.72,82.83,69.08,92.87,76.39,C
1042,42,2025-12-01,76.45,79.63,83.35,97.41,70.3,80.61,B
1043,42,2026-01-01,76.02,71.75,84.11,92.72,72.0,78.03,C
1044,42,2026-02-01,80.92,77.92,82.78,95.88,91.47,83.04,B
1045,42,2026-03-01,81.3,79.17,88.16,71.17,71.63,80.39,B
1046,42,2026-04-01,76.54,74.64,89.49,69.47,83.51,79.2,C
1047,42,2026-05-01,78.59,71.15,88.65,90.46,77.65,79.96,C
1048,42,2026-06-01,72.77,79.47,85.27,82.9,72.27,78.87,C
1049,42,2026-07-01,74.0,75.33,82.27,80.09,71.96,76.87,C
1050,42,2026-08-01,78.6,73.62,86.46,72.0,82.27,78.78,C
1051,43,2024-08-01,82.82,87.23,89.15,68.47,73.89,83.4,B
1052,43,2024-09-01,84.77,83.53,84.12,73.45,81.97,82.82,B
1053,43,2024-10-01,83.95,86.94,85.09,72.22,96.81,85.25,B
1054,43,2024-11-01,84.23,87.51,83.49,77.28,91.78,85.09,B
1055,43,2024-12-01,90.47,83.61,85.34,75.13,96.93,86.24,B
1056,43,2025-01-01,83.62,87.57,84.91,72.1,71.13,82.73,B
1057,43,2025-02-01,93.37,86.59,89.36,87.3,74.83,87.87,B
1058,43,2025-03-01,85.54,80.46,82.51,71.19,86.97,81.97,B
1059,43,2025-04-01,87.13,84.81,81.99,68.72,72.97,81.89,B
1060,43,2025-05-01,88.55,81.97,89.14,79.14,86.61,85.59,B
1061,43,2025-06-01,82.84,87.26,88.44,70.82,72.6,83.34,B
1062,43,2025-07-01,89.41,79.29,84.74,68.8,89.43,83.15,B
1063,43,2025-08-01,87.57,80.83,87.23,70.47,83.55,83.35,B
1064,43,2025-09-01,87.77,79.65,88.17,78.99,86.26,84.4,B
1065,43,2025-10-01,84.88,80.24,83.88,78.3,77.54,81.85,B
1066,43,2025-11-01,93.3,79.88,82.73,95.98,81.55,85.73,B
1067,43,2025-12-01,86.68,81.77,85.12,92.74,75.56,84.31,B
1068,43,2026-01-01,88.06,87.39,86.31,89.13,96.04,88.33,B
1069,43,2026-02-01,88.27,86.17,86.96,69.03,86.11,85.17,B
1070,43,2026-03-01,85.95,84.24,88.93,88.54,78.15,85.66,B
1071,43,2026-04-01,82.89,77.48,83.18,83.72,72.25,80.36,B
1072,43,2026-05-01,86.31,80.12,89.93,85.43,94.64,86.1,B
1073,43,2026-06-01,85.18,85.46,88.15,86.46,87.22,86.34,B
1074,43,2026-07-01,93.05,78.42,84.06,94.94,94.6,86.76,B
1075,43,2026-08-01,84.68,79.44,88.81,70.93,85.01,82.8,B
1076,44,2024-08-01,70.06,85.66,93.36,72.12,96.32,83.4,B
1077,44,2024-09-01,71.54,94.42,93.09,91.07,76.88,86.28,B
1078,44,2024-10-01,67.27,90.73,93.29,74.06,91.18,83.88,B
1079,44,2024-11-01,70.02,94.04,88.38,75.79,80.37,83.43,B
1080,44,2024-12-01,73.5,92.8,86.2,80.98,73.45,83.21,B
1081,44,2025-01-01,76.45,95.84,92.33,96.93,78.74,88.51,B
1082,44,2025-02-01,66.07,92.29,93.15,95.84,84.41,85.52,B
1083,44,2025-03-01,76.65,95.63,88.18,65.1,74.49,83.86,B
1084,44,2025-04-01,70.4,87.04,89.36,79.3,73.64,81.35,B
1085,44,2025-05-01,76.59,91.51,87.91,74.33,87.22,84.73,B
1086,44,2025-06-01,70.28,97.75,90.46,82.68,70.85,84.86,B
1087,44,2025-07-01,75.92,91.93,93.18,79.7,74.72,85.3,B
1088,44,2025-08-01,66.05,97.98,86.25,72.15,70.71,81.76,B
1089,44,2025-09-01,76.83,87.74,86.83,69.43,93.87,83.57,B
1090,44,2025-10-01,72.06,86.12,86.61,73.12,80.94,80.91,B
1091,44,2025-11-01,72.94,86.28,92.89,89.34,76.54,83.93,B
1092,44,2025-12-01,68.64,91.92,92.42,96.61,85.59,86.06,B
1093,44,2026-01-01,69.84,89.23,90.47,73.5,79.79,82.18,B
1094,44,2026-02-01,73.48,86.82,86.54,96.86,90.82,84.82,B
1095,44,2026-03-01,65.94,94.95,86.37,68.42,97.61,83.17,B
1096,44,2026-04-01,71.06,95.82,92.1,89.4,89.08,87.39,B
1097,44,2026-05-01,67.84,86.04,88.89,86.04,92.45,82.84,B
1098,44,2026-06-01,67.6,97.99,89.31,91.36,84.87,86.25,B
1099,44,2026-07-01,74.83,94.89,89.1,95.71,71.19,86.14,B
1100,44,2026-08-01,73.08,94.55,91.35,66.86,76.3,83.79,B
1101,45,2024-08-01,74.61,89.28,100,93.47,87.19,88.5,B
1102,45,2024-09-01,71.06,95.53,94.51,77.2,89.23,86.7,B
1103,45,2024-10-01,74.91,91.57,99.88,81.93,82.98,87.66,B
1104,45,2024-11-01,73.73,95.44,100,95.71,88.55,90.49,A
1105,45,2024-12-01,68.33,94.92,95.92,88.05,79.13,86.26,B
1106,45,2025-01-01,72.26,91.48,98.69,86.91,75.56,86.43,B
1107,45,2025-02-01,71.47,93.06,98.09,79.88,91.65,87.46,B
1108,45,2025-03-01,75.9,94.54,99.16,93.13,85.11,89.95,B
1109,45,2025-04-01,74.66,89.55,97.57,69.46,71.46,84.02,B
1110,45,2025-05-01,65.44,90.66,100,80.82,83.18,84.96,B
1111,45,2025-06-01,65.01,97.19,97.54,66.41,81.21,84.56,B
1112,45,2025-07-01,68.87,89.01,100,73.91,85.32,84.84,B
1113,45,2025-08-01,66.2,100,99.41,97.11,96.39,90.75,A
1114,45,2025-09-01,67.05,90.13,94.92,76.12,71.45,82.29,B
1115,45,2025-10-01,67.7,89.43,100,66.04,80.43,83.4,B
1116,45,2025-11-01,65.15,88.8,96.28,81.26,75.54,82.68,B
1117,45,2025-12-01,72.63,95.24,100,97.2,90.93,90.54,A
1118,45,2026-01-01,66.18,94.96,95.26,89.41,76.45,85.44,B
1119,45,2026-02-01,74.89,92.79,94.36,74.24,78.59,85.43,B
1120,45,2026-03-01,64.98,89.98,96.84,78.51,75.23,82.82,B
1121,45,2026-04-01,72.92,93.94,96.33,88.26,72.25,86.55,B
1122,45,2026-05-01,70.96,89.44,96.44,69.87,89.42,84.61,B
1123,45,2026-06-01,65.34,89.75,94.27,77.07,90.38,83.57,B
1124,45,2026-07-01,70.87,93.58,95.84,82.41,72.43,85.23,B
1125,45,2026-08-01,65.16,96.66,99.39,72.43,92.95,86.67,B
1126,46,2024-08-01,73.42,81.82,92.6,83.19,87.15,83.09,B
1127,46,2024-09-01,74.34,87.78,89.1,78.24,92.4,84.26,B
1128,46,2024-10-01,73.37,81.81,91.76,84.89,78.41,82.15,B
