quality_inspection_id,inspection_code,inspection_type,supplier_id,material_id,production_order_id,inspection_date,inspected_qty,accepted_qty,rejected_qty,result,defect_type
2511,来料检验-002511,来料检验,32,74,,2024-08-20,640.8139,640.8139,0.0,合格,
2512,来料检验-002512,来料检验,24,86,,2025-06-21,142,142,0,合格,
2513,来料检验-002513,来料检验,9,77,,2025-05-17,50,50,0,合格,
2514,来料检验-002514,来料检验,40,102,,2025-06-08,43,43,0,合格,
2515,来料检验-002515,来料检验,47,89,,2025-01-20,82,82,0,合格,
2516,来料检验-002516,来料检验,40,58,,2025-07-18,1189.2186,1189.2186,0.0,合格,
2517,来料检验-002517,来料检验,41,115,,2026-06-27,1061.0131,980.8935,80.1196,不合格,表面缺陷
2518,来料检验-002518,来料检验,36,64,,2025-01-19,108,108,0,合格,
2519,来料检验-002519,来料检验,19,47,,2024-12-31,131,131,0,合格,
2520,来料检验-002520,来料检验,2,61,,2024-12-28,152,152,0,合格,
2521,来料检验-002521,来料检验,3,54,,2025-01-11,12,12,0,合格,
2522,来料检验-002522,来料检验,34,85,,2024-11-11,60,60,0,合格,
2523,来料检验-002523,来料检验,19,81,,2025-09-01,17,17,0,合格,
2524,来料检验-002524,来料检验,8,45,,2024-11-28,136,136,0,合格,
2525,来料检验-002525,来料检验,8,17,,2025-06-04,109,109,0,合格,
2526,来料检验-002526,来料检验,9,83,,2025-11-27,758.615,758.615,0.0,合格,
2527,来料检验-002527,来料检验,35,93,,2026-05-13,41,41,0,合格,
2528,来料检验-002528,来料检验,5,38,,2025-11-23,138,138,0,合格,
2529,来料检验-002529,来料检验,42,102,,2026-01-12,24,24,0,合格,
2530,来料检验-002530,来料检验,45,4,,2025-12-12,163.9271,163.9271,0.0,合格,
2531,来料检验-002531,来料检验,40,68,,2025-09-12,612.8687,612.8687,0.0,合格,
2532,来料检验-002532,来料检验,49,112,,2026-06-29,157,157,0,合格,
2533,来料检验-002533,来料检验,35,17,,2026-04-22,50,50,0,合格,
2534,来料检验-002534,来料检验,41,18,,2026-05-16,1011.8058,1011.8058,0.0,合格,
2535,来料检验-002535,来料检验,24,42,,2024-12-03,498.9642,498.9642,0.0,合格,
2536,来料检验-002536,来料检验,19,7,,2025-02-17,36,36,0,合格,
2537,来料检验-002537,来料检验,18,89,,2025-02-27,28,28,0,合格,
2538,来料检验-002538,来料检验,3,23,,2024-10-03,129,129,0,合格,
2539,来料检验-002539,来料检验,26,87,,2025-08-17,146,146,0,合格,
2540,来料检验-002540,来料检验,34,41,,2025-12-15,136,136,0,合格,
2541,来料检验-002541,来料检验,10,6,,2024-10-15,76,76,0,合格,
2542,来料检验-002542,来料检验,23,59,,2025-06-14,448.8634,448.8634,0.0,合格,
2543,来料检验-002543,来料检验,43,113,,2024-11-15,74,74,0,合格,
2544,来料检验-002544,来料检验,19,81,,2025-03-22,14,14,0,合格,
2545,来料检验-002545,来料检验,28,37,,2024-11-17,145,138,7,不合格,性能不达标
2546,来料检验-002546,来料检验,34,45,,2025-11-24,52,52,0,合格,
2547,来料检验-002547,来料检验,30,76,,2024-10-27,1165.238,1165.238,0.0,合格,
2548,来料检验-002548,来料检验,22,114,,2025-11-15,1024.5601,1024.5601,0.0,合格,
2549,来料检验-002549,来料检验,34,30,,2026-04-27,75,75,0,合格,
2550,来料检验-002550,来料检验,13,91,,2026-01-28,879.0422,879.0422,0.0,合格,
2551,来料检验-002551,来料检验,5,46,,2025-08-23,30,30,0,合格,
2552,来料检验-002552,来料检验,39,97,,2024-12-13,150,150,0,合格,
2553,来料检验-002553,来料检验,48,48,,2025-07-12,8,8,0,合格,
2554,来料检验-002554,来料检验,3,115,,2025-10-23,478.7148,478.7148,0.0,合格,
2555,来料检验-002555,来料检验,50,10,,2025-02-17,866.9106,866.9106,0.0,合格,
2556,来料检验-002556,来料检验,28,69,,2025-10-12,129,129,0,合格,
2557,来料检验-002557,来料检验,49,41,,2026-01-18,129,129,0,合格,
2558,来料检验-002558,来料检验,28,69,,2025-09-09,117,117,0,合格,
2559,来料检验-002559,来料检验,48,98,,2026-02-01,770.6581,770.6581,0.0,合格,
2560,来料检验-002560,来料检验,31,79,,2025-03-01,52,52,0,合格,
2561,来料检验-002561,来料检验,21,111,,2025-06-18,71,71,0,合格,
2562,来料检验-002562,来料检验,19,7,,2026-04-29,56,56,0,合格,
2563,来料检验-002563,来料检验,20,110,,2025-01-22,56,56,0,合格,
2564,来料检验-002564,来料检验,36,42,,2025-03-13,212.4891,212.4891,0.0,合格,
2565,来料检验-002565,来料检验,12,102,,2024-12-20,38,38,0,合格,
2566,来料检验-002566,来料检验,30,96,,2025-07-01,40,40,0,合格,
2567,来料检验-002567,来料检验,41,104,,2024-12-22,39,39,0,合格,
2568,来料检验-002568,来料检验,24,64,,2025-12-19,142,142,0,合格,
2569,来料检验-002569,来料检验,13,80,,2024-12-17,148,148,0,合格,
2570,来料检验-002570,来料检验,34,30,,2026-07-25,38,38,0,合格,
2571,来料检验-002571,来料检验,26,118,,2025-06-21,150,150,0,合格,
2572,来料检验-002572,来料检验,25,64,,2025-11-14,134,134,0,合格,
2573,来料检验-002573,来料检验,26,80,,2024-11-26,160,160,0,合格,
2574,来料检验-002574,来料检验,18,50,,2026-01-06,991.6099,991.6099,0.0,合格,
2575,来料检验-002575,来料检验,37,89,,2025-11-12,97,97,0,合格,
2576,来料检验-002576,来料检验,18,96,,2026-04-27,61,61,0,合格,
2577,来料检验-002577,来料检验,38,8,,2024-11-20,156,156,0,合格,
2578,来料检验-002578,来料检验,35,82,,2026-05-18,179.1609,179.1609,0.0,合格,
2579,来料检验-002579,来料检验,31,99,,2025-09-23,644.5433,644.5433,0.0,合格,
2580,来料检验-002580,来料检验,21,120,,2026-04-08,33,33,0,合格,
2581,来料检验-002581,来料检验,45,47,,2025-07-18,69,69,0,合格,
2582,来料检验-002582,来料检验,42,78,,2025-11-04,21,21,0,合格,
2583,来料检验-002583,来料检验,12,106,,2025-04-21,561.9271,561.9271,0.0,合格,
2584,来料检验-002584,来料检验,26,118,,2025-03-10,117,117,0,合格,
2585,来料检验-002585,来料检验,45,45,,2024-10-18,20,20,0,合格,
2586,来料检验-002586,来料检验,3,65,,2025-03-08,67,67,0,合格,
2587,来料检验-002587,来料检验,37,53,,2026-06-10,58,58,0,合格,
2588,来料检验-002588,来料检验,13,17,,2024-10-12,46,46,0,合格,
2589,来料检验-002589,来料检验,21,120,,2025-03-16,118,118,0,合格,
2590,来料检验-002590,来料检验,36,7,,2025-09-18,67,67,0,合格,
2591,来料检验-002591,来料检验,15,3,,2025-04-13,709.3939,709.3939,0.0,合格,
2592,来料检验-002592,来料检验,21,80,,2026-05-22,13,13,0,合格,
2593,来料检验-002593,来料检验,36,100,,2025-10-06,770.968,770.968,0.0,合格,
2594,来料检验-002594,来料检验,30,75,,2025-02-08,575.5638,575.5638,0.0,合格,
2595,来料检验-002595,来料检验,35,19,,2025-11-04,948.4104,948.4104,0.0,合格,
2596,来料检验-002596,来料检验,35,36,,2025-05-10,871.7353,871.7353,0.0,合格,
2597,来料检验-002597,来料检验,14,5,,2025-09-16,110,110,0,合格,
2598,来料检验-002598,来料检验,49,40,,2024-09-22,134,134,0,合格,
2599,来料检验-002599,来料检验,27,113,,2025-08-18,22,22,0,合格,
2600,来料检验-002600,来料检验,39,115,,2026-07-04,366.357,366.357,0.0,合格,
2601,来料检验-002601,来料检验,12,102,,2025-01-03,120,120,0,合格,
2602,来料检验-002602,来料检验,38,8,,2025-11-20,39,39,0,合格,
2603,来料检验-002603,来料检验,17,59,,2026-04-20,1194.1157,1194.1157,0.0,合格,
2604,来料检验-002604,来料检验,28,69,,2024-09-26,54,54,0,合格,
2605,来料检验-002605,来料检验,13,108,,2025-08-11,551.7501,551.7501,0.0,合格,
2606,来料检验-002606,来料检验,21,113,,2026-07-12,26,26,0,合格,
2607,来料检验-002607,来料检验,17,69,,2025-05-15,66,66,0,合格,
2608,来料检验-002608,来料检验,18,57,,2026-08-02,65,65,0,合格,
2609,来料检验-002609,来料检验,9,75,,2026-06-08,1020.5686,1020.5686,0.0,合格,
2610,来料检验-002610,来料检验,23,90,,2025-12-07,960.1849,960.1849,0.0,合格,
2611,来料检验-002611,来料检验,13,2,,2026-03-12,1105.0102,1105.0102,0.0,合格,
2612,来料检验-002612,来料检验,24,88,,2025-08-20,64,64,0,合格,
2613,来料检验-002613,来料检验,3,6,,2025-05-06,126,126,0,合格,
2614,来料检验-002614,来料检验,15,116,,2025-10-23,32.7098,32.7098,0.0,合格,
2615,来料检验-002615,来料检验,50,15,,2026-06-06,141,141,0,合格,
2616,来料检验-002616,来料检验,26,80,,2024-12-13,79,79,0,合格,
2617,来料检验-002617,来料检验,3,2,,2025-02-22,452.4973,452.4973,0.0,合格,
2618,来料检验-002618,来料检验,24,64,,2026-01-07,104,104,0,合格,
2619,来料检验-002619,来料检验,3,106,,2024-11-12,853.3248,853.3248,0.0,合格,
2620,来料检验-002620,来料检验,13,108,,2025-03-17,858.7036,858.7036,0.0,合格,
2621,来料检验-002621,来料检验,43,16,,2024-11-21,87,87,0,合格,
2622,来料检验-002622,来料检验,42,85,,2026-02-24,34,34,0,合格,
2623,来料检验-002623,来料检验,12,84,,2026-03-16,164.99,164.99,0.0,合格,
2624,来料检验-002624,来料检验,3,65,,2026-01-24,30,30,0,合格,
2625,来料检验-002625,来料检验,47,113,,2024-11-07,67,67,0,合格,
2626,来料检验-002626,来料检验,50,20,,2025-01-21,370.4479,370.4479,0.0,合格,
2627,来料检验-002627,来料检验,44,96,,2025-02-23,138,138,0,合格,
2628,来料检验-002628,来料检验,49,35,,2025-10-22,478.6557,478.6557,0.0,合格,
2629,来料检验-002629,来料检验,48,79,,2025-06-12,101,101,0,合格,
2630,来料检验-002630,来料检验,50,119,,2026-05-03,14,14,0,合格,
2631,来料检验-002631,来料检验,30,31,,2024-10-30,32,32,0,合格,
2632,来料检验-002632,来料检验,34,87,,2026-01-01,31,31,0,合格,
2633,来料检验-002633,来料检验,49,86,,2026-01-24,158,158,0,合格,
2634,来料检验-002634,来料检验,35,93,,2025-08-02,101,101,0,合格,
2635,来料检验-002635,来料检验,10,22,,2026-02-19,22,22,0,合格,
2636,来料检验-002636,来料检验,17,58,,2025-10-18,833.8337,833.8337,0.0,合格,
2637,来料检验-002637,来料检验,22,26,,2025-08-06,755.9336,755.9336,0.0,合格,
2638,来料检验-002638,来料检验,35,82,,2026-01-07,1030.1907,1030.1907,0.0,合格,
2639,来料检验-002639,来料检验,38,103,,2025-01-06,11,11,0,合格,
2640,来料检验-002640,来料检验,27,59,,2025-03-01,1075.7536,1075.7536,0.0,合格,
2641,来料检验-002641,来料检验,28,69,,2025-06-28,18,18,0,合格,
2642,来料检验-002642,来料检验,44,105,,2025-10-26,132,132,0,合格,
2643,来料检验-002643,来料检验,13,91,,2025-05-12,372.7367,372.7367,0.0,合格,
2644,来料检验-002644,来料检验,27,56,,2025-10-18,35,35,0,合格,
2645,来料检验-002645,来料检验,13,58,,2024-12-03,263.7734,263.7734,0.0,合格,
2646,来料检验-002646,来料检验,5,94,,2024-10-08,57,57,0,合格,
2647,来料检验-002647,来料检验,3,33,,2024-10-03,27,27,0,合格,
2648,来料检验-002648,来料检验,49,41,,2024-10-17,95,95,0,合格,
2649,来料检验-002649,来料检验,50,116,,2026-03-07,1069.5493,1069.5493,0.0,合格,
2650,来料检验-002650,来料检验,1,61,,2025-09-26,107,107,0,合格,
2651,来料检验-002651,来料检验,40,9,,2025-12-06,97,97,0,合格,
2652,来料检验-002652,来料检验,14,71,,2024-12-08,46,46,0,合格,
2653,来料检验-002653,来料检验,22,29,,2026-07-02,133,133,0,合格,
2654,来料检验-002654,来料检验,2,33,,2026-05-07,50,50,0,合格,
2655,来料检验-002655,来料检验,16,70,,2025-03-18,25,25,0,合格,
2656,来料检验-002656,来料检验,43,77,,2025-02-25,102,102,0,合格,
2657,来料检验-002657,来料检验,44,87,,2024-09-14,106,106,0,合格,
2658,来料检验-002658,来料检验,50,22,,2025-06-16,145,145,0,合格,
2659,来料检验-002659,来料检验,45,4,,2025-01-05,148.0337,148.0337,0.0,合格,
2660,来料检验-002660,来料检验,42,10,,2025-12-30,734.9104,734.9104,0.0,合格,
2661,来料检验-002661,来料检验,2,74,,2025-09-01,231.4573,231.4573,0.0,合格,
2662,来料检验-002662,来料检验,41,115,,2024-11-01,1097.9229,1097.9229,0.0,合格,
2663,来料检验-002663,来料检验,33,46,,2024-12-30,60,60,0,合格,
2664,来料检验-002664,来料检验,34,99,,2024-09-14,687.3441,687.3441,0.0,合格,
2665,来料检验-002665,来料检验,37,89,,2025-01-08,69,69,0,合格,
2666,来料检验-002666,来料检验,1,48,,2026-01-30,69,69,0,合格,
2667,来料检验-002667,来料检验,5,94,,2025-07-24,152,152,0,合格,
2668,来料检验-002668,来料检验,1,12,,2025-10-31,931.3384,931.3384,0.0,合格,
2669,来料检验-002669,来料检验,47,89,,2026-05-07,19,19,0,合格,
2670,来料检验-002670,来料检验,29,37,,2026-04-01,126,126,0,合格,
2671,来料检验-002671,来料检验,34,87,,2024-11-06,151,151,0,合格,
2672,来料检验-002672,来料检验,34,95,,2025-08-23,58,58,0,合格,
2673,来料检验-002673,来料检验,36,42,,2025-12-18,517.0689,517.0689,0.0,合格,
2674,来料检验-002674,来料检验,43,62,,2024-09-14,77,77,0,合格,
2675,来料检验-002675,来料检验,30,49,,2026-01-18,42,42,0,合格,
2676,来料检验-002676,来料检验,35,17,,2025-04-26,87,87,0,合格,
2677,来料检验-002677,来料检验,42,23,,2024-12-29,48,48,0,合格,
2678,来料检验-002678,来料检验,34,87,,2025-10-16,41,41,0,合格,
2679,来料检验-002679,来料检验,46,84,,2026-01-21,1123.2533,1096.3412,26.9121,不合格,表面缺陷
2680,来料检验-002680,来料检验,4,30,,2024-09-12,12,12,0,合格,
2681,来料检验-002681,来料检验,24,64,,2024-10-22,62,62,0,合格,
2682,来料检验-002682,来料检验,18,40,,2026-05-07,8,7,1,不合格,尺寸超差
2683,来料检验-002683,来料检验,18,40,,2026-04-26,28,28,0,合格,
2684,来料检验-002684,来料检验,49,40,,2026-01-13,39,39,0,合格,
2685,来料检验-002685,来料检验,20,60,,2025-11-05,69.837,66.5409,3.2961,不合格,性能不达标
2686,来料检验-002686,来料检验,30,31,,2025-01-11,72,72,0,合格,
2687,来料检验-002687,来料检验,38,103,,2025-05-30,24,24,0,合格,
2688,来料检验-002688,来料检验,44,96,,2026-02-27,104,104,0,合格,
2689,来料检验-002689,来料检验,50,119,,2025-04-05,139,139,0,合格,
2690,来料检验-002690,来料检验,10,6,,2026-06-01,139,139,0,合格,
2691,来料检验-002691,来料检验,15,119,,2025-11-16,149,149,0,合格,
2692,来料检验-002692,来料检验,35,17,,2026-07-08,119,119,0,合格,
2693,来料检验-002693,来料检验,8,62,,2026-04-24,43,43,0,合格,
2694,来料检验-002694,来料检验,7,78,,2026-06-29,84,81,3,不合格,性能不达标
2695,来料检验-002695,来料检验,1,28,,2025-09-28,1047.2242,1047.2242,0.0,合格,
2696,来料检验-002696,来料检验,4,30,,2025-01-05,129,129,0,合格,
2697,来料检验-002697,来料检验,30,104,,2025-02-17,137,137,0,合格,
2698,来料检验-002698,来料检验,26,25,,2025-08-11,119,105,14,不合格,表面缺陷
2699,来料检验-002699,来料检验,8,34,,2024-12-06,357.223,357.223,0.0,合格,
2700,来料检验-002700,来料检验,24,21,,2025-06-12,90,90,0,合格,
2701,来料检验-002701,来料检验,23,90,,2024-10-12,1121.1475,1121.1475,0.0,合格,
2702,来料检验-002702,来料检验,26,35,,2026-01-30,623.8813,623.8813,0.0,合格,
2703,来料检验-002703,来料检验,39,63,,2025-12-21,26,26,0,合格,
2704,来料检验-002704,来料检验,41,104,,2026-06-02,113,113,0,合格,
2705,来料检验-002705,来料检验,6,58,,2026-06-12,939.3253,939.3253,0.0,合格,
2706,来料检验-002706,来料检验,43,35,,2026-06-18,1095.4872,1095.4872,0.0,合格,
2707,来料检验-002707,来料检验,19,19,,2024-11-17,163.3966,163.3966,0.0,合格,
2708,来料检验-002708,来料检验,32,97,,2024-12-09,130,130,0,合格,
2709,来料检验-002709,来料检验,34,87,,2026-01-10,44,44,0,合格,
2710,来料检验-002710,来料检验,40,68,,2024-12-25,38.607,38.607,0.0,合格,
2711,来料检验-002711,来料检验,46,24,,2025-09-14,156,156,0,合格,
2712,来料检验-002712,来料检验,17,69,,2026-03-18,38,38,0,合格,
2713,来料检验-002713,来料检验,22,120,,2025-10-03,83,83,0,合格,
2714,来料检验-002714,来料检验,43,66,,2026-06-07,859.7903,859.7903,0.0,合格,
2715,来料检验-002715,来料检验,49,82,,2026-02-05,618.6956,618.6956,0.0,合格,
2716,来料检验-002716,来料检验,1,120,,2025-10-05,88,88,0,合格,
2717,来料检验-002717,来料检验,39,113,,2026-02-21,77,72,5,不合格,表面缺陷
2718,来料检验-002718,来料检验,8,51,,2024-11-13,903.4841,903.4841,0.0,合格,
2719,来料检验-002719,来料检验,49,35,,2025-09-24,438.5228,438.5228,0.0,合格,
2720,来料检验-002720,来料检验,22,29,,2024-12-10,69,69,0,合格,
2721,来料检验-002721,来料检验,18,55,,2024-10-11,158,158,0,合格,
2722,来料检验-002722,来料检验,44,67,,2025-06-09,959.6058,959.6058,0.0,合格,
2723,来料检验-002723,来料检验,17,18,,2025-05-19,411.5263,411.5263,0.0,合格,
2724,来料检验-002724,来料检验,7,76,,2025-06-12,674.7604,674.7604,0.0,合格,
2725,来料检验-002725,来料检验,27,26,,2026-07-27,892.4535,892.4535,0.0,合格,
2726,来料检验-002726,来料检验,43,110,,2026-07-02,44,44,0,合格,
2727,来料检验-002727,来料检验,3,105,,2026-01-17,131,131,0,合格,
2728,来料检验-002728,来料检验,9,70,,2024-09-22,98,98,0,合格,
2729,来料检验-002729,来料检验,18,38,,2026-05-25,120,120,0,合格,
2730,来料检验-002730,来料检验,31,59,,2026-06-22,36.2282,36.2282,0.0,合格,
2731,来料检验-002731,来料检验,30,104,,2025-09-19,75,75,0,合格,
2732,来料检验-002732,来料检验,50,94,,2025-05-24,40,40,0,合格,
2733,来料检验-002733,来料检验,16,82,,2025-04-02,599.8346,599.8346,0.0,合格,
2734,来料检验-002734,来料检验,18,96,,2025-11-12,73,70,3,不合格,尺寸超差
2735,来料检验-002735,来料检验,13,39,,2026-04-21,20,20,0,合格,
2736,来料检验-002736,来料检验,6,93,,2026-05-11,160,160,0,合格,
2737,来料检验-002737,来料检验,44,96,,2025-04-16,94,94,0,合格,
2738,来料检验-002738,来料检验,3,106,,2026-04-13,1074.6721,967.9582,106.7139,不合格,表面缺陷
2739,来料检验-002739,来料检验,26,80,,2026-03-20,12,12,0,合格,
2740,来料检验-002740,来料检验,28,32,,2026-07-21,52,52,0,合格,
2741,来料检验-002741,来料检验,11,79,,2026-07-31,152,152,0,合格,
2742,来料检验-002742,来料检验,50,20,,2026-05-15,935.9126,935.9126,0.0,合格,
2743,来料检验-002743,来料检验,36,89,,2025-07-18,34,30,4,不合格,性能不达标
2744,来料检验-002744,来料检验,15,119,,2024-12-24,66,66,0,合格,
2745,来料检验-002745,来料检验,22,59,,2025-03-25,438.256,438.256,0.0,合格,
2746,来料检验-002746,来料检验,31,90,,2026-04-25,240.3502,240.3502,0.0,合格,
2747,来料检验-002747,来料检验,25,41,,2024-09-06,144,144,0,合格,
2748,来料检验-002748,来料检验,25,101,,2026-03-26,34,34,0,合格,
2749,来料检验-002749,来料检验,50,10,,2025-02-02,1166.5231,1166.5231,0.0,合格,
2750,来料检验-002750,来料检验,42,102,,2025-01-22,62,62,0,合格,
2751,来料检验-002751,来料检验,16,112,,2026-06-20,61,61,0,合格,
2752,来料检验-002752,来料检验,3,33,,2025-10-02,71,71,0,合格,
2753,来料检验-002753,来料检验,8,45,,2025-04-20,33,33,0,合格,
2754,来料检验-002754,来料检验,40,93,,2025-01-10,52,52,0,合格,
2755,来料检验-002755,来料检验,29,3,,2025-12-27,752.8532,752.8532,0.0,合格,
2756,来料检验-002756,来料检验,19,47,,2024-08-24,105,105,0,合格,
2757,来料检验-002757,来料检验,9,31,,2025-05-05,55,55,0,合格,
2758,来料检验-002758,来料检验,15,3,,2024-11-20,554.876,554.876,0.0,合格,
2759,来料检验-002759,来料检验,21,87,,2026-02-18,27,27,0,合格,
2760,来料检验-002760,来料检验,12,84,,2025-06-17,271.6794,271.6794,0.0,合格,
2761,来料检验-002761,来料检验,5,108,,2026-04-26,604.6764,604.6764,0.0,合格,
2762,来料检验-002762,来料检验,34,120,,2025-09-13,80,80,0,合格,
2763,来料检验-002763,来料检验,35,82,,2024-08-17,813.1258,813.1258,0.0,合格,
2764,来料检验-002764,来料检验,39,63,,2024-12-25,43,43,0,合格,
2765,来料检验-002765,来料检验,2,36,,2025-05-18,1075.4942,1075.4942,0.0,合格,
2766,来料检验-002766,来料检验,10,76,,2025-01-18,607.8873,607.8873,0.0,合格,
2767,来料检验-002767,来料检验,34,52,,2025-01-13,45.3313,45.3313,0.0,合格,
2768,来料检验-002768,来料检验,35,63,,2025-03-18,46,46,0,合格,
2769,来料检验-002769,来料检验,9,77,,2024-08-17,31,31,0,合格,
2770,来料检验-002770,来料检验,8,37,,2025-03-03,157,157,0,合格,
2771,来料检验-002771,来料检验,22,59,,2026-01-13,93.6281,93.6281,0.0,合格,
2772,来料检验-002772,来料检验,40,9,,2026-02-22,155,155,0,合格,
2773,来料检验-002773,来料检验,8,43,,2026-04-24,258.4625,258.4625,0.0,合格,
2774,来料检验-002774,来料检验,7,49,,2025-05-20,35,35,0,合格,
2775,来料检验-002775,来料检验,40,68,,2025-09-08,566.1926,566.1926,0.0,合格,
2776,来料检验-002776,来料检验,41,110,,2025-01-08,128,128,0,合格,
2777,来料检验-002777,来料检验,26,79,,2024-09-09,55,55,0,合格,
2778,来料检验-002778,来料检验,39,97,,2025-03-27,6,6,0,合格,
2779,来料检验-002779,来料检验,35,63,,2026-04-04,79,79,0,合格,
2780,来料检验-002780,来料检验,36,7,,2025-08-07,32,32,0,合格,
2781,来料检验-002781,来料检验,26,25,,2025-06-15,21,21,0,合格,
2782,来料检验-002782,来料检验,46,25,,2025-08-08,133,133,0,合格,
2783,来料检验-002783,来料检验,40,9,,2025-04-23,142,142,0,合格,
2784,来料检验-002784,来料检验,49,66,,2024-11-07,423.9069,423.9069,0.0,合格,
2785,来料检验-002785,来料检验,5,13,,2026-02-05,79,79,0,合格,
2786,来料检验-002786,来料检验,3,2,,2025-08-15,891.782,891.782,0.0,合格,
2787,来料检验-002787,来料检验,45,93,,2024-11-09,76,76,0,合格,
2788,来料检验-002788,来料检验,35,82,,2025-11-29,662.018,662.018,0.0,合格,
2789,来料检验-002789,来料检验,18,89,,2025-02-11,64,64,0,合格,
2790,来料检验-002790,来料检验,48,79,,2025-05-15,63,63,0,合格,
2791,来料检验-002791,来料检验,18,96,,2025-05-03,132,132,0,合格,
2792,来料检验-002792,来料检验,17,112,,2025-01-04,47,47,0,合格,
2793,来料检验-002793,来料检验,36,8,,2026-02-01,54,54,0,合格,
2794,来料检验-002794,来料检验,27,107,,2025-03-10,287.8791,279.23,8.6491,不合格,性能不达标
2795,来料检验-002795,来料检验,45,47,,2025-12-18,57,57,0,合格,
2796,来料检验-002796,来料检验,12,63,,2024-11-08,115,115,0,合格,
2797,来料检验-002797,来料检验,48,31,,2026-08-05,42,42,0,合格,
2798,来料检验-002798,来料检验,14,33,,2025-02-22,146,142,4,不合格,性能不达标
2799,来料检验-002799,来料检验,24,53,,2025-06-03,141,126,15,不合格,表面缺陷
2800,来料检验-002800,来料检验,24,33,,2025-01-24,129,129,0,合格,
2801,来料检验-002801,来料检验,1,48,,2024-09-29,73,73,0,合格,
2802,来料检验-002802,来料检验,14,5,,2025-12-26,106,106,0,合格,
2803,来料检验-002803,来料检验,24,42,,2025-01-08,978.1056,978.1056,0.0,合格,
2804,来料检验-002804,来料检验,19,19,,2024-09-25,391.5424,391.5424,0.0,合格,
2805,来料检验-002805,来料检验,22,50,,2025-10-26,384.1088,384.1088,0.0,合格,
2806,来料检验-002806,来料检验,28,56,,2026-04-17,119,119,0,合格,
2807,来料检验-002807,来料检验,48,20,,2025-03-06,687.3867,687.3867,0.0,合格,
2808,来料检验-002808,来料检验,32,13,,2025-04-26,69,69,0,合格,
2809,来料检验-002809,来料检验,14,11,,2025-03-17,188.5208,188.5208,0.0,合格,
2810,来料检验-002810,来料检验,18,40,,2024-12-17,123,123,0,合格,
2811,来料检验-002811,来料检验,41,18,,2026-05-01,189.055,189.055,0.0,合格,
2812,来料检验-002812,来料检验,42,71,,2025-02-06,51,51,0,合格,
2813,来料检验-002813,来料检验,40,111,,2026-02-19,71,71,0,合格,
2814,来料检验-002814,来料检验,11,12,,2025-12-02,1002.6829,1002.6829,0.0,合格,
2815,来料检验-002815,来料检验,29,3,,2026-05-17,241.25,241.25,0.0,合格,
2816,来料检验-002816,来料检验,10,90,,2026-01-19,969.5055,969.5055,0.0,合格,
2817,来料检验-002817,来料检验,34,106,,2025-12-20,161.7326,161.7326,0.0,合格,
2818,来料检验-002818,来料检验,41,101,,2026-03-17,88,88,0,合格,
2819,来料检验-002819,来料检验,47,32,,2025-08-04,115,115,0,合格,
2820,来料检验-002820,来料检验,8,2,,2024-11-28,218.7164,218.7164,0.0,合格,
2821,来料检验-002821,来料检验,17,62,,2025-07-04,40,40,0,合格,
2822,来料检验-002822,来料检验,47,89,,2025-04-23,127,127,0,合格,
2823,来料检验-002823,来料检验,15,3,,2025-05-24,925.6402,925.6402,0.0,合格,
2824,来料检验-002824,来料检验,49,28,,2026-07-03,1044.8888,1044.8888,0.0,合格,
2825,来料检验-002825,来料检验,48,18,,2024-12-15,312.6229,312.6229,0.0,合格,
2826,来料检验-002826,来料检验,26,84,,2025-06-17,260.2085,260.2085,0.0,合格,
2827,来料检验-002827,来料检验,27,83,,2026-04-22,1121.1113,1121.1113,0.0,合格,
2828,来料检验-002828,来料检验,36,8,,2025-02-01,13,11,2,不合格,性能不达标
2829,来料检验-002829,来料检验,24,52,,2024-09-16,988.6996,988.6996,0.0,合格,
2830,来料检验-002830,来料检验,48,79,,2025-02-03,149,149,0,合格,
2831,来料检验-002831,来料检验,8,4,,2026-07-16,507.688,507.688,0.0,合格,
2832,来料检验-002832,来料检验,27,26,,2025-10-19,110.4481,110.4481,0.0,合格,
2833,来料检验-002833,来料检验,39,104,,2024-12-06,140,140,0,合格,
2834,来料检验-002834,来料检验,48,89,,2024-08-30,109,104,5,不合格,尺寸超差
2835,来料检验-002835,来料检验,17,72,,2026-04-29,101,101,0,合格,
2836,来料检验-002836,来料检验,20,60,,2025-07-25,1040.928,1040.928,0.0,合格,
2837,来料检验-002837,来料检验,7,76,,2026-02-18,556.2588,556.2588,0.0,合格,
2838,来料检验-002838,来料检验,50,94,,2026-05-15,33,33,0,合格,
2839,来料检验-002839,来料检验,29,105,,2025-02-27,82,82,0,合格,
2840,来料检验-002840,来料检验,8,29,,2025-08-11,152,152,0,合格,
2841,来料检验-002841,来料检验,42,43,,2025-03-14,1073.3873,1073.3873,0.0,合格,
2842,来料检验-002842,来料检验,14,98,,2025-05-04,598.3232,598.3232,0.0,合格,
2843,来料检验-002843,来料检验,45,47,,2024-10-15,111,111,0,合格,
2844,来料检验-002844,来料检验,33,65,,2025-01-03,139,139,0,合格,
2845,来料检验-002845,来料检验,14,75,,2026-05-04,417.2616,417.2616,0.0,合格,
2846,来料检验-002846,来料检验,21,113,,2025-08-02,160,142,18,不合格,性能不达标
2847,来料检验-002847,来料检验,49,83,,2026-04-13,215.9849,215.9849,0.0,合格,
2848,来料检验-002848,来料检验,28,69,,2025-01-08,110,110,0,合格,
