order_cost_snapshot_id,sales_order_id,snapshot_date,material_cost,labor_cost,outsource_cost,overhead_cost,logistics_cost,total_cost,sales_revenue,gross_profit,gross_margin_rate,cost_type
1035,1035,2025-10-27,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,235361.67,45676.85,0.1941,实际
1036,1036,2025-10-15,71340.64,36366.85,29778.64,25269.95,2527.98,165284.07,207876.42,42592.35,0.2049,实际
1037,1037,2025-11-25,416342.15,119244.65,32153.75,118714.55,11212.4,697667.5,933285.28,235617.78,0.2525,实际
1038,1038,2025-10-27,426052.14,22608.72,84475.17,78957.45,12763.17,624856.68,923068.36,298211.68,0.3231,实际
1039,1039,2025-09-20,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,192276.06,45554.74,0.2369,实际
1040,1040,2025-10-29,94829.34,71977.6,20311.02,37199.04,2878.5,227195.52,291779.88,64584.36,0.2213,实际
1041,1041,2025-10-23,464646.8,57396.2,77864.12,73128.68,13562.76,686598.56,979886.13,293287.57,0.2993,实际
1042,1042,2025-11-15,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,216902.0,54472.75,0.2511,实际
1043,1043,2025-10-23,183449.92,32420.38,7733.3,40338.08,4779.58,268721.26,329657.72,60936.46,0.1848,实际
1044,1044,2025-10-31,334230.54,46969.08,64342.86,74316.48,9964.32,529823.28,647121.16,117297.88,0.1813,实际
1045,1045,2025-11-26,161233.68,50566.1,6535.92,26505.96,4194.24,249035.9,324594.2,75558.3,0.2328,实际
1046,1046,2025-10-13,258023.36,19198.26,37587.16,63119.16,7390.26,385318.2,483821.25,98503.05,0.2036,实际
1047,1047,2025-11-29,138702.09,100786.71,80704.71,56097.9,5485.17,381776.55,481123.2,99346.65,0.2065,实际
1048,1048,2025-10-30,159578.0,65372.42,22860.18,36626.4,4560.96,288997.96,395698.48,106700.52,0.2697,实际
1049,1049,2025-09-23,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,197293.19,62932.56,0.319,实际
1050,1050,2025-12-02,127008.06,52879.6,36777.62,30181.48,4094.64,250941.4,333381.56,82440.16,0.2473,实际
1051,1051,2025-10-09,423393.75,171302.65,174968.5,99594.65,14959.05,884218.6,1289275.8,405057.2,0.3142,实际
1052,1052,2025-10-22,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,153880.95,40283.19,0.2618,实际
1053,1053,2025-11-03,513076.15,160513.1,59873.2,134296.95,14323.75,882083.15,1227560.48,345477.33,0.2814,实际
1054,1054,2025-10-28,81142.02,21460.93,3600.27,12850.59,2118.56,121172.37,155124.18,33951.81,0.2189,实际
1055,1055,2025-10-19,161233.68,50566.1,6535.92,26505.96,4194.24,249035.9,314086.9,65051.0,0.2071,实际
1056,1056,2025-09-29,63504.03,26439.8,18388.81,15090.74,2047.32,125470.7,177933.3,52462.6,0.2948,实际
1057,1057,2025-10-15,229159.0,28351.34,31217.46,41923.28,6509.42,337160.5,463779.93,126619.43,0.273,实际
1058,1058,2025-11-29,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,210357.04,47927.79,0.2278,实际
1059,1059,2025-11-09,222820.36,31312.72,42895.24,49544.32,6642.88,353215.52,464879.21,111663.69,0.2402,实际
1060,1060,2025-10-02,94829.34,71977.6,20311.02,37199.04,2878.5,227195.52,288736.45,61540.93,0.2131,实际
1061,1061,2025-10-11,159644.49,112592.73,97199.1,72631.17,6421.08,448488.6,571633.4,123144.8,0.2154,实际
1062,1062,2025-11-29,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,280787.38,91102.56,0.3245,实际
1063,1063,2025-12-13,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,167788.21,33672.86,0.2007,实际
1064,1064,2025-10-27,60104.08,23126.86,7258.5,18170.28,1684.06,110343.78,161787.08,51443.3,0.318,实际
1065,1065,2025-11-09,79853.22,12134.97,27781.49,20061.42,2690.87,142521.96,174746.74,32224.78,0.1844,实际
1066,1066,2025-12-09,190512.09,79319.4,55166.43,45272.22,6141.96,376412.1,542711.69,166299.59,0.3064,实际
1067,1067,2025-12-09,242102.86,67999.72,15069.9,47767.84,6429.32,379369.64,477263.27,97893.63,0.2051,实际
1068,1068,2025-10-03,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,317585.68,106499.86,0.3353,实际
1069,1069,2025-12-21,232323.4,28698.1,38932.06,36564.34,6781.38,343299.28,505539.13,162239.85,0.3209,实际
1070,1070,2025-10-24,319430.02,31255.28,34730.38,72535.22,8854.0,466804.9,584686.39,117881.49,0.2016,实际
1071,1071,2025-10-16,102615.23,32102.62,11974.64,26859.39,2864.75,176416.63,237744.09,61327.46,0.258,实际
1072,1072,2025-12-11,100355.77,31441.97,31314.57,27027.71,3291.76,193431.78,259657.43,66225.65,0.2551,实际
1073,1073,2025-10-24,416888.6,76548.0,124067.48,112694.48,13523.92,743722.48,930999.34,187276.86,0.2012,实际
1074,1074,2025-11-02,114579.5,14175.67,15608.73,20961.64,3254.71,168580.25,240247.75,71667.5,0.2983,实际
1075,1075,2025-11-07,111410.18,15656.36,21447.62,24772.16,3321.44,176607.76,251858.03,75250.27,0.2988,实际
1076,1076,2025-10-31,405710.1,107304.65,18001.35,64252.95,10592.8,605861.85,899509.22,293647.37,0.3265,实际
1077,1077,2025-12-15,71340.64,36366.85,29778.64,25269.95,2527.98,165284.07,221904.8,56620.73,0.2552,实际
1078,1078,2025-11-09,110965.93,24298.52,17898.39,29024.36,3221.61,185408.81,255285.27,69876.46,0.2737,实际
1079,1079,2025-10-22,36000.26,32464.21,5706.78,14693.32,1042.68,89907.25,112373.59,22466.34,0.1999,实际
1080,1080,2025-12-16,258023.36,19198.26,37587.16,63119.16,7390.26,385318.2,500372.67,115054.47,0.2299,实际
1081,1081,2025-11-29,72000.52,64928.42,11413.56,29386.64,2085.36,179814.5,272290.52,92476.02,0.3396,实际
1082,1082,2025-12-22,199415.52,20034.91,28343.91,39448.86,5693.99,292937.19,425679.7,132742.51,0.3118,实际
1083,1083,2025-10-29,416195.7,89841.1,41537.85,89857.0,11443.35,648875.0,884884.44,236009.44,0.2667,实际
1084,1084,2025-10-16,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,161808.08,48210.32,0.2979,实际
1085,1085,2025-11-23,92468.06,67191.14,53803.14,37398.6,3656.78,254517.7,364921.8,110404.1,0.3025,实际
1086,1086,2025-12-11,482933.5,58239.95,130666.3,100574.4,15340.0,787754.15,968300.52,180546.37,0.1865,实际
1087,1087,2025-10-11,288819.64,149910.52,45792.44,93997.4,8365.32,586885.28,737272.96,150387.68,0.204,实际
1088,1088,2025-12-31,94829.34,71977.6,20311.02,37199.04,2878.5,227195.52,341311.34,114115.82,0.3343,实际
1089,1089,2025-12-05,418617.08,46532.6,93774.84,103401.04,12809.8,675135.36,963027.79,287892.43,0.2989,实际
1090,1090,2025-12-28,243426.06,64382.79,10800.81,38551.77,6355.68,363517.11,449575.55,86058.44,0.1914,实际
1091,1091,2025-12-15,334230.54,46969.08,64342.86,74316.48,9964.32,529823.28,704164.02,174340.74,0.2476,实际
1092,1092,2025-10-13,159715.01,15627.64,17365.19,36267.61,4427.0,233402.45,347649.66,114247.21,0.3286,实际
1093,1093,2025-12-23,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,238650.66,76221.41,0.3194,实际
1094,1094,2025-11-03,864828.35,183365.65,147183.9,160778.35,25300.3,1381456.55,1869627.28,488170.73,0.2611,实际
1095,1095,2025-11-29,96586.7,11647.99,26133.26,20114.88,3068.0,157550.83,204040.94,46490.11,0.2278,实际
1096,1096,2026-01-04,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,330121.3,96019.1,0.2909,实际
1097,1097,2025-11-09,239367.0,98058.63,34290.27,54939.6,6841.44,433496.94,571498.95,138002.01,0.2415,实际
1098,1098,2025-11-24,172965.67,36673.13,29436.78,32155.67,5060.06,276291.31,407508.76,131217.45,0.322,实际
1099,1099,2025-11-09,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,197089.5,47593.3,0.2415,实际
1100,1100,2025-12-30,362270.95,118384.5,98581.2,79818.8,11521.3,670576.75,941865.35,271288.6,0.288,实际
1101,1101,2025-10-22,486544.08,87350.8,123320.32,125219.84,15246.6,837681.68,1039930.1,202248.42,0.1945,实际
1102,1102,2026-01-02,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,192101.44,42605.24,0.2218,实际
1103,1103,2025-12-01,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,155206.81,41609.05,0.2681,实际
1104,1104,2026-01-09,403084.2,126415.25,16339.8,66264.9,10485.6,622589.75,883264.63,260674.88,0.2951,实际
1105,1105,2025-10-20,608180.1,109188.5,154150.4,156524.8,19058.25,1047102.1,1393474.03,346371.93,0.2486,实际
1106,1106,2025-11-12,229159.0,28351.34,31217.46,41923.28,6509.42,337160.5,476414.66,139254.16,0.2923,实际
1107,1107,2025-12-03,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,284619.18,94934.36,0.3335,实际
1108,1108,2025-10-26,864828.35,183365.65,147183.9,160778.35,25300.3,1381456.55,2090445.97,708989.42,0.3392,实际
1109,1109,2025-11-04,104222.15,19137.0,31016.87,28173.62,3380.98,185930.62,230547.83,44617.21,0.1935,实际
1110,1110,2025-11-30,159578.0,65372.42,22860.18,36626.4,4560.96,288997.96,402829.76,113831.8,0.2826,实际
1111,1111,2025-11-11,254016.12,105759.2,73555.24,60362.96,8189.28,501882.8,743628.71,241745.91,0.3251,实际
1112,1112,2025-11-02,71340.64,36366.85,29778.64,25269.95,2527.98,165284.07,204888.47,39604.4,0.1933,实际
1113,1113,2025-12-05,142681.28,72733.7,59557.28,50539.9,5055.96,330568.14,484566.43,153998.29,0.3178,实际
1114,1114,2025-12-19,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,171806.08,32272.58,0.1878,实际
1115,1115,2025-11-25,387035.04,28797.39,56380.74,94678.74,11085.39,577977.3,829390.7,251413.4,0.3031,实际
1116,1116,2026-01-08,319412.88,48539.88,111125.96,80245.68,10763.48,570087.84,848957.09,278869.25,0.3285,实际
1117,1117,2025-12-10,100355.77,31441.97,31314.57,27027.71,3291.76,193431.78,286235.77,92803.99,0.3242,实际
1118,1118,2026-01-15,580808.5,71745.25,97330.15,91410.85,16953.45,858248.2,1223725.32,365477.12,0.2987,实际
1119,1119,2025-11-28,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,219201.4,72480.08,0.3307,实际
1120,1120,2025-12-21,106429.66,75061.82,64799.4,48420.78,4280.72,298992.4,369243.99,70251.59,0.1903,实际
1121,1121,2026-01-02,81142.02,21460.93,3600.27,12850.59,2118.56,121172.37,165933.74,44761.37,0.2698,实际
1122,1122,2025-10-28,289816.76,94707.6,78864.96,63855.04,9217.04,536461.4,768735.47,232274.07,0.3022,实际
1123,1123,2025-12-26,81142.02,21460.93,3600.27,12850.59,2118.56,121172.37,157271.15,36098.78,0.2295,实际
1124,1124,2025-11-20,102615.23,32102.62,11974.64,26859.39,2864.75,176416.63,252501.88,76085.25,0.3013,实际
1125,1125,2026-01-14,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,230845.75,68416.5,0.2964,实际
1126,1126,2025-11-21,288819.64,149910.52,45792.44,93997.4,8365.32,586885.28,769032.23,182146.95,0.2369,实际
1127,1127,2026-01-19,79853.22,12134.97,27781.49,20061.42,2690.87,142521.96,211112.51,68590.55,0.3249,实际
1128,1128,2025-10-31,71340.64,36366.85,29778.64,25269.95,2527.98,165284.07,245304.8,80020.73,0.3262,实际
1129,1129,2025-11-23,84678.75,34260.53,34993.7,19918.93,2991.81,176843.72,225621.51,48777.79,0.2162,实际
1130,1130,2026-01-17,405710.1,107304.65,18001.35,64252.95,10592.8,605861.85,797841.5,191979.65,0.2406,实际
1131,1131,2025-12-24,537577.8,64926.35,93084.75,100790.85,15766.55,812146.25,1080814.16,268667.91,0.2486,实际
1132,1132,2025-12-07,319430.02,31255.28,34730.38,72535.22,8854.0,466804.9,701585.64,234780.74,0.3346,实际
1133,1133,2025-12-21,217362.57,71030.7,59148.72,47891.28,6912.78,402346.05,508967.69,106621.64,0.2095,实际
1134,1134,2025-12-04,332897.79,72895.56,53695.17,87073.08,9664.83,556226.43,801858.09,245631.66,0.3063,实际
1135,1135,2025-12-11,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,212482.89,50053.64,0.2356,实际
1136,1136,2025-11-12,549839.95,162130.75,118438.05,136436.15,16706.95,983551.8,1210134.16,226582.36,0.1872,实际
1137,1137,2026-01-15,172965.67,36673.13,29436.78,32155.67,5060.06,276291.31,372205.34,95914.03,0.2577,实际
1138,1138,2025-11-05,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,181032.48,46671.85,0.2578,实际
1139,1139,2026-01-09,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,225622.47,56838.63,0.2519,实际
1140,1140,2025-11-18,217362.57,71030.7,59148.72,47891.28,6912.78,402346.05,514349.81,112003.76,0.2178,实际
1141,1141,2025-12-23,284034.76,15072.48,56316.78,52638.3,8508.78,416571.12,589506.04,172934.92,0.2934,实际
1142,1142,2025-11-10,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,210296.57,60800.37,0.2891,实际
1143,1143,2025-11-30,266074.15,187654.55,161998.5,121051.95,10701.8,747481.0,962007.66,214526.66,0.223,实际
1144,1144,2026-01-14,83239.14,17968.22,8307.57,17971.4,2288.67,129775.0,167585.27,37810.27,0.2256,实际
1145,1145,2025-11-27,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,274113.5,83839.12,0.3059,实际
1146,1146,2026-01-14,166478.28,35936.44,16615.14,35942.8,4577.34,259550.0,340801.23,81251.23,0.2384,实际
1147,1147,2025-11-02,127008.06,52879.6,36777.62,30181.48,4094.64,250941.4,312150.34,61208.94,0.1961,实际
1148,1148,2025-11-20,142681.28,72733.7,59557.28,50539.9,5055.96,330568.14,482788.63,152220.49,0.3153,实际
1149,1149,2025-11-29,116161.7,14349.05,19466.03,18282.17,3390.69,171649.64,256960.71,85311.07,0.332,实际
1150,1150,2025-11-26,568069.52,30144.96,112633.56,105276.6,17017.56,833142.24,1113882.08,280739.84,0.252,实际
1151,1151,2025-11-04,398831.04,40069.82,56687.82,78897.72,11387.98,585874.38,747865.36,161990.98,0.2166,实际
1152,1152,2025-11-29,63504.03,26439.8,18388.81,15090.74,2047.32,125470.7,187733.85,62263.15,0.3317,实际
1153,1153,2026-01-13,334230.54,46969.08,64342.86,74316.48,9964.32,529823.28,709792.42,179969.14,0.2536,实际
1154,1154,2026-01-16,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,239399.98,76970.73,0.3215,实际
1155,1155,2025-11-04,209308.54,23266.3,46887.42,51700.52,6404.9,337567.68,435392.71,97825.03,0.2247,实际
1156,1156,2026-01-22,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,255442.65,65168.27,0.2551,实际
1157,1157,2026-01-03,345931.34,73346.26,58873.56,64311.34,10120.12,552582.62,709640.54,157057.92,0.2213,实际
1158,1158,2025-11-08,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,308151.88,74049.68,0.2403,实际
1159,1159,2025-12-08,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,272882.92,82608.54,0.3027,实际
1160,1160,2026-01-10,486544.08,87350.8,123320.32,125219.84,15246.6,837681.68,1062482.82,224801.14,0.2116,实际
1161,1161,2025-12-16,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,328162.69,94060.49,0.2866,实际
1162,1162,2026-01-14,64798.13,37874.27,10429.35,18774.89,1880.69,133757.33,201650.15,67892.82,0.3367,实际
1163,1163,2026-01-09,259192.52,151497.08,41717.4,75099.56,7522.76,535029.32,678347.33,143318.01,0.2113,实际
1164,1164,2025-12-16,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,306079.1,96658.68,0.3158,实际
1165,1165,2025-12-28,81142.02,21460.93,3600.27,12850.59,2118.56,121172.37,165324.53,44152.16,0.2671,实际
1166,1166,2025-12-17,399266.1,60674.85,138907.45,100307.1,13454.35,712609.8,1013727.45,301117.65,0.297,实际
1167,1167,2025-12-10,216614.73,112432.89,34344.33,70498.05,6273.99,440163.96,543953.49,103789.53,0.1908,实际
1168,1168,2025-11-09,64798.13,37874.27,10429.35,18774.89,1880.69,133757.33,170235.76,36478.43,0.2143,实际
1169,1169,2026-01-22,110965.93,24298.52,17898.39,29024.36,3221.61,185408.81,242128.32,56719.51,0.2343,实际
1170,1170,2025-11-21,109967.99,32426.15,23687.61,27287.23,3341.39,196710.36,274893.39,78183.03,0.2844,实际
1171,1171,2025-11-29,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,323148.07,89045.87,0.2756,实际
1172,1172,2025-11-17,284034.76,15072.48,56316.78,52638.3,8508.78,416571.12,591836.61,175265.49,0.2961,实际
1173,1173,2025-12-06,189658.68,143955.2,40622.04,74398.08,5757.0,454391.04,574771.23,120380.19,0.2094,实际
1174,1174,2026-01-09,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,208478.65,58982.45,0.2829,实际
1175,1175,2026-01-14,214021.92,109100.55,89335.92,75809.85,7583.94,495852.21,661562.95,165710.74,0.2505,实际
1176,1176,2025-11-13,484205.72,135999.44,30139.8,95535.68,12858.64,758739.28,1103940.48,345201.2,0.3127,实际
1177,1177,2025-12-27,319430.02,31255.28,34730.38,72535.22,8854.0,466804.9,607470.22,140665.32,0.2316,实际
1178,1178,2026-01-01,362270.95,118384.5,98581.2,79818.8,11521.3,670576.75,922904.39,252327.64,0.2734,实际
1179,1179,2025-12-30,241850.52,75849.15,9803.88,39758.94,6291.36,373553.85,458515.21,84961.36,0.1853,实际
1180,1180,2026-01-27,345931.34,73346.26,58873.56,64311.34,10120.12,552582.62,709986.64,157404.02,0.2217,实际
1181,1181,2025-12-02,78106.98,13042.4,26694.36,22696.7,2620.03,143160.48,205517.85,62357.37,0.3034,实际
1182,1182,2025-12-28,156213.96,26084.8,53388.72,45393.4,5240.06,286320.96,430447.85,144126.89,0.3348,实际
1183,1183,2026-02-03,159578.0,65372.42,22860.18,36626.4,4560.96,288997.96,410388.2,121390.24,0.2958,实际
1184,1184,2025-12-08,79853.22,12134.97,27781.49,20061.42,2690.87,142521.96,179604.65,37082.69,0.2065,实际
1185,1185,2026-01-15,84678.75,34260.53,34993.7,19918.93,2991.81,176843.72,228854.66,52010.94,0.2273,实际
1186,1186,2025-12-17,219935.98,64852.3,47375.22,54574.46,6682.78,393420.72,507375.94,113955.22,0.2246,实际
1187,1187,2025-12-28,285362.56,145467.4,119114.56,101079.8,10111.92,661136.28,867014.22,205877.94,0.2375,实际
1188,1188,2025-12-22,486544.08,87350.8,123320.32,125219.84,15246.6,837681.68,1121932.71,284251.03,0.2534,实际
1189,1189,2026-01-15,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,294661.05,85240.63,0.2893,实际
1190,1190,2025-11-15,458318.0,56702.68,62434.92,83846.56,13018.84,674321.0,871021.8,196700.8,0.2258,实际
1191,1191,2025-12-06,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,309743.89,100323.47,0.3239,实际
1192,1192,2025-11-19,356703.2,181834.25,148893.2,126349.75,12639.9,826420.35,1013706.28,187285.93,0.1848,实际
1193,1193,2026-02-07,319156.0,130744.84,45720.36,73252.8,9121.92,577995.92,763917.78,185921.86,0.2434,实际
1194,1194,2025-11-17,537577.8,64926.35,93084.75,100790.85,15766.55,812146.25,1104961.6,292815.35,0.265,实际
1195,1195,2025-12-01,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,146463.72,32865.96,0.2244,实际
1196,1196,2025-12-06,482933.5,58239.95,130666.3,100574.4,15340.0,787754.15,1059208.7,271454.55,0.2563,实际
1197,1197,2025-11-26,306276.74,42978.34,16874.76,47963.0,8078.78,422171.64,516298.06,94126.42,0.1823,实际
1198,1198,2025-12-28,364908.06,65513.1,92490.24,93914.88,11434.95,628261.26,797459.68,169198.42,0.2122,实际
1199,1199,2026-01-23,243272.04,43675.4,61660.16,62609.92,7623.3,418840.84,515269.6,96428.76,0.1871,实际
1200,1200,2025-12-20,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,187003.84,40282.52,0.2154,实际
1201,1201,2025-12-08,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,275103.66,84829.28,0.3084,实际
1202,1202,2026-02-10,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,311987.14,100901.32,0.3234,实际
1203,1203,2026-01-04,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,191157.19,44435.87,0.2325,实际
1204,1204,2026-01-10,289760.1,34943.97,78399.78,60344.64,9204.0,472652.49,636189.28,163536.79,0.2571,实际
1205,1205,2026-02-09,254016.12,105759.2,73555.24,60362.96,8189.28,501882.8,679528.0,177645.2,0.2614,实际
1206,1206,2026-01-11,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,195773.31,61412.68,0.3137,实际
1207,1207,2025-12-29,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,230247.65,61463.81,0.2669,实际
1208,1208,2026-02-03,120208.16,46253.72,14517.0,36340.56,3368.12,220687.56,284729.57,64042.01,0.2249,实际
1209,1209,2025-12-09,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,297269.87,87849.45,0.2955,实际
1210,1210,2026-02-14,159715.01,15627.64,17365.19,36267.61,4427.0,233402.45,298379.13,64976.68,0.2178,实际
1211,1211,2026-01-31,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,192976.36,48477.38,0.2512,实际
1212,1212,2025-12-10,36000.26,32464.21,5706.78,14693.32,1042.68,89907.25,119600.33,29693.08,0.2483,实际
1213,1213,2026-01-01,111410.18,15656.36,21447.62,24772.16,3321.44,176607.76,216599.0,39991.24,0.1846,实际
1214,1214,2025-12-20,343738.5,42527.01,46826.19,62884.92,9764.13,505740.75,652816.16,147075.41,0.2253,实际
1215,1215,2026-01-04,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,291853.17,57750.97,0.1979,实际
1216,1216,2025-12-05,549839.95,162130.75,118438.05,136436.15,16706.95,983551.8,1211566.06,228014.26,0.1882,实际
1217,1217,2026-02-03,364908.06,65513.1,92490.24,93914.88,11434.95,628261.26,942394.69,314133.43,0.3333,实际
1218,1218,2026-01-28,114579.5,14175.67,15608.73,20961.64,3254.71,168580.25,217029.5,48449.25,0.2232,实际
1219,1219,2026-02-05,129011.68,9599.13,18793.58,31559.58,3695.13,192659.1,283297.2,90638.1,0.3199,实际
1220,1220,2025-11-30,205230.46,64205.24,23949.28,53718.78,5729.5,352833.26,534200.39,181367.13,0.3395,实际
1221,1221,2026-01-09,523271.35,58165.75,117218.55,129251.3,16012.25,843919.2,1116039.66,272120.46,0.2438,实际
1222,1222,2025-12-17,180001.3,162321.05,28533.9,73466.6,5213.4,449536.25,558258.92,108722.67,0.1948,实际
1223,1223,2026-01-02,138702.09,100786.71,80704.71,56097.9,5485.17,381776.55,549320.92,167544.37,0.305,实际
1224,1224,2025-12-02,193173.4,23295.98,52266.52,40229.76,6136.0,315101.66,463732.81,148631.15,0.3205,实际
1225,1225,2025-12-19,209308.54,23266.3,46887.42,51700.52,6404.9,337567.68,428393.7,90826.02,0.212,实际
1226,1226,2026-01-22,406143.45,111787.53,71224.5,101216.91,11934.21,702306.6,957902.98,255596.38,0.2668,实际
1227,1227,2025-12-17,84678.75,34260.53,34993.7,19918.93,2991.81,176843.72,247224.71,70380.99,0.2847,实际
1228,1228,2026-01-26,439871.96,129704.6,94750.44,109148.92,13365.56,786841.44,960047.45,173206.01,0.1804,实际
1229,1229,2025-12-15,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,227480.92,58697.08,0.258,实际
1230,1230,2026-02-13,249717.42,53904.66,24922.71,53914.2,6866.01,389325.0,580298.18,190973.18,0.3291,实际
1231,1231,2025-12-31,83239.14,17968.22,8307.57,17971.4,2288.67,129775.0,159292.14,29517.14,0.1853,实际
1232,1232,2026-01-25,312666.45,57411.0,93050.61,84520.86,10142.94,557791.86,801021.54,243229.68,0.3036,实际
1233,1233,2026-02-03,549839.95,162130.75,118438.05,136436.15,16706.95,983551.8,1461905.07,478353.27,0.3272,实际
1234,1234,2026-02-15,129011.68,9599.13,18793.58,31559.58,3695.13,192659.1,269565.91,76906.81,0.2853,实际
1235,1235,2026-01-24,275174.88,48630.57,11599.95,60507.12,7169.37,403081.89,546138.11,143056.22,0.2619,实际
1236,1236,2025-12-04,313962.81,34899.45,70331.13,77550.78,9607.35,506351.52,759944.46,253592.94,0.3337,实际
1237,1237,2026-01-19,418617.08,46532.6,93774.84,103401.04,12809.8,675135.36,956270.66,281135.3,0.294,实际
1238,1238,2025-12-17,258023.36,19198.26,37587.16,63119.16,7390.26,385318.2,480286.08,94967.88,0.1977,实际
1239,1239,2025-12-18,183449.92,32420.38,7733.3,40338.08,4779.58,268721.26,332824.86,64103.6,0.1926,实际
1240,1240,2026-02-12,319430.02,31255.28,34730.38,72535.22,8854.0,466804.9,656666.08,189861.18,0.2891,实际
1241,1241,2025-12-06,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,172768.02,33234.52,0.1924,实际
1242,1242,2026-01-18,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,268020.81,78335.99,0.2923,实际
1243,1243,2026-02-10,111410.18,15656.36,21447.62,24772.16,3321.44,176607.76,237707.73,61099.97,0.257,实际
1244,1244,2025-12-31,405710.1,107304.65,18001.35,64252.95,10592.8,605861.85,783410.63,177548.78,0.2266,实际
1245,1245,2026-01-11,242102.86,67999.72,15069.9,47767.84,6429.32,379369.64,518379.09,139009.45,0.2682,实际
1246,1246,2026-01-05,159715.01,15627.64,17365.19,36267.61,4427.0,233402.45,322848.81,89446.36,0.2771,实际
1247,1247,2026-02-10,605257.15,169999.3,37674.75,119419.6,16073.3,948424.1,1287282.21,338858.11,0.2632,实际
1248,1248,2025-12-21,549839.95,162130.75,118438.05,136436.15,16706.95,983551.8,1269429.07,285877.27,0.2252,实际
1249,1249,2025-12-21,100355.77,31441.97,31314.57,27027.71,3291.76,193431.78,237067.07,43635.29,0.1841,实际
1250,1250,2025-12-18,221931.86,48597.04,35796.78,58048.72,6443.22,370817.62,468369.7,97552.08,0.2083,实际
1251,1251,2026-02-26,142244.01,107966.4,30466.53,55798.56,4317.75,340793.28,436471.0,95677.72,0.2192,实际
1252,1252,2026-02-14,193173.4,23295.98,52266.52,40229.76,6136.0,315101.66,419991.06,104889.4,0.2497,实际
1253,1253,2025-12-07,243272.04,43675.4,61660.16,62609.92,7623.3,418840.84,580874.51,162033.67,0.2789,实际
1254,1254,2026-01-04,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,182604.76,43071.26,0.2359,实际
1255,1255,2026-02-08,270762.3,74525.02,47483.0,67477.94,7956.14,468204.4,680024.34,211819.94,0.3115,实际
1256,1256,2026-02-11,691862.68,146692.52,117747.12,128622.68,20240.24,1105165.24,1419433.42,314268.18,0.2214,实际
1257,1257,2026-01-04,323990.65,189371.35,52146.75,93874.45,9403.45,668786.65,912328.14,243541.49,0.2669,实际
1258,1258,2026-01-22,159578.0,65372.42,22860.18,36626.4,4560.96,288997.96,375018.17,86020.21,0.2294,实际
1259,1259,2026-01-02,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,164646.38,30285.75,0.1839,实际
1260,1260,2026-01-07,345931.34,73346.26,58873.56,64311.34,10120.12,552582.62,812797.75,260215.13,0.3201,实际
1261,1261,2026-02-07,63504.03,26439.8,18388.81,15090.74,2047.32,125470.7,183277.02,57806.32,0.3154,实际
