production_operation_id,production_order_id,operation_no,operation_name,planned_hours,actual_hours,status
4305,1077,1,机械加工,98.823,116.0724,已完成
4306,1077,2,电气装配,98.823,102.0607,已完成
4307,1077,3,整机装配,98.823,85.4197,已完成
4308,1077,4,调试检验,98.823,112.6056,已完成
4309,1078,1,机械加工,66.0286,74.9283,已完成
4310,1078,2,电气装配,66.0286,76.0098,已完成
4311,1078,3,整机装配,66.0286,60.1869,已完成
4312,1078,4,调试检验,66.0286,75.2487,已完成
4313,1079,1,机械加工,88.218,103.0496,已完成
4314,1079,2,电气装配,88.218,79.1605,已完成
4315,1079,3,整机装配,88.218,99.5816,已完成
4316,1079,4,调试检验,88.218,82.8628,已完成
4317,1080,1,机械加工,26.0846,25.8691,已完成
4318,1080,2,电气装配,26.0846,25.9168,已完成
4319,1080,3,整机装配,26.0846,30.6532,已完成
4320,1080,4,调试检验,26.0846,26.6567,已完成
4321,1081,1,机械加工,88.218,103.9757,已完成
4322,1081,2,电气装配,88.218,87.6137,已完成
4323,1081,3,整机装配,88.218,95.3155,已完成
4324,1081,4,调试检验,88.218,80.1067,已完成
4325,1082,1,机械加工,54.4427,63.0717,已完成
4326,1082,2,电气装配,54.4427,58.5702,已完成
4327,1082,3,整机装配,54.4427,47.5565,已完成
4328,1082,4,调试检验,54.4427,57.1637,已完成
4329,1083,1,机械加工,48.8267,54.4768,已完成
4330,1083,2,电气装配,48.8267,48.234,已完成
4331,1083,3,整机装配,48.8267,49.2395,已完成
4332,1083,4,调试检验,48.8267,56.6058,已完成
4333,1084,1,机械加工,97.7957,86.9342,已完成
4334,1084,2,电气装配,97.7957,105.737,已完成
4335,1084,3,整机装配,97.7957,110.0771,已完成
4336,1084,4,调试检验,97.7957,97.1328,已完成
4337,1085,1,机械加工,91.2923,103.8803,已完成
4338,1085,2,电气装配,91.2923,92.7578,已完成
4339,1085,3,整机装配,91.2923,80.9081,已完成
4340,1085,4,调试检验,91.2923,88.7397,已完成
4341,1086,1,机械加工,31.6522,32.647,已完成
4342,1086,2,电气装配,31.6522,35.3216,已完成
4343,1086,3,整机装配,31.6522,30.3881,已完成
4344,1086,4,调试检验,31.6522,27.9049,已完成
4345,1087,1,机械加工,101.8414,93.4989,已完成
4346,1087,2,电气装配,101.8414,119.9754,已完成
4347,1087,3,整机装配,101.8414,117.3518,已完成
4348,1087,4,调试检验,101.8414,112.299,已完成
4349,1088,1,机械加工,97.7957,89.2971,已完成
4350,1088,2,电气装配,97.7957,90.9455,已完成
4351,1088,3,整机装配,97.7957,107.4417,已完成
4352,1088,4,调试检验,97.7957,115.1269,已完成
4353,1089,1,机械加工,31.6118,35.6577,已完成
4354,1089,2,电气装配,31.6118,35.5368,已完成
4355,1089,3,整机装配,31.6118,29.9458,已完成
4356,1089,4,调试检验,31.6118,29.6173,已完成
4357,1090,1,机械加工,58.3178,66.9292,已完成
4358,1090,2,电气装配,58.3178,65.2054,已完成
4359,1090,3,整机装配,58.3178,60.2719,已完成
4360,1090,4,调试检验,58.3178,66.5113,已完成
4361,1091,1,机械加工,42.5445,41.3529,已完成
4362,1091,2,电气装配,42.5445,44.0707,已完成
4363,1091,3,整机装配,42.5445,43.5693,已完成
4364,1091,4,调试检验,42.5445,40.6629,已完成
4365,1092,1,机械加工,42.4664,43.9676,已完成
4366,1092,2,电气装配,42.4664,38.2558,已完成
4367,1092,3,整机装配,42.4664,47.9294,已完成
4368,1092,4,调试检验,42.4664,36.5911,已完成
4369,1093,1,机械加工,35.2861,37.3507,已完成
4370,1093,2,电气装配,35.2861,37.0948,已完成
4371,1093,3,整机装配,35.2861,34.1623,已完成
4372,1093,4,调试检验,35.2861,36.6263,已完成
4373,1094,1,机械加工,99.6553,108.6455,已完成
4374,1094,2,电气装配,99.6553,114.537,已完成
4375,1094,3,整机装配,99.6553,93.1711,已完成
4376,1094,4,调试检验,99.6553,99.7284,已完成
4377,1095,1,机械加工,31.6522,37.2832,已完成
4378,1095,2,电气装配,31.6522,32.4945,已完成
4379,1095,3,整机装配,31.6522,30.4309,已完成
4380,1095,4,调试检验,31.6522,33.1384,已完成
4381,1096,1,机械加工,101.2568,111.7075,已完成
4382,1096,2,电气装配,101.2568,92.1906,已完成
4383,1096,3,整机装配,101.2568,92.1863,已完成
4384,1096,4,调试检验,101.2568,97.1904,已完成
4385,1097,1,机械加工,88.8212,79.7147,已完成
4386,1097,2,电气装配,88.8212,100.0546,已完成
4387,1097,3,整机装配,88.8212,96.1083,已完成
4388,1097,4,调试检验,88.8212,89.0087,已完成
4389,1098,1,机械加工,99.6553,106.8603,已完成
4390,1098,2,电气装配,99.6553,85.4174,已完成
4391,1098,3,整机装配,99.6553,107.8632,已完成
4392,1098,4,调试检验,99.6553,109.8018,已完成
4393,1099,1,机械加工,101.9862,120.1207,已完成
4394,1099,2,电气装配,101.9862,115.6398,已完成
4395,1099,3,整机装配,101.9862,100.1188,已完成
4396,1099,4,调试检验,101.9862,114.6365,已完成
4397,1100,1,机械加工,64.3394,57.0505,已完成
4398,1100,2,电气装配,64.3394,65.7019,已完成
4399,1100,3,整机装配,64.3394,69.7557,已完成
4400,1100,4,调试检验,64.3394,74.997,已完成
4401,1101,1,机械加工,59.3416,67.6401,已完成
4402,1101,2,电气装配,59.3416,69.6977,已完成
4403,1101,3,整机装配,59.3416,64.7099,已完成
4404,1101,4,调试检验,59.3416,54.1147,已完成
4405,1102,1,机械加工,101.9862,110.4064,已完成
4406,1102,2,电气装配,101.9862,110.9001,已完成
4407,1102,3,整机装配,101.9862,119.976,已完成
4408,1102,4,调试检验,101.9862,104.5203,已完成
4409,1103,1,机械加工,97.7957,94.9058,已完成
4410,1103,2,电气装配,97.7957,112.6963,已完成
4411,1103,3,整机装配,97.7957,109.9718,已完成
4412,1103,4,调试检验,97.7957,101.0724,已完成
4413,1104,1,机械加工,68.704,74.6734,已完成
4414,1104,2,电气装配,68.704,65.2697,已完成
4415,1104,3,整机装配,68.704,76.6367,已完成
4416,1104,4,调试检验,68.704,77.6336,已完成
4417,1105,1,机械加工,59.3416,64.0811,已完成
4418,1105,2,电气装配,59.3416,69.3917,已完成
4419,1105,3,整机装配,59.3416,66.1402,已完成
4420,1105,4,调试检验,59.3416,58.0164,已完成
4421,1106,1,机械加工,38.5209,45.1202,已完成
4422,1106,2,电气装配,38.5209,34.6862,已完成
4423,1106,3,整机装配,38.5209,39.9051,已完成
4424,1106,4,调试检验,38.5209,40.1796,已完成
4425,1107,1,机械加工,92.3909,81.0223,已完成
4426,1107,2,电气装配,92.3909,99.6376,已完成
4427,1107,3,整机装配,92.3909,85.1689,已完成
4428,1107,4,调试检验,92.3909,81.1823,已完成
4429,1108,1,机械加工,99.6553,91.5718,已完成
4430,1108,2,电气装配,99.6553,109.9895,已完成
4431,1108,3,整机装配,99.6553,100.83,已完成
4432,1108,4,调试检验,99.6553,91.2458,已完成
4433,1109,1,机械加工,52.0027,55.7785,已完成
4434,1109,2,电气装配,52.0027,52.315,已完成
4435,1109,3,整机装配,52.0027,52.1011,已完成
4436,1109,4,调试检验,52.0027,57.594,已完成
4437,1110,1,机械加工,88.8212,80.7267,已完成
4438,1110,2,电气装配,88.8212,76.6824,已完成
4439,1110,3,整机装配,88.8212,85.8767,已完成
4440,1110,4,调试检验,88.8212,94.0478,已完成
4441,1111,1,机械加工,71.8473,83.495,已完成
4442,1111,2,电气装配,71.8473,73.9247,已完成
4443,1111,3,整机装配,71.8473,83.0211,已完成
4444,1111,4,调试检验,71.8473,65.8819,已完成
4445,1112,1,机械加工,98.823,109.6345,已完成
4446,1112,2,电气装配,98.823,114.7343,已完成
4447,1112,3,整机装配,98.823,85.9321,已完成
4448,1112,4,调试检验,98.823,107.9789,已完成
4449,1113,1,机械加工,98.823,86.5431,已完成
4450,1113,2,电气装配,98.823,100.7545,已完成
4451,1113,3,整机装配,98.823,112.0149,已完成
4452,1113,4,调试检验,98.823,103.9864,已完成
4453,1114,1,机械加工,64.8069,68.7602,已完成
4454,1114,2,电气装配,64.8069,70.1936,已完成
4455,1114,3,整机装配,64.8069,76.0229,已完成
4456,1114,4,调试检验,64.8069,70.2318,已完成
4457,1115,1,机械加工,26.0846,27.1319,已完成
4458,1115,2,电气装配,26.0846,23.3735,已完成
4459,1115,3,整机装配,26.0846,27.5278,已完成
4460,1115,4,调试检验,26.0846,26.2907,已完成
4461,1116,1,机械加工,32.9755,31.7624,已完成
4462,1116,2,电气装配,32.9755,33.7409,已完成
4463,1116,3,整机装配,32.9755,37.1781,已完成
4464,1116,4,调试检验,32.9755,32.0537,已完成
4465,1117,1,机械加工,85.4401,80.0719,已完成
4466,1117,2,电气装配,85.4401,81.9849,已完成
4467,1117,3,整机装配,85.4401,89.8635,已完成
4468,1117,4,调试检验,85.4401,100.6032,已完成
4469,1118,1,机械加工,38.992,40.2248,已完成
4470,1118,2,电气装配,38.992,35.9475,已完成
4471,1118,3,整机装配,38.992,37.0014,已完成
4472,1118,4,调试检验,38.992,42.5174,已完成
4473,1119,1,机械加工,101.8414,105.2736,已完成
4474,1119,2,电气装配,101.8414,89.788,已完成
4475,1119,3,整机装配,101.8414,114.2748,已完成
4476,1119,4,调试检验,101.8414,114.7227,已完成
4477,1120,1,机械加工,101.9862,106.7714,已完成
4478,1120,2,电气装配,101.9862,99.0181,已完成
4479,1120,3,整机装配,101.9862,91.9418,已完成
4480,1120,4,调试检验,101.9862,102.9559,已完成
4481,1121,1,机械加工,58.3178,54.9543,已完成
4482,1121,2,电气装配,58.3178,63.8047,已完成
4483,1121,3,整机装配,58.3178,63.5444,已完成
4484,1121,4,调试检验,58.3178,65.5153,已完成
4485,1122,1,机械加工,64.3394,67.278,已完成
4486,1122,2,电气装配,64.3394,67.7819,已完成
4487,1122,3,整机装配,64.3394,61.9718,已完成
4488,1122,4,调试检验,64.3394,65.7347,已完成
4489,1123,1,机械加工,58.3178,55.5728,已完成
4490,1123,2,电气装配,58.3178,56.0617,已完成
4491,1123,3,整机装配,58.3178,53.884,已完成
4492,1123,4,调试检验,58.3178,61.1294,已完成
4493,1124,1,机械加工,87.2354,74.2798,已完成
4494,1124,2,电气装配,87.2354,100.433,已完成
4495,1124,3,整机装配,87.2354,84.4121,已完成
4496,1124,4,调试检验,87.2354,78.9584,已完成
4497,1125,1,机械加工,35.2861,36.4391,已完成
4498,1125,2,电气装配,35.2861,37.4984,已完成
4499,1125,3,整机装配,35.2861,38.8169,已完成
4500,1125,4,调试检验,35.2861,40.8568,已完成
4501,1126,1,机械加工,101.8414,107.077,已完成
4502,1126,2,电气装配,101.8414,98.9543,已完成
4503,1126,3,整机装配,101.8414,108.316,已完成
4504,1126,4,调试检验,101.8414,116.5886,已完成
4505,1127,1,机械加工,32.9755,36.1511,已完成
4506,1127,2,电气装配,32.9755,38.0881,已完成
4507,1127,3,整机装配,32.9755,32.6068,已完成
4508,1127,4,调试检验,32.9755,32.748,已完成
4509,1128,1,机械加工,98.823,103.8797,已完成
4510,1128,2,电气装配,98.823,97.0695,已完成
4511,1128,3,整机装配,98.823,89.1875,已完成
4512,1128,4,调试检验,98.823,88.3479,已完成
4513,1129,1,机械加工,93.0993,84.7909,已完成
4514,1129,2,电气装配,93.0993,93.2786,已完成
4515,1129,3,整机装配,93.0993,82.1305,已完成
4516,1129,4,调试检验,93.0993,109.6479,已完成
4517,1130,1,机械加工,58.3178,63.9645,已完成
4518,1130,2,电气装配,58.3178,59.5109,已完成
4519,1130,3,整机装配,58.3178,64.5203,已完成
4520,1130,4,调试检验,58.3178,60.6953,已完成
4521,1131,1,机械加工,35.2861,32.3941,已完成
4522,1131,2,电气装配,35.2861,39.8413,已完成
4523,1131,3,整机装配,35.2861,35.8934,已完成
4524,1131,4,调试检验,35.2861,38.8215,已完成
4525,1132,1,机械加工,42.4664,49.5472,已完成
4526,1132,2,电气装配,42.4664,39.6042,已完成
4527,1132,3,整机装配,42.4664,37.5782,已完成
4528,1132,4,调试检验,42.4664,40.3469,已完成
4529,1133,1,机械加工,64.3394,68.7915,已完成
4530,1133,2,电气装配,64.3394,66.4942,已完成
4531,1133,3,整机装配,64.3394,65.1465,已完成
4532,1133,4,调试检验,64.3394,70.4306,已完成
4533,1134,1,机械加工,66.0286,75.5064,已完成
4534,1134,2,电气装配,66.0286,75.9647,已完成
4535,1134,3,整机装配,66.0286,72.451,已完成
4536,1134,4,调试检验,66.0286,68.5261,已完成
4537,1135,1,机械加工,35.2861,31.2845,已完成
4538,1135,2,电气装配,35.2861,30.7037,已完成
4539,1135,3,整机装配,35.2861,34.7937,已完成
4540,1135,4,调试检验,35.2861,30.7148,已完成
4541,1136,1,机械加工,88.1145,82.4142,已完成
4542,1136,2,电气装配,88.1145,76.0805,已完成
4543,1136,3,整机装配,88.1145,75.2093,已完成
4544,1136,4,调试检验,88.1145,83.6239,已完成
4545,1137,1,机械加工,99.6553,99.2638,已完成
4546,1137,2,电气装配,99.6553,99.207,已完成
4547,1137,3,整机装配,99.6553,116.3552,已完成
4548,1137,4,调试检验,99.6553,98.0392,已完成
4549,1138,1,机械加工,44.0494,47.7062,已完成
4550,1138,2,电气装配,44.0494,38.6826,已完成
4551,1138,3,整机装配,44.0494,37.7886,已完成
4552,1138,4,调试检验,44.0494,39.4932,已完成
4553,1139,1,机械加工,31.6118,33.5057,已完成
4554,1139,2,电气装配,31.6118,27.5581,已完成
4555,1139,3,整机装配,31.6118,29.6463,已完成
4556,1139,4,调试检验,31.6118,34.9819,已完成
4557,1140,1,机械加工,64.3394,73.322,已完成
4558,1140,2,电气装配,64.3394,68.6449,已完成
4559,1140,3,整机装配,64.3394,57.3065,已完成
4560,1140,4,调试检验,64.3394,68.2241,已完成
4561,1141,1,机械加工,20.4789,22.2543,已完成
4562,1141,2,电气装配,20.4789,22.3265,已完成
4563,1141,3,整机装配,20.4789,21.0882,已完成
4564,1141,4,调试检验,20.4789,19.0503,已完成
4565,1142,1,机械加工,101.9862,92.5502,已完成
4566,1142,2,电气装配,101.9862,91.0527,已完成
4567,1142,3,整机装配,101.9862,111.1842,已完成
4568,1142,4,调试检验,101.9862,99.7036,已完成
4569,1143,1,机械加工,101.9862,102.7161,已完成
4570,1143,2,电气装配,101.9862,99.6821,已完成
4571,1143,3,整机装配,101.9862,94.611,已完成
4572,1143,4,调试检验,101.9862,92.3433,已完成
4573,1144,1,机械加工,48.8267,44.9162,已完成
4574,1144,2,电气装配,48.8267,43.2741,已完成
4575,1144,3,整机装配,48.8267,55.6478,已完成
4576,1144,4,调试检验,48.8267,43.365,已完成
4577,1145,1,机械加工,80.0149,82.2088,已完成
4578,1145,2,电气装配,80.0149,79.0739,已完成
4579,1145,3,整机装配,80.0149,90.3548,已完成
4580,1145,4,调试检验,80.0149,81.6336,已完成
4581,1146,1,机械加工,48.8267,55.7811,已完成
4582,1146,2,电气装配,48.8267,49.685,已完成
4583,1146,3,整机装配,48.8267,48.9111,已完成
4584,1146,4,调试检验,48.8267,45.5891,已完成
4585,1147,1,机械加工,71.8473,84.4924,已完成
4586,1147,2,电气装配,71.8473,78.0165,已完成
4587,1147,3,整机装配,71.8473,62.3921,已完成
4588,1147,4,调试检验,71.8473,68.7952,已完成
4589,1148,1,机械加工,98.823,90.3046,已完成
4590,1148,2,电气装配,98.823,103.8472,已完成
4591,1148,3,整机装配,98.823,87.343,已完成
4592,1148,4,调试检验,98.823,95.8182,已完成
4593,1149,1,机械加工,38.992,41.6517,已完成
4594,1149,2,电气装配,38.992,40.86,已完成
4595,1149,3,整机装配,38.992,33.1816,已完成
4596,1149,4,调试检验,38.992,37.9787,已完成
4597,1150,1,机械加工,20.4789,22.6264,已完成
4598,1150,2,电气装配,20.4789,18.2315,已完成
4599,1150,3,整机装配,20.4789,18.1419,已完成
4600,1150,4,调试检验,20.4789,20.9743,已完成
4601,1151,1,机械加工,54.4427,47.5071,已完成
4602,1151,2,电气装配,54.4427,63.8488,已完成
4603,1151,3,整机装配,54.4427,51.3722,已完成
4604,1151,4,调试检验,54.4427,51.762,已完成
4605,1152,1,机械加工,71.8473,74.4339,已完成
4606,1152,2,电气装配,71.8473,82.0909,已完成
4607,1152,3,整机装配,71.8473,63.0265,已完成
4608,1152,4,调试检验,71.8473,68.8705,已完成
4609,1153,1,机械加工,42.5445,36.9939,已完成
4610,1153,2,电气装配,42.5445,38.9058,已完成
4611,1153,3,整机装配,42.5445,39.361,已完成
4612,1153,4,调试检验,42.5445,48.6475,已完成
4613,1154,1,机械加工,35.2861,34.4972,已完成
4614,1154,2,电气装配,35.2861,31.7112,已完成
4615,1154,3,整机装配,35.2861,31.0707,已完成
4616,1154,4,调试检验,35.2861,30.0992,已完成
4617,1155,1,机械加工,31.6118,32.9323,已完成
4618,1155,2,电气装配,31.6118,33.8316,已完成
4619,1155,3,整机装配,31.6118,31.3806,已完成
4620,1155,4,调试检验,31.6118,36.838,已完成
4621,1156,1,机械加工,80.0149,89.2275,已完成
4622,1156,2,电气装配,80.0149,73.6675,已完成
4623,1156,3,整机装配,80.0149,75.307,已完成
4624,1156,4,调试检验,80.0149,75.2405,已完成
4625,1157,1,机械加工,99.6553,91.5971,已完成
4626,1157,2,电气装配,99.6553,114.4556,已完成
4627,1157,3,整机装配,99.6553,112.149,已完成
4628,1157,4,调试检验,99.6553,99.625,已完成
4629,1158,1,机械加工,101.2568,111.8914,已完成
4630,1158,2,电气装配,101.2568,113.853,已完成
4631,1158,3,整机装配,101.2568,111.442,已完成
4632,1158,4,调试检验,101.2568,100.2986,已完成
4633,1159,1,机械加工,80.0149,78.875,已完成
4634,1159,2,电气装配,80.0149,68.9347,已完成
4635,1159,3,整机装配,80.0149,90.2916,已完成
4636,1159,4,调试检验,80.0149,86.5483,已完成
4637,1160,1,机械加工,59.3416,65.6621,已完成
4638,1160,2,电气装配,59.3416,69.0538,已完成
4639,1160,3,整机装配,59.3416,63.7043,已完成
4640,1160,4,调试检验,59.3416,56.1185,已完成
4641,1161,1,机械加工,101.2568,102.1347,已完成
4642,1161,2,电气装配,101.2568,113.3487,已完成
4643,1161,3,整机装配,101.2568,118.9271,已完成
4644,1161,4,调试检验,101.2568,95.7269,已完成
4645,1162,1,机械加工,102.9192,89.3918,已完成
4646,1162,2,电气装配,102.9192,120.7467,已完成
4647,1162,3,整机装配,102.9192,112.444,已完成
4648,1162,4,调试检验,102.9192,98.384,已完成
4649,1163,1,机械加工,102.9192,121.3192,已完成
4650,1163,2,电气装配,102.9192,115.7609,已完成
4651,1163,3,整机装配,102.9192,92.9411,已完成
4652,1163,4,调试检验,102.9192,109.0332,已完成
4653,1164,1,机械加工,59.3416,51.8006,已完成
4654,1164,2,电气装配,59.3416,68.6899,已完成
4655,1164,3,整机装配,59.3416,53.4099,已完成
4656,1164,4,调试检验,59.3416,59.5272,已完成
4657,1165,1,机械加工,58.3178,53.1877,已完成
4658,1165,2,电气装配,58.3178,62.4011,已完成
4659,1165,3,整机装配,58.3178,61.2769,已完成
4660,1165,4,调试检验,58.3178,66.6022,已完成
4661,1166,1,机械加工,32.9755,36.1097,已完成
4662,1166,2,电气装配,32.9755,28.344,已完成
4663,1166,3,整机装配,32.9755,34.0393,已完成
4664,1166,4,调试检验,32.9755,34.0078,已完成
4665,1167,1,机械加工,101.8414,94.934,已完成
4666,1167,2,电气装配,101.8414,91.5301,已完成
4667,1167,3,整机装配,101.8414,94.6731,已完成
4668,1167,4,调试检验,101.8414,103.5074,已完成
4669,1168,1,机械加工,102.9192,87.546,已完成
4670,1168,2,电气装配,102.9192,105.7873,已完成
4671,1168,3,整机装配,102.9192,108.8957,已完成
4672,1168,4,调试检验,102.9192,99.9372,已完成
4673,1169,1,机械加工,66.0286,61.379,已完成
4674,1169,2,电气装配,66.0286,63.4419,已完成
4675,1169,3,整机装配,66.0286,77.1636,已完成
4676,1169,4,调试检验,66.0286,65.8305,已完成
4677,1170,1,机械加工,88.1145,92.6732,已完成
4678,1170,2,电气装配,88.1145,98.8502,已完成
4679,1170,3,整机装配,88.1145,76.1816,已完成
4680,1170,4,调试检验,88.1145,76.7753,已完成
4681,1171,1,机械加工,101.2568,109.7921,已完成
4682,1171,2,电气装配,101.2568,99.4118,已完成
4683,1171,3,整机装配,101.2568,107.0242,已完成
4684,1171,4,调试检验,101.2568,113.8245,已完成
4685,1172,1,机械加工,20.4789,23.9464,已完成
4686,1172,2,电气装配,20.4789,20.7798,已完成
4687,1172,3,整机装配,20.4789,22.2939,已完成
4688,1172,4,调试检验,20.4789,18.8681,已完成
4689,1173,1,机械加工,97.7957,95.6816,已完成
4690,1173,2,电气装配,97.7957,113.9785,已完成
4691,1173,3,整机装配,97.7957,101.7953,已完成
4692,1173,4,调试检验,97.7957,114.5104,已完成
4693,1174,1,机械加工,101.9862,95.5972,已完成
4694,1174,2,电气装配,101.9862,98.2822,已完成
4695,1174,3,整机装配,101.9862,103.7813,已完成
4696,1174,4,调试检验,101.9862,90.8776,已完成
4697,1175,1,机械加工,98.823,85.0443,已完成
4698,1175,2,电气装配,98.823,104.627,已完成
4699,1175,3,整机装配,98.823,108.9219,已完成
4700,1175,4,调试检验,98.823,103.7063,已完成
4701,1176,1,机械加工,92.3909,103.0439,已完成
4702,1176,2,电气装配,92.3909,98.234,已完成
4703,1176,3,整机装配,92.3909,80.0291,已完成
4704,1176,4,调试检验,92.3909,88.8809,已完成
4705,1177,1,机械加工,42.4664,44.2891,已完成
4706,1177,2,电气装配,42.4664,37.1599,已完成
4707,1177,3,整机装配,42.4664,40.4027,已完成
4708,1177,4,调试检验,42.4664,50.1018,已完成
4709,1178,1,机械加工,64.3394,70.3143,已完成
4710,1178,2,电气装配,64.3394,62.033,已完成
4711,1178,3,整机装配,64.3394,72.4192,已完成
4712,1178,4,调试检验,64.3394,73.5617,已完成
4713,1179,1,机械加工,68.704,65.0212,已完成
4714,1179,2,电气装配,68.704,68.3267,已完成
4715,1179,3,整机装配,68.704,66.7823,已完成
4716,1179,4,调试检验,68.704,76.6787,已完成
4717,1180,1,机械加工,99.6553,87.8579,已完成
4718,1180,2,电气装配,99.6553,93.8255,已完成
4719,1180,3,整机装配,99.6553,94.3416,已完成
4720,1180,4,调试检验,99.6553,112.5567,已完成
4721,1181,1,机械加工,35.4413,35.2475,已完成
4722,1181,2,电气装配,35.4413,35.7669,已完成
4723,1181,3,整机装配,35.4413,30.8918,已完成
4724,1181,4,调试检验,35.4413,41.2918,已完成
4725,1182,1,机械加工,35.4413,33.986,已完成
4726,1182,2,电气装配,35.4413,38.5478,已完成
4727,1182,3,整机装配,35.4413,39.0482,已完成
4728,1182,4,调试检验,35.4413,40.8231,已完成
4729,1183,1,机械加工,88.8212,93.5867,已完成
4730,1183,2,电气装配,88.8212,77.9325,已完成
4731,1183,3,整机装配,88.8212,89.8891,已完成
4732,1183,4,调试检验,88.8212,80.28,已完成
4733,1184,1,机械加工,32.9755,37.8619,已完成
4734,1184,2,电气装配,32.9755,38.0744,已完成
4735,1184,3,整机装配,32.9755,35.3009,已完成
4736,1184,4,调试检验,32.9755,28.8387,已完成
4737,1185,1,机械加工,93.0993,81.4156,已完成
4738,1185,2,电气装配,93.0993,98.4188,已完成
4739,1185,3,整机装配,93.0993,100.5982,已完成
4740,1185,4,调试检验,93.0993,98.6667,已完成
4741,1186,1,机械加工,88.1145,76.9808,已完成
4742,1186,2,电气装配,88.1145,79.6379,已完成
4743,1186,3,整机装配,88.1145,86.3346,已完成
4744,1186,4,调试检验,88.1145,102.1235,已完成
4745,1187,1,机械加工,98.823,100.0085,已完成
4746,1187,2,电气装配,98.823,109.0015,已完成
4747,1187,3,整机装配,98.823,92.898,已完成
4748,1187,4,调试检验,98.823,101.0478,已完成
4749,1188,1,机械加工,59.3416,62.3233,已完成
4750,1188,2,电气装配,59.3416,59.3787,已完成
4751,1188,3,整机装配,59.3416,69.0419,已完成
4752,1188,4,调试检验,59.3416,60.695,已完成
4753,1189,1,机械加工,59.3416,53.2787,已完成
4754,1189,2,电气装配,59.3416,68.2116,已完成
4755,1189,3,整机装配,59.3416,61.0058,已完成
4756,1189,4,调试检验,59.3416,61.6602,已完成
4757,1190,1,机械加工,38.5209,35.5158,已完成
4758,1190,2,电气装配,38.5209,44.0962,已完成
4759,1190,3,整机装配,38.5209,44.7804,已完成
4760,1190,4,调试检验,38.5209,39.8525,已完成
4761,1191,1,机械加工,59.3416,55.3874,已完成
4762,1191,2,电气装配,59.3416,63.877,已完成
4763,1191,3,整机装配,59.3416,54.4938,已完成
4764,1191,4,调试检验,59.3416,51.6279,已完成
4765,1192,1,机械加工,98.823,100.5668,已完成
4766,1192,2,电气装配,98.823,94.5069,已完成
4767,1192,3,整机装配,98.823,89.968,已完成
4768,1192,4,调试检验,98.823,112.8731,已完成
4769,1193,1,机械加工,88.8212,76.8666,已完成
4770,1193,2,电气装配,88.8212,99.1594,已完成
4771,1193,3,整机装配,88.8212,104.2409,已完成
4772,1193,4,调试检验,88.8212,78.6954,已完成
4773,1194,1,机械加工,35.2861,41.2193,已完成
4774,1194,2,电气装配,35.2861,38.5382,已完成
4775,1194,3,整机装配,35.2861,37.3524,已完成
4776,1194,4,调试检验,35.2861,32.9317,已完成
4777,1195,1,机械加工,97.7957,102.7626,已完成
4778,1195,2,电气装配,97.7957,86.5931,已完成
4779,1195,3,整机装配,97.7957,85.6082,已完成
4780,1195,4,调试检验,97.7957,113.0045,已完成
4781,1196,1,机械加工,31.6522,36.0629,已完成
4782,1196,2,电气装配,31.6522,36.2951,已完成
4783,1196,3,整机装配,31.6522,36.0849,已完成
4784,1196,4,调试检验,31.6522,35.6564,已完成
4785,1197,1,机械加工,58.3945,50.5172,已完成
4786,1197,2,电气装配,58.3945,59.0477,已完成
4787,1197,3,整机装配,58.3945,55.3122,已完成
4788,1197,4,调试检验,58.3945,66.7292,已完成
4789,1198,1,机械加工,59.3416,60.1613,已完成
4790,1198,2,电气装配,59.3416,50.8317,已完成
4791,1198,3,整机装配,59.3416,64.148,已完成
4792,1198,4,调试检验,59.3416,63.1287,已完成
4793,1199,1,机械加工,59.3416,60.208,已完成
4794,1199,2,电气装配,59.3416,66.6587,已完成
4795,1199,3,整机装配,59.3416,55.6477,已完成
4796,1199,4,调试检验,59.3416,67.2928,已完成
4797,1200,1,机械加工,101.8414,96.5041,已完成
4798,1200,2,电气装配,101.8414,100.6203,已完成
4799,1200,3,整机装配,101.8414,90.2652,已完成
4800,1200,4,调试检验,101.8414,105.3317,已完成
4801,1201,1,机械加工,80.0149,87.3102,已完成
4802,1201,2,电气装配,80.0149,92.9145,已完成
4803,1201,3,整机装配,80.0149,74.7638,已完成
4804,1201,4,调试检验,80.0149,89.6894,已完成
4805,1202,1,机械加工,58.3945,58.8792,已完成
4806,1202,2,电气装配,58.3945,50.5532,已完成
4807,1202,3,整机装配,58.3945,59.7827,已完成
4808,1202,4,调试检验,58.3945,65.7426,已完成
4809,1203,1,机械加工,101.8414,102.3884,已完成
4810,1203,2,电气装配,101.8414,103.1146,已完成
4811,1203,3,整机装配,101.8414,92.2774,已完成
4812,1203,4,调试检验,101.8414,91.471,已完成
4813,1204,1,机械加工,31.6522,32.62,已完成
4814,1204,2,电气装配,31.6522,33.4424,已完成
4815,1204,3,整机装配,31.6522,31.8519,已完成
4816,1204,4,调试检验,31.6522,36.8728,已完成
4817,1205,1,机械加工,71.8473,75.5381,已完成
4818,1205,2,电气装配,71.8473,61.138,已完成
4819,1205,3,整机装配,71.8473,74.7691,已完成
4820,1205,4,调试检验,71.8473,84.0833,已完成
4821,1206,1,机械加工,44.0494,48.1249,已完成
4822,1206,2,电气装配,44.0494,40.8188,已完成
4823,1206,3,整机装配,44.0494,42.4555,已完成
4824,1206,4,调试检验,44.0494,51.7939,已完成
4825,1207,1,机械加工,31.6118,32.5592,已完成
