purchase_order_id,company_id,purchase_order_code,supplier_id,plant_id,order_date,promised_delivery_date,expected_delivery_date,status,buyer_id,currency,order_amount,source_system
1923,1,采购-001923,34,2,2025-06-25,2025-07-22,2025-07-22,已完成,24,CNY,10171.41,ERP
1924,1,采购-001924,44,1,2026-07-25,2026-08-29,2026-08-29,在途,25,CNY,5168.99,ERP
1925,1,采购-001925,9,1,2025-07-04,2025-08-11,2025-08-11,已完成,26,CNY,60836.52,ERP
1926,1,采购-001926,33,1,2026-07-24,2026-08-09,2026-08-09,在途,21,CNY,45570.87,ERP
1927,1,采购-001927,39,1,2024-09-26,2024-10-08,2024-10-14,已完成,22,CNY,186138.46,ERP
1928,1,采购-001928,5,1,2026-07-08,2026-08-10,2026-08-10,在途,23,CNY,30736.54,ERP
1929,1,采购-001929,28,1,2026-01-26,2026-02-12,2026-02-12,已完成,24,CNY,8406.07,ERP
1930,1,采购-001930,23,2,2026-06-09,2026-06-23,2026-06-23,已完成,25,CNY,73305.65,ERP
1931,1,采购-001931,44,2,2025-06-25,2025-07-20,2025-07-20,已完成,26,CNY,7473.21,ERP
1932,1,采购-001932,19,1,2025-08-25,2025-08-29,2025-08-29,已完成,21,CNY,173848.92,ERP
1933,1,采购-001933,41,1,2025-06-20,2025-06-30,2025-06-30,已完成,22,CNY,29425.79,ERP
1934,1,采购-001934,41,1,2026-01-08,2026-01-27,2026-01-27,已完成,23,CNY,41368.51,ERP
1935,1,采购-001935,34,1,2026-01-29,2026-02-28,2026-02-28,已完成,24,CNY,169677.87,ERP
1936,1,采购-001936,18,1,2025-07-10,2025-07-19,2025-07-19,已完成,25,CNY,19239.67,ERP
1937,1,采购-001937,11,2,2025-06-11,2025-06-28,2025-06-28,已完成,26,CNY,10397.99,ERP
1938,1,采购-001938,3,2,2025-12-09,2026-01-04,2026-01-12,已完成,21,CNY,2950.57,ERP
1939,1,采购-001939,3,1,2025-07-01,2025-07-27,2025-07-27,已完成,22,CNY,11276.81,ERP
1940,1,采购-001940,3,1,2024-11-05,2024-12-14,2024-12-14,已完成,23,CNY,94825.57,ERP
1941,1,采购-001941,13,2,2025-09-28,2025-10-12,2025-10-26,已完成,24,CNY,32753.71,ERP
1942,1,采购-001942,30,1,2025-02-15,2025-02-23,2025-02-23,已完成,25,CNY,142757.04,ERP
1943,1,采购-001943,24,1,2024-12-15,2025-01-17,2025-01-17,已完成,26,CNY,84040.64,ERP
1944,1,采购-001944,34,1,2024-11-17,2024-12-18,2024-12-18,已完成,21,CNY,3838.21,ERP
1945,1,采购-001945,17,1,2026-02-18,2026-03-25,2026-03-25,已完成,22,CNY,7585.51,ERP
1946,1,采购-001946,40,2,2024-09-07,2024-10-15,2024-10-15,已完成,23,CNY,3879.55,ERP
1947,1,采购-001947,41,1,2025-01-31,2025-02-19,2025-02-19,已完成,24,CNY,39546.3,ERP
1948,1,采购-001948,3,2,2026-07-02,2026-08-10,2026-08-10,在途,25,CNY,46204.03,ERP
1949,1,采购-001949,13,1,2025-06-06,2025-06-18,2025-06-18,已完成,26,CNY,6684.62,ERP
1950,1,采购-001950,46,2,2025-12-19,2025-12-29,2025-12-29,已完成,21,CNY,321870.11,ERP
1951,1,采购-001951,24,1,2024-11-10,2024-12-08,2024-12-08,已完成,22,CNY,35823.13,ERP
1952,1,采购-001952,32,1,2025-06-10,2025-06-15,2025-06-26,已完成,23,CNY,2876.78,ERP
1953,1,采购-001953,7,2,2025-02-18,2025-03-23,2025-03-26,已完成,24,CNY,5240.52,ERP
1954,1,采购-001954,38,1,2026-07-15,2026-08-05,2026-08-16,在途,25,CNY,13434.38,ERP
1955,1,采购-001955,27,1,2024-10-01,2024-10-09,2024-10-09,已完成,26,CNY,107264.15,ERP
1956,1,采购-001956,41,2,2025-10-09,2025-10-28,2025-10-28,已完成,21,CNY,11881.29,ERP
1957,1,采购-001957,31,1,2026-01-11,2026-02-20,2026-02-20,已完成,22,CNY,8424.56,ERP
1958,1,采购-001958,2,1,2025-08-31,2025-09-11,2025-09-11,已完成,23,CNY,8092.65,ERP
1959,1,采购-001959,41,2,2026-01-30,2026-02-28,2026-02-28,已完成,24,CNY,11424.63,ERP
1960,1,采购-001960,33,1,2025-01-26,2025-02-18,2025-02-18,已完成,25,CNY,108492.36,ERP
1961,1,采购-001961,3,2,2024-11-12,2024-11-21,2024-11-21,已完成,26,CNY,6507.08,ERP
1962,1,采购-001962,31,2,2024-08-04,2024-09-02,2024-09-02,已完成,21,CNY,24364.9,ERP
1963,1,采购-001963,40,2,2025-05-31,2025-06-18,2025-06-18,已完成,22,CNY,13209.6,ERP
1964,1,采购-001964,42,2,2024-08-05,2024-08-13,2024-08-13,已完成,23,CNY,6480.29,ERP
1965,1,采购-001965,11,1,2025-11-22,2025-12-09,2025-12-09,已完成,24,CNY,37051.16,ERP
1966,1,采购-001966,19,1,2025-04-01,2025-05-05,2025-05-05,已完成,25,CNY,13327.24,ERP
1967,1,采购-001967,10,1,2025-04-03,2025-05-04,2025-05-04,已完成,26,CNY,10928.26,ERP
1968,1,采购-001968,24,2,2024-11-11,2024-11-25,2024-11-25,已完成,21,CNY,26668.09,ERP
1969,1,采购-001969,3,1,2024-08-11,2024-09-19,2024-09-19,已完成,22,CNY,7995.46,ERP
1970,1,采购-001970,50,1,2026-05-24,2026-05-30,2026-05-30,已完成,23,CNY,281190.16,ERP
1971,1,采购-001971,16,1,2025-01-06,2025-01-21,2025-01-21,已完成,24,CNY,17373.19,ERP
1972,1,采购-001972,9,1,2025-04-09,2025-04-23,2025-04-23,已完成,25,CNY,37966.42,ERP
1973,1,采购-001973,47,1,2025-05-24,2025-06-08,2025-06-08,已完成,26,CNY,2260.24,ERP
1974,1,采购-001974,28,2,2025-08-25,2025-09-04,2025-09-04,已完成,21,CNY,100408.63,ERP
1975,1,采购-001975,24,1,2024-11-19,2024-11-30,2024-11-30,已完成,22,CNY,46072.43,ERP
1976,1,采购-001976,17,1,2025-10-06,2025-11-10,2025-11-10,已完成,23,CNY,2343.45,ERP
1977,1,采购-001977,25,2,2024-10-18,2024-11-11,2024-11-11,已完成,24,CNY,489.72,ERP
1978,1,采购-001978,30,2,2026-07-14,2026-08-13,2026-08-13,在途,25,CNY,519.22,ERP
1979,1,采购-001979,22,2,2024-12-27,2025-02-03,2025-02-03,已完成,26,CNY,10317.07,ERP
1980,1,采购-001980,5,1,2024-10-24,2024-11-08,2024-11-08,已完成,21,CNY,48977.07,ERP
1981,1,采购-001981,10,1,2025-07-12,2025-08-12,2025-08-12,已完成,22,CNY,44427.3,ERP
1982,1,采购-001982,11,2,2026-05-30,2026-06-20,2026-06-20,已完成,23,CNY,13352.89,ERP
1983,1,采购-001983,10,1,2024-10-25,2024-11-26,2024-11-28,已完成,24,CNY,9966.26,ERP
1984,1,采购-001984,7,2,2025-11-27,2025-12-10,2025-12-10,已完成,25,CNY,40262.64,ERP
1985,1,采购-001985,50,1,2025-02-24,2025-03-24,2025-03-24,已完成,26,CNY,18063.81,ERP
1986,1,采购-001986,11,2,2026-05-13,2026-05-31,2026-05-31,已完成,21,CNY,505250.83,ERP
1987,1,采购-001987,19,1,2026-07-11,2026-07-30,2026-07-30,已完成,22,CNY,100412.44,ERP
1988,1,采购-001988,34,1,2026-03-16,2026-04-10,2026-04-10,已完成,23,CNY,52723.26,ERP
1989,1,采购-001989,14,1,2026-02-14,2026-03-02,2026-03-02,已完成,24,CNY,93696.59,ERP
1990,1,采购-001990,12,2,2026-01-27,2026-02-12,2026-02-12,已完成,25,CNY,61133.41,ERP
1991,1,采购-001991,8,1,2025-12-16,2026-01-05,2026-01-05,已完成,26,CNY,8020.53,ERP
1992,1,采购-001992,40,1,2025-02-16,2025-03-04,2025-03-04,已完成,21,CNY,44144.77,ERP
1993,1,采购-001993,43,2,2025-03-29,2025-04-22,2025-04-22,已完成,22,CNY,5883.3,ERP
1994,1,采购-001994,4,1,2026-03-15,2026-04-10,2026-04-10,已完成,23,CNY,1474.82,ERP
1995,1,采购-001995,34,2,2025-02-08,2025-02-21,2025-02-21,已完成,24,CNY,15967.9,ERP
1996,1,采购-001996,33,1,2025-11-12,2025-12-04,2025-12-04,已完成,25,CNY,95945.54,ERP
1997,1,采购-001997,25,1,2025-04-07,2025-04-16,2025-04-16,已完成,26,CNY,8063.46,ERP
1998,1,采购-001998,44,2,2025-10-04,2025-10-13,2025-10-18,已完成,21,CNY,1570.48,ERP
1999,1,采购-001999,45,1,2024-11-26,2024-12-13,2024-12-13,已完成,22,CNY,65141.97,ERP
2000,1,采购-002000,35,1,2026-03-20,2026-03-30,2026-03-30,已完成,23,CNY,30133.85,ERP
2001,1,采购-002001,28,1,2026-02-25,2026-03-22,2026-03-22,已完成,24,CNY,111.0,ERP
2002,1,采购-002002,20,1,2025-02-22,2025-04-01,2025-04-01,已完成,25,CNY,2066.12,ERP
2003,1,采购-002003,37,2,2024-08-03,2024-08-15,2024-08-15,已完成,26,CNY,144883.57,ERP
2004,1,采购-002004,15,1,2025-12-16,2026-01-12,2026-01-12,已完成,21,CNY,1087.08,ERP
2005,1,采购-002005,18,1,2025-08-28,2025-09-11,2025-09-11,已完成,22,CNY,4824.37,ERP
2006,1,采购-002006,42,1,2026-05-31,2026-07-11,2026-07-11,已完成,23,CNY,2136.05,ERP
2007,1,采购-002007,3,1,2026-07-05,2026-07-29,2026-07-29,已完成,24,CNY,148.9,ERP
2008,1,采购-002008,8,1,2025-12-28,2026-01-14,2026-01-14,已完成,25,CNY,4537.18,ERP
2009,1,采购-002009,48,1,2024-10-21,2024-11-07,2024-11-07,已完成,26,CNY,20567.37,ERP
2010,1,采购-002010,7,1,2026-05-10,2026-05-23,2026-05-23,已完成,21,CNY,1241.26,ERP
2011,1,采购-002011,19,2,2025-11-02,2025-11-25,2025-11-25,已完成,22,CNY,43537.03,ERP
2012,1,采购-002012,36,2,2025-04-08,2025-04-20,2025-04-20,已完成,23,CNY,252724.16,ERP
2013,1,采购-002013,25,1,2025-01-25,2025-02-16,2025-02-16,已完成,24,CNY,30592.38,ERP
2014,1,采购-002014,39,1,2026-07-04,2026-07-26,2026-07-26,已完成,25,CNY,31832.49,ERP
2015,1,采购-002015,32,2,2026-07-16,2026-08-17,2026-08-17,在途,26,CNY,252013.87,ERP
2016,1,采购-002016,23,2,2026-04-05,2026-04-19,2026-04-19,已完成,21,CNY,28771.46,ERP
2017,1,采购-002017,40,2,2025-03-04,2025-04-11,2025-04-11,已完成,22,CNY,1110.74,ERP
2018,1,采购-002018,48,2,2026-03-08,2026-03-27,2026-03-27,已完成,23,CNY,7951.19,ERP
2019,1,采购-002019,1,2,2025-09-23,2025-10-14,2025-10-14,已完成,24,CNY,737.41,ERP
2020,1,采购-002020,10,2,2025-09-03,2025-09-11,2025-09-11,已完成,25,CNY,206962.38,ERP
2021,1,采购-002021,18,1,2024-12-25,2025-01-08,2025-01-08,已完成,26,CNY,44104.9,ERP
2022,1,采购-002022,9,2,2025-03-31,2025-04-23,2025-04-23,已完成,21,CNY,79623.23,ERP
2023,1,采购-002023,23,1,2025-10-07,2025-11-06,2025-11-06,已完成,22,CNY,5037.51,ERP
2024,1,采购-002024,36,1,2026-03-10,2026-04-03,2026-04-03,已完成,23,CNY,17401.57,ERP
2025,1,采购-002025,10,1,2026-03-30,2026-04-13,2026-04-13,已完成,24,CNY,98548.16,ERP
2026,1,采购-002026,36,1,2025-01-25,2025-02-06,2025-02-06,已完成,25,CNY,344354.25,ERP
2027,1,采购-002027,25,2,2025-03-21,2025-04-13,2025-04-13,已完成,26,CNY,38862.37,ERP
2028,1,采购-002028,27,1,2024-10-26,2024-11-17,2024-11-17,已完成,21,CNY,57224.66,ERP
2029,1,采购-002029,49,1,2024-08-14,2024-08-22,2024-08-22,已完成,22,CNY,30601.79,ERP
2030,1,采购-002030,13,1,2025-11-11,2025-11-23,2025-11-23,已完成,23,CNY,123650.74,ERP
2031,1,采购-002031,27,2,2025-12-31,2026-01-09,2026-01-09,已完成,24,CNY,33860.51,ERP
2032,1,采购-002032,1,2,2025-12-12,2026-01-03,2026-01-03,已完成,25,CNY,86906.28,ERP
2033,1,采购-002033,18,1,2024-11-10,2024-11-24,2024-12-08,已完成,26,CNY,7095.58,ERP
2034,1,采购-002034,16,2,2024-12-05,2025-01-06,2025-01-06,已完成,21,CNY,6821.86,ERP
2035,1,采购-002035,48,1,2025-10-08,2025-10-26,2025-10-26,已完成,22,CNY,2481.46,ERP
2036,1,采购-002036,15,1,2025-03-24,2025-04-13,2025-04-13,已完成,23,CNY,18577.91,ERP
2037,1,采购-002037,26,2,2026-05-03,2026-06-09,2026-06-09,已完成,24,CNY,1851.09,ERP
2038,1,采购-002038,16,2,2025-05-12,2025-06-13,2025-06-13,已完成,25,CNY,2209.2,ERP
2039,1,采购-002039,22,1,2025-08-01,2025-08-10,2025-08-10,已完成,26,CNY,1899.47,ERP
2040,1,采购-002040,49,2,2025-03-05,2025-03-11,2025-03-11,已完成,21,CNY,9254.61,ERP
2041,1,采购-002041,11,1,2025-09-29,2025-10-16,2025-10-28,已完成,22,CNY,30144.07,ERP
2042,1,采购-002042,19,1,2026-03-09,2026-04-11,2026-04-11,已完成,23,CNY,5565.7,ERP
2043,1,采购-002043,21,1,2026-05-05,2026-05-22,2026-05-22,已完成,24,CNY,23124.86,ERP
2044,1,采购-002044,40,1,2025-02-05,2025-02-28,2025-02-28,已完成,25,CNY,12533.85,ERP
2045,1,采购-002045,34,1,2024-11-09,2024-11-17,2024-11-17,已完成,26,CNY,32222.06,ERP
2046,1,采购-002046,26,2,2025-11-08,2025-11-26,2025-11-26,已完成,21,CNY,73581.61,ERP
2047,1,采购-002047,27,1,2025-07-14,2025-07-28,2025-07-28,已完成,22,CNY,981.72,ERP
2048,1,采购-002048,13,2,2025-08-29,2025-10-03,2025-10-03,已完成,23,CNY,103.64,ERP
2049,1,采购-002049,26,1,2026-02-16,2026-02-26,2026-02-26,已完成,24,CNY,4648.48,ERP
2050,1,采购-002050,12,1,2025-03-12,2025-03-27,2025-03-27,已完成,25,CNY,12863.94,ERP
2051,1,采购-002051,36,1,2024-10-17,2024-10-29,2024-10-29,已完成,26,CNY,1659.83,ERP
2052,1,采购-002052,14,1,2024-10-03,2024-10-08,2024-10-08,已完成,21,CNY,119730.21,ERP
2053,1,采购-002053,1,1,2025-04-27,2025-05-29,2025-05-29,已完成,22,CNY,173882.31,ERP
2054,1,采购-002054,50,1,2024-09-12,2024-09-28,2024-09-28,已完成,23,CNY,2936.78,ERP
2055,1,采购-002055,24,1,2026-07-28,2026-08-05,2026-08-05,已完成,24,CNY,163327.91,ERP
2056,1,采购-002056,8,2,2025-11-16,2025-12-06,2025-12-06,已完成,25,CNY,12123.6,ERP
2057,1,采购-002057,6,1,2025-12-25,2026-01-26,2026-01-26,已完成,26,CNY,19090.96,ERP
2058,1,采购-002058,14,2,2026-06-20,2026-07-13,2026-07-13,已完成,21,CNY,1794.67,ERP
2059,1,采购-002059,33,1,2024-09-20,2024-10-13,2024-10-13,已完成,22,CNY,67530.47,ERP
2060,1,采购-002060,3,2,2026-07-18,2026-07-26,2026-07-26,已完成,23,CNY,122167.33,ERP
2061,1,采购-002061,29,1,2025-05-07,2025-05-29,2025-05-29,已完成,24,CNY,275.5,ERP
2062,1,采购-002062,35,2,2024-12-10,2024-12-20,2024-12-20,已完成,25,CNY,33672.61,ERP
2063,1,采购-002063,13,1,2026-07-29,2026-08-12,2026-08-17,在途,26,CNY,64425.33,ERP
2064,1,采购-002064,19,2,2025-09-08,2025-10-01,2025-10-01,已完成,21,CNY,10025.47,ERP
2065,1,采购-002065,34,1,2025-04-15,2025-05-03,2025-05-03,已完成,22,CNY,5772.78,ERP
2066,1,采购-002066,5,1,2026-02-27,2026-03-07,2026-03-07,已完成,23,CNY,175355.98,ERP
2067,1,采购-002067,1,2,2025-08-24,2025-09-20,2025-09-20,已完成,24,CNY,37367.37,ERP
2068,1,采购-002068,47,2,2026-04-13,2026-04-24,2026-04-24,已完成,25,CNY,645.33,ERP
2069,1,采购-002069,35,1,2024-09-28,2024-10-08,2024-10-08,已完成,26,CNY,164021.16,ERP
2070,1,采购-002070,1,2,2024-12-03,2025-01-06,2025-01-06,已完成,21,CNY,27809.78,ERP
2071,1,采购-002071,9,1,2024-11-26,2024-12-10,2024-12-10,已完成,22,CNY,4893.67,ERP
2072,1,采购-002072,44,2,2026-04-28,2026-05-04,2026-05-11,已完成,23,CNY,4712.76,ERP
2073,1,采购-002073,22,1,2026-03-10,2026-04-02,2026-04-02,已完成,24,CNY,98064.78,ERP
2074,1,采购-002074,9,1,2025-10-06,2025-11-06,2025-11-06,已完成,25,CNY,4990.79,ERP
2075,1,采购-002075,18,2,2026-06-15,2026-06-22,2026-06-22,已完成,26,CNY,73160.91,ERP
2076,1,采购-002076,38,1,2025-09-25,2025-10-18,2025-10-18,已完成,21,CNY,16778.97,ERP
2077,1,采购-002077,18,1,2025-02-02,2025-02-24,2025-02-24,已完成,22,CNY,10998.06,ERP
2078,1,采购-002078,46,2,2024-08-14,2024-09-04,2024-09-04,已完成,23,CNY,44864.63,ERP
2079,1,采购-002079,42,2,2026-03-31,2026-05-06,2026-05-06,已完成,24,CNY,35344.67,ERP
2080,1,采购-002080,6,2,2025-05-23,2025-06-19,2025-06-19,已完成,25,CNY,50777.49,ERP
2081,1,采购-002081,26,2,2024-11-05,2024-11-23,2024-11-23,已完成,26,CNY,21464.71,ERP
2082,1,采购-002082,23,2,2024-10-25,2024-11-08,2024-11-19,已完成,21,CNY,41295.8,ERP
2083,1,采购-002083,8,1,2025-03-04,2025-03-26,2025-03-26,已完成,22,CNY,83955.41,ERP
2084,1,采购-002084,32,2,2026-04-11,2026-05-23,2026-05-23,已完成,23,CNY,2750.48,ERP
2085,1,采购-002085,38,2,2026-04-04,2026-05-06,2026-05-06,已完成,24,CNY,79255.56,ERP
2086,1,采购-002086,39,2,2025-02-26,2025-03-10,2025-03-10,已完成,25,CNY,216304.36,ERP
2087,1,采购-002087,45,2,2026-01-26,2026-03-04,2026-03-04,已完成,26,CNY,129117.41,ERP
2088,1,采购-002088,30,1,2025-07-10,2025-07-22,2025-07-22,已完成,21,CNY,318231.09,ERP
2089,1,采购-002089,44,2,2025-12-31,2026-01-25,2026-01-25,已完成,22,CNY,48076.25,ERP
2090,1,采购-002090,5,2,2025-07-17,2025-07-24,2025-07-24,已完成,23,CNY,117500.51,ERP
2091,1,采购-002091,31,2,2025-03-25,2025-04-25,2025-04-25,已完成,24,CNY,388.13,ERP
2092,1,采购-002092,37,2,2024-12-15,2025-01-02,2025-01-02,已完成,25,CNY,209627.73,ERP
2093,1,采购-002093,9,1,2026-01-04,2026-02-07,2026-02-07,已完成,26,CNY,1758.42,ERP
2094,1,采购-002094,28,1,2026-02-25,2026-03-14,2026-03-14,已完成,21,CNY,83587.75,ERP
2095,1,采购-002095,29,2,2024-12-21,2025-01-27,2025-01-27,已完成,22,CNY,323542.49,ERP
2096,1,采购-002096,47,2,2026-07-31,2026-08-11,2026-08-11,在途,23,CNY,55362.06,ERP
2097,1,采购-002097,5,1,2026-07-05,2026-07-20,2026-07-20,已完成,24,CNY,3828.06,ERP
2098,1,采购-002098,27,1,2026-02-21,2026-03-29,2026-03-29,已完成,25,CNY,4311.82,ERP
2099,1,采购-002099,32,1,2025-09-12,2025-10-24,2025-10-24,已完成,26,CNY,1800.92,ERP
2100,1,采购-002100,15,1,2025-01-09,2025-01-18,2025-01-18,已完成,21,CNY,5626.71,ERP
2101,1,采购-002101,18,1,2024-11-13,2024-12-15,2024-12-15,已完成,22,CNY,37859.05,ERP
2102,1,采购-002102,34,1,2025-06-02,2025-06-18,2025-06-18,已完成,23,CNY,70586.23,ERP
2103,1,采购-002103,14,2,2024-09-12,2024-10-03,2024-10-03,已完成,24,CNY,3708.56,ERP
2104,1,采购-002104,16,1,2025-05-03,2025-06-04,2025-06-04,已完成,25,CNY,71536.69,ERP
2105,1,采购-002105,39,2,2025-03-13,2025-03-26,2025-03-26,已完成,26,CNY,39166.95,ERP
2106,1,采购-002106,23,1,2024-10-22,2024-11-21,2024-11-21,已完成,21,CNY,78242.78,ERP
2107,1,采购-002107,21,1,2026-07-19,2026-07-25,2026-07-25,已完成,22,CNY,46539.16,ERP
2108,1,采购-002108,48,1,2026-05-08,2026-05-25,2026-05-25,已完成,23,CNY,33069.44,ERP
2109,1,采购-002109,50,1,2025-05-29,2025-07-01,2025-07-01,已完成,24,CNY,151526.25,ERP
2110,1,采购-002110,1,1,2025-09-15,2025-10-07,2025-10-07,已完成,25,CNY,22300.44,ERP
2111,1,采购-002111,9,2,2025-07-20,2025-07-29,2025-07-29,已完成,26,CNY,90517.6,ERP
2112,1,采购-002112,7,1,2026-01-09,2026-01-28,2026-01-28,已完成,21,CNY,8504.08,ERP
2113,1,采购-002113,34,2,2026-01-03,2026-01-11,2026-01-11,已完成,22,CNY,22411.42,ERP
2114,1,采购-002114,13,1,2025-09-01,2025-09-16,2025-09-16,已完成,23,CNY,2136.59,ERP
2115,1,采购-002115,27,2,2024-10-17,2024-10-27,2024-10-27,已完成,24,CNY,21267.14,ERP
2116,1,采购-002116,12,1,2025-05-22,2025-06-11,2025-06-11,已完成,25,CNY,1350.3,ERP
2117,1,采购-002117,19,1,2025-08-29,2025-09-21,2025-09-30,已完成,26,CNY,42303.18,ERP
2118,1,采购-002118,49,1,2026-01-04,2026-01-28,2026-01-28,已完成,21,CNY,40215.96,ERP
2119,1,采购-002119,40,2,2026-03-13,2026-03-29,2026-03-29,已完成,22,CNY,12691.11,ERP
2120,1,采购-002120,29,2,2025-04-18,2025-05-08,2025-05-08,已完成,23,CNY,24904.61,ERP
2121,1,采购-002121,13,1,2025-11-24,2025-12-19,2025-12-19,已完成,24,CNY,64882.77,ERP
2122,1,采购-002122,45,1,2025-04-25,2025-05-12,2025-05-12,已完成,25,CNY,4499.82,ERP
2123,1,采购-002123,1,1,2025-01-09,2025-01-23,2025-01-23,已完成,26,CNY,97415.67,ERP
2124,1,采购-002124,19,1,2026-02-27,2026-03-28,2026-03-28,已完成,21,CNY,1814.52,ERP
2125,1,采购-002125,44,1,2025-02-08,2025-03-05,2025-03-05,已完成,22,CNY,20071.0,ERP
2126,1,采购-002126,9,1,2024-10-26,2024-11-09,2024-11-09,已完成,23,CNY,33463.19,ERP
2127,1,采购-002127,17,2,2024-08-05,2024-09-06,2024-09-09,已完成,24,CNY,14865.7,ERP
2128,1,采购-002128,33,2,2025-12-20,2026-01-23,2026-01-23,已完成,25,CNY,60115.57,ERP
2129,1,采购-002129,45,1,2026-04-17,2026-04-20,2026-04-20,已完成,26,CNY,222929.89,ERP
2130,1,采购-002130,49,2,2025-11-01,2025-12-13,2025-12-13,已完成,21,CNY,8225.75,ERP
2131,1,采购-002131,1,1,2024-09-07,2024-09-28,2024-09-28,已完成,22,CNY,1671.04,ERP
2132,1,采购-002132,33,1,2025-09-29,2025-11-05,2025-11-05,已完成,23,CNY,86592.67,ERP
2133,1,采购-002133,42,1,2025-08-23,2025-09-28,2025-09-28,已完成,24,CNY,87305.25,ERP
2134,1,采购-002134,13,2,2026-02-02,2026-02-24,2026-02-24,已完成,25,CNY,11479.08,ERP
2135,1,采购-002135,29,2,2025-01-20,2025-02-01,2025-02-01,已完成,26,CNY,67454.76,ERP
2136,1,采购-002136,33,1,2025-03-13,2025-04-04,2025-04-04,已完成,21,CNY,30322.75,ERP
2137,1,采购-002137,17,1,2025-08-05,2025-09-01,2025-09-01,已完成,22,CNY,26623.05,ERP
2138,1,采购-002138,49,2,2026-07-05,2026-07-13,2026-07-13,已完成,23,CNY,93408.89,ERP
2139,1,采购-002139,7,2,2025-11-07,2025-12-14,2025-12-14,已完成,24,CNY,27768.85,ERP
2140,1,采购-002140,32,1,2026-03-27,2026-04-12,2026-04-12,已完成,25,CNY,37423.27,ERP
2141,1,采购-002141,15,2,2025-03-01,2025-03-21,2025-03-21,已完成,26,CNY,18559.5,ERP
2142,1,采购-002142,6,2,2026-07-03,2026-07-14,2026-07-14,已完成,21,CNY,13864.76,ERP
2143,1,采购-002143,1,2,2025-10-16,2025-10-30,2025-10-30,已完成,22,CNY,18511.97,ERP
2144,1,采购-002144,1,1,2024-08-10,2024-09-16,2024-09-16,已完成,23,CNY,35420.9,ERP
2145,1,采购-002145,19,2,2026-07-26,2026-08-10,2026-08-10,在途,24,CNY,54935.33,ERP
2146,1,采购-002146,37,1,2025-04-28,2025-05-10,2025-05-25,已完成,25,CNY,49814.36,ERP
2147,1,采购-002147,40,1,2025-08-21,2025-08-25,2025-08-25,已完成,26,CNY,31803.86,ERP
2148,1,采购-002148,18,1,2026-05-29,2026-06-05,2026-06-05,已完成,21,CNY,268036.93,ERP
2149,1,采购-002149,22,2,2025-02-15,2025-03-10,2025-03-10,已完成,22,CNY,89113.5,ERP
2150,1,采购-002150,45,1,2024-08-14,2024-08-28,2024-09-11,已完成,23,CNY,24872.33,ERP
2151,1,采购-002151,39,1,2025-10-14,2025-11-05,2025-11-05,已完成,24,CNY,17809.65,ERP
2152,1,采购-002152,31,1,2024-11-17,2024-11-23,2024-11-23,已完成,25,CNY,9491.46,ERP
2153,1,采购-002153,10,2,2025-12-06,2025-12-21,2026-01-02,已完成,26,CNY,58839.33,ERP
2154,1,采购-002154,18,1,2024-08-06,2024-09-03,2024-09-03,已完成,21,CNY,23558.42,ERP
2155,1,采购-002155,17,1,2024-09-29,2024-10-17,2024-10-17,已完成,22,CNY,4622.29,ERP
2156,1,采购-002156,23,1,2024-11-04,2024-11-18,2024-11-18,已完成,23,CNY,77543.02,ERP
2157,1,采购-002157,6,2,2025-06-18,2025-07-20,2025-07-20,已完成,24,CNY,101693.02,ERP
2158,1,采购-002158,14,2,2026-05-14,2026-06-09,2026-06-09,已完成,25,CNY,11877.85,ERP
2159,1,采购-002159,49,2,2025-10-15,2025-11-18,2025-11-18,已完成,26,CNY,14628.91,ERP
2160,1,采购-002160,4,1,2026-04-14,2026-05-09,2026-05-09,已完成,21,CNY,201595.09,ERP
2161,1,采购-002161,20,2,2024-11-01,2024-12-09,2024-12-09,已完成,22,CNY,3886.2,ERP
2162,1,采购-002162,2,1,2025-10-09,2025-10-20,2025-10-20,已完成,23,CNY,909.63,ERP
2163,1,采购-002163,40,2,2024-08-23,2024-09-17,2024-09-17,已完成,24,CNY,2926.8,ERP
2164,1,采购-002164,33,1,2024-08-08,2024-09-08,2024-09-08,已完成,25,CNY,10898.57,ERP
2165,1,采购-002165,39,2,2025-06-21,2025-08-01,2025-08-01,已完成,26,CNY,3298.01,ERP
2166,1,采购-002166,28,1,2024-10-05,2024-11-07,2024-11-07,已完成,21,CNY,37851.43,ERP
2167,1,采购-002167,20,1,2025-12-28,2026-01-18,2026-01-18,已完成,22,CNY,3002.94,ERP
2168,1,采购-002168,5,2,2025-06-13,2025-07-14,2025-07-14,已完成,23,CNY,45054.14,ERP
2169,1,采购-002169,18,1,2024-12-31,2025-01-26,2025-01-26,已完成,24,CNY,4607.54,ERP
2170,1,采购-002170,10,1,2025-07-13,2025-07-28,2025-07-28,已完成,25,CNY,60997.28,ERP
2171,1,采购-002171,43,1,2026-03-09,2026-04-08,2026-04-08,已完成,26,CNY,32124.41,ERP
2172,1,采购-002172,27,1,2025-06-13,2025-06-27,2025-06-27,已完成,21,CNY,993.47,ERP
2173,1,采购-002173,10,1,2024-11-01,2024-12-02,2024-12-02,已完成,22,CNY,15081.35,ERP
2174,1,采购-002174,48,2,2026-06-10,2026-06-27,2026-06-27,已完成,23,CNY,29550.29,ERP
2175,1,采购-002175,28,2,2025-01-10,2025-02-16,2025-02-16,已完成,24,CNY,40037.25,ERP
