invoice_id,invoice_code,customer_id,sales_order_id,shipment_id,invoice_date,due_date,invoice_amount,status
750,发票-000750,80,815,815,2025-08-03,2025-11-01,1149170.45,已开票
751,发票-000751,48,816,816,2025-08-10,2025-11-08,607206.0,已开票
752,发票-000752,4,817,817,2025-07-22,2025-09-05,540720.9,已开票
753,发票-000753,16,818,818,2025-09-14,2025-12-13,1236425.55,已开票
754,发票-000754,64,819,819,2025-08-26,2025-10-10,1249190.0,已开票
755,发票-000755,23,820,820,2025-08-20,2025-11-18,463561.32,已开票
756,发票-000756,27,821,821,2025-10-04,2025-11-18,864332.24,已开票
757,发票-000757,30,822,822,2025-10-05,2026-01-03,310987.18,已开票
758,发票-000758,47,823,823,2025-10-06,2025-12-05,859933.12,已开票
759,发票-000759,31,824,824,2025-07-19,2025-10-17,1119392.12,已开票
760,发票-000760,28,825,825,2025-07-31,2025-08-30,484829.36,已开票
761,发票-000761,28,827,827,2025-09-29,2025-10-29,1407546.08,已开票
762,发票-000762,31,828,828,2025-10-11,2026-01-09,291763.8,已开票
763,发票-000763,7,829,829,2025-08-29,2025-11-27,913148.3,已开票
764,发票-000764,24,830,830,2025-07-25,2025-08-24,518718.36,已开票
765,发票-000765,57,831,831,2025-07-11,2025-09-09,184420.58,已开票
766,发票-000766,13,832,832,2025-08-24,2025-11-22,1055165.75,已开票
767,发票-000767,53,833,833,2025-08-24,2025-10-23,237410.31,已开票
768,发票-000768,72,834,834,2025-08-25,2025-09-24,619944.96,已开票
769,发票-000769,28,835,835,2025-07-29,2025-08-28,681820.86,已开票
770,发票-000770,50,836,836,2025-09-24,2025-11-23,219807.62,已开票
771,发票-000771,26,837,837,2025-08-06,2025-09-20,563626.77,已开票
772,发票-000772,16,838,838,2025-07-20,2025-10-18,214846.47,已开票
773,发票-000773,29,839,839,2025-09-27,2025-11-11,160341.76,已开票
774,发票-000774,21,840,840,2025-10-05,2025-11-04,528250.68,已开票
775,发票-000775,58,841,841,2025-10-14,2025-12-13,618067.74,已开票
776,发票-000776,19,842,842,2025-09-07,2025-12-06,144249.4,已开票
777,发票-000777,35,843,843,2025-09-21,2025-12-20,1156557.84,已开票
778,发票-000778,71,844,844,2025-09-05,2025-12-04,1188775.16,已开票
779,发票-000779,57,845,845,2025-10-12,2025-12-11,673585.52,已开票
780,发票-000780,37,846,846,2025-10-08,2025-11-07,114943.48,已开票
781,发票-000781,5,847,847,2025-10-09,2026-01-07,210498.07,已开票
782,发票-000782,18,848,848,2025-09-15,2025-10-15,620609.25,已开票
783,发票-000783,52,849,849,2025-09-08,2025-12-07,707749.92,已开票
784,发票-000784,59,850,850,2025-08-15,2025-11-13,242280.2,已开票
785,发票-000785,48,853,853,2025-10-13,2026-01-11,381245.97,已开票
786,发票-000786,12,854,854,2025-09-19,2025-11-18,262091.45,已开票
787,发票-000787,61,855,855,2025-08-27,2025-10-26,538923.06,已开票
788,发票-000788,22,856,856,2025-09-01,2025-11-30,613289.4,已开票
789,发票-000789,55,857,857,2025-08-29,2025-10-28,497056.06,已开票
790,发票-000790,32,858,858,2025-08-27,2025-11-25,1486017.2,已开票
791,发票-000791,49,859,859,2025-09-18,2025-11-17,552785.94,已开票
792,发票-000792,30,860,860,2025-09-27,2025-12-26,261109.89,已开票
793,发票-000793,27,861,861,2025-09-28,2025-11-12,494711.54,已开票
794,发票-000794,2,862,862,2025-09-15,2025-10-30,181070.9,已开票
795,发票-000795,8,863,863,2025-09-24,2025-11-23,306408.07,已开票
796,发票-000796,45,864,864,2025-08-31,2025-11-29,474214.88,已开票
797,发票-000797,48,865,865,2025-09-21,2025-12-20,232014.44,已开票
798,发票-000798,14,866,866,2025-07-30,2025-08-29,357101.43,已开票
799,发票-000799,41,867,867,2025-08-11,2025-10-10,265860.85,已开票
800,发票-000800,22,868,868,2025-08-17,2025-11-15,616808.07,已开票
801,发票-000801,1,869,869,2025-11-02,2025-12-17,355421.94,已开票
802,发票-000802,56,870,870,2025-09-06,2025-12-05,182060.13,已开票
803,发票-000803,33,871,871,2025-10-13,2025-12-12,321769.52,已开票
804,发票-000804,74,872,872,2025-09-16,2025-11-15,737986.68,已开票
805,发票-000805,56,874,874,2025-09-05,2025-12-04,169864.65,已开票
806,发票-000806,10,875,875,2025-08-28,2025-11-26,206975.39,已开票
807,发票-000807,19,876,876,2025-09-28,2025-12-27,218937.35,已开票
808,发票-000808,13,877,877,2025-09-09,2025-12-08,301063.79,已开票
809,发票-000809,49,878,878,2025-09-22,2025-11-21,583766.44,已开票
810,发票-000810,2,879,879,2025-09-02,2025-10-17,314755.64,已开票
811,发票-000811,59,880,880,2025-10-10,2026-01-08,326014.92,已开票
812,发票-000812,31,881,881,2025-08-21,2025-11-19,226074.39,已开票
813,发票-000813,59,883,883,2025-08-25,2025-11-23,703987.52,已开票
814,发票-000814,50,885,885,2025-10-25,2025-12-24,210000.78,已开票
815,发票-000815,61,886,886,2025-09-19,2025-11-18,931629.65,已开票
816,发票-000816,49,887,887,2025-09-08,2025-11-07,951008.91,已开票
817,发票-000817,45,889,889,2025-09-07,2025-12-06,370570.76,已开票
818,发票-000818,3,890,890,2025-10-22,2025-12-21,145458.06,已开票
819,发票-000819,18,891,891,2025-09-17,2025-10-17,1177417.8,已开票
820,发票-000820,19,892,892,2025-10-06,2026-01-04,182104.67,已开票
821,发票-000821,46,893,893,2025-09-01,2025-10-16,348967.46,已开票
822,发票-000822,2,894,894,2025-08-08,2025-09-22,183844.72,已开票
823,发票-000823,45,897,897,2025-08-22,2025-11-20,183652.74,已开票
824,发票-000824,70,898,898,2025-08-18,2025-10-17,288735.0,已开票
825,发票-000825,28,900,900,2025-10-07,2025-11-06,207427.19,已开票
826,发票-000826,14,901,901,2025-09-08,2025-10-08,200891.04,已开票
827,发票-000827,13,902,902,2025-09-21,2025-12-20,1032376.4,已开票
828,发票-000828,67,903,903,2025-09-30,2025-12-29,495883.82,已开票
829,发票-000829,61,904,904,2025-11-02,2026-01-01,159742.82,已开票
830,发票-000830,66,905,905,2025-08-30,2025-10-14,344343.52,已开票
831,发票-000831,20,906,906,2025-09-03,2025-10-18,391626.44,已开票
832,发票-000832,79,908,908,2025-10-22,2026-01-20,183633.06,已开票
833,发票-000833,36,909,909,2025-10-26,2025-12-25,392086.96,已开票
834,发票-000834,11,910,910,2025-10-07,2025-11-06,227030.63,已开票
835,发票-000835,31,911,911,2025-09-08,2025-12-07,1019066.92,已开票
836,发票-000836,35,912,912,2025-08-24,2025-11-22,1059842.34,已开票
837,发票-000837,72,913,913,2025-10-14,2025-11-13,819707.6,已开票
838,发票-000838,18,914,914,2025-10-15,2025-11-14,144519.59,已开票
839,发票-000839,80,915,915,2025-10-27,2026-01-25,365307.3,已开票
840,发票-000840,27,916,916,2025-10-16,2025-11-30,793052.3,已开票
841,发票-000841,37,917,917,2025-08-11,2025-09-10,497683.26,已开票
842,发票-000842,59,918,918,2025-11-16,2026-02-14,1967460.3,已开票
843,发票-000843,16,919,919,2025-08-27,2025-11-25,825018.84,已开票
844,发票-000844,32,920,920,2025-09-30,2025-12-29,1030547.65,已开票
845,发票-000845,49,921,921,2025-10-10,2025-12-09,240728.45,已开票
846,发票-000846,77,922,922,2025-09-01,2025-10-16,774455.92,已开票
847,发票-000847,24,923,923,2025-08-30,2025-09-29,798560.4,已开票
848,发票-000848,35,924,924,2025-09-11,2025-12-10,340415.01,已开票
849,发票-000849,37,925,925,2025-11-17,2025-12-17,541680.27,已开票
850,发票-000850,53,926,926,2025-10-21,2025-12-20,283357.43,已开票
851,发票-000851,22,927,927,2025-11-14,2026-02-12,937795.28,已开票
852,发票-000852,51,928,928,2025-10-21,2025-12-05,512772.57,已开票
853,发票-000853,78,929,929,2025-10-09,2025-11-23,248107.23,已开票
854,发票-000854,13,930,930,2025-10-30,2026-01-28,180000.85,已开票
855,发票-000855,63,931,931,2025-11-13,2026-01-12,420106.54,已开票
856,发票-000856,39,932,932,2025-09-26,2025-11-10,408423.86,已开票
857,发票-000857,68,933,933,2025-11-17,2026-02-15,214452.89,已开票
858,发票-000858,8,935,935,2025-10-21,2025-12-20,489290.66,已开票
859,发票-000859,54,937,937,2025-11-03,2026-01-02,1115816.05,已开票
860,发票-000860,67,938,938,2025-10-20,2026-01-18,177981.83,已开票
861,发票-000861,76,939,939,2025-11-07,2025-12-22,203035.46,已开票
862,发票-000862,1,941,941,2025-10-02,2025-11-16,138018.57,已开票
863,发票-000863,37,944,944,2025-10-23,2025-11-22,462654.1,已开票
864,发票-000864,34,945,945,2025-11-03,2025-12-03,485262.2,已开票
865,发票-000865,11,946,946,2025-09-18,2025-10-18,1054467.25,已开票
866,发票-000866,34,947,947,2025-09-11,2025-10-11,169889.63,已开票
867,发票-000867,36,948,948,2025-09-20,2025-11-19,824927.92,已开票
868,发票-000868,14,949,949,2025-11-12,2025-12-12,951291.25,已开票
869,发票-000869,38,950,950,2025-10-10,2025-11-24,203958.45,已开票
870,发票-000870,59,951,951,2025-09-17,2025-12-16,1385311.15,已开票
871,发票-000871,11,953,953,2025-11-01,2025-12-01,161236.3,已开票
872,发票-000872,70,954,954,2025-10-02,2025-12-01,197500.91,已开票
873,发票-000873,75,956,956,2025-10-24,2025-12-08,653104.88,已开票
874,发票-000874,29,957,957,2025-09-02,2025-10-17,686358.2,已开票
875,发票-000875,29,958,958,2025-10-09,2025-11-23,181982.74,已开票
876,发票-000876,65,959,959,2025-09-08,2025-10-23,180237.52,已开票
877,发票-000877,28,960,960,2025-10-08,2025-11-07,280518.98,已开票
878,发票-000878,38,961,961,2025-10-26,2025-12-10,415578.22,已开票
879,发票-000879,27,962,962,2025-09-05,2025-10-20,947576.35,已开票
880,发票-000880,29,963,963,2025-11-21,2026-01-05,1574039.9,已开票
881,发票-000881,66,964,964,2025-10-15,2025-11-29,1584052.32,已开票
882,发票-000882,2,965,965,2025-09-15,2025-10-30,631199.76,已开票
883,发票-000883,66,966,966,2025-09-14,2025-10-29,731739.96,已开票
884,发票-000884,80,967,967,2025-09-03,2025-12-02,233891.98,已开票
885,发票-000885,69,968,968,2025-10-08,2025-11-22,307424.52,已开票
886,发票-000886,1,969,969,2025-11-11,2025-12-26,442302.56,已开票
887,发票-000887,26,971,971,2025-11-04,2025-12-19,1047154.16,已开票
888,发票-000888,21,972,972,2025-12-09,2026-01-08,727152.87,已开票
889,发票-000889,27,973,973,2025-11-21,2026-01-05,340443.95,已开票
890,发票-000890,60,974,974,2025-10-16,2025-11-30,904974.8,已开票
891,发票-000891,36,975,975,2025-10-18,2025-12-17,456741.52,已开票
892,发票-000892,3,976,976,2025-11-04,2026-01-03,341030.73,已开票
893,发票-000893,60,978,978,2025-11-08,2025-12-23,543183.33,已开票
894,发票-000894,40,979,979,2025-10-23,2025-12-07,501739.44,已开票
895,发票-000895,38,981,981,2025-11-05,2025-12-20,1351726.48,已开票
896,发票-000896,12,982,982,2025-10-18,2025-12-17,174740.79,已开票
897,发票-000897,74,983,983,2025-12-02,2026-01-31,227051.5,已开票
898,发票-000898,64,984,984,2025-11-18,2026-01-02,773565.99,已开票
899,发票-000899,79,985,985,2025-12-06,2026-03-06,406896.72,已开票
900,发票-000900,41,986,986,2025-09-18,2025-11-17,271275.68,已开票
901,发票-000901,62,988,988,2025-09-17,2025-11-01,240897.35,已开票
902,发票-000902,73,989,989,2025-09-23,2025-11-07,584783.88,已开票
903,发票-000903,73,990,990,2025-09-16,2025-10-31,233662.34,已开票
904,发票-000904,27,991,991,2025-11-14,2025-12-29,373442.78,已开票
905,发票-000905,50,992,992,2025-11-14,2026-01-13,259361.16,已开票
906,发票-000906,62,993,993,2025-10-29,2025-12-13,305507.24,已开票
907,发票-000907,7,994,994,2025-11-01,2026-01-30,1176666.45,已开票
908,发票-000908,40,995,995,2025-11-01,2025-12-16,1453491.04,已开票
909,发票-000909,38,996,996,2025-10-01,2025-11-15,471085.11,已开票
910,发票-000910,1,997,997,2025-11-11,2025-12-26,856555.71,已开票
911,发票-000911,64,998,998,2025-09-22,2025-11-06,254303.95,已开票
912,发票-000912,37,999,999,2025-10-21,2025-11-20,712893.12,已开票
913,发票-000913,76,1000,1000,2025-10-10,2025-11-24,670319.04,已开票
914,发票-000914,61,1001,1001,2025-10-19,2025-12-18,888783.54,已开票
915,发票-000915,62,1002,1002,2025-12-23,2026-02-06,1235412.05,已开票
916,发票-000916,45,1004,1004,2025-10-17,2026-01-15,330719.26,已开票
917,发票-000917,3,1005,1005,2025-11-07,2026-01-06,232825.27,已开票
918,发票-000918,13,1006,1006,2025-12-06,2026-03-06,1314481.75,已开票
919,发票-000919,7,1007,1007,2025-10-29,2026-01-27,1706843.15,已开票
920,发票-000920,4,1008,1008,2025-11-11,2025-12-26,376833.12,已开票
921,发票-000921,73,1009,1009,2025-10-13,2025-11-27,189080.68,已开票
922,发票-000922,2,1010,1010,2025-10-26,2025-12-10,620551.44,已开票
923,发票-000923,38,1011,1011,2025-10-03,2025-11-17,1391489.4,已开票
924,发票-000924,8,1012,1012,2025-10-26,2025-12-25,1499612.9,已开票
925,发票-000925,2,1013,1013,2025-11-26,2026-01-10,1220592.6,已开票
926,发票-000926,48,1014,1014,2025-10-07,2026-01-05,211433.47,已开票
927,发票-000927,12,1015,1015,2025-10-05,2025-12-04,445512.34,已开票
928,发票-000928,64,1016,1016,2025-10-01,2025-11-15,196576.74,已开票
929,发票-000929,7,1017,1017,2025-10-12,2026-01-10,526410.62,已开票
930,发票-000930,65,1018,1018,2025-11-08,2025-12-23,229415.93,已开票
931,发票-000931,36,1019,1019,2025-10-08,2025-12-07,1025873.96,已开票
932,发票-000932,70,1020,1020,2025-12-09,2026-02-07,272848.07,已开票
933,发票-000933,39,1021,1021,2025-12-16,2026-01-30,925693.7,已开票
934,发票-000934,42,1022,1022,2025-12-13,2026-02-11,756150.58,已开票
935,发票-000935,61,1023,1023,2025-12-09,2026-02-07,304826.99,已开票
936,发票-000936,32,1025,1025,2025-10-05,2026-01-03,205251.98,已开票
937,发票-000937,9,1026,1026,2025-11-19,2026-01-03,1170470.55,已开票
938,发票-000938,65,1027,1027,2025-11-28,2026-01-12,451892.82,已开票
939,发票-000939,45,1028,1028,2025-12-26,2026-03-26,329028.16,已开票
940,发票-000940,26,1029,1029,2025-11-11,2025-12-26,711952.84,已开票
941,发票-000941,5,1030,1030,2025-11-11,2026-02-09,165754.8,已开票
942,发票-000942,7,1031,1031,2025-10-24,2026-01-22,1595480.35,已开票
943,发票-000943,32,1032,1032,2025-10-20,2026-01-18,379137.44,已开票
944,发票-000944,74,1034,1034,2025-10-09,2025-12-08,496208.97,已开票
945,发票-000945,2,1035,1035,2025-11-04,2025-12-19,235361.67,已开票
946,发票-000946,15,1036,1036,2025-10-29,2026-01-27,207876.42,已开票
947,发票-000947,1,1037,1037,2025-12-25,2026-02-08,933285.3,已开票
948,发票-000948,74,1038,1038,2025-11-04,2026-01-03,923068.35,已开票
949,发票-000949,58,1039,1039,2025-09-29,2025-11-28,192276.06,已开票
950,发票-000950,10,1040,1040,2025-10-31,2026-01-29,291779.88,已开票
951,发票-000951,2,1041,1041,2025-11-13,2025-12-28,979886.12,已开票
952,发票-000952,51,1042,1042,2025-11-17,2026-01-01,216902.0,已开票
953,发票-000953,48,1043,1043,2025-11-21,2026-02-19,329657.72,已开票
954,发票-000954,61,1045,1045,2025-12-23,2026-02-21,324594.2,已开票
955,发票-000955,69,1046,1046,2025-11-09,2025-12-24,483821.24,已开票
956,发票-000956,53,1047,1047,2025-12-20,2026-02-18,481123.2,已开票
957,发票-000957,36,1048,1048,2025-11-02,2026-01-01,395698.48,已开票
958,发票-000958,66,1049,1049,2025-10-06,2025-11-20,197293.19,已开票
959,发票-000959,65,1050,1050,2025-12-27,2026-02-10,333381.56,已开票
960,发票-000960,44,1051,1051,2025-10-12,2025-11-11,1289275.8,已开票
961,发票-000961,8,1052,1052,2025-10-29,2025-12-28,153880.95,已开票
962,发票-000962,78,1053,1053,2025-12-02,2026-01-16,1227560.5,已开票
963,发票-000963,13,1054,1054,2025-10-29,2026-01-27,155124.18,已开票
964,发票-000964,33,1055,1055,2025-11-04,2026-01-03,314086.9,已开票
965,发票-000965,1,1056,1056,2025-10-04,2025-11-18,177933.3,已开票
966,发票-000966,21,1057,1057,2025-10-29,2025-11-28,463779.92,已开票
967,发票-000967,55,1058,1058,2025-12-11,2026-02-09,210357.04,已开票
968,发票-000968,43,1059,1059,2025-11-20,2025-12-20,464879.22,已开票
969,发票-000969,38,1060,1060,2025-10-24,2025-12-08,288736.44,已开票
970,发票-000970,47,1061,1061,2025-11-01,2025-12-31,571633.41,已开票
971,发票-000971,66,1062,1062,2025-12-18,2026-02-01,280787.38,已开票
972,发票-000972,76,1063,1063,2025-12-30,2026-02-13,167788.21,已开票
973,发票-000973,80,1064,1064,2025-11-05,2026-02-03,161787.08,已开票
974,发票-000974,46,1065,1065,2025-12-02,2026-01-16,174746.74,已开票
975,发票-000975,36,1066,1066,2025-12-25,2026-02-23,542711.7,已开票
976,发票-000976,50,1067,1067,2025-12-17,2026-02-15,477263.28,已开票
977,发票-000977,7,1068,1068,2025-10-23,2026-01-21,317585.68,已开票
978,发票-000978,38,1070,1070,2025-11-24,2026-01-08,584686.4,已开票
979,发票-000979,37,1071,1071,2025-11-15,2025-12-15,237744.09,已开票
980,发票-000980,2,1072,1072,2025-12-15,2026-01-29,259657.43,已开票
981,发票-000981,42,1073,1073,2025-10-31,2025-12-30,930999.36,已开票
982,发票-000982,33,1074,1074,2025-11-13,2026-01-12,240247.75,已开票
983,发票-000983,6,1075,1075,2025-12-03,2026-02-01,251858.03,已开票
984,发票-000984,30,1077,1077,2025-12-25,2026-03-25,221904.8,已开票
985,发票-000985,22,1078,1078,2025-11-25,2026-02-23,255285.27,已开票
986,发票-000986,64,1079,1079,2025-11-04,2025-12-19,112373.59,已开票
987,发票-000987,7,1080,1080,2025-12-21,2026-03-21,500372.66,已开票
988,发票-000988,78,1081,1081,2025-12-15,2026-01-29,272290.52,已开票
989,发票-000989,63,1082,1082,2025-12-28,2026-02-26,425679.7,已开票
990,发票-000990,34,1083,1083,2025-11-04,2025-12-04,884884.45,已开票
991,发票-000991,1,1084,1084,2025-10-25,2025-12-09,161808.08,已开票
992,发票-000992,64,1085,1085,2025-12-09,2026-01-23,364921.8,已开票
993,发票-000993,57,1086,1086,2025-12-15,2026-02-13,968300.5,已开票
994,发票-000994,25,1087,1087,2025-10-16,2025-11-15,737272.96,已开票
995,发票-000995,68,1088,1088,2026-01-26,2026-04-26,341311.34,已开票
996,发票-000996,14,1089,1089,2025-12-31,2026-01-30,963027.8,已开票
997,发票-000997,60,1090,1090,2026-01-03,2026-02-17,449575.56,已开票
998,发票-000998,69,1092,1092,2025-10-20,2025-12-04,347649.66,已开票
999,发票-000999,44,1093,1093,2026-01-11,2026-02-10,238650.66,已开票
1000,发票-001000,54,1094,1094,2025-11-30,2026-01-29,1869627.3,已开票
1001,发票-001001,69,1095,1095,2025-12-22,2026-02-05,204040.94,已开票
1002,发票-001002,19,1096,1096,2026-01-24,2026-04-24,330121.3,已开票
1003,发票-001003,22,1097,1097,2025-11-18,2026-02-16,571498.95,已开票
1004,发票-001004,58,1098,1098,2025-12-04,2026-02-02,407508.76,已开票
1005,发票-001005,79,1099,1099,2025-11-18,2026-02-16,197089.5,已开票
1006,发票-001006,30,1100,1100,2026-01-17,2026-04-17,941865.35,已开票
1007,发票-001007,45,1101,1101,2025-11-02,2026-01-31,1039930.08,已开票
1008,发票-001008,72,1102,1102,2026-01-07,2026-02-06,192101.44,已开票
1009,发票-001009,12,1103,1103,2025-12-15,2026-02-13,155206.81,已开票
1010,发票-001010,67,1105,1105,2025-11-02,2026-01-31,1393474.05,已开票
1011,发票-001011,58,1106,1106,2025-12-08,2026-02-06,476414.66,已开票
1012,发票-001012,61,1108,1108,2025-11-22,2026-01-21,2090445.95,已开票
1013,发票-001013,32,1109,1109,2025-12-04,2026-03-04,230547.83,已开票
1014,发票-001014,79,1110,1110,2025-12-10,2026-03-10,402829.76,已开票
1015,发票-001015,44,1111,1111,2025-12-06,2026-01-05,743628.72,已开票
1016,发票-001016,21,1112,1112,2025-11-16,2025-12-16,204888.47,已开票
1017,发票-001017,14,1113,1113,2025-12-22,2026-01-21,484566.44,已开票
1018,发票-001018,1,1114,1114,2026-01-16,2026-03-02,171806.08,已开票
1019,发票-001019,12,1115,1115,2025-12-05,2026-02-03,829390.71,已开票
1020,发票-001020,74,1116,1116,2026-01-20,2026-03-21,848957.08,已开票
1021,发票-001021,58,1117,1117,2026-01-09,2026-03-10,286235.77,已开票
1022,发票-001022,80,1118,1118,2026-02-03,2026-05-04,1223725.3,已开票
1023,发票-001023,26,1119,1119,2025-12-08,2026-01-22,219201.4,已开票
1024,发票-001024,18,1120,1120,2026-01-19,2026-02-18,369244.0,已开票
1025,发票-001025,80,1121,1121,2026-01-18,2026-04-18,165933.74,已开票
1026,发票-001026,78,1122,1122,2025-11-25,2026-01-09,768735.48,已开票
1027,发票-001027,1,1123,1123,2026-01-17,2026-03-03,157271.15,已开票
1028,发票-001028,13,1124,1124,2025-11-28,2026-02-26,252501.88,已开票
1029,发票-001029,40,1126,1126,2025-12-16,2026-01-30,769032.24,已开票
1030,发票-001030,25,1127,1127,2026-01-24,2026-02-23,211112.51,已开票
1031,发票-001031,27,1128,1128,2025-11-27,2026-01-11,245304.8,已开票
1032,发票-001032,46,1129,1129,2025-12-11,2026-01-25,225621.51,已开票
1033,发票-001033,75,1130,1130,2026-01-25,2026-03-11,797841.5,已开票
1034,发票-001034,71,1131,1131,2025-12-29,2026-03-29,1080814.15,已开票
1035,发票-001035,58,1132,1132,2025-12-17,2026-02-15,701585.64,已开票
1036,发票-001036,31,1133,1133,2026-01-02,2026-04-02,508967.7,已开票
1037,发票-001037,2,1134,1134,2025-12-23,2026-02-06,801858.09,已开票
1038,发票-001038,29,1135,1135,2025-12-25,2026-02-08,212482.89,已开票
1039,发票-001039,34,1136,1136,2025-12-02,2026-01-01,1210134.15,已开票
1040,发票-001040,62,1137,1137,2026-02-16,2026-04-02,372205.34,已开票
1041,发票-001041,47,1138,1138,2025-12-01,2026-01-30,181032.48,已开票
1042,发票-001042,41,1139,1139,2026-02-03,2026-04-04,225622.47,已开票
1043,发票-001043,54,1140,1140,2025-12-10,2026-02-08,514349.82,已开票
1044,发票-001044,50,1141,1141,2026-01-11,2026-03-12,589506.04,已开票
1045,发票-001045,32,1142,1142,2025-11-19,2026-02-17,210296.57,已开票
1046,发票-001046,9,1143,1143,2025-12-10,2026-01-24,962007.65,已开票
1047,发票-001047,34,1144,1144,2026-01-23,2026-02-22,167585.27,已开票
1048,发票-001048,13,1145,1145,2025-12-06,2026-03-06,274113.5,已开票
1049,发票-001049,52,1147,1147,2025-11-11,2026-02-09,312150.34,已开票
1050,发票-001050,52,1148,1148,2025-12-14,2026-03-14,482788.62,已开票
1051,发票-001051,37,1149,1149,2025-12-08,2026-01-07,256960.71,已开票
1052,发票-001052,17,1150,1150,2025-12-19,2026-02-02,1113882.08,已开票
1053,发票-001053,69,1151,1151,2025-11-20,2026-01-04,747865.36,已开票
1054,发票-001054,30,1152,1152,2025-12-23,2026-03-23,187733.85,已开票
1055,发票-001055,41,1153,1153,2026-02-04,2026-04-05,709792.41,已开票
1056,发票-001056,44,1154,1154,2026-02-13,2026-03-15,239399.98,已开票
1057,发票-001057,32,1155,1155,2025-11-16,2026-02-14,435392.7,已开票
1058,发票-001058,71,1156,1156,2026-01-21,2026-04-21,255442.65,已开票
1059,发票-001059,27,1157,1157,2026-01-19,2026-03-05,709640.54,已开票
1060,发票-001060,76,1158,1158,2025-11-24,2026-01-08,308151.88,已开票
1061,发票-001061,63,1159,1159,2025-12-25,2026-02-23,272882.92,已开票
1062,发票-001062,52,1160,1160,2026-01-29,2026-04-29,1062482.84,已开票
1063,发票-001063,44,1161,1161,2025-12-28,2026-01-27,328162.69,已开票
1064,发票-001064,5,1162,1162,2026-01-30,2026-04-30,201650.15,已开票
1065,发票-001065,59,1163,1163,2026-01-19,2026-04-19,678347.32,已开票
1066,发票-001066,61,1164,1164,2026-01-08,2026-03-09,306079.1,已开票
1067,发票-001067,10,1165,1165,2026-01-17,2026-04-17,165324.53,已开票
1068,发票-001068,4,1167,1167,2025-12-23,2026-02-06,543953.49,已开票
1069,发票-001069,41,1168,1168,2025-11-23,2026-01-22,170235.76,已开票
1070,发票-001070,27,1169,1169,2026-01-29,2026-03-15,242128.32,已开票
1071,发票-001071,51,1170,1170,2025-12-10,2026-01-24,274893.39,已开票
1072,发票-001072,59,1171,1171,2025-12-09,2026-03-09,323148.07,已开票
1073,发票-001073,2,1172,1172,2025-12-16,2026-01-30,591836.6,已开票
1074,发票-001074,65,1173,1173,2025-12-08,2026-01-22,574771.24,已开票
1075,发票-001075,61,1174,1174,2026-01-25,2026-03-26,208478.65,已开票
1076,发票-001076,78,1175,1175,2026-01-16,2026-03-02,661562.94,已开票
1077,发票-001077,10,1176,1176,2025-12-01,2026-03-01,1103940.48,已开票
1078,发票-001078,79,1177,1177,2026-01-07,2026-04-07,607470.22,已开票
1079,发票-001079,64,1178,1178,2026-01-14,2026-02-28,922904.4,已开票
1080,发票-001080,6,1180,1180,2026-02-18,2026-04-19,709986.64,已开票
1081,发票-001081,21,1181,1181,2025-12-22,2026-01-21,205517.85,已开票
1082,发票-001082,65,1182,1182,2025-12-30,2026-02-13,430447.86,已开票
1083,发票-001083,27,1183,1183,2026-02-07,2026-03-24,410388.2,已开票
1084,发票-001084,58,1184,1184,2025-12-15,2026-02-13,179604.65,已开票
1085,发票-001085,39,1185,1185,2026-02-01,2026-03-18,228854.66,已开票
1086,发票-001086,11,1186,1186,2026-01-10,2026-02-09,507375.94,已开票
1087,发票-001087,28,1188,1188,2025-12-30,2026-01-29,1121932.72,已开票
1088,发票-001088,59,1189,1189,2026-02-05,2026-05-06,294661.05,已开票
1089,发票-001089,2,1190,1190,2025-12-04,2026-01-18,871021.8,已开票
1090,发票-001090,7,1191,1191,2026-01-02,2026-04-02,309743.89,已开票
1091,发票-001091,50,1192,1192,2025-11-30,2026-01-29,1013706.3,已开票
1092,发票-001092,70,1193,1193,2026-02-21,2026-04-22,763917.76,已开票
1093,发票-001093,40,1194,1194,2025-12-06,2026-01-20,1104961.6,已开票
1094,发票-001094,66,1195,1195,2025-12-16,2026-01-30,146463.72,已开票
1095,发票-001095,73,1197,1197,2025-12-27,2026-02-10,516298.06,已开票
1096,发票-001096,43,1198,1198,2026-01-23,2026-02-22,797459.67,已开票
1097,发票-001097,45,1199,1199,2026-01-28,2026-04-28,515269.6,已开票
1098,发票-001098,37,1200,1200,2026-01-01,2026-01-31,187003.84,已开票
1099,发票-001099,56,1201,1201,2025-12-21,2026-03-21,275103.66,已开票
1100,发票-001100,65,1202,1202,2026-02-28,2026-04-14,311987.14,已开票
1101,发票-001101,75,1203,1203,2026-01-17,2026-03-03,191157.19,已开票
1102,发票-001102,28,1204,1204,2026-02-09,2026-03-11,636189.27,已开票
1103,发票-001103,73,1205,1205,2026-02-28,2026-04-14,679528.0,已开票
1104,发票-001104,54,1206,1206,2026-01-31,2026-04-01,195773.31,已开票
1105,发票-001105,57,1207,1207,2026-01-16,2026-03-17,230247.65,已开票
1106,发票-001106,16,1208,1208,2026-02-21,2026-05-22,284729.56,已开票
1107,发票-001107,24,1209,1209,2025-12-21,2026-01-20,297269.87,已开票
1108,发票-001108,46,1210,1210,2026-02-26,2026-04-12,298379.13,已开票
1109,发票-001109,73,1211,1211,2026-02-15,2026-04-01,192976.36,已开票
1110,发票-001110,1,1212,1212,2025-12-16,2026-01-30,119600.33,已开票
