price_history_id,material_id,month,average_purchase_price,market_reference_price,month_over_month_rate
1129,46,2024-11-01,594.98,578.22,0.0063
1130,46,2024-12-01,615.78,626.56,0.035
1131,46,2025-01-01,616.44,615.52,0.0011
1132,46,2025-02-01,603.53,611.41,-0.021
1133,46,2025-03-01,624.63,627.08,0.035
1134,46,2025-04-01,612.24,627.08,-0.0198
1135,46,2025-05-01,615.52,622.65,0.0054
1136,46,2025-06-01,613.49,604.73,-0.0033
1137,46,2025-07-01,607.17,593.1,-0.0103
1138,46,2025-08-01,608.82,623.57,0.0027
1139,46,2025-09-01,618.39,627.9,0.0157
1140,46,2025-10-01,623.0,626.71,0.0074
1141,46,2025-11-01,612.81,604.18,-0.0164
1142,46,2025-12-01,602.7,602.09,-0.0165
1143,46,2026-01-01,594.32,581.99,-0.0139
1144,46,2026-02-01,584.98,593.91,-0.0157
1145,46,2026-03-01,601.14,606.39,0.0276
1146,46,2026-04-01,592.87,595.21,-0.0138
1147,46,2026-05-01,606.89,595.05,0.0236
1148,46,2026-06-01,618.5,602.7,0.0191
1149,46,2026-07-01,616.99,603.38,-0.0024
1150,46,2026-08-01,624.02,634.93,0.0114
1151,47,2024-08-01,278.41,270.91,0.0123
1152,47,2024-09-01,288.11,288.02,0.0348
1153,47,2024-10-01,291.46,296.22,0.0116
1154,47,2024-11-01,294.82,291.7,0.0115
1155,47,2024-12-01,293.69,300.16,-0.0038
1156,47,2025-01-01,299.9,292.96,0.0212
1157,47,2025-02-01,294.57,288.43,-0.0178
1158,47,2025-03-01,299.17,293.22,0.0156
1159,47,2025-04-01,296.0,288.41,-0.0106
1160,47,2025-05-01,292.75,295.21,-0.011
1161,47,2025-06-01,295.06,294.45,0.0079
1162,47,2025-07-01,288.06,292.69,-0.0237
1163,47,2025-08-01,285.44,280.53,-0.0091
1164,47,2025-09-01,284.12,288.31,-0.0046
1165,47,2025-10-01,288.03,283.86,0.0138
1166,47,2025-11-01,285.26,280.6,-0.0096
1167,47,2025-12-01,286.1,293.16,0.0029
1168,47,2026-01-01,288.49,289.47,0.0084
1169,47,2026-02-01,297.71,294.66,0.032
1170,47,2026-03-01,303.49,298.13,0.0194
1171,47,2026-04-01,313.27,305.2,0.0322
1172,47,2026-05-01,305.92,303.26,-0.0235
1173,47,2026-06-01,311.44,320.77,0.018
1174,47,2026-07-01,308.41,301.42,-0.0097
1175,47,2026-08-01,315.93,319.32,0.0244
1176,48,2024-08-01,234.12,230.42,0.0304
1177,48,2024-09-01,232.76,232.45,-0.0058
1178,48,2024-10-01,240.31,237.34,0.0324
1179,48,2024-11-01,236.6,240.99,-0.0154
1180,48,2024-12-01,241.35,237.1,0.0201
1181,48,2025-01-01,240.43,247.25,-0.0038
1182,48,2025-02-01,236.0,241.38,-0.0184
1183,48,2025-03-01,235.78,233.18,-0.0009
1184,48,2025-04-01,236.79,243.68,0.0043
1185,48,2025-05-01,241.85,246.89,0.0214
1186,48,2025-06-01,247.96,250.26,0.0253
1187,48,2025-07-01,249.61,245.66,0.0067
1188,48,2025-08-01,257.49,258.9,0.0315
1189,48,2025-09-01,256.78,255.81,-0.0027
1190,48,2025-10-01,265.34,269.8,0.0333
1191,48,2025-11-01,262.59,255.83,-0.0103
1192,48,2025-12-01,263.12,258.44,0.002
1193,48,2026-01-01,262.81,257.64,-0.0012
1194,48,2026-02-01,261.06,259.0,-0.0067
1195,48,2026-03-01,268.67,276.52,0.0292
1196,48,2026-04-01,268.97,265.69,0.0011
1197,48,2026-05-01,273.47,270.64,0.0167
1198,48,2026-06-01,266.88,273.76,-0.0241
1199,48,2026-07-01,263.66,270.28,-0.0121
1200,48,2026-08-01,263.22,258.78,-0.0017
1201,49,2024-08-01,26.5,26.09,0.0157
1202,49,2024-09-01,26.05,25.64,-0.017
1203,49,2024-10-01,25.62,24.93,-0.0163
1204,49,2024-11-01,26.09,26.1,0.0182
1205,49,2024-12-01,26.88,27.52,0.0304
1206,49,2025-01-01,27.11,27.58,0.0083
1207,49,2025-02-01,27.97,28.43,0.0317
1208,49,2025-03-01,28.49,28.39,0.0188
1209,49,2025-04-01,28.3,28.67,-0.0067
1210,49,2025-05-01,28.53,29.29,0.0081
1211,49,2025-06-01,28.96,28.82,0.0151
1212,49,2025-07-01,29.25,28.78,0.01
1213,49,2025-08-01,30.26,30.01,0.0344
1214,49,2025-09-01,31.26,32.14,0.0331
1215,49,2025-10-01,32.31,33.07,0.0336
1216,49,2025-11-01,31.94,31.85,-0.0116
1217,49,2025-12-01,31.77,32.69,-0.0052
1218,49,2026-01-01,31.03,30.11,-0.0234
1219,49,2026-02-01,30.75,31.61,-0.0088
1220,49,2026-03-01,31.0,31.0,0.0079
1221,49,2026-04-01,31.74,31.61,0.0239
1222,49,2026-05-01,31.65,30.96,-0.0027
1223,49,2026-06-01,32.49,33.03,0.0263
1224,49,2026-07-01,33.18,33.58,0.0214
1225,49,2026-08-01,32.94,33.09,-0.0073
1226,50,2024-08-01,81.3,81.85,0.0023
1227,50,2024-09-01,82.77,81.15,0.018
1228,50,2024-10-01,82.23,83.13,-0.0065
1229,50,2024-11-01,81.59,82.99,-0.0077
1230,50,2024-12-01,80.02,79.03,-0.0192
1231,50,2025-01-01,81.3,82.85,0.016
1232,50,2025-02-01,82.87,81.94,0.0193
1233,50,2025-03-01,82.34,81.87,-0.0064
1234,50,2025-04-01,82.95,81.11,0.0074
1235,50,2025-05-01,81.21,81.09,-0.0209
1236,50,2025-06-01,79.23,80.05,-0.0245
1237,50,2025-07-01,79.23,81.03,0.0001
1238,50,2025-08-01,77.59,75.88,-0.0207
1239,50,2025-09-01,78.89,79.65,0.0168
1240,50,2025-10-01,78.33,79.89,-0.0072
1241,50,2025-11-01,77.43,77.64,-0.0115
1242,50,2025-12-01,76.47,75.82,-0.0124
1243,50,2026-01-01,77.61,79.02,0.015
1244,50,2026-02-01,79.11,79.84,0.0193
1245,50,2026-03-01,78.8,77.88,-0.004
1246,50,2026-04-01,79.65,80.43,0.0108
1247,50,2026-05-01,80.76,78.64,0.014
1248,50,2026-06-01,82.47,83.27,0.0211
1249,50,2026-07-01,80.98,81.58,-0.0181
1250,50,2026-08-01,81.06,79.85,0.001
1251,51,2024-08-01,4.87,4.91,-0.0018
1252,51,2024-09-01,4.94,4.83,0.0135
1253,51,2024-10-01,4.82,4.89,-0.0248
1254,51,2024-11-01,4.74,4.64,-0.0156
1255,51,2024-12-01,4.85,4.81,0.0222
1256,51,2025-01-01,4.98,4.91,0.0271
1257,51,2025-02-01,5.11,5.0,0.0274
1258,51,2025-03-01,5.03,5.04,-0.017
1259,51,2025-04-01,5.05,5.12,0.0045
1260,51,2025-05-01,5.08,5.03,0.0056
1261,51,2025-06-01,5.23,5.21,0.0294
1262,51,2025-07-01,5.31,5.26,0.016
1263,51,2025-08-01,5.27,5.26,-0.0081
1264,51,2025-09-01,5.28,5.3,0.0021
1265,51,2025-10-01,5.46,5.56,0.0335
1266,51,2025-11-01,5.4,5.49,-0.0098
1267,51,2025-12-01,5.46,5.35,0.0109
1268,51,2026-01-01,5.58,5.58,0.022
1269,51,2026-02-01,5.55,5.45,-0.0059
1270,51,2026-03-01,5.47,5.31,-0.0132
1271,51,2026-04-01,5.56,5.59,0.0149
1272,51,2026-05-01,5.63,5.71,0.0141
1273,51,2026-06-01,5.55,5.48,-0.0157
1274,51,2026-07-01,5.54,5.49,-0.0015
1275,51,2026-08-01,5.73,5.65,0.0343
1276,52,2024-08-01,18.1,17.61,-0.0151
1277,52,2024-09-01,18.42,18.14,0.0173
1278,52,2024-10-01,17.98,18.3,-0.0237
1279,52,2024-11-01,17.57,17.83,-0.0229
1280,52,2024-12-01,17.78,17.52,0.0122
1281,52,2025-01-01,17.54,17.04,-0.0139
1282,52,2025-02-01,17.77,17.24,0.0133
1283,52,2025-03-01,18.13,18.09,0.0203
1284,52,2025-04-01,18.43,17.95,0.0164
1285,52,2025-05-01,18.91,18.91,0.0263
1286,52,2025-06-01,19.4,19.4,0.026
1287,52,2025-07-01,19.26,19.67,-0.0074
1288,52,2025-08-01,18.81,18.48,-0.0233
1289,52,2025-09-01,18.69,18.95,-0.0064
1290,52,2025-10-01,18.93,19.2,0.0128
1291,52,2025-11-01,19.31,19.15,0.0202
1292,52,2025-12-01,19.79,20.35,0.0245
1293,52,2026-01-01,19.51,20.06,-0.014
1294,52,2026-02-01,19.94,19.44,0.022
1295,52,2026-03-01,20.2,20.25,0.0133
1296,52,2026-04-01,20.17,20.17,-0.0015
1297,52,2026-05-01,20.07,19.59,-0.0052
1298,52,2026-06-01,20.57,20.75,0.0251
1299,52,2026-07-01,21.0,20.81,0.021
1300,52,2026-08-01,20.96,21.38,-0.0022
1301,53,2024-08-01,461.51,462.94,-0.0141
1302,53,2024-09-01,474.94,462.72,0.0291
1303,53,2024-10-01,481.0,488.6,0.0128
1304,53,2024-11-01,485.51,490.06,0.0094
1305,53,2024-12-01,497.69,488.55,0.0251
1306,53,2025-01-01,493.3,492.66,-0.0088
1307,53,2025-02-01,482.77,493.48,-0.0214
1308,53,2025-03-01,473.5,478.1,-0.0192
1309,53,2025-04-01,467.84,461.12,-0.012
1310,53,2025-05-01,475.26,489.02,0.0159
1311,53,2025-06-01,481.92,468.95,0.014
1312,53,2025-07-01,498.33,502.84,0.0341
1313,53,2025-08-01,514.27,517.43,0.032
1314,53,2025-09-01,504.4,512.99,-0.0192
1315,53,2025-10-01,502.54,487.9,-0.0037
1316,53,2025-11-01,492.33,485.61,-0.0203
1317,53,2025-12-01,494.46,503.98,0.0043
1318,53,2026-01-01,492.01,490.77,-0.005
1319,53,2026-02-01,505.15,501.72,0.0267
1320,53,2026-03-01,511.62,522.05,0.0128
1321,53,2026-04-01,523.12,520.32,0.0225
1322,53,2026-05-01,520.82,527.23,-0.0044
1323,53,2026-06-01,508.01,499.31,-0.0246
1324,53,2026-07-01,521.91,531.01,0.0274
1325,53,2026-08-01,533.4,533.19,0.022
1326,54,2024-08-01,659.56,658.91,-0.0005
1327,54,2024-09-01,661.75,643.15,0.0033
1328,54,2024-10-01,676.39,692.15,0.0221
1329,54,2024-11-01,660.69,674.1,-0.0232
1330,54,2024-12-01,668.61,667.58,0.012
1331,54,2025-01-01,674.56,686.14,0.0089
1332,54,2025-02-01,666.18,678.13,-0.0124
1333,54,2025-03-01,662.31,659.54,-0.0058
1334,54,2025-04-01,680.31,684.01,0.0272
1335,54,2025-05-01,701.83,687.59,0.0316
1336,54,2025-06-01,703.12,718.74,0.0018
1337,54,2025-07-01,710.74,712.73,0.0108
1338,54,2025-08-01,699.64,696.74,-0.0156
1339,54,2025-09-01,724.12,706.41,0.035
1340,54,2025-10-01,723.73,724.7,-0.0005
1341,54,2025-11-01,746.64,732.21,0.0316
1342,54,2025-12-01,769.37,754.46,0.0304
1343,54,2026-01-01,754.42,748.1,-0.0194
1344,54,2026-02-01,736.81,758.83,-0.0233
1345,54,2026-03-01,750.65,761.64,0.0188
1346,54,2026-04-01,743.93,744.48,-0.0089
1347,54,2026-05-01,762.1,772.99,0.0244
1348,54,2026-06-01,768.73,768.5,0.0087
1349,54,2026-07-01,789.18,789.59,0.0266
1350,54,2026-08-01,772.87,771.83,-0.0207
1351,55,2024-08-01,655.52,663.74,-0.0203
1352,55,2024-09-01,660.95,675.47,0.0083
1353,55,2024-10-01,675.41,661.77,0.0219
1354,55,2024-11-01,667.76,669.58,-0.0113
1355,55,2024-12-01,662.93,655.19,-0.0072
1356,55,2025-01-01,670.22,669.39,0.011
1357,55,2025-02-01,676.86,688.58,0.0099
1358,55,2025-03-01,695.53,680.57,0.0276
1359,55,2025-04-01,706.88,685.93,0.0163
1360,55,2025-05-01,721.81,718.4,0.0211
1361,55,2025-06-01,712.56,704.0,-0.0128
1362,55,2025-07-01,736.22,717.43,0.0332
1363,55,2025-08-01,736.95,755.86,0.001
1364,55,2025-09-01,741.01,748.44,0.0055
1365,55,2025-10-01,751.6,757.61,0.0143
1366,55,2025-11-01,751.96,766.65,0.0005
1367,55,2025-12-01,762.22,767.15,0.0136
1368,55,2026-01-01,764.38,754.85,0.0028
1369,55,2026-02-01,775.91,796.62,0.0151
1370,55,2026-03-01,775.86,761.68,-0.0001
1371,55,2026-04-01,794.57,792.19,0.0241
1372,55,2026-05-01,798.24,791.29,0.0046
1373,55,2026-06-01,806.36,813.61,0.0102
1374,55,2026-07-01,791.74,803.0,-0.0181
1375,55,2026-08-01,785.43,797.85,-0.008
1376,56,2024-08-01,1168.64,1179.95,0.0259
1377,56,2024-09-01,1197.78,1172.28,0.0249
1378,56,2024-10-01,1178.62,1179.31,-0.016
1379,56,2024-11-01,1216.42,1204.43,0.0321
1380,56,2024-12-01,1194.88,1170.38,-0.0177
1381,56,2025-01-01,1215.78,1234.79,0.0175
1382,56,2025-02-01,1230.27,1215.16,0.0119
1383,56,2025-03-01,1204.8,1180.88,-0.0207
1384,56,2025-04-01,1203.33,1237.78,-0.0012
1385,56,2025-05-01,1220.34,1245.93,0.0141
1386,56,2025-06-01,1246.31,1253.04,0.0213
1387,56,2025-07-01,1276.62,1279.12,0.0243
1388,56,2025-08-01,1269.81,1234.17,-0.0053
1389,56,2025-09-01,1244.55,1272.14,-0.0199
1390,56,2025-10-01,1242.45,1228.7,-0.0017
1391,56,2025-11-01,1228.17,1241.77,-0.0115
1392,56,2025-12-01,1230.35,1203.14,0.0018
1393,56,2026-01-01,1261.2,1268.81,0.0251
1394,56,2026-02-01,1304.72,1341.57,0.0345
1395,56,2026-03-01,1344.0,1358.53,0.0301
1396,56,2026-04-01,1315.51,1300.51,-0.0212
1397,56,2026-05-01,1305.56,1331.81,-0.0076
1398,56,2026-06-01,1298.24,1262.84,-0.0056
1399,56,2026-07-01,1323.65,1335.89,0.0196
1400,56,2026-08-01,1305.14,1327.56,-0.014
1401,57,2024-08-01,28.85,29.36,-0.0226
1402,57,2024-09-01,28.51,28.02,-0.0121
1403,57,2024-10-01,28.51,28.97,0.0003
1404,57,2024-11-01,28.36,28.71,-0.0053
1405,57,2024-12-01,28.02,28.67,-0.0122
1406,57,2025-01-01,27.37,27.65,-0.0231
1407,57,2025-02-01,27.51,28.25,0.0053
1408,57,2025-03-01,27.45,26.85,-0.0024
1409,57,2025-04-01,27.06,27.21,-0.0142
1410,57,2025-05-01,26.87,27.1,-0.0071
1411,57,2025-06-01,27.48,27.42,0.0228
1412,57,2025-07-01,27.54,27.63,0.0022
1413,57,2025-08-01,28.16,27.56,0.0224
1414,57,2025-09-01,28.92,28.4,0.0272
1415,57,2025-10-01,29.42,29.45,0.0172
1416,57,2025-11-01,30.39,30.9,0.0329
1417,57,2025-12-01,31.05,31.34,0.0218
1418,57,2026-01-01,30.42,31.24,-0.0202
1419,57,2026-02-01,30.63,30.38,0.0067
1420,57,2026-03-01,30.53,30.95,-0.0032
1421,57,2026-04-01,30.96,31.58,0.0139
1422,57,2026-05-01,30.98,31.83,0.0009
1423,57,2026-06-01,31.65,31.19,0.0215
1424,57,2026-07-01,32.49,32.83,0.0264
1425,57,2026-08-01,32.94,33.6,0.0139
1426,58,2024-08-01,105.66,108.38,0.0063
1427,58,2024-09-01,105.04,108.12,-0.0058
1428,58,2024-10-01,103.01,99.95,-0.0194
1429,58,2024-11-01,101.68,104.51,-0.0129
1430,58,2024-12-01,100.17,97.51,-0.0149
1431,58,2025-01-01,99.22,98.49,-0.0095
1432,58,2025-02-01,98.56,96.44,-0.0066
1433,58,2025-03-01,101.9,101.04,0.0339
1434,58,2025-04-01,99.98,97.58,-0.0189
1435,58,2025-05-01,97.6,95.03,-0.0238
1436,58,2025-06-01,98.7,98.86,0.0113
1437,58,2025-07-01,96.86,99.2,-0.0186
1438,58,2025-08-01,97.39,95.35,0.0054
1439,58,2025-09-01,99.83,100.69,0.0251
1440,58,2025-10-01,100.57,100.44,0.0074
1441,58,2025-11-01,101.09,101.99,0.0052
1442,58,2025-12-01,98.85,97.38,-0.0222
1443,58,2026-01-01,99.36,102.18,0.0052
1444,58,2026-02-01,98.16,97.47,-0.0121
1445,58,2026-03-01,100.37,102.44,0.0225
1446,58,2026-04-01,100.98,102.6,0.0061
1447,58,2026-05-01,99.17,96.29,-0.0179
1448,58,2026-06-01,96.75,94.3,-0.0243
1449,58,2026-07-01,95.75,94.23,-0.0104
1450,58,2026-08-01,93.86,95.73,-0.0197
1451,59,2024-08-01,9.0,8.95,0.017
1452,59,2024-09-01,8.8,8.56,-0.0222
1453,59,2024-10-01,8.93,8.85,0.0146
1454,59,2024-11-01,9.05,8.9,0.0136
1455,59,2024-12-01,8.92,8.86,-0.0149
1456,59,2025-01-01,9.05,8.89,0.0149
1457,59,2025-02-01,9.33,9.14,0.0312
1458,59,2025-03-01,9.28,9.18,-0.0057
1459,59,2025-04-01,9.29,9.14,0.0012
1460,59,2025-05-01,9.08,8.85,-0.0229
1461,59,2025-06-01,9.22,9.41,0.0153
1462,59,2025-07-01,9.43,9.48,0.0233
1463,59,2025-08-01,9.66,9.7,0.0239
1464,59,2025-09-01,9.6,9.52,-0.0054
1465,59,2025-10-01,9.78,9.49,0.0189
1466,59,2025-11-01,10.01,10.29,0.0231
1467,59,2025-12-01,10.25,9.99,0.0243
1468,59,2026-01-01,10.36,10.11,0.0108
1469,59,2026-02-01,10.29,10.55,-0.007
1470,59,2026-03-01,10.28,10.11,-0.0007
1471,59,2026-04-01,10.6,10.58,0.0306
1472,59,2026-05-01,10.54,10.61,-0.0057
1473,59,2026-06-01,10.81,10.82,0.0255
1474,59,2026-07-01,10.73,10.89,-0.0068
1475,59,2026-08-01,10.91,10.67,0.0164
1476,60,2024-08-01,21.98,21.55,-0.0135
1477,60,2024-09-01,22.45,22.26,0.0216
1478,60,2024-10-01,22.21,22.67,-0.0108
1479,60,2024-11-01,21.69,21.61,-0.0234
1480,60,2024-12-01,21.43,21.0,-0.0121
1481,60,2025-01-01,21.71,21.34,0.013
1482,60,2025-02-01,22.45,22.91,0.0339
1483,60,2025-03-01,22.46,21.82,0.0006
1484,60,2025-04-01,23.1,23.55,0.0285
1485,60,2025-05-01,23.63,23.17,0.023
1486,60,2025-06-01,23.28,23.5,-0.0148
1487,60,2025-07-01,22.97,23.51,-0.0132
1488,60,2025-08-01,23.29,23.48,0.0138
1489,60,2025-09-01,23.79,23.25,0.0214
1490,60,2025-10-01,23.27,22.63,-0.0217
1491,60,2025-11-01,23.79,23.61,0.022
1492,60,2025-12-01,23.32,23.33,-0.0195
1493,60,2026-01-01,23.51,23.64,0.0079
1494,60,2026-02-01,22.92,23.27,-0.0249
1495,60,2026-03-01,23.3,23.13,0.0165
1496,60,2026-04-01,23.01,23.39,-0.0123
1497,60,2026-05-01,23.15,22.78,0.0062
1498,60,2026-06-01,22.73,23.21,-0.0185
1499,60,2026-07-01,22.33,21.72,-0.0176
1500,60,2026-08-01,22.52,22.82,0.0085
1501,61,2024-08-01,455.65,468.06,-0.0081
1502,61,2024-09-01,454.74,459.26,-0.002
1503,61,2024-10-01,462.97,464.02,0.0181
1504,61,2024-11-01,472.6,472.04,0.0208
1505,61,2024-12-01,475.96,474.22,0.0071
1506,61,2025-01-01,473.25,481.39,-0.0057
1507,61,2025-02-01,476.32,474.84,0.0065
1508,61,2025-03-01,480.24,486.31,0.0082
1509,61,2025-04-01,470.31,467.47,-0.0207
1510,61,2025-05-01,474.54,482.91,0.009
1511,61,2025-06-01,479.84,471.48,0.0112
1512,61,2025-07-01,481.95,468.47,0.0044
1513,61,2025-08-01,489.85,493.78,0.0164
1514,61,2025-09-01,506.34,493.87,0.0337
1515,61,2025-10-01,496.1,491.69,-0.0202
1516,61,2025-11-01,513.38,518.02,0.0348
1517,61,2025-12-01,530.32,518.42,0.033
1518,61,2026-01-01,533.79,545.32,0.0065
1519,61,2026-02-01,531.23,529.78,-0.0048
1520,61,2026-03-01,529.1,522.14,-0.004
1521,61,2026-04-01,541.22,539.03,0.0229
1522,61,2026-05-01,550.39,556.74,0.0169
1523,61,2026-06-01,566.73,558.74,0.0297
1524,61,2026-07-01,555.16,561.18,-0.0204
1525,61,2026-08-01,553.29,542.66,-0.0034
1526,62,2024-08-01,240.64,242.14,-0.0041
1527,62,2024-09-01,242.65,245.45,0.0083
1528,62,2024-10-01,245.07,249.17,0.01
1529,62,2024-11-01,241.05,239.79,-0.0164
1530,62,2024-12-01,240.77,244.99,-0.0011
1531,62,2025-01-01,244.95,245.59,0.0173
1532,62,2025-02-01,248.74,251.31,0.0155
1533,62,2025-03-01,256.74,258.69,0.0322
1534,62,2025-04-01,252.69,250.89,-0.0158
1535,62,2025-05-01,254.76,257.56,0.0082
1536,62,2025-06-01,261.52,262.62,0.0265
1537,62,2025-07-01,264.37,264.05,0.0109
1538,62,2025-08-01,260.75,256.21,-0.0137
1539,62,2025-09-01,266.35,267.61,0.0215
1540,62,2025-10-01,262.63,266.56,-0.014
1541,62,2025-11-01,266.69,267.77,0.0155
1542,62,2025-12-01,274.66,273.49,0.0299
1543,62,2026-01-01,268.19,263.43,-0.0236
1544,62,2026-02-01,270.68,265.99,0.0093
1545,62,2026-03-01,269.6,265.33,-0.004
1546,62,2026-04-01,274.61,274.55,0.0186
1547,62,2026-05-01,282.15,289.92,0.0274
1548,62,2026-06-01,280.49,286.38,-0.0059
1549,62,2026-07-01,288.36,286.05,0.0281
1550,62,2026-08-01,284.6,289.93,-0.013
1551,63,2024-08-01,2734.94,2667.01,0.0324
1552,63,2024-09-01,2713.73,2772.86,-0.0078
1553,63,2024-10-01,2760.28,2698.12,0.0172
1554,63,2024-11-01,2848.25,2868.31,0.0319
1555,63,2024-12-01,2889.42,2821.89,0.0145
1556,63,2025-01-01,2946.55,3006.18,0.0198
1557,63,2025-02-01,3001.18,3087.96,0.0185
1558,63,2025-03-01,2993.58,2973.94,-0.0025
1559,63,2025-04-01,3025.43,3004.49,0.0106
1560,63,2025-05-01,3129.54,3191.12,0.0344
1561,63,2025-06-01,3083.62,3078.62,-0.0147
1562,63,2025-07-01,3046.16,2967.93,-0.0121
1563,63,2025-08-01,3027.4,2952.61,-0.0062
1564,63,2025-09-01,2992.54,3017.53,-0.0115
1565,63,2025-10-01,3069.57,2981.79,0.0257
1566,63,2025-11-01,3002.65,2932.16,-0.0218
1567,63,2025-12-01,2978.12,2891.75,-0.0082
1568,63,2026-01-01,2908.66,2894.04,-0.0233
1569,63,2026-02-01,2952.34,2925.31,0.015
1570,63,2026-03-01,2927.68,2941.5,-0.0084
1571,63,2026-04-01,2965.0,2893.53,0.0127
1572,63,2026-05-01,2970.93,2991.34,0.002
1573,63,2026-06-01,3072.04,3130.3,0.034
1574,63,2026-07-01,3039.66,3038.06,-0.0105
1575,63,2026-08-01,3139.77,3068.39,0.0329
1576,64,2024-08-01,255.12,262.57,-0.0096
1577,64,2024-09-01,258.06,256.33,0.0115
1578,64,2024-10-01,255.73,248.71,-0.009
1579,64,2024-11-01,252.27,248.47,-0.0135
1580,64,2024-12-01,247.87,244.65,-0.0175
1581,64,2025-01-01,249.87,250.0,0.0081
1582,64,2025-02-01,255.39,262.38,0.0221
1583,64,2025-03-01,261.06,258.67,0.0222
1584,64,2025-04-01,256.97,257.24,-0.0157
1585,64,2025-05-01,250.71,255.55,-0.0244
1586,64,2025-06-01,250.57,248.19,-0.0005
1587,64,2025-07-01,250.96,253.21,0.0016
1588,64,2025-08-01,255.95,258.3,0.0199
1589,64,2025-09-01,261.17,266.05,0.0204
1590,64,2025-10-01,264.3,267.45,0.012
1591,64,2025-11-01,261.41,265.75,-0.0109
1592,64,2025-12-01,259.01,262.05,-0.0092
1593,64,2026-01-01,267.5,262.39,0.0328
1594,64,2026-02-01,271.4,267.95,0.0146
1595,64,2026-03-01,275.94,270.29,0.0167
1596,64,2026-04-01,271.45,278.46,-0.0163
1597,64,2026-05-01,274.02,268.16,0.0095
1598,64,2026-06-01,279.13,278.93,0.0186
1599,64,2026-07-01,277.3,277.97,-0.0065
1600,64,2026-08-01,280.1,273.66,0.0101
1601,65,2024-08-01,15.4,15.83,0.0093
1602,65,2024-09-01,15.07,14.92,-0.0218
1603,65,2024-10-01,14.74,15.11,-0.022
1604,65,2024-11-01,15.13,14.68,0.0265
1605,65,2024-12-01,15.41,15.5,0.0187
1606,65,2025-01-01,15.7,15.36,0.019
1607,65,2025-02-01,15.37,15.55,-0.0215
1608,65,2025-03-01,15.47,15.76,0.007
1609,65,2025-04-01,15.19,15.48,-0.0182
1610,65,2025-05-01,15.1,15.18,-0.0061
1611,65,2025-06-01,15.39,15.53,0.0192
1612,65,2025-07-01,15.87,15.55,0.0312
1613,65,2025-08-01,15.62,16.0,-0.0155
1614,65,2025-09-01,15.24,15.44,-0.0244
1615,65,2025-10-01,15.19,14.77,-0.0035
1616,65,2025-11-01,15.35,15.35,0.0104
1617,65,2025-12-01,15.74,15.91,0.0258
1618,65,2026-01-01,15.97,16.06,0.0147
1619,65,2026-02-01,15.81,15.96,-0.01
1620,65,2026-03-01,16.0,15.83,0.012
1621,65,2026-04-01,15.61,15.46,-0.0249
1622,65,2026-05-01,15.3,14.86,-0.0195
1623,65,2026-06-01,15.54,15.36,0.0154
1624,65,2026-07-01,15.53,15.51,-0.0004
1625,65,2026-08-01,15.91,15.58,0.0247
1626,66,2024-08-01,103.94,103.15,0.0249
1627,66,2024-09-01,103.22,104.77,-0.007
1628,66,2024-10-01,105.27,105.34,0.0199
1629,66,2024-11-01,103.82,101.38,-0.0138
1630,66,2024-12-01,103.23,104.79,-0.0057
1631,66,2025-01-01,102.94,104.64,-0.0028
1632,66,2025-02-01,100.97,101.57,-0.0191
1633,66,2025-03-01,104.33,104.64,0.0332
1634,66,2025-04-01,102.28,104.65,-0.0197
1635,66,2025-05-01,100.28,100.8,-0.0196
1636,66,2025-06-01,101.13,99.75,0.0085
1637,66,2025-07-01,101.83,99.55,0.0068
1638,66,2025-08-01,103.52,102.09,0.0167
1639,66,2025-09-01,101.48,104.13,-0.0197
1640,66,2025-10-01,102.04,103.96,0.0055
1641,66,2025-11-01,104.44,105.76,0.0236
1642,66,2025-12-01,106.35,103.4,0.0182
1643,66,2026-01-01,109.78,108.91,0.0323
1644,66,2026-02-01,110.03,110.06,0.0022
1645,66,2026-03-01,113.36,111.65,0.0303
1646,66,2026-04-01,112.57,109.91,-0.007
1647,66,2026-05-01,111.94,114.86,-0.0056
1648,66,2026-06-01,115.17,117.1,0.0288
1649,66,2026-07-01,112.7,110.13,-0.0214
1650,66,2026-08-01,113.55,111.83,0.0075
1651,67,2024-08-01,11.12,10.8,0.0341
1652,67,2024-09-01,11.1,10.98,-0.0019
1653,67,2024-10-01,11.31,11.5,0.0194
1654,67,2024-11-01,11.59,11.9,0.0249
1655,67,2024-12-01,11.67,11.88,0.0065
1656,67,2025-01-01,11.85,11.66,0.0158
1657,67,2025-02-01,11.59,11.81,-0.0223
1658,67,2025-03-01,11.67,11.8,0.0069
1659,67,2025-04-01,12.02,11.94,0.0303
1660,67,2025-05-01,12.22,12.24,0.0162
1661,67,2025-06-01,12.28,12.25,0.0053
1662,67,2025-07-01,12.59,12.86,0.025
1663,67,2025-08-01,12.87,12.89,0.0226
1664,67,2025-09-01,12.68,12.95,-0.0153
1665,67,2025-10-01,12.45,12.09,-0.0176
1666,67,2025-11-01,12.58,12.92,0.01
1667,67,2025-12-01,12.82,13.03,0.0188
1668,67,2026-01-01,12.68,12.86,-0.0107
1669,67,2026-02-01,12.47,12.8,-0.0162
1670,67,2026-03-01,12.45,12.33,-0.0015
1671,67,2026-04-01,12.26,12.58,-0.0153
1672,67,2026-05-01,12.51,12.63,0.0205
1673,67,2026-06-01,12.35,12.11,-0.013
1674,67,2026-07-01,12.08,12.07,-0.0222
1675,67,2026-08-01,12.34,12.49,0.0215
