order_cost_detail_id,order_cost_snapshot_id,cost_component,amount,calculation_basis
5047,1010,人工,92507.44,标准费率
5048,1010,外协,29034.0,标准费率
5049,1010,制造费用,72681.12,标准费率
5050,1010,包装物流,6736.24,标准费率
5051,1011,材料,549839.95,BOM与当前价格
5052,1011,人工,162130.75,标准费率
5053,1011,外协,118438.05,标准费率
5054,1011,制造费用,136436.15,标准费率
5055,1011,包装物流,16706.95,标准费率
5056,1012,材料,710086.9,BOM与当前价格
5057,1012,人工,37681.2,标准费率
5058,1012,外协,140791.95,标准费率
5059,1012,制造费用,131595.75,标准费率
5060,1012,包装物流,21271.95,标准费率
5061,1013,材料,537577.8,BOM与当前价格
5062,1013,人工,64926.35,标准费率
5063,1013,外协,93084.75,标准费率
5064,1013,制造费用,100790.85,标准费率
5065,1013,包装物流,15766.55,标准费率
5066,1014,材料,79789.0,BOM与当前价格
5067,1014,人工,32686.21,标准费率
5068,1014,外协,11430.09,标准费率
5069,1014,制造费用,18313.2,标准费率
5070,1014,包装物流,2280.48,标准费率
5071,1015,材料,106429.66,BOM与当前价格
5072,1015,人工,75061.82,标准费率
5073,1015,外协,64799.4,标准费率
5074,1015,制造费用,48420.78,标准费率
5075,1015,包装物流,4280.72,标准费率
5076,1016,材料,78106.98,BOM与当前价格
5077,1016,人工,13042.4,标准费率
5078,1016,外协,26694.36,标准费率
5079,1016,制造费用,22696.7,标准费率
5080,1016,包装物流,2620.03,标准费率
5081,1017,材料,243272.04,BOM与当前价格
5082,1017,人工,43675.4,标准费率
5083,1017,外协,61660.16,标准费率
5084,1017,制造费用,62609.92,标准费率
5085,1017,包装物流,7623.3,标准费率
5086,1018,材料,110965.93,BOM与当前价格
5087,1018,人工,24298.52,标准费率
5088,1018,外协,17898.39,标准费率
5089,1018,制造费用,29024.36,标准费率
5090,1018,包装物流,3221.61,标准费率
5091,1019,材料,443863.72,BOM与当前价格
5092,1019,人工,97194.08,标准费率
5093,1019,外协,71593.56,标准费率
5094,1019,制造费用,116097.44,标准费率
5095,1019,包装物流,12886.44,标准费率
5096,1020,材料,121636.02,BOM与当前价格
5097,1020,人工,21837.7,标准费率
5098,1020,外协,30830.08,标准费率
5099,1020,制造费用,31304.96,标准费率
5100,1020,包装物流,3811.65,标准费率
5101,1021,材料,266074.15,BOM与当前价格
5102,1021,人工,187654.55,标准费率
5103,1021,外协,161998.5,标准费率
5104,1021,制造费用,121051.95,标准费率
5105,1021,包装物流,10701.8,标准费率
5106,1022,材料,398831.04,BOM与当前价格
5107,1022,人工,40069.82,标准费率
5108,1022,外协,56687.82,标准费率
5109,1022,制造费用,78897.72,标准费率
5110,1022,包装物流,11387.98,标准费率
5111,1023,材料,159715.01,BOM与当前价格
5112,1023,人工,15627.64,标准费率
5113,1023,外协,17365.19,标准费率
5114,1023,制造费用,36267.61,标准费率
5115,1023,包装物流,4427.0,标准费率
5116,1024,材料,568069.52,BOM与当前价格
5117,1024,人工,30144.96,标准费率
5118,1024,外协,112633.56,标准费率
5119,1024,制造费用,105276.6,标准费率
5120,1024,包装物流,17017.56,标准费率
5121,1025,材料,79789.0,BOM与当前价格
5122,1025,人工,32686.21,标准费率
5123,1025,外协,11430.09,标准费率
5124,1025,制造费用,18313.2,标准费率
5125,1025,包装物流,2280.48,标准费率
5126,1026,材料,523271.35,BOM与当前价格
5127,1026,人工,58165.75,标准费率
5128,1026,外协,117218.55,标准费率
5129,1026,制造费用,129251.3,标准费率
5130,1026,包装物流,16012.25,标准费率
5131,1027,材料,180312.24,BOM与当前价格
5132,1027,人工,69380.58,标准费率
5133,1027,外协,21775.5,标准费率
5134,1027,制造费用,54510.84,标准费率
5135,1027,包装物流,5052.18,标准费率
5136,1028,材料,183449.92,BOM与当前价格
5137,1028,人工,32420.38,标准费率
5138,1028,外协,7733.3,标准费率
5139,1028,制造费用,40338.08,标准费率
5140,1028,包装物流,4779.58,标准费率
5141,1029,材料,319156.0,BOM与当前价格
5142,1029,人工,130744.84,标准费率
5143,1029,外协,45720.36,标准费率
5144,1029,制造费用,73252.8,标准费率
5145,1029,包装物流,9121.92,标准费率
5146,1030,材料,47414.67,BOM与当前价格
5147,1030,人工,35988.8,标准费率
5148,1030,外协,10155.51,标准费率
5149,1030,制造费用,18599.52,标准费率
5150,1030,包装物流,1439.25,标准费率
5151,1031,材料,765691.85,BOM与当前价格
5152,1031,人工,107445.85,标准费率
5153,1031,外协,42186.9,标准费率
5154,1031,制造费用,119907.5,标准费率
5155,1031,包装物流,20196.95,标准费率
5156,1032,材料,127008.06,BOM与当前价格
5157,1032,人工,52879.6,标准费率
5158,1032,外协,36777.62,标准费率
5159,1032,制造费用,30181.48,标准费率
5160,1032,包装物流,4094.64,标准费率
5161,1033,材料,398831.04,BOM与当前价格
5162,1033,人工,40069.82,标准费率
5163,1033,外协,56687.82,标准费率
5164,1033,制造费用,78897.72,标准费率
5165,1033,包装物流,11387.98,标准费率
5166,1034,材料,190512.09,BOM与当前价格
5167,1034,人工,79319.4,标准费率
5168,1034,外协,55166.43,标准费率
5169,1034,制造费用,45272.22,标准费率
5170,1034,包装物流,6141.96,标准费率
5171,1035,材料,121051.43,BOM与当前价格
5172,1035,人工,33999.86,标准费率
5173,1035,外协,7534.95,标准费率
5174,1035,制造费用,23883.92,标准费率
5175,1035,包装物流,3214.66,标准费率
5176,1036,材料,71340.64,BOM与当前价格
5177,1036,人工,36366.85,标准费率
5178,1036,外协,29778.64,标准费率
5179,1036,制造费用,25269.95,标准费率
5180,1036,包装物流,2527.98,标准费率
5181,1037,材料,416342.15,BOM与当前价格
5182,1037,人工,119244.65,标准费率
5183,1037,外协,32153.75,标准费率
5184,1037,制造费用,118714.55,标准费率
5185,1037,包装物流,11212.4,标准费率
5186,1038,材料,426052.14,BOM与当前价格
5187,1038,人工,22608.72,标准费率
5188,1038,外协,84475.17,标准费率
5189,1038,制造费用,78957.45,标准费率
5190,1038,包装物流,12763.17,标准费率
5191,1039,材料,72204.91,BOM与当前价格
5192,1039,人工,37477.63,标准费率
5193,1039,外协,11448.11,标准费率
5194,1039,制造费用,23499.35,标准费率
5195,1039,包装物流,2091.33,标准费率
5196,1040,材料,94829.34,BOM与当前价格
5197,1040,人工,71977.6,标准费率
5198,1040,外协,20311.02,标准费率
5199,1040,制造费用,37199.04,标准费率
5200,1040,包装物流,2878.5,标准费率
5201,1041,材料,464646.8,BOM与当前价格
5202,1041,人工,57396.2,标准费率
5203,1041,外协,77864.12,标准费率
5204,1041,制造费用,73128.68,标准费率
5205,1041,包装物流,13562.76,标准费率
5206,1042,材料,107515.56,BOM与当前价格
5207,1042,人工,12985.27,标准费率
5208,1042,外协,18616.95,标准费率
5209,1042,制造费用,20158.17,标准费率
5210,1042,包装物流,3153.31,标准费率
5211,1043,材料,183449.92,BOM与当前价格
5212,1043,人工,32420.38,标准费率
5213,1043,外协,7733.3,标准费率
5214,1043,制造费用,40338.08,标准费率
5215,1043,包装物流,4779.58,标准费率
5216,1044,材料,334230.54,BOM与当前价格
5217,1044,人工,46969.08,标准费率
5218,1044,外协,64342.86,标准费率
5219,1044,制造费用,74316.48,标准费率
5220,1044,包装物流,9964.32,标准费率
5221,1045,材料,161233.68,BOM与当前价格
5222,1045,人工,50566.1,标准费率
5223,1045,外协,6535.92,标准费率
5224,1045,制造费用,26505.96,标准费率
5225,1045,包装物流,4194.24,标准费率
5226,1046,材料,258023.36,BOM与当前价格
5227,1046,人工,19198.26,标准费率
5228,1046,外协,37587.16,标准费率
5229,1046,制造费用,63119.16,标准费率
5230,1046,包装物流,7390.26,标准费率
5231,1047,材料,138702.09,BOM与当前价格
5232,1047,人工,100786.71,标准费率
5233,1047,外协,80704.71,标准费率
5234,1047,制造费用,56097.9,标准费率
5235,1047,包装物流,5485.17,标准费率
5236,1048,材料,159578.0,BOM与当前价格
5237,1048,人工,65372.42,标准费率
5238,1048,外协,22860.18,标准费率
5239,1048,制造费用,36626.4,标准费率
5240,1048,包装物流,4560.96,标准费率
5241,1049,材料,91724.96,BOM与当前价格
5242,1049,人工,16210.19,标准费率
5243,1049,外协,3866.65,标准费率
5244,1049,制造费用,20169.04,标准费率
5245,1049,包装物流,2389.79,标准费率
5246,1050,材料,127008.06,BOM与当前价格
5247,1050,人工,52879.6,标准费率
5248,1050,外协,36777.62,标准费率
5249,1050,制造费用,30181.48,标准费率
5250,1050,包装物流,4094.64,标准费率
5251,1051,材料,423393.75,BOM与当前价格
5252,1051,人工,171302.65,标准费率
5253,1051,外协,174968.5,标准费率
5254,1051,制造费用,99594.65,标准费率
5255,1051,包装物流,14959.05,标准费率
5256,1052,材料,47414.67,BOM与当前价格
5257,1052,人工,35988.8,标准费率
5258,1052,外协,10155.51,标准费率
5259,1052,制造费用,18599.52,标准费率
5260,1052,包装物流,1439.25,标准费率
5261,1053,材料,513076.15,BOM与当前价格
5262,1053,人工,160513.1,标准费率
5263,1053,外协,59873.2,标准费率
5264,1053,制造费用,134296.95,标准费率
5265,1053,包装物流,14323.75,标准费率
5266,1054,材料,81142.02,BOM与当前价格
5267,1054,人工,21460.93,标准费率
5268,1054,外协,3600.27,标准费率
5269,1054,制造费用,12850.59,标准费率
5270,1054,包装物流,2118.56,标准费率
5271,1055,材料,161233.68,BOM与当前价格
5272,1055,人工,50566.1,标准费率
5273,1055,外协,6535.92,标准费率
5274,1055,制造费用,26505.96,标准费率
5275,1055,包装物流,4194.24,标准费率
5276,1056,材料,63504.03,BOM与当前价格
5277,1056,人工,26439.8,标准费率
5278,1056,外协,18388.81,标准费率
5279,1056,制造费用,15090.74,标准费率
5280,1056,包装物流,2047.32,标准费率
5281,1057,材料,229159.0,BOM与当前价格
5282,1057,人工,28351.34,标准费率
5283,1057,外协,31217.46,标准费率
5284,1057,制造费用,41923.28,标准费率
5285,1057,包装物流,6509.42,标准费率
5286,1058,材料,107515.56,BOM与当前价格
5287,1058,人工,12985.27,标准费率
5288,1058,外协,18616.95,标准费率
5289,1058,制造费用,20158.17,标准费率
5290,1058,包装物流,3153.31,标准费率
5291,1059,材料,222820.36,BOM与当前价格
5292,1059,人工,31312.72,标准费率
5293,1059,外协,42895.24,标准费率
5294,1059,制造费用,49544.32,标准费率
5295,1059,包装物流,6642.88,标准费率
5296,1060,材料,94829.34,BOM与当前价格
5297,1060,人工,71977.6,标准费率
5298,1060,外协,20311.02,标准费率
5299,1060,制造费用,37199.04,标准费率
5300,1060,包装物流,2878.5,标准费率
5301,1061,材料,159644.49,BOM与当前价格
5302,1061,人工,112592.73,标准费率
5303,1061,外协,97199.1,标准费率
5304,1061,制造费用,72631.17,标准费率
5305,1061,包装物流,6421.08,标准费率
5306,1062,材料,121051.43,BOM与当前价格
5307,1062,人工,33999.86,标准费率
5308,1062,外协,7534.95,标准费率
5309,1062,制造费用,23883.92,标准费率
5310,1062,包装物流,3214.66,标准费率
5311,1063,材料,72454.19,BOM与当前价格
5312,1063,人工,23676.9,标准费率
5313,1063,外协,19716.24,标准费率
5314,1063,制造费用,15963.76,标准费率
5315,1063,包装物流,2304.26,标准费率
5316,1064,材料,60104.08,BOM与当前价格
5317,1064,人工,23126.86,标准费率
5318,1064,外协,7258.5,标准费率
5319,1064,制造费用,18170.28,标准费率
5320,1064,包装物流,1684.06,标准费率
5321,1065,材料,79853.22,BOM与当前价格
5322,1065,人工,12134.97,标准费率
5323,1065,外协,27781.49,标准费率
5324,1065,制造费用,20061.42,标准费率
5325,1065,包装物流,2690.87,标准费率
5326,1066,材料,190512.09,BOM与当前价格
5327,1066,人工,79319.4,标准费率
5328,1066,外协,55166.43,标准费率
5329,1066,制造费用,45272.22,标准费率
5330,1066,包装物流,6141.96,标准费率
5331,1067,材料,242102.86,BOM与当前价格
5332,1067,人工,67999.72,标准费率
5333,1067,外协,15069.9,标准费率
5334,1067,制造费用,47767.84,标准费率
5335,1067,包装物流,6429.32,标准费率
5336,1068,材料,153138.37,BOM与当前价格
5337,1068,人工,21489.17,标准费率
5338,1068,外协,8437.38,标准费率
5339,1068,制造费用,23981.5,标准费率
5340,1068,包装物流,4039.39,标准费率
5341,1069,材料,232323.4,BOM与当前价格
5342,1069,人工,28698.1,标准费率
5343,1069,外协,38932.06,标准费率
5344,1069,制造费用,36564.34,标准费率
5345,1069,包装物流,6781.38,标准费率
5346,1070,材料,319430.02,BOM与当前价格
5347,1070,人工,31255.28,标准费率
5348,1070,外协,34730.38,标准费率
5349,1070,制造费用,72535.22,标准费率
5350,1070,包装物流,8854.0,标准费率
5351,1071,材料,102615.23,BOM与当前价格
5352,1071,人工,32102.62,标准费率
5353,1071,外协,11974.64,标准费率
5354,1071,制造费用,26859.39,标准费率
5355,1071,包装物流,2864.75,标准费率
5356,1072,材料,100355.77,BOM与当前价格
5357,1072,人工,31441.97,标准费率
5358,1072,外协,31314.57,标准费率
5359,1072,制造费用,27027.71,标准费率
5360,1072,包装物流,3291.76,标准费率
5361,1073,材料,416888.6,BOM与当前价格
5362,1073,人工,76548.0,标准费率
5363,1073,外协,124067.48,标准费率
5364,1073,制造费用,112694.48,标准费率
5365,1073,包装物流,13523.92,标准费率
5366,1074,材料,114579.5,BOM与当前价格
5367,1074,人工,14175.67,标准费率
5368,1074,外协,15608.73,标准费率
5369,1074,制造费用,20961.64,标准费率
5370,1074,包装物流,3254.71,标准费率
5371,1075,材料,111410.18,BOM与当前价格
5372,1075,人工,15656.36,标准费率
5373,1075,外协,21447.62,标准费率
5374,1075,制造费用,24772.16,标准费率
5375,1075,包装物流,3321.44,标准费率
5376,1076,材料,405710.1,BOM与当前价格
5377,1076,人工,107304.65,标准费率
5378,1076,外协,18001.35,标准费率
5379,1076,制造费用,64252.95,标准费率
5380,1076,包装物流,10592.8,标准费率
5381,1077,材料,71340.64,BOM与当前价格
5382,1077,人工,36366.85,标准费率
5383,1077,外协,29778.64,标准费率
5384,1077,制造费用,25269.95,标准费率
5385,1077,包装物流,2527.98,标准费率
5386,1078,材料,110965.93,BOM与当前价格
5387,1078,人工,24298.52,标准费率
5388,1078,外协,17898.39,标准费率
5389,1078,制造费用,29024.36,标准费率
5390,1078,包装物流,3221.61,标准费率
5391,1079,材料,36000.26,BOM与当前价格
5392,1079,人工,32464.21,标准费率
5393,1079,外协,5706.78,标准费率
5394,1079,制造费用,14693.32,标准费率
5395,1079,包装物流,1042.68,标准费率
5396,1080,材料,258023.36,BOM与当前价格
5397,1080,人工,19198.26,标准费率
5398,1080,外协,37587.16,标准费率
5399,1080,制造费用,63119.16,标准费率
5400,1080,包装物流,7390.26,标准费率
5401,1081,材料,72000.52,BOM与当前价格
5402,1081,人工,64928.42,标准费率
5403,1081,外协,11413.56,标准费率
5404,1081,制造费用,29386.64,标准费率
5405,1081,包装物流,2085.36,标准费率
5406,1082,材料,199415.52,BOM与当前价格
5407,1082,人工,20034.91,标准费率
5408,1082,外协,28343.91,标准费率
5409,1082,制造费用,39448.86,标准费率
5410,1082,包装物流,5693.99,标准费率
5411,1083,材料,416195.7,BOM与当前价格
5412,1083,人工,89841.1,标准费率
5413,1083,外协,41537.85,标准费率
5414,1083,制造费用,89857.0,标准费率
5415,1083,包装物流,11443.35,标准费率
5416,1084,材料,47414.67,BOM与当前价格
5417,1084,人工,35988.8,标准费率
5418,1084,外协,10155.51,标准费率
5419,1084,制造费用,18599.52,标准费率
5420,1084,包装物流,1439.25,标准费率
5421,1085,材料,92468.06,BOM与当前价格
5422,1085,人工,67191.14,标准费率
5423,1085,外协,53803.14,标准费率
5424,1085,制造费用,37398.6,标准费率
5425,1085,包装物流,3656.78,标准费率
5426,1086,材料,482933.5,BOM与当前价格
5427,1086,人工,58239.95,标准费率
5428,1086,外协,130666.3,标准费率
5429,1086,制造费用,100574.4,标准费率
5430,1086,包装物流,15340.0,标准费率
5431,1087,材料,288819.64,BOM与当前价格
5432,1087,人工,149910.52,标准费率
5433,1087,外协,45792.44,标准费率
5434,1087,制造费用,93997.4,标准费率
5435,1087,包装物流,8365.32,标准费率
5436,1088,材料,94829.34,BOM与当前价格
5437,1088,人工,71977.6,标准费率
5438,1088,外协,20311.02,标准费率
5439,1088,制造费用,37199.04,标准费率
5440,1088,包装物流,2878.5,标准费率
5441,1089,材料,418617.08,BOM与当前价格
5442,1089,人工,46532.6,标准费率
5443,1089,外协,93774.84,标准费率
5444,1089,制造费用,103401.04,标准费率
5445,1089,包装物流,12809.8,标准费率
5446,1090,材料,243426.06,BOM与当前价格
5447,1090,人工,64382.79,标准费率
5448,1090,外协,10800.81,标准费率
5449,1090,制造费用,38551.77,标准费率
5450,1090,包装物流,6355.68,标准费率
5451,1091,材料,334230.54,BOM与当前价格
5452,1091,人工,46969.08,标准费率
5453,1091,外协,64342.86,标准费率
5454,1091,制造费用,74316.48,标准费率
5455,1091,包装物流,9964.32,标准费率
5456,1092,材料,159715.01,BOM与当前价格
5457,1092,人工,15627.64,标准费率
5458,1092,外协,17365.19,标准费率
5459,1092,制造费用,36267.61,标准费率
5460,1092,包装物流,4427.0,标准费率
5461,1093,材料,107515.56,BOM与当前价格
5462,1093,人工,12985.27,标准费率
5463,1093,外协,18616.95,标准费率
5464,1093,制造费用,20158.17,标准费率
5465,1093,包装物流,3153.31,标准费率
5466,1094,材料,864828.35,BOM与当前价格
5467,1094,人工,183365.65,标准费率
5468,1094,外协,147183.9,标准费率
5469,1094,制造费用,160778.35,标准费率
5470,1094,包装物流,25300.3,标准费率
5471,1095,材料,96586.7,BOM与当前价格
5472,1095,人工,11647.99,标准费率
5473,1095,外协,26133.26,标准费率
5474,1095,制造费用,20114.88,标准费率
5475,1095,包装物流,3068.0,标准费率
5476,1096,材料,135381.15,BOM与当前价格
5477,1096,人工,37262.51,标准费率
5478,1096,外协,23741.5,标准费率
5479,1096,制造费用,33738.97,标准费率
5480,1096,包装物流,3978.07,标准费率
5481,1097,材料,239367.0,BOM与当前价格
5482,1097,人工,98058.63,标准费率
5483,1097,外协,34290.27,标准费率
5484,1097,制造费用,54939.6,标准费率
5485,1097,包装物流,6841.44,标准费率
5486,1098,材料,172965.67,BOM与当前价格
5487,1098,人工,36673.13,标准费率
5488,1098,外协,29436.78,标准费率
5489,1098,制造费用,32155.67,标准费率
5490,1098,包装物流,5060.06,标准费率
5491,1099,材料,53214.83,BOM与当前价格
5492,1099,人工,37530.91,标准费率
5493,1099,外协,32399.7,标准费率
5494,1099,制造费用,24210.39,标准费率
5495,1099,包装物流,2140.36,标准费率
5496,1100,材料,362270.95,BOM与当前价格
5497,1100,人工,118384.5,标准费率
5498,1100,外协,98581.2,标准费率
5499,1100,制造费用,79818.8,标准费率
5500,1100,包装物流,11521.3,标准费率
5501,1101,材料,486544.08,BOM与当前价格
5502,1101,人工,87350.8,标准费率
5503,1101,外协,123320.32,标准费率
5504,1101,制造费用,125219.84,标准费率
5505,1101,包装物流,15246.6,标准费率
5506,1102,材料,53214.83,BOM与当前价格
5507,1102,人工,37530.91,标准费率
5508,1102,外协,32399.7,标准费率
5509,1102,制造费用,24210.39,标准费率
5510,1102,包装物流,2140.36,标准费率
5511,1103,材料,47414.67,BOM与当前价格
5512,1103,人工,35988.8,标准费率
5513,1103,外协,10155.51,标准费率
5514,1103,制造费用,18599.52,标准费率
5515,1103,包装物流,1439.25,标准费率
5516,1104,材料,403084.2,BOM与当前价格
5517,1104,人工,126415.25,标准费率
5518,1104,外协,16339.8,标准费率
5519,1104,制造费用,66264.9,标准费率
5520,1104,包装物流,10485.6,标准费率
5521,1105,材料,608180.1,BOM与当前价格
5522,1105,人工,109188.5,标准费率
5523,1105,外协,154150.4,标准费率
5524,1105,制造费用,156524.8,标准费率
5525,1105,包装物流,19058.25,标准费率
5526,1106,材料,229159.0,BOM与当前价格
5527,1106,人工,28351.34,标准费率
5528,1106,外协,31217.46,标准费率
5529,1106,制造费用,41923.28,标准费率
5530,1106,包装物流,6509.42,标准费率
5531,1107,材料,121051.43,BOM与当前价格
5532,1107,人工,33999.86,标准费率
5533,1107,外协,7534.95,标准费率
5534,1107,制造费用,23883.92,标准费率
5535,1107,包装物流,3214.66,标准费率
5536,1108,材料,864828.35,BOM与当前价格
5537,1108,人工,183365.65,标准费率
5538,1108,外协,147183.9,标准费率
5539,1108,制造费用,160778.35,标准费率
5540,1108,包装物流,25300.3,标准费率
5541,1109,材料,104222.15,BOM与当前价格
5542,1109,人工,19137.0,标准费率
5543,1109,外协,31016.87,标准费率
5544,1109,制造费用,28173.62,标准费率
5545,1109,包装物流,3380.98,标准费率
5546,1110,材料,159578.0,BOM与当前价格
5547,1110,人工,65372.42,标准费率
5548,1110,外协,22860.18,标准费率
5549,1110,制造费用,36626.4,标准费率
5550,1110,包装物流,4560.96,标准费率
5551,1111,材料,254016.12,BOM与当前价格
5552,1111,人工,105759.2,标准费率
5553,1111,外协,73555.24,标准费率
5554,1111,制造费用,60362.96,标准费率
5555,1111,包装物流,8189.28,标准费率
5556,1112,材料,71340.64,BOM与当前价格
5557,1112,人工,36366.85,标准费率
5558,1112,外协,29778.64,标准费率
5559,1112,制造费用,25269.95,标准费率
5560,1112,包装物流,2527.98,标准费率
5561,1113,材料,142681.28,BOM与当前价格
5562,1113,人工,72733.7,标准费率
5563,1113,外协,59557.28,标准费率
5564,1113,制造费用,50539.9,标准费率
5565,1113,包装物流,5055.96,标准费率
5566,1114,材料,83268.43,BOM与当前价格
5567,1114,人工,23848.93,标准费率
5568,1114,外协,6430.75,标准费率
5569,1114,制造费用,23742.91,标准费率
5570,1114,包装物流,2242.48,标准费率
5571,1115,材料,387035.04,BOM与当前价格
5572,1115,人工,28797.39,标准费率
5573,1115,外协,56380.74,标准费率
5574,1115,制造费用,94678.74,标准费率
5575,1115,包装物流,11085.39,标准费率
5576,1116,材料,319412.88,BOM与当前价格
5577,1116,人工,48539.88,标准费率
5578,1116,外协,111125.96,标准费率
5579,1116,制造费用,80245.68,标准费率
5580,1116,包装物流,10763.48,标准费率
5581,1117,材料,100355.77,BOM与当前价格
5582,1117,人工,31441.97,标准费率
5583,1117,外协,31314.57,标准费率
5584,1117,制造费用,27027.71,标准费率
5585,1117,包装物流,3291.76,标准费率
5586,1118,材料,580808.5,BOM与当前价格
5587,1118,人工,71745.25,标准费率
5588,1118,外协,97330.15,标准费率
5589,1118,制造费用,91410.85,标准费率
5590,1118,包装物流,16953.45,标准费率
5591,1119,材料,72204.91,BOM与当前价格
5592,1119,人工,37477.63,标准费率
5593,1119,外协,11448.11,标准费率
5594,1119,制造费用,23499.35,标准费率
5595,1119,包装物流,2091.33,标准费率
5596,1120,材料,106429.66,BOM与当前价格
5597,1120,人工,75061.82,标准费率
5598,1120,外协,64799.4,标准费率
5599,1120,制造费用,48420.78,标准费率
5600,1120,包装物流,4280.72,标准费率
5601,1121,材料,81142.02,BOM与当前价格
5602,1121,人工,21460.93,标准费率
5603,1121,外协,3600.27,标准费率
5604,1121,制造费用,12850.59,标准费率
5605,1121,包装物流,2118.56,标准费率
5606,1122,材料,289816.76,BOM与当前价格
5607,1122,人工,94707.6,标准费率
5608,1122,外协,78864.96,标准费率
5609,1122,制造费用,63855.04,标准费率
5610,1122,包装物流,9217.04,标准费率
5611,1123,材料,81142.02,BOM与当前价格
5612,1123,人工,21460.93,标准费率
5613,1123,外协,3600.27,标准费率
5614,1123,制造费用,12850.59,标准费率
5615,1123,包装物流,2118.56,标准费率
5616,1124,材料,102615.23,BOM与当前价格
5617,1124,人工,32102.62,标准费率
5618,1124,外协,11974.64,标准费率
5619,1124,制造费用,26859.39,标准费率
5620,1124,包装物流,2864.75,标准费率
5621,1125,材料,107515.56,BOM与当前价格
5622,1125,人工,12985.27,标准费率
5623,1125,外协,18616.95,标准费率
5624,1125,制造费用,20158.17,标准费率
5625,1125,包装物流,3153.31,标准费率
5626,1126,材料,288819.64,BOM与当前价格
5627,1126,人工,149910.52,标准费率
5628,1126,外协,45792.44,标准费率
5629,1126,制造费用,93997.4,标准费率
5630,1126,包装物流,8365.32,标准费率
5631,1127,材料,79853.22,BOM与当前价格
5632,1127,人工,12134.97,标准费率
5633,1127,外协,27781.49,标准费率
5634,1127,制造费用,20061.42,标准费率
5635,1127,包装物流,2690.87,标准费率
5636,1128,材料,71340.64,BOM与当前价格
5637,1128,人工,36366.85,标准费率
5638,1128,外协,29778.64,标准费率
5639,1128,制造费用,25269.95,标准费率
5640,1128,包装物流,2527.98,标准费率
5641,1129,材料,84678.75,BOM与当前价格
5642,1129,人工,34260.53,标准费率
5643,1129,外协,34993.7,标准费率
5644,1129,制造费用,19918.93,标准费率
5645,1129,包装物流,2991.81,标准费率
5646,1130,材料,405710.1,BOM与当前价格
5647,1130,人工,107304.65,标准费率
5648,1130,外协,18001.35,标准费率
5649,1130,制造费用,64252.95,标准费率
5650,1130,包装物流,10592.8,标准费率
5651,1131,材料,537577.8,BOM与当前价格
5652,1131,人工,64926.35,标准费率
5653,1131,外协,93084.75,标准费率
5654,1131,制造费用,100790.85,标准费率
5655,1131,包装物流,15766.55,标准费率
5656,1132,材料,319430.02,BOM与当前价格
5657,1132,人工,31255.28,标准费率
5658,1132,外协,34730.38,标准费率
5659,1132,制造费用,72535.22,标准费率
5660,1132,包装物流,8854.0,标准费率
5661,1133,材料,217362.57,BOM与当前价格
5662,1133,人工,71030.7,标准费率
5663,1133,外协,59148.72,标准费率
5664,1133,制造费用,47891.28,标准费率
5665,1133,包装物流,6912.78,标准费率
5666,1134,材料,332897.79,BOM与当前价格
5667,1134,人工,72895.56,标准费率
5668,1134,外协,53695.17,标准费率
5669,1134,制造费用,87073.08,标准费率
5670,1134,包装物流,9664.83,标准费率
5671,1135,材料,107515.56,BOM与当前价格
5672,1135,人工,12985.27,标准费率
5673,1135,外协,18616.95,标准费率
5674,1135,制造费用,20158.17,标准费率
5675,1135,包装物流,3153.31,标准费率
5676,1136,材料,549839.95,BOM与当前价格
5677,1136,人工,162130.75,标准费率
5678,1136,外协,118438.05,标准费率
5679,1136,制造费用,136436.15,标准费率
5680,1136,包装物流,16706.95,标准费率
5681,1137,材料,172965.67,BOM与当前价格
5682,1137,人工,36673.13,标准费率
5683,1137,外协,29436.78,标准费率
5684,1137,制造费用,32155.67,标准费率
5685,1137,包装物流,5060.06,标准费率
5686,1138,材料,91724.96,BOM与当前价格
5687,1138,人工,16210.19,标准费率
5688,1138,外协,3866.65,标准费率
5689,1138,制造费用,20169.04,标准费率
5690,1138,包装物流,2389.79,标准费率
5691,1139,材料,104654.27,BOM与当前价格
5692,1139,人工,11633.15,标准费率
5693,1139,外协,23443.71,标准费率
5694,1139,制造费用,25850.26,标准费率
5695,1139,包装物流,3202.45,标准费率
5696,1140,材料,217362.57,BOM与当前价格
5697,1140,人工,71030.7,标准费率
5698,1140,外协,59148.72,标准费率
5699,1140,制造费用,47891.28,标准费率
5700,1140,包装物流,6912.78,标准费率
5701,1141,材料,284034.76,BOM与当前价格
5702,1141,人工,15072.48,标准费率
5703,1141,外协,56316.78,标准费率
5704,1141,制造费用,52638.3,标准费率
5705,1141,包装物流,8508.78,标准费率
5706,1142,材料,53214.83,BOM与当前价格
5707,1142,人工,37530.91,标准费率
5708,1142,外协,32399.7,标准费率
5709,1142,制造费用,24210.39,标准费率
5710,1142,包装物流,2140.36,标准费率
5711,1143,材料,266074.15,BOM与当前价格
5712,1143,人工,187654.55,标准费率
5713,1143,外协,161998.5,标准费率
5714,1143,制造费用,121051.95,标准费率
5715,1143,包装物流,10701.8,标准费率
5716,1144,材料,83239.14,BOM与当前价格
5717,1144,人工,17968.22,标准费率
5718,1144,外协,8307.57,标准费率
5719,1144,制造费用,17971.4,标准费率
5720,1144,包装物流,2288.67,标准费率
5721,1145,材料,103494.89,BOM与当前价格
5722,1145,人工,29445.48,标准费率
5723,1145,外协,23216.03,标准费率
