receipt_id,receipt_code,purchase_order_id,supplier_id,plant_id,receipt_date,status
1999,入库-001999,2060,3,2,2026-07-26,已入库
2000,入库-002000,2061,29,1,2025-05-29,已入库
2001,入库-002001,2062,35,2,2024-12-20,已入库
2002,入库-002002,2064,19,2,2025-10-01,已入库
2003,入库-002003,2065,34,1,2025-05-03,已入库
2004,入库-002004,2066,5,1,2026-03-07,已入库
2005,入库-002005,2067,1,2,2025-09-20,已入库
2006,入库-002006,2068,47,2,2026-04-24,已入库
2007,入库-002007,2069,35,1,2024-10-08,已入库
2008,入库-002008,2070,1,2,2025-01-06,已入库
2009,入库-002009,2071,9,1,2024-12-10,已入库
2010,入库-002010,2072,44,2,2026-05-11,已入库
2011,入库-002011,2073,22,1,2026-04-02,已入库
2012,入库-002012,2074,9,1,2025-11-06,已入库
2013,入库-002013,2075,18,2,2026-06-22,已入库
2014,入库-002014,2076,38,1,2025-10-18,已入库
2015,入库-002015,2077,18,1,2025-02-24,已入库
2016,入库-002016,2078,46,2,2024-09-04,已入库
2017,入库-002017,2079,42,2,2026-05-06,已入库
2018,入库-002018,2080,6,2,2025-06-19,已入库
2019,入库-002019,2081,26,2,2024-11-23,已入库
2020,入库-002020,2082,23,2,2024-11-19,已入库
2021,入库-002021,2083,8,1,2025-03-26,已入库
2022,入库-002022,2084,32,2,2026-05-23,已入库
2023,入库-002023,2085,38,2,2026-05-06,已入库
2024,入库-002024,2086,39,2,2025-03-10,已入库
2025,入库-002025,2087,45,2,2026-03-04,已入库
2026,入库-002026,2088,30,1,2025-07-22,已入库
2027,入库-002027,2089,44,2,2026-01-25,已入库
2028,入库-002028,2090,5,2,2025-07-24,已入库
2029,入库-002029,2091,31,2,2025-04-25,已入库
2030,入库-002030,2092,37,2,2025-01-02,已入库
2031,入库-002031,2093,9,1,2026-02-07,已入库
2032,入库-002032,2094,28,1,2026-03-14,已入库
2033,入库-002033,2095,29,2,2025-01-27,已入库
2034,入库-002034,2097,5,1,2026-07-20,已入库
2035,入库-002035,2098,27,1,2026-03-29,已入库
2036,入库-002036,2099,32,1,2025-10-24,已入库
2037,入库-002037,2100,15,1,2025-01-18,已入库
2038,入库-002038,2101,18,1,2024-12-15,已入库
2039,入库-002039,2102,34,1,2025-06-18,已入库
2040,入库-002040,2103,14,2,2024-10-03,已入库
2041,入库-002041,2104,16,1,2025-06-04,已入库
2042,入库-002042,2105,39,2,2025-03-26,已入库
2043,入库-002043,2106,23,1,2024-11-21,已入库
2044,入库-002044,2107,21,1,2026-07-25,已入库
2045,入库-002045,2108,48,1,2026-05-25,已入库
2046,入库-002046,2109,50,1,2025-07-01,已入库
2047,入库-002047,2110,1,1,2025-10-07,已入库
2048,入库-002048,2111,9,2,2025-07-29,已入库
2049,入库-002049,2112,7,1,2026-01-28,已入库
2050,入库-002050,2113,34,2,2026-01-11,已入库
2051,入库-002051,2114,13,1,2025-09-16,已入库
2052,入库-002052,2115,27,2,2024-10-27,已入库
2053,入库-002053,2116,12,1,2025-06-11,已入库
2054,入库-002054,2117,19,1,2025-09-30,已入库
2055,入库-002055,2118,49,1,2026-01-28,已入库
2056,入库-002056,2119,40,2,2026-03-29,已入库
2057,入库-002057,2120,29,2,2025-05-08,已入库
2058,入库-002058,2121,13,1,2025-12-19,已入库
2059,入库-002059,2122,45,1,2025-05-12,已入库
2060,入库-002060,2123,1,1,2025-01-23,已入库
2061,入库-002061,2124,19,1,2026-03-28,已入库
2062,入库-002062,2125,44,1,2025-03-05,已入库
2063,入库-002063,2126,9,1,2024-11-09,已入库
2064,入库-002064,2127,17,2,2024-09-09,已入库
2065,入库-002065,2128,33,2,2026-01-23,已入库
2066,入库-002066,2129,45,1,2026-04-20,已入库
2067,入库-002067,2130,49,2,2025-12-13,已入库
2068,入库-002068,2131,1,1,2024-09-28,已入库
2069,入库-002069,2132,33,1,2025-11-05,已入库
2070,入库-002070,2133,42,1,2025-09-28,已入库
2071,入库-002071,2134,13,2,2026-02-24,已入库
2072,入库-002072,2135,29,2,2025-02-01,已入库
2073,入库-002073,2136,33,1,2025-04-04,已入库
2074,入库-002074,2137,17,1,2025-09-01,已入库
2075,入库-002075,2138,49,2,2026-07-13,已入库
2076,入库-002076,2139,7,2,2025-12-14,已入库
2077,入库-002077,2140,32,1,2026-04-12,已入库
2078,入库-002078,2141,15,2,2025-03-21,已入库
2079,入库-002079,2142,6,2,2026-07-14,已入库
2080,入库-002080,2143,1,2,2025-10-30,已入库
2081,入库-002081,2144,1,1,2024-09-16,已入库
2082,入库-002082,2146,37,1,2025-05-25,已入库
2083,入库-002083,2147,40,1,2025-08-25,已入库
2084,入库-002084,2148,18,1,2026-06-05,已入库
2085,入库-002085,2149,22,2,2025-03-10,已入库
2086,入库-002086,2150,45,1,2024-09-11,已入库
2087,入库-002087,2151,39,1,2025-11-05,已入库
2088,入库-002088,2152,31,1,2024-11-23,已入库
2089,入库-002089,2153,10,2,2026-01-02,已入库
2090,入库-002090,2154,18,1,2024-09-03,已入库
2091,入库-002091,2155,17,1,2024-10-17,已入库
2092,入库-002092,2156,23,1,2024-11-18,已入库
2093,入库-002093,2157,6,2,2025-07-20,已入库
2094,入库-002094,2158,14,2,2026-06-09,已入库
2095,入库-002095,2159,49,2,2025-11-18,已入库
2096,入库-002096,2160,4,1,2026-05-09,已入库
2097,入库-002097,2161,20,2,2024-12-09,已入库
2098,入库-002098,2162,2,1,2025-10-20,已入库
2099,入库-002099,2163,40,2,2024-09-17,已入库
2100,入库-002100,2164,33,1,2024-09-08,已入库
2101,入库-002101,2165,39,2,2025-08-01,已入库
2102,入库-002102,2166,28,1,2024-11-07,已入库
2103,入库-002103,2167,20,1,2026-01-18,已入库
2104,入库-002104,2168,5,2,2025-07-14,已入库
2105,入库-002105,2169,18,1,2025-01-26,已入库
2106,入库-002106,2170,10,1,2025-07-28,已入库
2107,入库-002107,2171,43,1,2026-04-08,已入库
2108,入库-002108,2172,27,1,2025-06-27,已入库
2109,入库-002109,2173,10,1,2024-12-02,已入库
2110,入库-002110,2174,48,2,2026-06-27,已入库
2111,入库-002111,2175,28,2,2025-02-16,已入库
2112,入库-002112,2176,23,1,2025-02-26,已入库
2113,入库-002113,2177,13,2,2025-02-09,已入库
2114,入库-002114,2178,42,2,2024-10-04,已入库
2115,入库-002115,2179,21,1,2025-05-02,已入库
2116,入库-002116,2180,8,2,2024-12-30,已入库
2117,入库-002117,2181,35,1,2025-05-28,已入库
2118,入库-002118,2182,40,1,2025-05-27,已入库
2119,入库-002119,2183,35,1,2025-01-27,已入库
2120,入库-002120,2184,21,2,2024-12-17,已入库
2121,入库-002121,2185,18,1,2026-05-28,已入库
2122,入库-002122,2186,34,1,2025-04-14,已入库
2123,入库-002123,2187,3,2,2025-10-31,已入库
2124,入库-002124,2188,18,2,2025-05-10,已入库
2125,入库-002125,2189,43,1,2025-01-07,已入库
2126,入库-002126,2190,5,2,2025-02-08,已入库
2127,入库-002127,2191,26,2,2025-06-24,已入库
2128,入库-002128,2192,7,1,2024-11-04,已入库
2129,入库-002129,2193,9,2,2024-11-09,已入库
2130,入库-002130,2194,41,2,2025-01-18,已入库
2131,入库-002131,2195,37,1,2026-07-21,已入库
2132,入库-002132,2196,44,2,2026-03-27,已入库
2133,入库-002133,2197,34,2,2025-11-04,已入库
2134,入库-002134,2198,28,1,2025-07-03,已入库
2135,入库-002135,2199,46,2,2025-01-01,已入库
2136,入库-002136,2200,47,1,2025-10-17,已入库
2137,入库-002137,2201,40,1,2026-01-02,已入库
2138,入库-002138,2202,43,1,2025-09-21,已入库
2139,入库-002139,2203,14,1,2024-11-19,已入库
2140,入库-002140,2204,5,1,2024-10-18,已入库
2141,入库-002141,2205,14,1,2025-03-23,已入库
2142,入库-002142,2206,17,1,2025-07-06,已入库
2143,入库-002143,2207,29,2,2026-05-25,已入库
2144,入库-002144,2208,13,2,2025-11-23,已入库
2145,入库-002145,2209,34,1,2024-09-29,已入库
2146,入库-002146,2210,5,1,2025-02-04,已入库
2147,入库-002147,2211,44,2,2025-05-08,已入库
2148,入库-002148,2212,29,1,2025-11-20,已入库
2149,入库-002149,2213,46,1,2025-08-08,已入库
2150,入库-002150,2214,33,2,2025-08-03,已入库
2151,入库-002151,2215,27,1,2025-11-18,已入库
2152,入库-002152,2216,38,2,2026-07-20,已入库
2153,入库-002153,2217,34,1,2026-05-15,已入库
2154,入库-002154,2218,50,1,2024-10-09,已入库
2155,入库-002155,2219,42,2,2025-12-30,已入库
2156,入库-002156,2221,33,2,2024-10-03,已入库
2157,入库-002157,2222,21,1,2025-08-02,已入库
2158,入库-002158,2223,24,2,2024-11-05,已入库
2159,入库-002159,2224,21,1,2026-07-12,已入库
2160,入库-002160,2225,27,1,2025-03-07,已入库
2161,入库-002161,2226,8,1,2026-07-07,已入库
2162,入库-002162,2227,49,1,2025-07-26,已入库
2163,入库-002163,2228,12,1,2024-09-30,已入库
2164,入库-002164,2229,41,1,2026-05-05,已入库
2165,入库-002165,2230,35,2,2025-07-27,已入库
2166,入库-002166,2231,42,2,2024-12-16,已入库
2167,入库-002167,2232,2,1,2025-04-05,已入库
2168,入库-002168,2233,15,1,2025-10-04,已入库
2169,入库-002169,2234,49,2,2025-04-01,已入库
2170,入库-002170,2235,16,2,2026-04-26,已入库
2171,入库-002171,2236,5,1,2024-09-09,已入库
2172,入库-002172,2237,12,2,2025-06-18,已入库
2173,入库-002173,2238,42,2,2026-07-07,已入库
2174,入库-002174,2239,24,1,2024-12-14,已入库
2175,入库-002175,2240,2,1,2025-04-28,已入库
2176,入库-002176,2241,47,1,2024-11-23,已入库
2177,入库-002177,2242,23,2,2025-05-06,已入库
2178,入库-002178,2243,48,2,2025-04-19,已入库
2179,入库-002179,2244,34,1,2025-10-12,已入库
2180,入库-002180,2245,17,1,2026-04-29,已入库
2181,入库-002181,2246,30,2,2026-06-10,已入库
2182,入库-002182,2247,21,1,2025-10-15,已入库
2183,入库-002183,2248,12,1,2025-10-13,已入库
2184,入库-002184,2249,21,1,2025-05-22,已入库
2185,入库-002185,2250,18,1,2024-09-25,已入库
2186,入库-002186,2251,26,2,2025-01-06,已入库
2187,入库-002187,2252,2,2,2025-02-12,已入库
2188,入库-002188,2254,41,1,2025-12-14,已入库
2189,入库-002189,2255,47,1,2026-02-27,已入库
2190,入库-002190,2256,24,1,2025-03-18,已入库
2191,入库-002191,2257,47,1,2025-03-18,已入库
2192,入库-002192,2258,1,1,2026-01-24,已入库
2193,入库-002193,2259,12,2,2024-10-31,已入库
2194,入库-002194,2260,42,1,2026-04-28,已入库
2195,入库-002195,2261,16,1,2025-05-06,已入库
2196,入库-002196,2262,13,1,2025-06-07,已入库
2197,入库-002197,2263,7,2,2025-11-27,已入库
2198,入库-002198,2264,24,2,2024-11-19,已入库
2199,入库-002199,2265,46,2,2025-04-16,已入库
2200,入库-002200,2266,22,1,2025-07-07,已入库
2201,入库-002201,2267,5,1,2026-05-14,已入库
2202,入库-002202,2268,42,1,2024-12-03,已入库
2203,入库-002203,2269,23,2,2026-02-11,已入库
2204,入库-002204,2270,12,2,2025-09-13,已入库
2205,入库-002205,2271,39,1,2025-02-05,已入库
2206,入库-002206,2272,26,2,2026-07-11,已入库
2207,入库-002207,2273,38,1,2026-01-01,已入库
2208,入库-002208,2275,49,1,2024-09-25,已入库
2209,入库-002209,2276,26,1,2026-02-28,已入库
2210,入库-002210,2277,4,1,2026-06-17,已入库
2211,入库-002211,2278,7,1,2025-01-14,已入库
2212,入库-002212,2279,46,1,2024-09-26,已入库
2213,入库-002213,2280,26,2,2025-08-31,已入库
2214,入库-002214,2282,26,2,2025-11-06,已入库
2215,入库-002215,2283,50,1,2026-02-05,已入库
2216,入库-002216,2284,10,1,2025-10-24,已入库
2217,入库-002217,2285,49,2,2025-11-13,已入库
2218,入库-002218,2286,25,1,2025-09-02,已入库
2219,入库-002219,2287,24,2,2025-07-05,已入库
2220,入库-002220,2288,36,2,2026-04-20,已入库
2221,入库-002221,2289,26,1,2024-12-13,已入库
2222,入库-002222,2290,36,1,2025-03-02,已入库
2223,入库-002223,2291,26,2,2025-04-19,已入库
2224,入库-002224,2292,1,2,2025-03-31,已入库
2225,入库-002225,2293,41,1,2025-06-09,已入库
2226,入库-002226,2294,12,1,2024-10-04,已入库
2227,入库-002227,2295,40,1,2026-01-15,已入库
2228,入库-002228,2296,15,1,2025-02-26,已入库
2229,入库-002229,2297,9,1,2025-04-06,已入库
2230,入库-002230,2298,26,1,2025-04-23,已入库
2231,入库-002231,2300,1,1,2026-04-06,已入库
2232,入库-002232,2301,14,1,2026-01-16,已入库
2233,入库-002233,2302,24,1,2026-01-18,已入库
2234,入库-002234,2303,27,1,2025-06-30,已入库
2235,入库-002235,2304,20,2,2026-01-01,已入库
2236,入库-002236,2305,33,1,2025-07-23,已入库
2237,入库-002237,2306,19,1,2025-06-23,已入库
2238,入库-002238,2307,22,1,2025-04-15,已入库
2239,入库-002239,2308,43,2,2026-08-04,已入库
2240,入库-002240,2309,40,2,2025-10-31,已入库
2241,入库-002241,2310,43,2,2024-10-09,已入库
2242,入库-002242,2311,34,2,2025-03-26,已入库
2243,入库-002243,2312,42,1,2024-12-02,已入库
2244,入库-002244,2313,23,1,2024-11-08,已入库
2245,入库-002245,2314,44,2,2025-03-31,已入库
2246,入库-002246,2315,3,1,2025-05-12,已入库
2247,入库-002247,2316,30,1,2026-03-27,已入库
2248,入库-002248,2317,18,2,2025-11-06,已入库
2249,入库-002249,2318,29,1,2024-10-09,已入库
2250,入库-002250,2319,29,1,2026-04-15,已入库
2251,入库-002251,2320,43,2,2025-02-16,已入库
2252,入库-002252,2321,32,1,2026-07-31,已入库
2253,入库-002253,2322,35,1,2025-11-12,已入库
2254,入库-002254,2323,12,1,2026-04-22,已入库
2255,入库-002255,2324,45,1,2025-01-16,已入库
2256,入库-002256,2325,48,1,2026-01-19,已入库
2257,入库-002257,2326,42,1,2026-01-17,已入库
2258,入库-002258,2327,21,1,2026-03-28,已入库
2259,入库-002259,2328,11,1,2025-10-11,已入库
2260,入库-002260,2330,10,1,2025-09-10,已入库
2261,入库-002261,2331,45,1,2026-03-31,已入库
2262,入库-002262,2332,3,1,2026-06-18,已入库
2263,入库-002263,2333,11,1,2025-10-25,已入库
2264,入库-002264,2334,23,1,2025-05-08,已入库
2265,入库-002265,2335,42,2,2025-08-23,已入库
2266,入库-002266,2337,35,1,2025-05-04,已入库
2267,入库-002267,2338,43,1,2026-07-15,已入库
2268,入库-002268,2339,2,2,2025-08-15,已入库
2269,入库-002269,2340,47,1,2026-04-03,已入库
2270,入库-002270,2341,35,1,2025-01-31,已入库
2271,入库-002271,2342,3,1,2025-07-24,已入库
2272,入库-002272,2343,39,2,2026-06-22,已入库
2273,入库-002273,2344,35,1,2025-09-26,已入库
2274,入库-002274,2345,37,1,2024-10-29,已入库
2275,入库-002275,2346,46,1,2025-07-26,已入库
2276,入库-002276,2347,43,1,2024-11-08,已入库
2277,入库-002277,2348,6,1,2026-03-07,已入库
2278,入库-002278,2349,21,1,2024-10-22,已入库
2279,入库-002279,2350,49,2,2024-11-09,已入库
2280,入库-002280,2351,18,1,2025-03-30,已入库
2281,入库-002281,2352,24,1,2024-10-28,已入库
2282,入库-002282,2353,29,1,2024-08-21,已入库
2283,入库-002283,2354,47,1,2024-11-02,已入库
2284,入库-002284,2355,26,2,2024-08-27,已入库
2285,入库-002285,2356,23,1,2025-11-18,已入库
2286,入库-002286,2358,2,1,2025-01-01,已入库
2287,入库-002287,2359,50,2,2025-06-27,已入库
2288,入库-002288,2360,5,1,2025-06-25,已入库
2289,入库-002289,2361,14,1,2025-10-24,已入库
2290,入库-002290,2362,14,1,2026-06-01,已入库
2291,入库-002291,2363,11,1,2025-02-18,已入库
2292,入库-002292,2364,32,1,2025-09-30,已入库
2293,入库-002293,2365,18,1,2026-06-06,已入库
2294,入库-002294,2366,19,1,2025-10-15,已入库
2295,入库-002295,2367,10,1,2026-01-19,已入库
2296,入库-002296,2368,49,1,2025-08-26,已入库
2297,入库-002297,2369,19,1,2026-07-10,已入库
2298,入库-002298,2370,14,2,2025-02-03,已入库
2299,入库-002299,2371,14,2,2026-06-07,已入库
2300,入库-002300,2372,9,2,2025-08-10,已入库
2301,入库-002301,2373,11,1,2024-12-17,已入库
2302,入库-002302,2374,12,1,2026-07-30,已入库
2303,入库-002303,2375,36,2,2025-02-18,已入库
2304,入库-002304,2376,39,2,2025-02-01,已入库
2305,入库-002305,2377,8,2,2024-09-27,已入库
2306,入库-002306,2378,25,1,2024-10-08,已入库
2307,入库-002307,2379,2,2,2024-10-11,已入库
2308,入库-002308,2380,17,1,2025-08-22,已入库
2309,入库-002309,2381,1,1,2025-03-17,已入库
2310,入库-002310,2382,23,2,2026-03-24,已入库
2311,入库-002311,2383,50,1,2025-08-02,已入库
2312,入库-002312,2384,12,2,2025-09-19,已入库
2313,入库-002313,2385,24,1,2026-08-05,已入库
2314,入库-002314,2386,50,1,2025-10-13,已入库
2315,入库-002315,2387,29,1,2025-02-06,已入库
2316,入库-002316,2388,12,1,2026-07-12,已入库
2317,入库-002317,2389,22,2,2024-12-15,已入库
2318,入库-002318,2390,18,2,2024-11-09,已入库
2319,入库-002319,2391,50,1,2024-12-31,已入库
2320,入库-002320,2392,46,2,2025-03-20,已入库
2321,入库-002321,2393,36,2,2025-01-26,已入库
2322,入库-002322,2394,49,1,2025-02-20,已入库
2323,入库-002323,2395,29,1,2025-09-13,已入库
2324,入库-002324,2396,43,2,2026-04-10,已入库
2325,入库-002325,2397,15,2,2025-07-19,已入库
2326,入库-002326,2398,12,1,2024-11-29,已入库
2327,入库-002327,2399,42,1,2026-06-21,已入库
2328,入库-002328,2400,13,1,2024-10-14,已入库
2329,入库-002329,2401,41,1,2026-01-30,已入库
2330,入库-002330,2402,1,2,2024-12-16,已入库
2331,入库-002331,2403,10,2,2025-09-01,已入库
2332,入库-002332,2404,29,1,2025-03-25,已入库
2333,入库-002333,2405,28,1,2026-02-28,已入库
2334,入库-002334,2406,21,1,2025-07-16,已入库
2335,入库-002335,2407,2,2,2025-03-01,已入库
2336,入库-002336,2408,12,1,2025-05-28,已入库
2337,入库-002337,2409,38,1,2025-02-04,已入库
2338,入库-002338,2410,14,1,2024-09-07,已入库
2339,入库-002339,2411,2,2,2026-03-05,已入库
2340,入库-002340,2412,44,1,2024-09-07,已入库
2341,入库-002341,2413,49,2,2026-02-20,已入库
2342,入库-002342,2414,14,2,2026-05-07,已入库
2343,入库-002343,2415,30,1,2025-07-14,已入库
2344,入库-002344,2416,1,1,2026-01-25,已入库
2345,入库-002345,2417,13,1,2024-12-21,已入库
2346,入库-002346,2419,39,1,2025-06-22,已入库
2347,入库-002347,2420,5,1,2025-01-26,已入库
2348,入库-002348,2421,17,1,2025-02-07,已入库
2349,入库-002349,2422,45,1,2026-04-09,已入库
2350,入库-002350,2423,25,1,2025-09-01,已入库
2351,入库-002351,2424,17,1,2025-09-18,已入库
2352,入库-002352,2425,40,1,2025-11-26,已入库
2353,入库-002353,2426,44,1,2025-12-18,已入库
2354,入库-002354,2427,19,2,2026-06-21,已入库
2355,入库-002355,2428,3,1,2025-04-05,已入库
2356,入库-002356,2429,27,1,2025-09-19,已入库
2357,入库-002357,2430,42,2,2024-12-31,已入库
2358,入库-002358,2431,34,1,2026-05-11,已入库
2359,入库-002359,2432,24,2,2024-10-05,已入库
2360,入库-002360,2433,18,1,2026-06-01,已入库
2361,入库-002361,2434,16,2,2026-01-23,已入库
2362,入库-002362,2435,26,1,2025-05-16,已入库
2363,入库-002363,2436,40,1,2026-02-28,已入库
2364,入库-002364,2437,34,2,2026-05-07,已入库
2365,入库-002365,2439,8,2,2026-05-04,已入库
2366,入库-002366,2440,41,2,2024-11-23,已入库
2367,入库-002367,2441,45,1,2025-10-09,已入库
2368,入库-002368,2442,9,1,2025-10-03,已入库
2369,入库-002369,2443,18,1,2024-08-27,已入库
2370,入库-002370,2444,45,2,2025-02-08,已入库
2371,入库-002371,2445,19,2,2026-04-10,已入库
2372,入库-002372,2447,13,1,2025-09-06,已入库
2373,入库-002373,2448,35,1,2025-03-13,已入库
2374,入库-002374,2449,32,2,2025-09-08,已入库
2375,入库-002375,2450,27,1,2025-11-09,已入库
2376,入库-002376,2451,39,1,2026-05-06,已入库
2377,入库-002377,2452,24,1,2026-04-29,已入库
2378,入库-002378,2453,8,2,2025-04-11,已入库
2379,入库-002379,2454,11,1,2025-10-17,已入库
2380,入库-002380,2455,48,2,2024-11-11,已入库
2381,入库-002381,2456,50,2,2025-03-12,已入库
2382,入库-002382,2457,28,2,2026-03-24,已入库
2383,入库-002383,2458,19,2,2025-05-06,已入库
2384,入库-002384,2459,34,1,2024-11-22,已入库
2385,入库-002385,2460,24,1,2024-11-09,已入库
2386,入库-002386,2462,42,1,2026-03-27,已入库
2387,入库-002387,2463,1,1,2024-12-19,已入库
2388,入库-002388,2464,48,1,2026-02-11,已入库
2389,入库-002389,2465,48,1,2025-05-24,已入库
2390,入库-002390,2466,29,2,2025-10-29,已入库
2391,入库-002391,2467,42,1,2025-04-10,已入库
2392,入库-002392,2468,34,2,2025-02-14,已入库
2393,入库-002393,2469,15,1,2025-08-25,已入库
2394,入库-002394,2471,28,2,2026-04-03,已入库
2395,入库-002395,2472,39,2,2025-01-18,已入库
2396,入库-002396,2473,12,1,2025-03-21,已入库
2397,入库-002397,2474,44,1,2025-05-10,已入库
2398,入库-002398,2475,30,1,2025-09-25,已入库
2399,入库-002399,2476,44,2,2025-12-02,已入库
2400,入库-002400,2477,29,2,2024-10-11,已入库
2401,入库-002401,2478,33,2,2025-02-27,已入库
2402,入库-002402,2479,24,1,2025-04-18,已入库
2403,入库-002403,2480,26,2,2024-09-23,已入库
2404,入库-002404,2481,33,2,2025-03-24,已入库
2405,入库-002405,2482,34,1,2026-04-05,已入库
2406,入库-002406,2483,12,2,2026-04-29,已入库
2407,入库-002407,2484,41,2,2024-08-31,已入库
2408,入库-002408,2485,47,1,2025-01-15,已入库
2409,入库-002409,2486,36,2,2025-08-05,已入库
2410,入库-002410,2487,3,2,2026-08-03,已入库
2411,入库-002411,2488,23,1,2025-02-16,已入库
2412,入库-002412,2489,43,2,2026-06-30,已入库
2413,入库-002413,2490,6,2,2025-04-05,已入库
2414,入库-002414,2491,19,1,2026-01-30,已入库
2415,入库-002415,2492,8,2,2025-06-21,已入库
2416,入库-002416,2493,9,1,2024-12-17,已入库
2417,入库-002417,2494,17,2,2024-10-01,已入库
2418,入库-002418,2495,23,2,2026-04-22,已入库
2419,入库-002419,2496,15,1,2026-06-11,已入库
2420,入库-002420,2497,5,1,2026-03-31,已入库
2421,入库-002421,2498,14,1,2025-08-31,已入库
2422,入库-002422,2499,47,1,2025-01-06,已入库
2423,入库-002423,2500,5,1,2026-07-11,已入库
2424,入库-002424,2502,42,1,2025-12-27,已入库
2425,入库-002425,2503,12,2,2025-04-29,已入库
2426,入库-002426,2504,29,1,2026-04-22,已入库
2427,入库-002427,2505,46,2,2025-03-15,已入库
2428,入库-002428,2506,26,1,2025-09-18,已入库
2429,入库-002429,2507,45,2,2025-09-18,已入库
2430,入库-002430,2508,35,2,2025-06-29,已入库
2431,入库-002431,2509,44,2,2026-05-12,已入库
2432,入库-002432,2510,26,2,2025-04-16,已入库
2433,入库-002433,2511,32,2,2024-10-19,已入库
2434,入库-002434,2512,26,1,2025-08-16,已入库
2435,入库-002435,2513,37,2,2025-02-13,已入库
2436,入库-002436,2514,36,2,2026-03-22,已入库
2437,入库-002437,2515,21,1,2024-09-18,已入库
2438,入库-002438,2516,48,2,2026-04-16,已入库
2439,入库-002439,2517,2,1,2026-06-23,已入库
2440,入库-002440,2518,26,2,2024-09-24,已入库
2441,入库-002441,2519,41,2,2025-04-05,已入库
2442,入库-002442,2520,2,2,2024-09-12,已入库
2443,入库-002443,2521,24,1,2024-11-13,已入库
2444,入库-002444,2522,48,1,2026-06-15,已入库
2445,入库-002445,2523,49,2,2025-12-25,已入库
2446,入库-002446,2524,19,2,2024-08-28,已入库
2447,入库-002447,2525,45,1,2026-06-02,已入库
2448,入库-002448,2527,40,2,2026-01-04,已入库
2449,入库-002449,2528,10,2,2026-07-31,已入库
2450,入库-002450,2529,44,1,2025-09-18,已入库
2451,入库-002451,2530,26,1,2025-03-29,已入库
2452,入库-002452,2531,1,2,2024-08-31,已入库
2453,入库-002453,2532,28,2,2025-06-05,已入库
2454,入库-002454,2533,17,1,2025-10-26,已入库
2455,入库-002455,2534,28,2,2025-11-05,已入库
2456,入库-002456,2535,40,1,2026-07-06,已入库
2457,入库-002457,2536,3,1,2026-07-23,已入库
2458,入库-002458,2537,42,1,2026-06-25,已入库
2459,入库-002459,2538,9,1,2025-09-20,已入库
2460,入库-002460,2539,10,1,2025-02-23,已入库
2461,入库-002461,2540,46,2,2025-08-18,已入库
2462,入库-002462,2541,8,1,2025-02-23,已入库
2463,入库-002463,2542,38,1,2026-01-26,已入库
2464,入库-002464,2543,37,1,2026-01-20,已入库
2465,入库-002465,2544,28,1,2025-04-23,已入库
2466,入库-002466,2545,35,2,2025-11-16,已入库
2467,入库-002467,2546,12,2,2026-01-28,已入库
2468,入库-002468,2547,47,2,2025-09-02,已入库
2469,入库-002469,2548,3,1,2025-07-05,已入库
2470,入库-002470,2549,46,1,2025-06-13,已入库
2471,入库-002471,2550,19,1,2024-12-19,已入库
2472,入库-002472,2551,36,1,2024-10-29,已入库
2473,入库-002473,2552,11,2,2025-06-06,已入库
2474,入库-002474,2553,1,1,2024-10-29,已入库
2475,入库-002475,2554,21,1,2025-08-28,已入库
2476,入库-002476,2555,22,2,2025-06-18,已入库
2477,入库-002477,2556,32,2,2026-01-01,已入库
2478,入库-002478,2557,25,1,2025-06-29,已入库
2479,入库-002479,2558,39,1,2026-02-25,已入库
2480,入库-002480,2559,29,1,2025-05-24,已入库
2481,入库-002481,2560,44,1,2025-09-13,已入库
2482,入库-002482,2561,19,1,2025-01-06,已入库
2483,入库-002483,2562,2,1,2025-08-27,已入库
2484,入库-002484,2563,23,2,2024-10-18,已入库
2485,入库-002485,2564,29,1,2025-05-10,已入库
2486,入库-002486,2565,22,1,2024-09-27,已入库
2487,入库-002487,2566,46,1,2025-03-31,已入库
2488,入库-002488,2567,45,1,2026-01-04,已入库
2489,入库-002489,2569,12,1,2026-03-05,已入库
2490,入库-002490,2571,25,1,2025-05-11,已入库
2491,入库-002491,2572,3,2,2024-09-26,已入库
2492,入库-002492,2573,18,2,2024-09-28,已入库
2493,入库-002493,2574,39,2,2024-08-18,已入库
2494,入库-002494,2575,40,1,2024-10-22,已入库
2495,入库-002495,2576,24,1,2025-04-24,已入库
2496,入库-002496,2577,4,1,2025-11-25,已入库
2497,入库-002497,2578,5,2,2025-09-02,已入库
2498,入库-002498,2579,46,1,2024-12-02,已入库
2499,入库-002499,2580,25,2,2026-07-08,已入库
2500,入库-002500,2581,42,1,2026-06-30,已入库
2501,入库-002501,2582,41,1,2025-08-20,已入库
2502,入库-002502,2583,44,2,2025-03-22,已入库
2503,入库-002503,2584,31,2,2024-10-28,已入库
2504,入库-002504,2585,40,1,2025-12-03,已入库
2505,入库-002505,2586,30,2,2025-07-11,已入库
2506,入库-002506,2587,43,1,2025-06-04,已入库
2507,入库-002507,2588,1,1,2026-07-27,已入库
2508,入库-002508,2589,35,1,2025-05-02,已入库
2509,入库-002509,2590,4,1,2024-09-29,已入库
2510,入库-002510,2591,22,1,2025-08-06,已入库
2511,入库-002511,2592,32,1,2024-08-20,已入库
2512,入库-002512,2593,24,1,2025-06-21,已入库
2513,入库-002513,2594,9,1,2025-05-17,已入库
2514,入库-002514,2595,40,1,2025-06-08,已入库
2515,入库-002515,2596,47,2,2025-01-20,已入库
