quotation_id,quotation_code,customer_id,product_id,quotation_date,quantity,estimated_cost,target_margin_rate,quoted_amount,status,converted_sales_order_id
646,报价-000646,24,35,2025-03-22,2,315101.66,0.3245,466464.62,已转订单,646
647,报价-000647,55,25,2025-03-09,3,487287.75,0.2611,659506.35,已转订单,647
648,报价-000648,70,38,2025-03-20,1,185408.81,0.2273,239946.98,已转订单,648
649,报价-000649,63,34,2025-03-12,2,393420.72,0.2258,508134.9,已转订单,649
650,报价-000650,77,25,2025-03-19,3,487287.75,0.2058,613562.95,已转订单,650
651,报价-000651,22,25,2025-03-20,2,324858.5,0.3137,473323.78,已转订单,651
652,报价-000652,65,30,2025-03-26,4,706431.04,0.2308,918425.86,已转订单,652
653,报价-000653,52,33,2025-03-17,4,933609.8,0.2721,1282523.39,已转订单,653
654,报价-000654,80,31,2025-03-13,1,234102.2,0.2965,332767.14,已转订单,654
655,报价-000655,26,1,2025-03-12,3,828873.93,0.3195,1218050.61,已转订单,655
656,报价-000656,49,6,2025-03-20,2,249035.9,0.2107,315518.05,已转订单,656
657,报价-000657,64,30,2025-03-24,5,883038.8,0.291,1245492.12,已转订单,657
658,报价-000658,70,25,2025-03-27,1,162429.25,0.2444,214974.61,已转订单,658
659,报价-000659,12,39,2025-03-19,2,353687.44,0.2976,503544.5,已转订单,659
660,报价-000660,8,37,2025-03-22,5,842901.25,0.2876,1183148.08,已转订单,660
661,报价-000661,21,12,2025-03-22,4,441375.12,0.2074,556904.82,已转订单,661
662,报价-000662,52,5,2025-03-29,1,189684.82,0.2723,260648.18,已转订单,662
663,报价-000663,13,32,2025-03-15,1,192659.1,0.2523,257665.63,已转订单,663
664,报价-000664,71,23,2025-03-19,1,134115.35,0.2368,175721.77,已转订单,664
665,报价-000665,53,14,2025-03-19,2,380548.76,0.2202,487978.15,已转订单,665
666,报价-000666,19,8,2025-03-24,2,279067.0,0.2649,379628.39,已转订单,666
667,报价-000667,28,12,2025-03-27,2,220687.56,0.3073,318605.9,已转订单,667
668,报价-000668,44,30,2025-03-28,3,529823.28,0.2029,664681.08,已转订单,668
669,报价-000669,56,9,2025-03-24,2,418840.84,0.1993,523109.38,已转订单,669
670,报价-000670,71,7,2025-03-27,4,705666.52,0.3137,1028194.3,已转订单,670
671,报价-000671,17,25,2025-03-29,3,487287.75,0.255,654098.09,已转订单,671
672,报价-000672,27,16,2025-03-26,1,146721.32,0.2567,197388.34,已转订单,672
673,报价-000673,22,11,2025-03-24,1,134360.63,0.201,168163.87,已转订单,673
674,报价-000674,10,3,2025-04-02,2,250941.4,0.2567,337593.35,已转订单,674
675,报价-000675,74,1,2025-03-23,5,1381456.55,0.2959,1962016.95,已转订单,675
676,报价-000676,60,22,2025-04-04,1,144498.98,0.288,202937.94,已转订单,676
677,报价-000677,5,4,2025-03-25,5,712609.8,0.2132,905694.67,已转订单,677
678,报价-000678,39,13,2025-04-02,1,149496.2,0.3015,214026.14,已转订单,678
679,报价-000679,19,23,2025-04-03,1,134115.35,0.1952,166643.19,已转订单,679
680,报价-000680,62,22,2025-04-02,3,433496.94,0.2304,563298.32,已转订单,680
681,报价-000681,73,25,2025-03-21,1,162429.25,0.3084,234854.57,已转订单,681
682,报价-000682,57,28,2025-03-27,2,267514.66,0.2308,347780.71,已转订单,682
683,报价-000683,2,27,2025-04-06,1,165284.07,0.3042,237541.92,已转订单,683
684,报价-000684,22,25,2025-03-28,1,162429.25,0.2567,218519.53,已转订单,684
685,报价-000685,77,23,2025-04-01,2,268230.7,0.2816,373364.22,已转订单,685
686,报价-000686,77,18,2025-03-24,1,211085.82,0.3213,311009.52,已转订单,686
687,报价-000687,34,11,2025-03-27,1,134360.63,0.2109,170273.41,已转订单,687
688,报价-000688,30,16,2025-04-03,2,293442.64,0.3281,436710.08,已转订单,688
689,报价-000689,8,13,2025-03-25,1,149496.2,0.3173,218978.64,已转订单,689
690,报价-000690,39,8,2025-03-30,1,139533.5,0.2907,196733.32,已转订单,690
691,报价-000691,28,18,2025-04-08,4,844343.28,0.3237,1248406.61,已转订单,691
692,报价-000692,29,21,2025-04-06,2,259550.0,0.2162,331127.23,已转订单,692
693,报价-000693,40,14,2025-04-07,4,761097.52,0.1982,949266.08,已转订单,693
694,报价-000694,57,35,2025-04-07,2,315101.66,0.2126,400162.48,已转订单,694
695,报价-000695,11,24,2025-04-04,5,449536.25,0.2012,562789.17,已转订单,695
696,报价-000696,56,38,2025-04-07,4,741635.24,0.321,1092292.12,已转订单,696
697,报价-000697,12,36,2025-04-04,1,113597.76,0.3107,164791.68,已转订单,697
698,报价-000698,56,29,2025-03-27,3,506351.52,0.2132,643539.17,已转订单,698
699,报价-000699,29,37,2025-03-29,1,168580.25,0.2277,218278.8,已转订单,699
700,报价-000700,46,36,2025-04-05,5,567988.8,0.3389,859165.35,已转订单,700
701,报价-000701,77,18,2025-04-08,4,844343.28,0.2003,1055782.89,已转订单,701
702,报价-000702,67,38,2025-04-05,1,185408.81,0.2761,256134.28,已转订单,702
703,报价-000703,36,34,2025-04-10,3,590131.08,0.3037,847478.23,已转订单,703
704,报价-000704,8,12,2025-03-31,1,110343.78,0.2978,157139.19,已转订单,704
705,报价-000705,36,15,2025-04-04,2,343299.28,0.1988,428500.03,已转订单,705
706,报价-000706,76,18,2025-04-12,2,422171.64,0.2396,555172.08,已转订单,706
707,报价-000707,12,27,2025-04-07,1,165284.07,0.2519,220949.14,已转订单,707
708,报价-000708,31,40,2025-04-09,1,193431.78,0.2673,263985.94,已转订单,708
709,报价-000709,64,1,2025-04-04,2,552582.62,0.3348,830662.15,已转订单,709
710,报价-000710,52,14,2025-04-04,1,190274.38,0.2683,260047.94,已转订单,710
711,报价-000711,37,3,2025-04-10,5,627353.5,0.2533,840166.05,已转订单,711
712,报价-000712,34,33,2025-04-07,1,233402.45,0.3227,344620.75,已转订单,712
713,报价-000713,39,9,2025-04-10,2,418840.84,0.2834,584472.59,已转订单,713
714,报价-000714,54,6,2025-04-07,5,622589.75,0.2327,811407.5,已转订单,714
715,报价-000715,9,23,2025-04-12,2,268230.7,0.2217,344633.84,已转订单,715
716,报价-000716,68,7,2025-04-09,2,352833.26,0.2607,477266.11,已转订单,716
717,报价-000717,37,2,2025-04-11,4,509035.4,0.2907,717680.87,已转订单,717
718,报价-000718,30,38,2025-04-08,5,927044.05,0.2071,1169212.33,已转订单,718
719,报价-000719,10,20,2025-04-15,1,185930.62,0.211,235642.6,已转订单,719
720,报价-000720,55,8,2025-04-02,1,139533.5,0.2743,192273.41,已转订单,720
721,报价-000721,1,7,2025-04-09,3,529249.89,0.3034,759813.49,已转订单,721
722,报价-000722,24,25,2025-04-05,1,162429.25,0.2555,218161.58,已转订单,722
723,报价-000723,75,18,2025-04-07,2,422171.64,0.3252,625587.38,已转订单,723
724,报价-000724,79,16,2025-04-02,5,733606.6,0.1942,910395.75,已转订单,724
725,报价-000725,50,10,2025-04-13,1,292937.19,0.2836,408926.81,已转订单,725
726,报价-000726,8,10,2025-04-03,3,878811.57,0.3221,1296412.61,已转订单,726
727,报价-000727,32,27,2025-04-15,1,165284.07,0.2764,228428.73,已转订单,727
728,报价-000728,7,29,2025-04-11,1,168783.84,0.3237,249572.58,已转订单,728
729,报价-000729,2,34,2025-04-09,1,196710.36,0.326,291839.35,已转订单,729
730,报价-000730,57,35,2025-04-08,3,472652.49,0.2352,618005.92,已转订单,730
731,报价-000731,79,27,2025-04-04,2,330568.14,0.2074,417088.46,已转订单,731
732,报价-000732,77,31,2025-04-13,1,234102.2,0.1892,288723.2,已转订单,732
733,报价-000733,71,16,2025-04-12,1,146721.32,0.3382,221710.87,已转订单,733
734,报价-000734,48,1,2025-04-20,1,276291.31,0.2319,359703.29,已转订单,734
735,报价-000735,26,24,2025-04-14,5,449536.25,0.2246,579759.8,已转订单,735
736,报价-000736,70,26,2025-04-14,2,286320.96,0.3034,411047.45,已转订单,736
737,报价-000737,56,8,2025-04-12,2,279067.0,0.3131,406269.92,已转订单,737
738,报价-000738,18,26,2025-04-12,2,286320.96,0.2137,364150.5,已转订单,738
739,报价-000739,16,5,2025-04-18,1,189684.82,0.2493,252661.0,已转订单,739
740,报价-000740,77,36,2025-04-19,1,113597.76,0.219,145454.68,已转订单,740
741,报价-000741,21,33,2025-04-09,1,233402.45,0.1897,288036.17,已转订单,741
742,报价-000742,10,22,2025-04-11,3,433496.94,0.2697,593617.65,已转订单,742
743,报价-000743,8,27,2025-04-09,1,165284.07,0.3188,242637.19,已转订单,743
744,报价-000744,5,28,2025-04-19,1,133757.33,0.2983,190619.06,已转订单,744
745,报价-000745,54,1,2025-04-22,1,276291.31,0.2109,350151.85,已转订单,745
746,报价-000746,72,28,2025-04-23,2,267514.66,0.2713,367098.97,已转订单,746
747,报价-000747,3,15,2025-04-10,1,171649.64,0.2849,240037.18,已转订单,747
748,报价-000748,76,23,2025-04-10,3,402346.05,0.2828,561001.23,已转订单,748
749,报价-000749,2,27,2025-04-09,1,165284.07,0.2559,222133.89,已转订单,749
750,报价-000750,76,3,2025-04-15,1,125470.7,0.2057,157958.99,已转订单,750
751,报价-000751,46,22,2025-04-11,4,577995.92,0.1943,717346.34,已转订单,751
752,报价-000752,16,31,2025-04-21,5,1170511.0,0.1951,1454308.77,已转订单,752
753,报价-000753,46,28,2025-04-25,3,401271.99,0.2828,559494.93,已转订单,753
754,报价-000754,54,2,2025-04-15,3,381776.55,0.1885,470450.45,已转订单,754
755,报价-000755,40,2,2025-04-18,2,254517.7,0.1967,316837.55,已转订单,755
756,报价-000756,68,10,2025-04-18,5,1464685.95,0.3168,2143718.43,已转订单,756
757,报价-000757,25,5,2025-04-25,2,379369.64,0.3026,543949.52,已转订单,757
758,报价-000758,16,37,2025-04-16,4,674321.0,0.1949,837529.78,已转订单,758
759,报价-000759,63,32,2025-04-23,1,192659.1,0.1854,236506.48,已转订单,759
760,报价-000760,23,40,2025-04-18,5,967158.9,0.2593,1305661.85,已转订单,760
761,报价-000761,5,14,2025-04-25,1,190274.38,0.2257,245742.31,已转订单,761
762,报价-000762,75,2,2025-04-21,2,254517.7,0.2681,347761.05,已转订单,762
763,报价-000763,73,10,2025-04-23,2,585874.38,0.2835,817741.49,已转订单,763
764,报价-000764,24,21,2025-04-18,1,129775.0,0.2894,182622.22,已转订单,764
765,报价-000765,20,21,2025-04-23,2,259550.0,0.2507,346398.64,已转订单,765
766,报价-000766,34,12,2025-04-17,1,110343.78,0.2268,142712.23,已转订单,766
767,报价-000767,35,39,2025-04-29,2,353687.44,0.305,508877.51,已转订单,767
768,报价-000768,19,32,2025-04-17,1,192659.1,0.2507,257115.12,已转订单,768
769,报价-000769,57,15,2025-04-28,1,171649.64,0.2133,218182.83,已转订单,769
770,报价-000770,69,12,2025-04-24,5,551718.9,0.2276,714285.32,已转订单,770
771,报价-000771,67,14,2025-04-26,5,951371.9,0.2699,1303071.06,已转订单,771
772,报价-000772,7,10,2025-04-21,1,292937.19,0.3279,435822.58,已转订单,772
773,报价-000773,56,36,2025-04-20,5,567988.8,0.3382,858231.07,已转订单,773
774,报价-000774,15,28,2025-04-30,1,133757.33,0.2909,188629.5,已转订单,774
775,报价-000775,38,39,2025-04-20,1,176843.72,0.2987,252147.78,已转订单,775
776,报价-000776,11,40,2025-04-29,1,193431.78,0.3279,287814.4,已转订单,776
777,报价-000777,15,29,2025-04-28,2,337567.68,0.2944,478414.8,已转订单,777
778,报价-000778,39,24,2025-05-03,1,89907.25,0.2759,124155.73,已转订单,778
779,报价-000779,71,22,2025-04-30,1,144498.98,0.2021,181094.02,已转订单,779
780,报价-000780,42,33,2025-04-22,2,466804.9,0.2492,621716.86,已转订单,780
781,报价-000781,77,17,2025-04-22,5,1041427.8,0.2615,1410255.33,已转订单,781
782,报价-000782,78,15,2025-04-27,2,343299.28,0.2831,478843.08,已转订单,782
783,报价-000783,34,37,2025-05-04,1,168580.25,0.2298,218884.01,已转订单,783
784,报价-000784,36,26,2025-05-02,1,143160.48,0.2688,195775.94,已转订单,784
785,报价-000785,45,23,2025-04-28,2,268230.7,0.2235,345421.66,已转订单,785
786,报价-000786,16,25,2025-04-27,4,649717.0,0.3174,951820.87,已转订单,786
787,报价-000787,19,40,2025-05-01,2,386863.56,0.2047,486445.01,已转订单,787
788,报价-000788,13,24,2025-05-02,1,89907.25,0.2248,115980.2,已转订单,788
789,报价-000789,66,15,2025-05-02,5,858248.2,0.2732,1180873.56,已转订单,789
790,报价-000790,8,33,2025-04-28,2,466804.9,0.2141,593958.97,已转订单,790
791,报价-000791,21,40,2025-04-30,1,193431.78,0.2629,262406.3,已转订单,791
792,报价-000792,51,1,2025-05-02,2,552582.62,0.2229,711080.09,已转订单,792
793,报价-000793,64,4,2025-04-23,2,285043.92,0.3367,429725.7,已转订单,793
794,报价-000794,13,27,2025-04-29,2,330568.14,0.2794,458731.37,已转订单,794
795,报价-000795,9,10,2025-05-08,3,878811.57,0.2873,1233014.32,已转订单,795
796,报价-000796,16,40,2025-04-26,3,580295.34,0.2725,797657.31,已转订单,796
797,报价-000797,63,5,2025-05-05,4,758739.28,0.229,984072.82,已转订单,797
798,报价-000798,62,38,2025-05-08,2,370817.62,0.1817,453136.47,已转订单,798
799,报价-000799,54,36,2025-05-04,3,340793.28,0.3051,490413.68,已转订单,799
800,报价-000800,33,33,2025-05-11,1,233402.45,0.3081,337313.92,已转订单,800
