material_requirement_id,production_order_id,material_id,required_date,required_qty,issued_qty,shortage_qty,is_critical,status
17083,1038,57,2025-08-20,12,12,0,0,已满足
17084,1038,70,2025-08-20,47,47,0,1,已满足
17085,1038,72,2025-08-20,33,33,0,0,已满足
17086,1038,74,2025-08-20,147.8097,147.8097,0.0,1,已满足
17087,1038,77,2025-08-20,46,46,0,1,已满足
17088,1038,114,2025-08-20,403.0898,403.0898,0.0,1,已满足
17089,1038,119,2025-08-20,7,7,0,1,已满足
17090,1039,3,2025-08-21,102.0592,102.0592,0.0,0,已满足
17091,1039,6,2025-08-21,9,9,0,0,已满足
17092,1039,11,2025-08-21,128.1647,128.1647,0.0,1,已满足
17093,1039,12,2025-08-21,132.165,132.165,0.0,1,已满足
17094,1039,26,2025-08-21,45.9991,45.9991,0.0,1,已满足
17095,1039,29,2025-08-21,10,10,0,0,已满足
17096,1039,40,2025-08-21,4,4,0,1,已满足
17097,1039,43,2025-08-21,67.0529,67.0529,0.0,0,已满足
17098,1039,44,2025-08-21,120.0706,120.0706,0.0,0,已满足
17099,1039,46,2025-08-21,10,10,0,0,已满足
17100,1039,50,2025-08-21,75.9874,75.9874,0.0,1,已满足
17101,1039,54,2025-08-21,5,5,0,0,已满足
17102,1039,55,2025-08-21,3,3,0,0,已满足
17103,1039,62,2025-08-21,8,8,0,0,已满足
17104,1039,68,2025-08-21,101.3183,101.3183,0.0,0,已满足
17105,1039,76,2025-08-21,42.4655,42.4655,0.0,0,已满足
17106,1039,77,2025-08-21,3,3,0,1,已满足
17107,1039,79,2025-08-21,6,6,0,1,已满足
17108,1039,98,2025-08-21,81.2163,81.2163,0.0,1,已满足
17109,1039,110,2025-08-21,4,4,0,0,已满足
17110,1040,6,2025-08-21,5,5,0,0,已满足
17111,1040,10,2025-08-21,153.4368,153.4368,0.0,0,已满足
17112,1040,19,2025-08-21,59.2794,59.2794,0.0,0,已满足
17113,1040,24,2025-08-21,9,9,0,0,已满足
17114,1040,31,2025-08-21,10,10,0,1,已满足
17115,1040,45,2025-08-21,21,21,0,1,已满足
17116,1040,46,2025-08-21,35,35,0,0,已满足
17117,1040,49,2025-08-21,14,14,0,0,已满足
17118,1040,57,2025-08-21,34,34,0,0,已满足
17119,1040,64,2025-08-21,10,10,0,1,已满足
17120,1040,70,2025-08-21,21,21,0,1,已满足
17121,1040,72,2025-08-21,11,11,0,0,已满足
17122,1040,73,2025-08-21,13,13,0,0,已满足
17123,1040,76,2025-08-21,278.8924,278.8924,0.0,0,已满足
17124,1040,81,2025-08-21,21,21,0,0,已满足
17125,1040,83,2025-08-21,318.4089,318.4089,0.0,0,已满足
17126,1040,93,2025-08-21,11,11,0,0,已满足
17127,1040,106,2025-08-21,151.5167,151.5167,0.0,0,已满足
17128,1041,6,2025-08-22,12,12,0,0,已满足
17129,1041,18,2025-08-22,529.3668,529.3668,0.0,1,已满足
17130,1041,26,2025-08-22,557.8702,557.8702,0.0,1,已满足
17131,1041,27,2025-08-22,307.3023,307.3023,0.0,0,已满足
17132,1041,45,2025-08-22,64,64,0,1,已满足
17133,1041,53,2025-08-22,34,34,0,0,已满足
17134,1041,55,2025-08-22,7,7,0,0,已满足
17135,1041,73,2025-08-22,71,71,0,0,已满足
17136,1041,76,2025-08-22,422.0163,422.0163,0.0,0,已满足
17137,1041,82,2025-08-22,180.8903,180.8903,0.0,0,已满足
17138,1041,83,2025-08-22,329.5616,329.5616,0.0,0,已满足
17139,1041,91,2025-08-22,285.2994,285.2994,0.0,0,已满足
17140,1041,92,2025-08-22,210.4492,210.4492,0.0,0,已满足
17141,1041,94,2025-08-22,51,51,0,1,已满足
17142,1041,95,2025-08-22,8,8,0,0,已满足
17143,1041,98,2025-08-22,421.1272,421.1272,0.0,1,已满足
17144,1041,99,2025-08-22,151.5318,151.5318,0.0,0,已满足
17145,1041,111,2025-08-22,72,72,0,1,已满足
17146,1042,12,2025-08-22,65.4356,65.4356,0.0,1,已满足
17147,1042,33,2025-08-22,13,13,0,1,已满足
17148,1042,35,2025-08-22,58.1656,58.1656,0.0,0,已满足
17149,1042,44,2025-08-22,96.1755,96.1755,0.0,0,已满足
17150,1042,59,2025-08-22,60.8535,60.8535,0.0,1,已满足
17151,1042,61,2025-08-22,13,13,0,1,已满足
17152,1042,63,2025-08-22,7,7,0,0,已满足
17153,1042,75,2025-08-22,115.3205,115.3205,0.0,0,已满足
17154,1042,92,2025-08-22,112.0894,112.0894,0.0,0,已满足
17155,1042,94,2025-08-22,12,12,0,1,已满足
17156,1042,95,2025-08-22,17,17,0,0,已满足
17157,1042,105,2025-08-22,12,12,0,0,已满足
17158,1042,112,2025-08-22,4,4,0,1,已满足
17159,1042,115,2025-08-22,18.1703,18.1703,0.0,0,已满足
17160,1042,116,2025-08-22,98.9948,98.9948,0.0,1,已满足
17161,1042,119,2025-08-22,9,9,0,1,已满足
17162,1043,4,2025-08-22,284.1357,284.1357,0.0,1,已满足
17163,1043,8,2025-08-22,20,20,0,0,已满足
17164,1043,19,2025-08-22,52.7415,52.7415,0.0,0,已满足
17165,1043,22,2025-08-22,23,23,0,0,已满足
17166,1043,26,2025-08-22,188.7513,188.7513,0.0,1,已满足
17167,1043,48,2025-08-22,28,28,0,0,已满足
17168,1043,54,2025-08-22,21,21,0,0,已满足
17169,1043,56,2025-08-22,25,25,0,0,已满足
17170,1043,71,2025-08-22,13,13,0,0,已满足
17171,1043,75,2025-08-22,162.6964,162.6964,0.0,0,已满足
17172,1043,90,2025-08-22,314.6734,314.6734,0.0,0,已满足
17173,1043,97,2025-08-22,31,31,0,0,已满足
17174,1043,108,2025-08-22,57.8639,57.8639,0.0,0,已满足
17175,1043,109,2025-08-22,3,3,0,0,已满足
17176,1043,116,2025-08-22,149.0261,149.0261,0.0,1,已满足
17177,1044,2,2025-08-23,234.0528,234.0528,0.0,0,已满足
17178,1044,10,2025-08-23,369.0868,369.0868,0.0,0,已满足
17179,1044,12,2025-08-23,340.6834,340.6834,0.0,1,已满足
17180,1044,38,2025-08-23,25,25,0,0,已满足
17181,1044,42,2025-08-23,448.0367,448.0367,0.0,1,已满足
17182,1044,44,2025-08-23,405.4289,405.4289,0.0,0,已满足
17183,1044,47,2025-08-23,19,19,0,0,已满足
17184,1044,62,2025-08-23,19,19,0,0,已满足
17185,1044,65,2025-08-23,38,38,0,0,已满足
17186,1044,71,2025-08-23,5,5,0,0,已满足
17187,1044,72,2025-08-23,48,48,0,0,已满足
17188,1044,80,2025-08-23,19,19,0,0,已满足
17189,1044,85,2025-08-23,14,14,0,1,已满足
17190,1044,95,2025-08-23,19,19,0,0,已满足
17191,1044,100,2025-08-23,441.6623,441.6623,0.0,1,已满足
17192,1044,106,2025-08-23,333.255,333.255,0.0,0,已满足
17193,1044,114,2025-08-23,479.8655,479.8655,0.0,1,已满足
17194,1045,28,2025-08-23,315.3281,315.3281,0.0,0,已满足
17195,1045,40,2025-08-23,30,30,0,1,已满足
17196,1045,50,2025-08-23,130.362,130.362,0.0,1,已满足
17197,1045,58,2025-08-23,306.3273,306.3273,0.0,1,已满足
17198,1045,61,2025-08-23,24,24,0,1,已满足
17199,1045,62,2025-08-23,31,31,0,0,已满足
17200,1045,65,2025-08-23,27,27,0,0,已满足
17201,1045,83,2025-08-23,263.9291,263.9291,0.0,0,已满足
17202,1045,84,2025-08-23,52.6049,52.6049,0.0,1,已满足
17203,1045,91,2025-08-23,224.8621,224.8621,0.0,0,已满足
17204,1045,92,2025-08-23,229.3092,229.3092,0.0,0,已满足
17205,1045,108,2025-08-23,212.8492,212.8492,0.0,0,已满足
17206,1045,110,2025-08-23,31,31,0,0,已满足
17207,1045,114,2025-08-23,246.4604,246.4604,0.0,1,已满足
17208,1045,116,2025-08-23,21.2527,21.2527,0.0,1,已满足
17209,1046,8,2025-08-24,3,3,0,0,已满足
17210,1046,24,2025-08-24,23,23,0,0,已满足
17211,1046,25,2025-08-24,36,36,0,0,已满足
17212,1046,30,2025-08-24,24,24,0,0,已满足
17213,1046,31,2025-08-24,26,26,0,1,已满足
17214,1046,38,2025-08-24,19,19,0,0,已满足
17215,1046,53,2025-08-24,6,6,0,0,已满足
17216,1046,58,2025-08-24,21.2281,21.2281,0.0,1,已满足
17217,1046,59,2025-08-24,321.6288,321.6288,0.0,1,已满足
17218,1046,62,2025-08-24,33,33,0,0,已满足
17219,1046,63,2025-08-24,27,27,0,0,已满足
17220,1046,64,2025-08-24,15,15,0,1,已满足
17221,1046,86,2025-08-24,14,14,0,1,已满足
17222,1046,90,2025-08-24,268.7899,268.7899,0.0,0,已满足
17223,1046,96,2025-08-24,28,28,0,0,已满足
17224,1046,103,2025-08-24,17,17,0,0,已满足
17225,1046,110,2025-08-24,24,24,0,0,已满足
17226,1046,115,2025-08-24,304.4109,304.4109,0.0,0,已满足
17227,1047,4,2025-08-24,42.4223,42.4223,0.0,1,已满足
17228,1047,32,2025-08-24,26,26,0,0,已满足
17229,1047,34,2025-08-24,229.5092,229.5092,0.0,0,已满足
17230,1047,40,2025-08-24,5,5,0,1,已满足
17231,1047,46,2025-08-24,24,24,0,0,已满足
17232,1047,59,2025-08-24,444.1777,444.1777,0.0,1,已满足
17233,1047,60,2025-08-24,250.4491,250.4491,0.0,0,已满足
17234,1047,64,2025-08-24,53,53,0,1,已满足
17235,1047,65,2025-08-24,42,42,0,0,已满足
17236,1047,67,2025-08-24,143.7314,143.7314,0.0,1,已满足
17237,1047,84,2025-08-24,305.4636,305.4636,0.0,1,已满足
17238,1047,110,2025-08-24,48,48,0,0,已满足
17239,1047,116,2025-08-24,139.2134,139.2134,0.0,1,已满足
17240,1048,7,2025-08-24,24,24,0,0,已满足
17241,1048,8,2025-08-24,3,3,0,0,已满足
17242,1048,12,2025-08-24,90.3179,90.3179,0.0,1,已满足
17243,1048,19,2025-08-24,157.3877,157.3877,0.0,0,已满足
17244,1048,42,2025-08-24,206.3901,206.3901,0.0,1,已满足
17245,1048,45,2025-08-24,29,29,0,1,已满足
17246,1048,60,2025-08-24,62.4717,62.4717,0.0,0,已满足
17247,1048,64,2025-08-24,21,21,0,1,已满足
17248,1048,68,2025-08-24,159.0834,159.0834,0.0,0,已满足
17249,1048,92,2025-08-24,260.7553,260.7553,0.0,0,已满足
17250,1048,97,2025-08-24,24,24,0,0,已满足
17251,1048,102,2025-08-24,30,30,0,1,已满足
17252,1048,109,2025-08-24,27,27,0,0,已满足
17253,1049,4,2025-08-24,142.0679,142.0679,0.0,1,已满足
17254,1049,8,2025-08-24,10,10,0,0,已满足
17255,1049,19,2025-08-24,26.3708,26.3708,0.0,0,已满足
17256,1049,22,2025-08-24,12,12,0,0,已满足
17257,1049,26,2025-08-24,94.3757,94.3757,0.0,1,已满足
17258,1049,48,2025-08-24,14,14,0,0,已满足
17259,1049,54,2025-08-24,11,11,0,0,已满足
17260,1049,56,2025-08-24,13,13,0,0,已满足
17261,1049,71,2025-08-24,7,7,0,0,已满足
17262,1049,75,2025-08-24,81.3482,81.3482,0.0,0,已满足
17263,1049,90,2025-08-24,157.3367,157.3367,0.0,0,已满足
17264,1049,97,2025-08-24,16,16,0,0,已满足
17265,1049,108,2025-08-24,28.932,28.932,0.0,0,已满足
17266,1049,109,2025-08-24,2,2,0,0,已满足
17267,1049,116,2025-08-24,74.5131,74.5131,0.0,1,已满足
17268,1050,6,2025-08-24,6,6,0,0,已满足
17269,1050,17,2025-08-24,26,26,0,0,已满足
17270,1050,27,2025-08-24,83.9212,83.9212,0.0,0,已满足
17271,1050,31,2025-08-24,15,15,0,1,已满足
17272,1050,32,2025-08-24,35,35,0,0,已满足
17273,1050,33,2025-08-24,10,10,0,1,已满足
17274,1050,37,2025-08-24,21,21,0,0,已满足
17275,1050,52,2025-08-24,52.5874,52.5874,0.0,0,已满足
17276,1050,58,2025-08-24,191.8825,191.8825,0.0,1,已满足
17277,1050,59,2025-08-24,32.0782,32.0782,0.0,1,已满足
17278,1050,73,2025-08-24,33,33,0,0,已满足
17279,1050,79,2025-08-24,23,23,0,1,已满足
17280,1050,90,2025-08-24,140.0915,140.0915,0.0,0,已满足
17281,1050,100,2025-08-24,61.3556,61.3556,0.0,1,已满足
17282,1051,6,2025-08-25,54,54,0,0,已满足
17283,1051,10,2025-08-25,293.7546,293.7546,0.0,0,已满足
17284,1051,19,2025-08-25,765.8566,765.8566,0.0,0,已满足
17285,1051,26,2025-08-25,501.4534,501.4534,0.0,1,已满足
17286,1051,28,2025-08-25,656.1134,656.1134,0.0,0,已满足
17287,1051,48,2025-08-25,56,56,0,0,已满足
17288,1051,54,2025-08-25,87,87,0,0,已满足
17289,1051,57,2025-08-25,59,59,0,0,已满足
17290,1051,76,2025-08-25,263.3876,263.3876,0.0,0,已满足
17291,1051,83,2025-08-25,796.6983,796.6983,0.0,0,已满足
17292,1051,101,2025-08-25,46,46,0,0,已满足
17293,1051,102,2025-08-25,48,48,0,1,已满足
17294,1051,104,2025-08-25,27,27,0,0,已满足
17295,1051,112,2025-08-25,85,85,0,1,已满足
17296,1051,120,2025-08-25,14,14,0,0,已满足
17297,1052,6,2025-08-25,3,3,0,0,已满足
17298,1052,10,2025-08-25,76.7184,76.7184,0.0,0,已满足
17299,1052,19,2025-08-25,29.6397,29.6397,0.0,0,已满足
17300,1052,24,2025-08-25,5,5,0,0,已满足
17301,1052,31,2025-08-25,5,5,0,1,已满足
17302,1052,45,2025-08-25,11,11,0,1,已满足
17303,1052,46,2025-08-25,18,18,0,0,已满足
17304,1052,49,2025-08-25,7,7,0,0,已满足
17305,1052,57,2025-08-25,17,17,0,0,已满足
17306,1052,64,2025-08-25,5,5,0,1,已满足
17307,1052,70,2025-08-25,11,11,0,1,已满足
17308,1052,72,2025-08-25,6,6,0,0,已满足
17309,1052,73,2025-08-25,7,7,0,0,已满足
17310,1052,76,2025-08-25,139.4462,139.4462,0.0,0,已满足
17311,1052,81,2025-08-25,11,11,0,0,已满足
17312,1052,83,2025-08-25,159.2044,159.2044,0.0,0,已满足
17313,1052,93,2025-08-25,6,6,0,0,已满足
17314,1052,106,2025-08-25,75.7583,75.7583,0.0,0,已满足
17315,1053,2,2025-08-25,530.3664,530.3664,0.0,0,已满足
17316,1053,13,2025-08-25,54,54,0,1,已满足
17317,1053,15,2025-08-25,73,73,0,0,已满足
17318,1053,17,2025-08-25,35,35,0,0,已满足
17319,1053,22,2025-08-25,91,91,0,0,已满足
17320,1053,43,2025-08-25,680.5653,680.5653,0.0,0,已满足
17321,1053,44,2025-08-25,177.6194,177.6194,0.0,0,已满足
17322,1053,57,2025-08-25,32,32,0,0,已满足
17323,1053,65,2025-08-25,35,35,0,0,已满足
17324,1053,71,2025-08-25,22,22,0,0,已满足
17325,1053,74,2025-08-25,113.8244,113.8244,0.0,1,已满足
17326,1053,75,2025-08-25,181.9977,181.9977,0.0,0,已满足
17327,1053,93,2025-08-25,81,81,0,0,已满足
17328,1053,97,2025-08-25,49,49,0,0,已满足
17329,1053,98,2025-08-25,572.2244,572.2244,0.0,1,已满足
17330,1053,104,2025-08-25,33,33,0,0,已满足
17331,1053,120,2025-08-25,33,33,0,0,已满足
17332,1054,5,2025-08-27,7,7,0,0,已满足
17333,1054,12,2025-08-27,137.0805,137.0805,0.0,1,已满足
17334,1054,17,2025-08-27,5,5,0,0,已满足
17335,1054,19,2025-08-27,118.8859,118.8859,0.0,0,已满足
17336,1054,24,2025-08-27,3,3,0,0,已满足
17337,1054,30,2025-08-27,12,12,0,0,已满足
17338,1054,34,2025-08-27,34.3465,34.3465,0.0,0,已满足
17339,1054,37,2025-08-27,11,11,0,0,已满足
17340,1054,48,2025-08-27,5,5,0,0,已满足
17341,1054,51,2025-08-27,16.7262,16.7262,0.0,0,已满足
17342,1054,54,2025-08-27,15,15,0,0,已满足
17343,1054,64,2025-08-27,12,12,0,1,已满足
17344,1054,66,2025-08-27,126.9389,126.9389,0.0,0,已满足
17345,1054,69,2025-08-27,17,17,0,0,已满足
17346,1054,71,2025-08-27,7,7,0,0,已满足
17347,1054,81,2025-08-27,14,14,0,0,已满足
17348,1054,86,2025-08-27,2,2,0,1,已满足
17349,1054,101,2025-08-27,16,16,0,0,已满足
17350,1054,106,2025-08-27,79.8939,79.8939,0.0,0,已满足
17351,1055,28,2025-08-27,315.3281,315.3281,0.0,0,已满足
17352,1055,40,2025-08-27,30,30,0,1,已满足
17353,1055,50,2025-08-27,130.362,130.362,0.0,1,已满足
17354,1055,58,2025-08-27,306.3273,306.3273,0.0,1,已满足
17355,1055,61,2025-08-27,24,24,0,1,已满足
17356,1055,62,2025-08-27,31,31,0,0,已满足
17357,1055,65,2025-08-27,27,27,0,0,已满足
17358,1055,83,2025-08-27,263.9291,263.9291,0.0,0,已满足
17359,1055,84,2025-08-27,52.6049,52.6049,0.0,1,已满足
17360,1055,91,2025-08-27,224.8621,224.8621,0.0,0,已满足
17361,1055,92,2025-08-27,229.3092,229.3092,0.0,0,已满足
17362,1055,108,2025-08-27,212.8492,212.8492,0.0,0,已满足
17363,1055,110,2025-08-27,31,31,0,0,已满足
17364,1055,114,2025-08-27,246.4604,246.4604,0.0,1,已满足
17365,1055,116,2025-08-27,21.2527,21.2527,0.0,1,已满足
17366,1056,6,2025-08-28,3,3,0,0,已满足
17367,1056,17,2025-08-28,13,13,0,0,已满足
17368,1056,27,2025-08-28,41.9606,41.9606,0.0,0,已满足
17369,1056,31,2025-08-28,8,8,0,1,已满足
17370,1056,32,2025-08-28,18,18,0,0,已满足
17371,1056,33,2025-08-28,5,5,0,1,已满足
17372,1056,37,2025-08-28,11,11,0,0,已满足
17373,1056,52,2025-08-28,26.2937,26.2937,0.0,0,已满足
17374,1056,58,2025-08-28,95.9413,95.9413,0.0,1,已满足
17375,1056,59,2025-08-28,16.0391,16.0391,0.0,1,已满足
17376,1056,73,2025-08-28,17,17,0,0,已满足
17377,1056,79,2025-08-28,12,12,0,1,已满足
17378,1056,90,2025-08-28,70.0457,70.0457,0.0,0,已满足
17379,1056,100,2025-08-28,30.6778,30.6778,0.0,1,已满足
17380,1057,3,2025-08-28,330.6928,330.6928,0.0,0,已满足
17381,1057,5,2025-08-28,8,8,0,0,已满足
17382,1057,10,2025-08-28,216.4001,216.4001,0.0,0,已满足
17383,1057,11,2025-08-28,92.9094,92.9094,0.0,1,已满足
17384,1057,13,2025-08-28,18,18,0,1,已满足
17385,1057,29,2025-08-28,10,10,0,0,已满足
17386,1057,37,2025-08-28,28,28,0,0,已满足
17387,1057,48,2025-08-28,5,5,0,0,已满足
17388,1057,50,2025-08-28,244.72,244.72,0.0,1,已满足
17389,1057,64,2025-08-28,31,31,0,1,已满足
17390,1057,71,2025-08-28,36,36,0,0,已满足
17391,1057,73,2025-08-28,10,10,0,0,已满足
17392,1057,77,2025-08-28,8,8,0,1,已满足
17393,1057,80,2025-08-28,24,24,0,0,已满足
17394,1057,93,2025-08-28,35,35,0,0,已满足
17395,1057,96,2025-08-28,10,10,0,0,已满足
17396,1057,115,2025-08-28,245.7972,245.7972,0.0,0,已满足
17397,1057,118,2025-08-28,5,5,0,1,已满足
17398,1058,12,2025-08-29,65.4356,65.4356,0.0,1,已满足
17399,1058,33,2025-08-29,13,13,0,1,已满足
17400,1058,35,2025-08-29,58.1656,58.1656,0.0,0,已满足
17401,1058,44,2025-08-29,96.1755,96.1755,0.0,0,已满足
17402,1058,59,2025-08-29,60.8535,60.8535,0.0,1,已满足
17403,1058,61,2025-08-29,13,13,0,1,已满足
17404,1058,63,2025-08-29,7,7,0,0,已满足
17405,1058,75,2025-08-29,115.3205,115.3205,0.0,0,已满足
17406,1058,92,2025-08-29,112.0894,112.0894,0.0,0,已满足
17407,1058,94,2025-08-29,12,12,0,1,已满足
17408,1058,95,2025-08-29,17,17,0,0,已满足
17409,1058,105,2025-08-29,12,12,0,0,已满足
17410,1058,112,2025-08-29,4,4,0,1,已满足
17411,1058,115,2025-08-29,18.1703,18.1703,0.0,0,已满足
17412,1058,116,2025-08-29,98.9948,98.9948,0.0,1,已满足
17413,1058,119,2025-08-29,9,9,0,1,已满足
17414,1059,2,2025-08-30,156.0352,156.0352,0.0,0,已满足
17415,1059,10,2025-08-30,246.0578,246.0578,0.0,0,已满足
17416,1059,12,2025-08-30,227.1223,227.1223,0.0,1,已满足
17417,1059,38,2025-08-30,17,17,0,0,已满足
17418,1059,42,2025-08-30,298.6912,298.6912,0.0,1,已满足
17419,1059,44,2025-08-30,270.2859,270.2859,0.0,0,已满足
17420,1059,47,2025-08-30,13,13,0,0,已满足
17421,1059,62,2025-08-30,13,13,0,0,已满足
17422,1059,65,2025-08-30,26,26,0,0,已满足
17423,1059,71,2025-08-30,3,3,0,0,已满足
17424,1059,72,2025-08-30,32,32,0,0,已满足
17425,1059,80,2025-08-30,13,13,0,0,已满足
17426,1059,85,2025-08-30,10,10,0,1,已满足
17427,1059,95,2025-08-30,13,13,0,0,已满足
17428,1059,100,2025-08-30,294.4415,294.4415,0.0,1,已满足
17429,1059,106,2025-08-30,222.17,222.17,0.0,0,已满足
17430,1059,114,2025-08-30,319.9103,319.9103,0.0,1,已满足
17431,1060,6,2025-08-30,5,5,0,0,已满足
17432,1060,10,2025-08-30,153.4368,153.4368,0.0,0,已满足
17433,1060,19,2025-08-30,59.2794,59.2794,0.0,0,已满足
17434,1060,24,2025-08-30,9,9,0,0,已满足
17435,1060,31,2025-08-30,10,10,0,1,已满足
17436,1060,45,2025-08-30,21,21,0,1,已满足
17437,1060,46,2025-08-30,35,35,0,0,已满足
17438,1060,49,2025-08-30,14,14,0,0,已满足
17439,1060,57,2025-08-30,34,34,0,0,已满足
17440,1060,64,2025-08-30,10,10,0,1,已满足
17441,1060,70,2025-08-30,21,21,0,1,已满足
17442,1060,72,2025-08-30,11,11,0,0,已满足
17443,1060,73,2025-08-30,13,13,0,0,已满足
17444,1060,76,2025-08-30,278.8924,278.8924,0.0,0,已满足
17445,1060,81,2025-08-30,21,21,0,0,已满足
17446,1060,83,2025-08-30,318.4089,318.4089,0.0,0,已满足
17447,1060,93,2025-08-30,11,11,0,0,已满足
17448,1060,106,2025-08-30,151.5167,151.5167,0.0,0,已满足
17449,1061,10,2025-08-31,372.1514,372.1514,0.0,0,已满足
17450,1061,11,2025-08-31,291.6925,291.6925,0.0,1,已满足
17451,1061,19,2025-08-31,266.9839,266.9839,0.0,0,已满足
17452,1061,30,2025-08-31,26,26,0,0,已满足
17453,1061,36,2025-08-31,72.4769,72.4769,0.0,0,已满足
17454,1061,55,2025-08-31,47,47,0,0,已满足
17455,1061,56,2025-08-31,9,9,0,0,已满足
17456,1061,59,2025-08-31,127.5345,127.5345,0.0,1,已满足
17457,1061,80,2025-08-31,23,23,0,0,已满足
17458,1061,83,2025-08-31,324.2023,324.2023,0.0,0,已满足
17459,1061,85,2025-08-31,22,22,0,1,已满足
17460,1061,86,2025-08-31,19,19,0,1,已满足
17461,1061,113,2025-08-31,8,8,0,0,已满足
17462,1061,115,2025-08-31,392.2269,392.2269,0.0,0,已满足
17463,1062,8,2025-08-31,18,18,0,0,已满足
17464,1062,17,2025-08-31,16,16,0,0,已满足
17465,1062,19,2025-08-31,156.883,156.883,0.0,0,已满足
17466,1062,36,2025-08-31,80.0947,80.0947,0.0,0,已满足
17467,1062,45,2025-08-31,3,3,0,1,已满足
17468,1062,47,2025-08-31,2,2,0,0,已满足
17469,1062,54,2025-08-31,4,4,0,0,已满足
17470,1062,64,2025-08-31,18,18,0,1,已满足
17471,1062,73,2025-08-31,2,2,0,0,已满足
17472,1062,76,2025-08-31,114.7542,114.7542,0.0,0,已满足
17473,1062,107,2025-08-31,106.3318,106.3318,0.0,1,已满足
17474,1062,108,2025-08-31,128.1521,128.1521,0.0,0,已满足
17475,1062,111,2025-08-31,19,19,0,1,已满足
17476,1062,114,2025-08-31,158.0293,158.0293,0.0,1,已满足
17477,1062,119,2025-08-31,5,5,0,1,已满足
17478,1063,10,2025-09-01,87.1498,87.1498,0.0,0,已满足
17479,1063,24,2025-09-01,15,15,0,0,已满足
17480,1063,30,2025-09-01,13,13,0,0,已满足
17481,1063,35,2025-09-01,151.3888,151.3888,0.0,0,已满足
17482,1063,43,2025-09-01,114.1365,114.1365,0.0,0,已满足
17483,1063,49,2025-09-01,4,4,0,0,已满足
17484,1063,51,2025-09-01,70.6054,70.6054,0.0,0,已满足
17485,1063,56,2025-09-01,3,3,0,0,已满足
17486,1063,63,2025-09-01,2,2,0,0,已满足
17487,1063,65,2025-09-01,3,3,0,0,已满足
17488,1063,73,2025-09-01,17,17,0,0,已满足
17489,1063,77,2025-09-01,18,18,0,1,已满足
17490,1063,80,2025-09-01,11,11,0,0,已满足
17491,1063,81,2025-09-01,11,11,0,0,已满足
17492,1063,99,2025-09-01,154.2104,154.2104,0.0,0,已满足
17493,1063,106,2025-09-01,23.5225,23.5225,0.0,0,已满足
17494,1063,117,2025-09-01,12,12,0,0,已满足
17495,1063,120,2025-09-01,10,10,0,0,已满足
17496,1064,3,2025-09-02,117.8569,117.8569,0.0,0,已满足
17497,1064,4,2025-09-02,163.6717,163.6717,0.0,1,已满足
17498,1064,29,2025-09-02,18,18,0,0,已满足
17499,1064,37,2025-09-02,7,7,0,0,已满足
17500,1064,46,2025-09-02,14,14,0,0,已满足
17501,1064,52,2025-09-02,158.0083,158.0083,0.0,0,已满足
17502,1064,53,2025-09-02,5,5,0,0,已满足
17503,1064,58,2025-09-02,102.2473,102.2473,0.0,1,已满足
17504,1064,67,2025-09-02,36.9793,36.9793,0.0,1,已满足
17505,1064,83,2025-09-02,130.9113,130.9113,0.0,0,已满足
17506,1064,89,2025-09-02,7,7,0,0,已满足
17507,1064,92,2025-09-02,46.6845,46.6845,0.0,0,已满足
17508,1064,97,2025-09-02,13,13,0,0,已满足
17509,1064,101,2025-09-02,18,18,0,0,已满足
17510,1064,115,2025-09-02,34.3056,34.3056,0.0,0,已满足
17511,1064,116,2025-09-02,158.4397,158.4397,0.0,1,已满足
17512,1065,13,2025-09-03,10,10,0,1,已满足
17513,1065,14,2025-09-03,3,3,0,1,已满足
17514,1065,17,2025-09-03,3,3,0,0,已满足
17515,1065,19,2025-09-03,139.6699,139.6699,0.0,0,已满足
17516,1065,42,2025-09-03,146.9293,146.9293,0.0,1,已满足
17517,1065,46,2025-09-03,11,11,0,0,已满足
17518,1065,49,2025-09-03,8,8,0,0,已满足
17519,1065,64,2025-09-03,11,11,0,1,已满足
17520,1065,66,2025-09-03,38.9715,38.9715,0.0,0,已满足
17521,1065,73,2025-09-03,5,5,0,0,已满足
17522,1065,80,2025-09-03,15,15,0,0,已满足
17523,1065,92,2025-09-03,15.3042,15.3042,0.0,0,已满足
17524,1065,93,2025-09-03,17,17,0,0,已满足
17525,1065,95,2025-09-03,7,7,0,0,已满足
17526,1065,99,2025-09-03,22.5099,22.5099,0.0,0,已满足
17527,1065,118,2025-09-03,2,2,0,1,已满足
17528,1066,6,2025-09-03,9,9,0,0,已满足
17529,1066,17,2025-09-03,39,39,0,0,已满足
17530,1066,27,2025-09-03,125.8818,125.8818,0.0,0,已满足
17531,1066,31,2025-09-03,23,23,0,1,已满足
17532,1066,32,2025-09-03,53,53,0,0,已满足
17533,1066,33,2025-09-03,15,15,0,1,已满足
17534,1066,37,2025-09-03,32,32,0,0,已满足
17535,1066,52,2025-09-03,78.8811,78.8811,0.0,0,已满足
17536,1066,58,2025-09-03,287.8238,287.8238,0.0,1,已满足
17537,1066,59,2025-09-03,48.1173,48.1173,0.0,1,已满足
17538,1066,73,2025-09-03,49,49,0,0,已满足
17539,1066,79,2025-09-03,34,34,0,1,已满足
17540,1066,90,2025-09-03,210.1372,210.1372,0.0,0,已满足
17541,1066,100,2025-09-03,92.0335,92.0335,0.0,1,已满足
