receipt_line_id,receipt_id,purchase_order_line_id,material_id,received_qty,accepted_qty,rejected_qty
1589,1589,1634,114,274.6311,271.105,0
1590,1590,1635,33,67,64,0
1591,1591,1636,36,239.9869,230.9979,0
1592,1592,1637,46,159,158,0
1593,1593,1638,88,135,132,0
1594,1594,1639,66,673.6997,663.8647,0
1595,1595,1640,22,41,40,0
1596,1596,1641,40,112,109,0
1597,1597,1642,22,138,135,0
1598,1598,1643,88,120,115,0
1599,1599,1644,110,92,89,0
1600,1600,1645,47,142,141,0
1601,1601,1646,112,49,47,0
1602,1602,1647,7,50,49,0
1603,1603,1648,101,22,21,0
1604,1604,1649,55,64,62,0
1605,1605,1650,77,89,85,0
1606,1606,1651,5,139,134,0
1607,1607,1652,112,111,110,0
1608,1608,1653,118,140,135,0
1609,1609,1654,101,135,134,0
1610,1610,1655,108,164.4436,164.3851,0
1611,1611,1656,61,10,9,0
1612,1612,1657,119,108,106,0
1613,1613,1658,82,622.3482,603.8463,0
1614,1614,1659,26,1193.0591,1145.615,0
1615,1615,1660,78,157,154,0
1616,1616,1661,69,111,110,0
1617,1617,1662,70,28,27,0
1618,1618,1664,19,1139.1099,1133.8027,0
1619,1619,1665,91,480.9285,476.5947,0
1620,1620,1666,21,92,89,0
1621,1621,1667,14,138,137,0
1622,1622,1668,50,421.0663,405.1968,0
1623,1623,1669,118,38,37,0
1624,1624,1670,40,119,114,0
1625,1625,1671,23,157,153,0
1626,1626,1672,3,730.2502,721.6423,0
1627,1627,1673,22,150,146,0
1628,1628,1674,25,90,87,0
1629,1629,1675,41,52,51,0
1630,1630,1676,44,391.4536,379.8532,0
1631,1631,1678,45,122,119,0
1632,1632,1679,117,52,51,0
1633,1633,1680,50,618.6625,610.9624,0
1634,1634,1681,81,67,66,0
1635,1635,1682,7,123,118,0
1636,1636,1683,82,40.8806,39.86,0
1637,1637,1684,17,73,71,0
1638,1638,1685,66,277.5936,267.2052,0
1639,1639,1686,14,38,37,0
1640,1640,1687,88,128,127,0
1641,1641,1688,48,60,59,0
1642,1642,1689,38,13,12,0
1643,1643,1690,49,57,56,0
1644,1644,1691,89,85,81,0
1645,1645,1692,100,963.0554,936.5867,0
1646,1646,1693,80,112,110,0
1647,1647,1694,29,42,40,0
1648,1648,1695,106,566.5211,547.7408,0
1649,1649,1696,40,33,32,0
1650,1650,1697,25,23,22,0
1651,1651,1698,57,99,96,0
1652,1652,1699,17,95,91,0
1653,1653,1700,63,48,46,0
1654,1654,1701,1,1017.4162,978.5032,0
1655,1655,1702,60,850.3555,832.7652,0
1656,1656,1703,11,398.4149,387.5394,0
1657,1657,1704,31,12,11,0
1658,1658,1705,40,57,55,0
1659,1659,1706,26,975.5022,946.362,0
1660,1660,1707,92,80.8445,80.7748,0
1661,1661,1709,13,103,102,0
1662,1662,1710,11,800.5931,798.0749,0
1663,1663,1711,93,106,103,0
1664,1664,1712,89,52,51,0
1665,1665,1713,85,108,105,0
1666,1666,1714,32,38,36,0
1667,1667,1715,3,761.7698,759.2919,0
1668,1668,1716,22,62,59,0
1669,1669,1717,58,335.6809,329.9272,0
1670,1670,1718,92,892.9846,871.0414,0
1671,1671,1719,87,63,62,0
1672,1672,1720,96,73,70,0
1673,1673,1721,87,118,117,0
1674,1674,1722,93,68,65,0
1675,1675,1723,57,28,27,0
1676,1676,1724,111,110,108,0
1677,1677,1725,109,12,11,0
1678,1678,1726,3,576.9668,566.3946,0
1679,1679,1727,98,204.6451,198.2635,0
1680,1680,1728,113,101,98,0
1681,1681,1729,57,100,98,0
1682,1682,1730,23,98,96,0
1683,1683,1731,2,1076.8475,1060.9237,0
1684,1684,1732,116,1052.1897,1025.3156,0
1685,1685,1733,64,110,107,0
1686,1686,1734,87,92,91,0
1687,1687,1735,69,132,127,0
1688,1688,1736,3,1028.5852,1023.7912,0
1689,1689,1737,9,98,97,0
1690,1690,1738,106,233.8549,226.8419,0
1691,1691,1739,52,1080.4598,1047.6942,0
1692,1692,1740,27,1109.3144,1085.0337,0
1693,1693,1741,71,62,59,0
1694,1694,1742,115,1130.5225,1103.2365,0
1695,1695,1744,73,143,141,0
1696,1696,1746,23,115,113,0
1697,1697,1747,42,1065.6777,1063.534,0
1698,1698,1748,3,255.0137,251.0762,0
1699,1699,1749,119,30,29,0
1700,1700,1750,85,135,133,0
1701,1701,1751,107,227.8399,227.1907,0
1702,1702,1752,56,88,85,0
1703,1703,1753,88,42,40,0
1704,1704,1754,37,47,45,0
1705,1705,1755,25,47,45,0
1706,1706,1757,116,1001.7575,967.0323,0
1707,1707,1758,11,594.7705,581.7794,0
1708,1708,1759,79,99,98,0
1709,1709,1760,88,63,62,0
1710,1710,1761,19,96.9662,95.9025,0
1711,1711,1762,73,108,107,0
1712,1712,1763,35,894.8934,866.2277,0
1713,1713,1764,111,55,54,0
1714,1714,1765,70,88,84,0
1715,1715,1766,2,736.4735,716.829,0
1716,1716,1767,33,132,131,0
1717,1717,1768,35,683.5374,683.2856,0
1718,1718,1769,16,96,94,0
1719,1719,1770,36,1174.6236,1129.1648,0
1720,1720,1771,8,106,103,0
1721,1721,1772,61,83,81,0
1722,1722,1773,73,85,82,0
1723,1723,1774,83,445.0705,440.0203,0
1724,1724,1775,41,90,87,0
1725,1725,1776,62,96,94,0
1726,1726,1777,50,186.0327,185.6798,0
1727,1727,1778,87,29,27,0
1728,1728,1779,97,155,154,0
1729,1729,1780,97,30,29,0
1730,1730,1781,113,146,140,0
1731,1731,1782,36,431.3384,426.6359,0
1732,1732,1783,94,39,38,0
1733,1733,1784,73,18,17,0
1734,1734,1785,45,153,147,0
1735,1735,1786,118,135,130,0
1736,1736,1787,88,147,141,0
1737,1737,1789,116,1156.2386,1122.9777,0
1738,1738,1790,42,624.4017,620.6991,0
1739,1739,1791,111,41,40,0
1740,1740,1792,120,110,105,0
1741,1741,1793,64,46,44,0
1742,1742,1794,26,535.0205,522.5427,0
1743,1743,1795,39,131,126,0
1744,1744,1796,61,157,156,0
1745,1745,1797,107,1064.6872,1025.453,0
1746,1746,1798,24,153,147,0
1747,1747,1799,95,148,144,0
1748,1748,1800,83,1169.7401,1164.679,0
1749,1749,1801,10,1177.4391,1161.4795,0
1750,1750,1802,120,82,78,0
1751,1751,1803,7,48,47,0
1752,1752,1804,47,51,50,0
1753,1753,1805,48,6,5,0
1754,1754,1806,68,1195.6321,1170.6727,0
1755,1755,1807,92,1061.1103,1051.9094,0
1756,1756,1808,49,33,31,0
1757,1757,1809,84,857.2496,825.5263,0
1758,1758,1810,120,38,36,0
1759,1759,1811,19,413.9722,405.7306,0
1760,1760,1812,100,986.1936,975.2871,0
1761,1761,1813,64,47,46,0
1762,1762,1814,47,35,34,0
1763,1763,1815,118,104,101,0
1764,1764,1816,43,256.7516,249.4549,0
1765,1765,1817,66,1184.4159,1145.4451,0
1766,1766,1818,99,88.4248,86.7393,0
1767,1767,1819,54,9,8,0
1768,1768,1820,92,443.5294,427.0452,0
1769,1769,1821,30,113,112,0
1770,1770,1822,18,744.502,729.0476,0
1771,1771,1823,111,116,112,0
1772,1772,1824,11,1179.745,1137.3139,0
1773,1773,1825,31,47,45,0
1774,1774,1826,12,989.6632,980.9429,0
1775,1775,1827,109,90,87,0
1776,1776,1828,71,15,14,0
1777,1777,1829,20,262.0093,252.1731,0
1778,1778,1830,111,93,92,0
1779,1779,1831,92,885.852,852.7546,0
1780,1780,1832,8,125,121,0
1781,1781,1833,78,89,87,0
1782,1782,1834,13,68,66,0
1783,1783,1835,74,597.7004,585.1362,0
1784,1784,1836,58,721.4739,705.9758,0
1785,1785,1837,120,47,45,0
1786,1786,1838,96,43,42,0
1787,1787,1839,62,21,20,0
1788,1788,1840,22,136,135,0
1789,1789,1841,30,55,54,0
1790,1790,1842,95,64,63,0
1791,1791,1843,44,925.3413,890.1143,0
1792,1792,1844,105,35,34,0
1793,1793,1845,118,72,71,0
1794,1794,1846,23,130,129,0
1795,1795,1847,92,229.9787,228.5229,0
1796,1796,1848,50,296.1342,291.6861,0
1797,1797,1849,94,119,115,0
1798,1798,1850,74,478.9231,472.2511,0
1799,1799,1851,27,417.1194,414.6863,0
1800,1800,1852,19,802.099,786.1789,0
1801,1801,1853,26,155.8957,151.8546,0
1802,1802,1854,11,967.5994,930.3232,0
1803,1803,1855,48,40,38,0
1804,1804,1856,99,906.5898,899.6503,0
1805,1805,1857,40,56,53,0
1806,1806,1858,6,17,16,0
1807,1807,1859,8,66,65,0
1808,1808,1860,2,180.1046,176.1168,0
1809,1809,1861,60,369.3112,366.6166,0
1810,1810,1862,92,1154.3878,1136.8864,0
1811,1811,1863,11,31.2934,30.7957,0
1812,1812,1864,118,36,34,0
1813,1813,1865,55,66,63,0
1814,1814,1866,59,56.1855,53.9658,0
1815,1815,1867,38,6,5,0
1816,1816,1868,16,96,95,0
1817,1817,1869,10,595.1188,588.9976,0
1818,1818,1870,114,330.9486,323.7155,0
1819,1819,1871,13,157,151,0
1820,1820,1872,76,682.0427,681.472,0
1821,1821,1873,62,158,154,0
1822,1822,1874,119,142,138,0
1823,1823,1875,77,116,114,0
1824,1824,1876,103,109,107,0
1825,1825,1877,77,18,17,0
1826,1826,1878,107,956.3335,924.6851,0
1827,1827,1879,67,671.5643,670.7287,0
1828,1828,1880,10,74.4775,73.808,0
1829,1829,1881,34,941.2822,932.3182,0
1830,1830,1882,108,979.8461,976.3659,0
1831,1831,1883,75,916.1136,889.6044,0
1832,1832,1884,82,144.2955,141.1102,0
1833,1833,1885,10,787.6809,787.3807,0
1834,1834,1886,51,942.9104,938.3817,0
1835,1835,1887,37,101,99,0
1836,1836,1888,51,859.1206,834.4698,0
1837,1837,1889,51,1024.0557,1016.4528,0
1838,1838,1890,38,152,149,0
1839,1839,1891,18,714.2798,705.3321,0
1840,1840,1892,58,608.8001,590.5098,0
1841,1841,1893,1,271.3278,265.2204,0
1842,1842,1894,71,100,99,0
1843,1843,1895,37,61,59,0
1844,1844,1896,110,74,72,0
1845,1845,1897,75,637.398,636.8162,0
1846,1846,1900,91,132.741,128.2939,0
1847,1847,1901,34,857.5907,831.7663,0
1848,1848,1902,76,213.0842,209.9025,0
1849,1849,1903,115,1061.8098,1051.7411,0
1850,1850,1904,99,325.6768,312.9925,0
1851,1851,1905,17,25,24,0
1852,1852,1906,55,67,65,0
1853,1853,1907,103,97,95,0
1854,1854,1908,81,141,137,0
1855,1855,1909,14,50,48,0
1856,1856,1910,111,60,59,0
1857,1857,1911,85,15,14,0
1858,1858,1912,83,312.1757,303.3369,0
1859,1859,1913,48,51,49,0
1860,1860,1914,94,143,142,0
1861,1861,1915,105,114,111,0
1862,1862,1916,2,481.0288,470.0276,0
1863,1863,1917,83,1151.2882,1122.1832,0
1864,1864,1918,72,32,30,0
1865,1865,1919,61,37,36,0
1866,1866,1920,65,126,123,0
1867,1867,1921,77,110,107,0
1868,1868,1922,77,62,59,0
1869,1869,1923,106,126.9849,123.5563,0
1870,1870,1925,114,448.1981,440.532,0
1871,1871,1927,15,107,102,0
1872,1872,1929,37,12,11,0
1873,1873,1930,90,884.0823,864.4958,0
1874,1874,1931,28,153.7392,148.6003,0
1875,1875,1932,56,143,141,0
1876,1876,1933,18,250.4387,240.8068,0
1877,1877,1934,82,413.1189,403.5368,0
1878,1878,1935,120,133,132,0
1879,1879,1936,50,218.1292,212.979,0
1880,1880,1937,38,30,29,0
1881,1881,1938,115,225.8041,217.0469,0
1882,1882,1939,115,868.0473,864.8521,0
1883,1883,1940,54,119,116,0
1884,1884,1941,98,373.9323,368.9595,0
1885,1885,1942,96,153,147,0
1886,1886,1943,34,756.3404,752.1752,0
1887,1887,1944,99,744.4991,744.4374,0
1888,1888,1945,59,640.6439,628.3245,0
1889,1889,1946,68,150.2076,144.9898,0
1890,1890,1947,82,392.5849,389.1501,0
1891,1891,1949,96,7,6,0
1892,1892,1950,63,102,98,0
1893,1893,1951,64,120,116,0
1894,1894,1952,57,89,87,0
1895,1895,1953,76,166.0792,165.6343,0
1896,1896,1955,56,86,82,0
1897,1897,1956,82,110.5936,110.1208,0
1898,1898,1957,59,742.1269,731.3014,0
1899,1899,1958,35,936.4203,908.539,0
1900,1900,1959,115,941.14,925.4039,0
1901,1901,1960,85,134,132,0
1902,1902,1961,3,471.5317,459.5635,0
1903,1903,1962,79,16,15,0
1904,1904,1963,67,1044.9466,1030.5176,0
1905,1905,1964,102,19,18,0
1906,1906,1965,38,111,107,0
1907,1907,1966,115,1000.5741,967.0817,0
1908,1908,1967,14,21,20,0
1909,1909,1968,53,52,51,0
1910,1910,1969,54,10,9,0
1911,1911,1970,15,152,149,0
1912,1912,1971,70,85,84,0
1913,1913,1972,62,128,126,0
1914,1914,1973,89,67,66,0
1915,1915,1974,95,55,52,0
1916,1916,1975,42,388.8916,388.1563,0
1917,1917,1976,59,227.62,222.9919,0
1918,1918,1977,41,24,23,0
1919,1919,1979,92,452.2742,437.3019,0
1920,1920,1980,38,141,138,0
1921,1921,1981,22,76,75,0
1922,1922,1982,21,33,32,0
1923,1923,1983,76,321.0345,313.9061,0
1924,1924,1984,20,1141.278,1097.3932,0
1925,1925,1985,10,196.5064,193.4258,0
1926,1926,1986,63,154,151,0
1927,1927,1987,1,772.7191,747.3306,0
1928,1928,1988,74,683.6168,657.398,0
1929,1929,1989,98,950.3026,922.5549,0
1930,1930,1990,63,19,18,0
1931,1931,1991,4,229.8903,227.2766,0
1932,1932,1992,93,103,99,0
1933,1933,1993,107,609.5382,587.6279,0
1934,1934,1994,49,42,40,0
1935,1935,1995,101,70,68,0
1936,1936,1996,119,28,27,0
1937,1937,1997,117,23,22,0
1938,1938,1998,35,188.7877,182.0491,0
1939,1939,1999,93,157,155,0
1940,1940,2000,63,9,8,0
1941,1941,2001,105,35,34,0
1942,1942,2002,72,40,38,0
1943,1943,2003,88,98,94,0
1944,1944,2004,65,66,64,0
1945,1945,2005,40,14,13,0
1946,1946,2006,43,252.6247,246.0031,0
1947,1947,2007,65,10,9,0
1948,1948,2008,45,8,7,0
1949,1949,2009,101,99,96,0
1950,1950,2010,20,33.2303,33.034,0
1951,1951,2011,47,131,127,0
1952,1952,2012,87,87,83,0
1953,1953,2013,101,149,144,0
1954,1954,2014,48,111,108,0
1955,1955,2016,90,349.8954,343.7436,0
1956,1956,2017,97,47,45,0
1957,1957,2018,98,86.0296,85.2018,0
1958,1958,2019,33,20,19,0
1959,1959,2020,56,156,151,0
1960,1960,2021,40,137,135,0
1961,1961,2022,5,130,127,0
1962,1962,2023,2,60.6861,60.415,0
1963,1963,2024,64,61,60,0
1964,1964,2025,39,31,30,0
1965,1965,2026,87,121,120,0
1966,1966,2027,64,136,133,0
1967,1967,2028,85,75,74,0
1968,1968,2029,77,42,41,0
1969,1969,2030,96,131,128,0
1970,1970,2031,6,62,61,0
1971,1971,2032,61,149,143,0
1972,1972,2033,40,20,19,0
1973,1973,2034,19,1198.493,1170.5016,0
1974,1974,2035,89,69,66,0
1975,1975,2036,116,781.0173,765.6514,0
1976,1976,2037,51,313.5563,306.8998,0
1977,1977,2038,19,416.0545,414.2649,0
1978,1978,2039,9,138,136,0
1979,1979,2040,35,1079.8468,1063.1959,0
1980,1980,2041,38,79,78,0
1981,1981,2042,19,1025.8275,1017.6265,0
1982,1982,2043,48,82,80,0
1983,1983,2044,24,38,37,0
1984,1984,2045,30,135,133,0
1985,1985,2046,109,142,139,0
1986,1986,2047,113,76,75,0
1987,1987,2048,17,6,5,0
1988,1988,2049,35,492.0534,473.5062,0
1989,1989,2050,109,26,25,0
1990,1990,2051,89,52,50,0
1991,1991,2052,56,89,85,0
1992,1992,2053,120,136,132,0
1993,1993,2054,116,124.0601,121.544,0
1994,1994,2055,88,120,115,0
1995,1995,2056,4,364.6065,363.0826,0
1996,1996,2057,66,161.8534,158.8615,0
1997,1997,2058,81,158,153,0
1998,1998,2059,85,93,90,0
1999,1999,2060,23,77,76,0
2000,2000,2061,105,83,80,0
2001,2001,2062,63,11,10,0
2002,2002,2064,47,34,33,0
2003,2003,2065,11,561.9742,548.7955,0
2004,2004,2066,39,58,56,0
2005,2005,2067,28,791.1486,777.765,0
2006,2006,2068,113,53,52,0
2007,2007,2069,63,53,51,0
2008,2008,2070,68,1067.7822,1052.7731,0
2009,2009,2071,62,16,15,0
2010,2010,2072,57,135,130,0
2011,2011,2073,26,889.012,879.9215,0
2012,2012,2074,83,561.4933,554.816,0
2013,2013,2075,95,41,39,0
2014,2014,2076,103,7,6,0
2015,2015,2077,27,1131.8223,1121.8685,0
2016,2016,2078,24,128,124,0
2017,2017,2079,10,391.0608,383.3069,0
2018,2018,2080,10,524.69,524.2345,0
2019,2019,2081,109,42,41,0
2020,2020,2082,90,529.4647,516.752,0
2021,2021,2083,37,125,121,0
2022,2022,2084,97,119,117,0
2023,2023,2085,22,135,132,0
2024,2024,2086,15,119,116,0
2025,2025,2087,66,1073.9012,1044.0069,0
2026,2026,2088,104,152,151,0
2027,2027,2089,28,1037.8118,1004.7658,0
2028,2028,2090,56,91,89,0
2029,2029,2091,73,26,25,0
2030,2030,2092,103,89,87,0
2031,2031,2093,99,375.9058,369.2378,0
2032,2032,2094,5,142,139,0
2033,2033,2095,111,149,148,0
2034,2034,2097,38,10,9,0
2035,2035,2098,83,497.4998,481.7623,0
2036,2036,2099,97,82,81,0
2037,2037,2100,3,441.0414,424.8484,0
2038,2038,2101,55,50,48,0
2039,2039,2102,45,123,118,0
2040,2040,2103,33,110,108,0
2041,2041,2104,112,72,71,0
2042,2042,2105,78,47,45,0
2043,2043,2106,32,82,79,0
2044,2044,2107,77,60,59,0
2045,2045,2108,101,139,136,0
2046,2046,2109,80,112,110,0
2047,2047,2110,61,37,36,0
2048,2048,2111,77,113,110,0
2049,2049,2112,27,803.3416,780.555,0
2050,2050,2113,30,88,86,0
2051,2051,2114,91,183.3996,177.469,0
2052,2052,2115,62,70,68,0
2053,2053,2116,91,127.8534,125.1277,0
2054,2054,2117,47,136,131,0
2055,2055,2118,86,78,76,0
2056,2056,2119,93,29,28,0
2057,2057,2120,37,34,33,0
2058,2058,2121,2,732.4421,726.5252,0
2059,2059,2122,12,158.3291,156.0648,0
2060,2060,2123,1,688.1429,680.652,0
2061,2061,2124,81,159,157,0
2062,2062,2125,28,434.1006,432.8885,0
2063,2063,2126,62,110,107,0
2064,2064,2127,94,31,30,0
2065,2065,2128,55,73,72,0
2066,2066,2129,15,138,135,0
2067,2067,2130,68,329.3327,329.266,0
2068,2068,2131,33,49,47,0
2069,2069,2132,46,135,131,0
2070,2070,2133,10,1000.2231,972.7936,0
2071,2071,2134,108,301.98,298.1715,0
2072,2072,2135,6,130,129,0
2073,2073,2136,78,39,38,0
2074,2074,2137,58,286.799,276.4155,0
2075,2075,2138,77,118,117,0
2076,2076,2139,66,251.9662,251.0316,0
2077,2077,2140,74,510.6828,506.806,0
2078,2078,2141,116,767.6583,750.4937,0
2079,2079,2142,82,145.3522,140.7747,0
2080,2080,2143,1,130.324,128.313,0
2081,2081,2144,84,1136.0092,1110.3866,0
2082,2082,2146,37,76,75,0
2083,2083,2147,102,89,88,0
2084,2084,2148,95,150,149,0
2085,2085,2149,26,784.9937,784.8332,0
2086,2086,2150,47,82,79,0
2087,2087,2151,48,65,63,0
2088,2088,2152,90,119.453,115.9907,0
2089,2089,2153,6,118,115,0
2090,2090,2154,46,36,35,0
2091,2091,2155,67,345.7383,335.574,0
2092,2092,2156,90,905.7317,879.3212,0
2093,2093,2157,66,937.9235,909.0718,0
2094,2094,2158,11,1157.2771,1151.5398,0
2095,2095,2159,112,15,14,0
2096,2096,2160,79,139,134,0
2097,2097,2161,72,83,80,0
2098,2098,2162,35,109.2624,106.6065,0
2099,2099,2163,41,152,149,0
2100,2100,2164,107,1100.6424,1092.3337,0
2101,2101,2165,97,137,136,0
2102,2102,2166,110,51,49,0
2103,2103,2167,91,277.5149,267.2588,0
2104,2104,2168,46,66,63,0
2105,2105,2169,11,422.164,409.4417,0
2106,2106,2170,6,110,108,0
2107,2107,2171,108,852.6002,833.4055,0
2108,2108,2172,113,82,80,0
2109,2109,2173,22,25,24,0
2110,2110,2174,101,125,121,0
2111,2111,2175,69,137,132,0
2112,2112,2176,48,7,6,0
2113,2113,2177,108,1192.1217,1147.6664,0
2114,2114,2178,43,386.5887,374.133,0
2115,2115,2179,120,73,71,0
2116,2116,2180,43,335.1225,334.5085,0
2117,2117,2181,75,444.0876,430.0218,0
2118,2118,2182,58,256.8699,252.7617,0
2119,2119,2183,24,27,26,0
2120,2120,2184,113,149,146,0
2121,2121,2185,46,109,107,0
2122,2122,2186,95,15,14,0
2123,2123,2187,115,1080.8866,1048.6532,0
2124,2124,2188,57,125,123,0
2125,2125,2189,36,491.4066,473.184,0
2126,2126,2190,116,301.6855,299.8481,0
2127,2127,2191,109,13,12,0
2128,2128,2192,114,356.9787,352.4792,0
2129,2129,2193,75,167.5989,163.9601,0
2130,2130,2194,19,113.2452,112.9036,0
2131,2131,2195,53,10,9,0
2132,2132,2196,11,323.1939,320.683,0
2133,2133,2197,11,119.4657,116.6422,0
2134,2134,2198,5,107,106,0
2135,2135,2199,32,7,6,0
2136,2136,2200,113,139,135,0
2137,2137,2201,107,124.1706,119.5345,0
2138,2138,2202,108,1188.8553,1147.3148,0
2139,2139,2203,71,9,8,0
2140,2140,2204,4,445.461,442.9893,0
2141,2141,2205,35,1069.5953,1042.2538,0
2142,2142,2206,72,110,106,0
2143,2143,2207,70,118,116,0
2144,2144,2208,96,7,6,0
2145,2145,2209,120,94,90,0
2146,2146,2210,39,147,143,0
2147,2147,2211,51,807.9263,787.601,0
2148,2148,2212,97,156,155,0
2149,2149,2213,25,44,43,0
2150,2150,2214,47,47,46,0
2151,2151,2215,56,67,66,0
2152,2152,2216,67,938.4933,909.3139,0
2153,2153,2217,85,74,72,0
2154,2154,2218,22,134,133,0
2155,2155,2219,60,1131.4459,1124.2773,0
2156,2156,2221,65,126,122,0
2157,2157,2222,48,25,24,0
2158,2158,2223,42,261.5256,251.7361,0
2159,2159,2224,111,133,127,0
2160,2160,2225,107,417.8988,409.3277,0
2161,2161,2226,17,98,95,0
2162,2162,2227,83,115.5673,115.2926,0
2163,2163,2228,106,584.4451,566.9907,0
2164,2164,2229,84,506.6348,491.333,0
2165,2165,2230,2,905.4109,876.2661,0
2166,2166,2231,43,371.1094,360.4343,0
2167,2167,2232,72,125,122,0
2168,2168,2233,61,78,77,0
2169,2169,2234,68,1171.1321,1159.3189,0
2170,2170,2235,82,739.6815,737.9399,0
2171,2171,2236,108,159.9688,153.6636,0
2172,2172,2237,63,116,115,0
2173,2173,2238,102,135,130,0
2174,2174,2239,64,129,124,0
2175,2175,2240,109,123,122,0
2176,2176,2241,89,153,152,0
2177,2177,2242,59,326.9549,326.3912,0
2178,2178,2243,31,11,10,0
2179,2179,2244,74,222.3126,214.8402,0
2180,2180,2245,112,121,116,0
2181,2181,2246,55,81,80,0
2182,2182,2247,113,69,67,0
2183,2183,2248,91,1087.5648,1044.2117,0
2184,2184,2249,87,72,70,0
2185,2185,2250,46,137,134,0
2186,2186,2251,87,61,59,0
2187,2187,2252,28,1158.3447,1155.8202,0
2188,2188,2254,104,157,151,0
2189,2189,2255,81,158,153,0
2190,2190,2256,1,43.4419,43.1049,0
2191,2191,2257,76,559.3765,555.9023,0
2192,2192,2258,48,104,103,0
2193,2193,2259,4,1131.7039,1105.0163,0
2194,2194,2260,60,1153.6545,1150.6138,0
2195,2195,2261,70,104,100,0
2196,2196,2262,80,128,125,0
2197,2197,2263,49,33,31,0
2198,2198,2264,1,1070.7042,1037.7369,0
2199,2199,2265,16,7,6,0
2200,2200,2266,57,76,75,0
2201,2201,2267,94,49,47,0
2202,2202,2268,33,115,113,0
2203,2203,2269,90,1113.2856,1096.7013,0
2204,2204,2270,63,14,13,0
2205,2205,2271,97,12,11,0
2206,2206,2272,112,94,91,0
2207,2207,2273,111,21,20,0
2208,2208,2275,86,120,116,0
2209,2209,2276,112,150,144,0
2210,2210,2277,94,67,66,0
2211,2211,2278,78,51,49,0
2212,2212,2279,41,102,100,0
2213,2213,2280,51,1057.9701,1053.637,0
2214,2214,2282,25,126,123,0
2215,2215,2283,119,117,115,0
2216,2216,2284,9,111,110,0
2217,2217,2285,79,114,113,0
2218,2218,2286,41,64,61,0
2219,2219,2287,86,47,46,0
2220,2220,2288,87,88,87,0
2221,2221,2289,87,123,121,0
2222,2222,2290,42,687.3016,662.2963,0
2223,2223,2291,112,27,25,0
2224,2224,2292,12,842.2216,832.1229,0
2225,2225,2293,101,98,97,0
2226,2226,2294,91,321.6404,309.6949,0
2227,2227,2295,24,93,89,0
2228,2228,2296,119,52,51,0
2229,2229,2297,114,568.9443,546.3607,0
2230,2230,2298,109,84,82,0
2231,2231,2300,51,888.1222,882.4465,0
2232,2232,2301,21,104,100,0
2233,2233,2302,33,34,33,0
2234,2234,2303,113,132,127,0
2235,2235,2304,44,127.3085,126.0107,0
2236,2236,2305,6,45,44,0
2237,2237,2306,115,969.0636,945.6946,0
2238,2238,2307,92,144.4879,143.8703,0
2239,2239,2308,108,383.3005,368.537,0
2240,2240,2309,32,128,126,0
2241,2241,2310,108,639.2966,632.3097,0
2242,2242,2311,95,60,59,0
2243,2243,2312,12,553.3037,548.41,0
2244,2244,2313,59,736.4726,722.0222,0
2245,2245,2314,12,553.6953,550.7693,0
2246,2246,2315,23,10,9,0
2247,2247,2316,75,1131.4073,1111.8764,0
2248,2248,2317,89,71,68,0
2249,2249,2318,37,24,23,0
2250,2250,2319,43,434.7504,433.6722,0
2251,2251,2320,113,21,20,0
2252,2252,2321,13,9,8,0
2253,2253,2322,17,111,109,0
2254,2254,2323,91,254.1825,248.1511,0
2255,2255,2324,15,79,77,0
2256,2256,2325,20,1192.2389,1154.4252,0
2257,2257,2326,85,125,122,0
2258,2258,2327,93,146,141,0
2259,2259,2328,111,85,84,0
2260,2260,2330,90,374.6247,363.6092,0
2261,2261,2331,76,399.3405,387.9907,0
2262,2262,2332,2,697.3031,686.2592,0
2263,2263,2333,38,40,39,0
2264,2264,2334,42,763.6162,758.6764,0
2265,2265,2335,23,21,20,0
2266,2266,2337,19,762.1794,750.2766,0
2267,2267,2338,27,268.0573,263.0214,0
2268,2268,2339,109,141,140,0
2269,2269,2340,55,46,45,0
2270,2270,2341,19,838.0789,829.9985,0
2271,2271,2342,6,122,117,0
2272,2272,2343,78,41,40,0
2273,2273,2344,2,506.9681,503.6436,0
2274,2274,2345,57,83,80,0
2275,2275,2346,20,53.1466,52.4182,0
2276,2276,2347,77,44,42,0
2277,2277,2348,82,894.6092,885.0364,0
2278,2278,2349,106,1091.1204,1054.0733,0
2279,2279,2350,86,130,126,0
2280,2280,2351,49,41,39,0
2281,2281,2352,64,52,50,0
2282,2282,2353,37,134,133,0
2283,2283,2354,6,6,5,0
2284,2284,2355,87,137,134,0
2285,2285,2356,90,111.311,107.0201,0
2286,2286,2358,35,1197.68,1196.5164,0
2287,2287,2359,96,147,141,0
2288,2288,2360,46,105,102,0
2289,2289,2361,21,64,62,0
2290,2290,2362,56,8,7,0
2291,2291,2363,12,900.3848,870.5145,0
2292,2292,2364,94,33,32,0
2293,2293,2365,19,649.9095,624.7228,0
2294,2294,2366,81,136,133,0
2295,2295,2367,9,68,67,0
2296,2296,2368,40,69,68,0
2297,2297,2369,81,123,118,0
2298,2298,2370,81,87,84,0
2299,2299,2371,8,33,32,0
2300,2300,2372,83,148.3986,147.0437,0
2301,2301,2373,12,946.188,921.5645,0
2302,2302,2374,91,659.7348,648.4553,0
2303,2303,2375,42,912.5554,886.8776,0
2304,2304,2376,92,531.3873,514.3136,0
2305,2305,2377,34,387.818,376.6198,0
2306,2306,2378,114,812.4849,788.6236,0
